"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-22",0,0,0,0,0,0,0
"2020-03-23",0,0,0,0,0,0,0
"2020-03-24",0.00181818181818182,0,0,0,0.00181818181818182,0,0
"2020-03-25",0.00181818181818182,0,0,0,0.00181818181818182,0,0
"2020-03-26",0.00181818181818182,0,0,0,0.00181818181818182,0,0
"2020-03-27",0.00181818181818182,0,0,0,0.00181818181818182,0,0
"2020-03-28",0.00350877192982456,0,0,0,0.00350877192982456,0,0
"2020-03-29",0.00350877192982456,0,0,0,0.00350877192982456,0,0
"2020-03-30",0.00350877192982456,0,0,0,0.00350877192982456,0,0
"2020-03-31",0.00350877192982456,0,0,0,0.00350877192982456,0,0
"2020-04-01",0.0032258064516129,0,0,0,0.0032258064516129,0,0
"2020-04-02",0.00297397769516729,0,0,0,0.00297397769516729,0,0
"2020-04-03",0.00297397769516729,0,0,0,0.00297397769516729,0,0
"2020-04-04",0.00297397769516729,0,0,0,0.00297397769516729,0,0
"2020-04-05",0.00297397769516729,0,0,0,0.00297397769516729,0,0
"2020-04-06",0.00297397769516729,0,0,0,0.00297397769516729,0,0
"2020-04-07",0.00267558528428094,0,0,0,0.00267558528428094,0,0
"2020-04-08",0.00250783699059561,0,0,0,0.00250783699059561,0,0
"2020-04-09",0.00309119010819165,0,0,0,0.00309119010819165,0,0
"2020-04-10",0.00360576923076923,0,0,0,0.00360576923076923,0,0
"2020-04-11",0.00360576923076923,0,0,0,0.00360576923076923,0,0
"2020-04-12",0.00352112676056338,0,0,0,0.00352112676056338,0,0
"2020-04-13",0.00391236306729264,0,0,0,0.00391236306729264,0,0
"2020-04-14",0.00377216144851,0,0,0,0.00377216144851,0,0
"2020-04-15",0.00377216144851,0,0,0,0.00377216144851,0,0
"2020-04-16",0.00384467512495194,0,0,0,0.00384467512495194,0,0
"2020-04-17",0.00384467512495194,0,0,0,0.00384467512495194,0,0
"2020-04-18",0.00384467512495194,0,0,0,0.0039880730037747,0,0
"2020-04-19",0.00377216144851,0,0,0,0.0040181321022576,0,0
"2020-04-20",0.00377216144851,0,0,0,0.00404285269707163,0,0
"2020-04-21",0.00377216144851,0,0,0,0.00406318824650395,0,0
"2020-04-22",0.00377216144851,0,0,0,0.00407990445925468,0,0
"2020-04-23",0.00377216144851,0,0,0,0.00409361896202336,0,0
"2020-04-24",0.00377216144851,0,0,0,0.00410483243584334,0,0
"2020-04-25",0.00377216144851,0,0,0,0.00411395291111608,0,0
"2020-04-26",0.00377216144851,0,0,0,0.00412131469884608,0,0
"2020-04-27",0.00377216144851,0,0,0,0.00412698025826063,0,0
"2020-04-28",0.00377216144851,0,0,0,0.00413163587640886,0,0
"2020-04-29",0.00377216144851,0,0,0,0.00413518094721762,0,0
"2020-04-30",0.00659099231050897,0,0,0,0.00448953578921933,0,0
"2020-05-01",0.00659099231050897,0,0,0,0.00486054081174319,0,0
"2020-05-02",0.00659099231050897,0,0,0,0.00515051104120678,0,0
"2020-05-03",0.00659099231050897,0,0,0,0.00544706217602267,0,0
"2020-05-04",0.00659099231050897,0,0,0,0.00570776625465856,0,0
"2020-05-05",0.00659099231050897,0,0,0,0.00598375211180896,0,0
"2020-05-06",0.00651937703730532,0,0,0,0.00616655497939333,0,0
"2020-05-07",0.00644930132568972,0,0,0,0.0063524712628863,0,0
"2020-05-08",0.00644930132568972,0,0,0,0.00660667241708277,0,0
"2020-05-09",0.00644930132568972,0,0,0,0.00664123684733685,0,0
"2020-05-10",0.00644930132568972,0,0,0,0.00675647299671889,0,0
"2020-05-11",0.0064034151547492,0,0,0,0.00695504977657482,0,0
"2020-05-12",0.0064034151547492,0,0,0,0.00700693475234196,0,0
"2020-05-13",0.0064034151547492,0,0,0,0.00704960244117319,0,0
"2020-05-14",0.0064034151547492,0,0,0,0.00706276942868852,0,0
"2020-05-15",0.0064034151547492,0,0,0,0.00711990920969345,0,0
"2020-05-16",0.0064034151547492,0,0,0,0.00714063178768052,0,0
"2020-05-17",0.0064034151547492,0,0,0,0.00721857036076682,0,0
"2020-05-18",0.0064034151547492,0,0,0,0.00726055517533938,0,0
"2020-05-19",0.0064034151547492,0,0,0,0.00729699731457603,0,0
"2020-05-20",0.0064034151547492,0,0,0,0.0073297967879038,0,0
"2020-05-21",0.0064034151547492,0,0,0,0.00736011446017573,0,0
"2020-05-22",0.0064034151547492,0,0,0,0.00738549599206146,0,0
"2020-05-23",0.0064034151547492,0,0,0,0.00740878535712196,0,0
"2020-05-24",0.0064034151547492,0,0,0,0.00743053579053138,0,0
"2020-05-25",0.0064034151547492,0,0,0,0.00745138725166435,0,0
"2020-05-26",0.0064034151547492,0,0,0,0.0074674810390936,0,0
"2020-05-27",0.0064034151547492,0,0,0,0.00748271507092565,0,0
"2020-05-28",0.0064034151547492,0,0,0,0.00749735907908575,0,0
"2020-05-29",0.0064034151547492,0,0,0,0.00751150125843638,0,0
"2020-05-30",0.0064034151547492,0,0,0,0.00752396404778176,0,0
"2020-05-31",0.0064034151547492,0,0,0,0.0075333396789164,0,0
"2020-06-01",0.0064034151547492,0,0,0,0.00754210337722566,0,0
"2020-06-02",0.0064034151547492,0,0,0,0.00755019100143712,0,0
"2020-06-03",0.0064034151547492,0,0,0,0.00755745239088245,0,0
"2020-06-04",0.0064034151547492,0,0,0,0.00754214756661923,0,0
"2020-06-05",0.0064034151547492,0,0,0,0.00754652459932213,0,0
"2020-06-06",0.0064034151547492,0,0,0,0.00755022857429177,0,0
"2020-06-07",0.0064034151547492,0,0,0,0.00755342618126762,0,0
