"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-23",0.0114620478858889,0,0,0,0.0114620478858889,0,0
"2020-03-24",0.0157992565055762,0,0,0,0.0157992565055762,0,0
"2020-03-25",0.0162523900573614,0,0,0,0.0162523900573614,0,0
"2020-03-26",0.0162523900573614,0,0,0,0.0162523900573614,0,0
"2020-03-27",0.0191605839416058,0,0,0,0.0191605839416058,0,0
"2020-03-28",0.0191605839416058,0,0,0,0.0191605839416058,0,0
"2020-03-29",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-03-30",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-03-31",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-01",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-02",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-03",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-04",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-05",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-06",0.0203217612193057,0,0,0,0.0203217612193057,0,0
"2020-04-07",0.0232744783306581,0,0,0,0.0232744783306581,0,0
"2020-04-08",0.0234260614934114,0,0,0,0.0234260614934114,0,0
"2020-04-09",0.0233177881412392,0,0,0,0.0233177881412392,0,0
"2020-04-10",0.0231566118220597,0,0,0,0.0231566118220597,0,0
"2020-04-11",0.0232997481108312,0,0,0,0.0232997481108312,0,0
"2020-04-12",0.0283474065138721,0,0,0,0.0283474065138721,0,0
"2020-04-13",0.0283474065138721,0,0,0,0.0283474065138721,0,0
"2020-04-14",0.0283474065138721,0,0,0,0.0283474065138721,0,0
"2020-04-15",0.0283474065138721,0,0,0,0.0283474065138721,0,0
"2020-04-16",0.0283474065138721,0,0,0,0.0283474065138721,0,0
"2020-04-17",0.0283474065138721,0,0,0,0.0294443997702702,0,0
"2020-04-18",0.0283474065138721,0,0,0,0.0298567946826716,0,0
"2020-04-19",0.0283474065138721,0,0,0,0.0301173497681066,0,0
"2020-04-20",0.0283474065138721,0,0,0,0.0303544411336358,0,0
"2020-04-21",0.0283474065138721,0,0,0,0.0305464645627275,0,0
"2020-04-22",0.0283474065138721,0,0,0,0.0307023763957527,0,0
"2020-04-23",0.0283474065138721,0,0,0,0.0308309401829728,0,0
"2020-04-24",0.0283474065138721,0,0,0,0.0309376671045607,0,0
"2020-04-25",0.0283474065138721,0,0,0,0.0310326918304522,0,0
"2020-04-26",0.0283474065138721,0,0,0,0.0310787075009978,0,0
"2020-04-27",0.0294771968854283,0,0,0,0.0312875161192432,0,0
"2020-04-28",0.0294771968854283,0,0,0,0.0314651732166147,0,0
"2020-04-29",0.0294771968854283,0,0,0,0.031616348204657,0,0
"2020-04-30",0.0294771968854283,0,0,0,0.0296318549589787,0,0
"2020-05-01",0.0294771968854283,0,0,0,0.029631808185056,0,0
"2020-05-02",0.0294771968854283,0,0,0,0.029632351901496,0,0
"2020-05-03",0.0294771968854283,0,0,0,0.0296218639988334,0,0
"2020-05-04",0.0294771968854283,0,0,0,0.0296401788198083,0,0
"2020-05-05",0.0294771968854283,0,0,0,0.0296507553047241,0,0
"2020-05-06",0.0294771968854283,0,0,0,0.0296582743878145,0,0
"2020-05-07",0.0294771968854283,0,0,0,0.029952536327154,0,0
"2020-05-08",0.0294771968854283,0,0,0,0.0299689379958097,0,0
"2020-05-09",0.0294771968854283,0,0,0,0.0299808157289769,0,0
"2020-05-10",0.0294771968854283,0,0,0,0.0299894963530242,0,0
"2020-05-11",0.0294771968854283,0,0,0,0.0299962665424122,0,0
"2020-05-12",0.0294771968854283,0,0,0,0.0300028829448427,0,0
"2020-05-13",0.0294771968854283,0,0,0,0.0300114649209907,0,0
"2020-05-14",0.0294771968854283,0,0,0,0.0300239165347689,0,0
"2020-05-15",0.0294771968854283,0,0,0,0.0302458769549109,0,0
"2020-05-16",0.0294771968854283,0,0,0,0.0302563696714635,0,0
"2020-05-17",0.0294771968854283,0,0,0,0.0302605802469064,0,0
"2020-05-18",0.0294771968854283,0,0,0,0.0302568668242987,0,0
"2020-05-19",0.0294771968854283,0,0,0,0.0302442860545734,0,0
"2020-05-20",0.0294771968854283,0,0,0,0.0302243249687003,0,0
"2020-05-21",0.0294771968854283,0,0,0,0.0301965222515283,0,0
"2020-05-22",0.0294771968854283,0,0,0,0.0301625776170998,0,0
"2020-05-23",0.0294771968854283,0,0,0,0.0301244429604214,0,0
"2020-05-24",0.0294771968854283,0,0,0,0.0300884617801932,0,0
"2020-05-25",0.0294771968854283,0,0,0,0.0300564823143227,0,0
"2020-05-26",0.0294771968854283,0,0,0,0.0300328274813553,0,0
"2020-05-27",0.0294771968854283,0,0,0,0.0299149541477131,0,0
"2020-05-28",0.0294771968854283,0,0,0,0.0299129954412843,0,0
"2020-05-29",0.0294771968854283,0,0,0,0.0299105525476678,0,0
