"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-03-23",0.142857142857143,0,0,0,0.142857142857143,0,0
"2020-03-24",0.142857142857143,0,0,0,0.142857142857143,0,0
"2020-03-25",0.142857142857143,0,0,0,0.142857142857143,0,0
"2020-03-26",0.105263157894737,0,0,0,0.105263157894737,0,0
"2020-03-27",0.105263157894737,0,0,0,0.105263157894737,0,0
"2020-03-28",0.105263157894737,0,0,0,0.105263157894737,0,0
"2020-03-29",0.105263157894737,0,0,0,0.105263157894737,0,0
"2020-03-30",0.105263157894737,0,0,0,0.105263157894737,0,0
"2020-03-31",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-01",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-02",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-03",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-04",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-05",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-06",0.0752941176470588,0,0,0,0.0752941176470588,0,0
"2020-04-07",0.0752941176470588,0,0,0,0.0973275099513501,0,0
"2020-04-08",0.08,0,0,0,0.0963082446600943,0,0
"2020-04-09",0.08,0,0,0,0.0954022310678662,0,0
"2020-04-10",0.08,0,0,0,0.0945915873274529,0,0
"2020-04-11",0.0114669829972321,0,0,0,0.0904353571109417,0,0
"2020-04-12",0.00441501103752759,0,0,0,0.0863391501550642,0,0
"2020-04-13",0.00441501103752759,0,0,0,0.0826153256497217,0,0
"2020-04-14",0.00441501103752759,0,0,0,0.0792153119709306,0,0
"2020-04-15",0.00441501103752759,0,0,0,0.0760986327653722,0,0
"2020-04-16",0.00846153846153846,0,0,0,0.0733931489932188,0,0
"2020-04-17",0.010228166797797,0,0,0,0.0709623499510327,0,0
"2020-04-18",0.00752508361204013,0,0,0,0.0685921133895967,0,0
"2020-04-19",0.00752508361204013,0,0,0,0.0663939312763421,0,0
"2020-04-20",0.0098458904109589,0,0,0,0.0646314041360785,0,0
"2020-04-21",0.0098458904109589,0,0,0,0.0628055707734662,0,0
"2020-04-22",0.0098458904109589,0,0,0,0.0610229589728899,0,0
"2020-04-23",0.0122914837576822,0,0,0,0.0597378692535655,0,0
"2020-04-24",0.0122914837576822,0,0,0,0.0579963554202008,0,0
"2020-04-25",0.0122914837576822,0,0,0,0.0567314900710445,0,0
"2020-04-26",0.0122914837576822,0,0,0,0.0555838823156132,0,0
"2020-04-27",0.0122914837576822,0,0,0,0.054166349215183,0,0
"2020-04-28",0.0158878504672897,0,0,0,0.0531202911477062,0,0
"2020-04-29",0.0158878504672897,0,0,0,0.0521809412184178,0,0
"2020-04-30",0.0158878504672897,0,0,0,0.0512504025711669,0,0
"2020-05-01",0.0191570881226054,0,0,0,0.0504495719050729,0,0
"2020-05-02",0.0191570881226054,0,0,0,0.0496863273902269,0,0
"2020-05-03",0.0191570881226054,0,0,0,0.0489605530336195,0,0
"2020-05-04",0.0191570881226054,0,0,0,0.0482721506776837,0,0
"2020-05-05",0.0191570881226054,0,0,0,0.0476194131049011,0,0
"2020-05-06",0.0204897551224388,0,0,0,0.0470009091562167,0,0
"2020-05-07",0.0204897551224388,0,0,0,0.0464268830858439,0,0
"2020-05-08",0.0204897551224388,0,0,0,0.0458729149936251,0,0
"2020-05-09",0.0204897551224388,0,0,0,0.0453440982401031,0,0
"2020-05-10",0.0204897551224388,0,0,0,0.0448368691523171,0,0
"2020-05-11",0.0204897551224388,0,0,0,0.044349925702882,0,0
"2020-05-12",0.0204897551224388,0,0,0,0.0438698234851391,0,0
"2020-05-13",0.0204897551224388,0,0,0,0.0434322238601362,0,0
"2020-05-14",0.0204897551224388,0,0,0,0.0429659680868931,0,0
"2020-05-15",0.0204897551224388,0,0,0,0.042568988522746,0,0
"2020-05-16",0.0204897551224388,0,0,0,0.0421808119724871,0,0
"2020-05-17",0.0204897551224388,0,0,0,0.0417934729921204,0,0
"2020-05-18",0.0204897551224388,0,0,0,0.0414197193334284,0,0
"2020-05-19",0.0204897551224388,0,0,0,0.0410587536655635,0,0
"2020-05-20",0.0204897551224388,0,0,0,0.0407102241621662,0,0
"2020-05-21",0.0204897551224388,0,0,0,0.0403732228171081,0,0
"2020-05-22",0.0204897551224388,0,0,0,0.0400471635973044,0,0
"2020-05-23",0.0204897551224388,0,0,0,0.0397332859328002,0,0
"2020-05-24",0.0204897551224388,0,0,0,0.0394270596715435,0,0
"2020-05-25",0.0204897551224388,0,0,0,0.0391319095156474,0,0
"2020-05-26",0.0204897551224388,0,0,0,0.038818747492425,0,0
"2020-05-27",0.0204897551224388,0,0,0,0.038580324486567,0,0
"2020-05-28",0.0204897551224388,0,0,0,0.0382958418240808,0,0
"2020-05-29",0.0204897551224388,0,0,0,0.0380339871162177,0,0
"2020-05-30",0.0204897551224388,0,0,0,0.0378153078322996,0,0
"2020-05-31",0.0204897551224388,0,0,0,0.0375339635913646,0,0
"2020-06-01",0.0204897551224388,0,0,0,0.0372938954428177,0,0
"2020-06-02",0.0204897551224388,0,0,0,0.0370598618726531,0,0
"2020-06-03",0.0204897551224388,0,0,0,0.0368328710388192,0,0
"2020-06-04",0.0204897551224388,0,0,0,0.036611402874537,0,0
"2020-06-05",0.0204897551224388,0,0,0,0.0363970478922054,0,0
"2020-06-06",0.0216322517207473,0.02,0,0.02,0.0362033557632763,0.02,0.02
"2020-06-07",0.0216322517207473,0.02,0,0.02,0.0360152586822306,0.02,0.02
"2020-06-08",0.0216322517207473,0.02,0,0.02,0.0358297181211625,0.02,0.02
"2020-06-09",0.0216322517207473,0.02,0,0.02,0.0356499943785923,0.02,0.02
"2020-06-10",0.0236895161290323,0.01,0,0.01,0.0355015417376584,0.01,0.01
"2020-06-11",0.0236895161290323,0.01,0,0.01,0.0353556840019432,0.01,0.01
"2020-06-12",0.0236895161290323,0.01,0,0.01,0.0352123705390823,0.01,0.01
"2020-06-13",0.0236895161290323,0.01,0,0.01,0.0350735274884376,0.01,0.01
"2020-06-14",0.0236895161290323,0.01,0,0.01,0.0349389557374988,0.01,0.01
"2020-06-15",0.0236895161290323,0.01,0,0.01,0.0348056428213478,0.01,0.01
"2020-06-16",0.0236895161290323,0.01,0,0.01,0.0346772911586496,0.01,0.01
"2020-06-17",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0349596300357596,0.00588235294117647,0.00588235294117647
"2020-06-18",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0348813705508934,0.00588235294117647,0.00588235294117647
"2020-06-19",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0347403305717238,0.00588235294117647,0.00588235294117647
"2020-06-20",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0347094821487804,0.00588235294117647,0.00588235294117647
"2020-06-21",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0341761741909027,0.00578453570604855,0.00578453570604855
"2020-06-22",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0344617176046534,0.00591497547202955,0.00591497547202955
"2020-06-23",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0339914938256729,0.00587910039093943,0.00587910039093943
"2020-06-24",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0343141972635254,0.00588181519911917,0.00588181519911917
"2020-06-25",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0340203235625315,0.00588169482472193,0.00588169482472193
"2020-06-26",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0337289013836231,0.00588145542458414,0.00588145542458414
