"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-04-01",0,0,0,0,0,0,0
"2020-04-02",0,0,0,0,0,0,0
"2020-04-03",0,0,0,0,0,0,0
"2020-04-04",0,0,0,0,0,0,0
"2020-04-05",0,0,0,0,0,0,0
"2020-04-06",0.0105882352941176,0,0,0,0,0,0
"2020-04-07",0.0105882352941176,0,0,0,0,0,0
"2020-04-08",0.0105882352941176,0,0,0,0,0,0
"2020-04-09",0.0136842105263158,0,0,0,0,0,0
"2020-04-10",0.0136842105263158,0,0,0,0,0,0
"2020-04-11",0.0136842105263158,0,0,0,0,0,0
"2020-04-12",0.0161904761904762,0,0,0,0,0,0
"2020-04-13",0.0182608695652174,0,0,0,0,0,0
"2020-04-14",0.02,0,0,0,0,0,0
"2020-04-15",0.0224489795918367,0,0,0,0,0,0
"2020-04-16",0.0224489795918367,0,0,0,0,0,0
"2020-04-17",0.0224489795918367,0,0,0,0,0,0
"2020-04-18",0.0224489795918367,0,0,0,0,0,0
"2020-04-19",0.0224489795918367,0,0,0,0,0,0
"2020-04-20",0.0265432098765432,0,0,0,0,0,0
"2020-04-21",0.0265432098765432,0,0,0,0,0,0
"2020-04-22",0.0265432098765432,0,0,0,0,0,0
"2020-04-23",0.0265432098765432,0,0,0,0,0,0
"2020-04-24",0.0265432098765432,0,0,0,0,0,0
"2020-04-25",0.0265432098765432,0,0,0,0,0,0
"2020-04-26",0.0265432098765432,0,0,0,0,0,0
"2020-04-27",0.0265432098765432,0,0,0,0,0,0
"2020-04-28",0.0265432098765432,0,0,0,0,0,0
"2020-04-29",0.0265432098765432,0,0,0,0,0,0
"2020-04-30",0.0265432098765432,0,0,0,0,0,0
"2020-05-01",0.0265432098765432,0,0,0,0,0,0
"2020-05-02",0.0265432098765432,0,0,0,0,0,0
"2020-05-03",0.0265432098765432,0,0,0,0,0,0
"2020-05-04",0.0265432098765432,0,0,0,0,0,0
"2020-05-05",0.0265432098765432,0,0,0,0,0,0
"2020-05-06",0.0265432098765432,0,0,0,0,0,0
"2020-05-07",0.0265432098765432,0,0,0,0,0,0
"2020-05-08",0.0265432098765432,0,0,0,0,0,0
"2020-05-09",0.0265432098765432,0,0,0,0,0,0
"2020-05-10",0.0265432098765432,0,0,0,0,0,0
"2020-05-11",0.0265432098765432,0,0,0,0,0,0
"2020-05-12",0.0265432098765432,0,0,0,0,0,0
"2020-05-13",0.0265432098765432,0,0,0,0,0,0
"2020-05-14",0.0265432098765432,0,0,0,0,0,0
"2020-05-15",0.0265432098765432,0,0,0,0,0,0
"2020-05-16",0.0265432098765432,0,0,0,0,0,0
"2020-05-17",0.0265432098765432,0,0,0,0,0,0
"2020-05-18",0.0265432098765432,0,0,0,0,0,0
"2020-05-19",0.0265432098765432,0,0,0,0,0,0
"2020-05-20",0.0265432098765432,0,0,0,0,0,0
"2020-05-21",0.0263803680981595,0,0,0,0,0,0
"2020-05-22",0.0263803680981595,0,0,0,0,0,0
"2020-05-23",0.0263803680981595,0,0,0,0,0,0
"2020-05-24",0.0222222222222222,0,0,0,0,0,0
"2020-05-25",0.0232323232323232,0,0,0,0,0,0
"2020-05-26",0.0232323232323232,0,0,0,0,0,0
"2020-05-27",0.0232323232323232,0,0,0,0,0,0
"2020-05-28",0.0232323232323232,0,0,0,0,0,0
"2020-05-29",0.0232323232323232,0,0,0,0,0,0
"2020-05-30",0.0232323232323232,0,0,0,0,0,0
"2020-05-31",0.0232323232323232,0,0,0,0,0,0
"2020-06-01",0.0232323232323232,0,0,0,0,0,0
"2020-06-02",0.0232323232323232,0,0,0,0,0,0
"2020-06-03",0.0232323232323232,0,0,0,0,0,0
"2020-06-04",0.0232323232323232,0,0,0,0,0,0
"2020-06-05",0.0232323232323232,0,0,0,0,0,0
"2020-06-06",0.0232323232323232,0,0,0,0,0,0
"2020-06-07",0.0232323232323232,0,0,0,0,0,0
"2020-06-08",0.0232323232323232,0,0,0,0,0,0
"2020-06-09",0.0232323232323232,0,0,0,0,0,0
"2020-06-10",0.0232323232323232,0,0,0,0,0,0
"2020-06-11",0.0232323232323232,0,0,0,0,0,0
"2020-06-12",0.0232323232323232,0,0,0,0,0,0
"2020-06-13",0.0232323232323232,0,0,0,0,0,0
"2020-06-14",0.0232323232323232,0,0,0,0,0,0
"2020-06-15",0.0232323232323232,0,0,0,0,0,0
"2020-06-16",0.0232323232323232,0,0,0,0,0,0
"2020-06-17",0.0232323232323232,0,0,0,0,0,0
"2020-06-18",0.0232323232323232,0,0,0,0,0,0
"2020-06-19",0.0232323232323232,0,0,0,0,0,0
"2020-06-20",0.0232323232323232,0,0,0,0,0,0
"2020-06-21",0.0232323232323232,0,0,0,0,0,0
"2020-06-22",0.0232323232323232,0,0,0,0,0,0
"2020-06-23",0.0232323232323232,0,0,0,0,0,0
"2020-06-24",0.0232323232323232,0,0,0,0,0,0
"2020-06-25",0.0232323232323232,0,0,0,0,0,0
"2020-06-26",0.0232323232323232,0,0,0,0,0,0
"2020-06-27",0.0232323232323232,0,0,0,0,0,0
"2020-06-28",0.0232323232323232,0,0,0,0,0,0
"2020-06-29",0.0232323232323232,0,0,0,0,0,0
"2020-06-30",0.0232323232323232,0,0,0,0,0,0
"2020-07-01",0.0232323232323232,0,0,0,0,0,0
"2020-07-02",0.0232323232323232,0,0,0,0,0,0
"2020-07-03",0.0232323232323232,0,0,0,0,0,0
"2020-07-04",0.0232323232323232,0,0,0,0,0,0
"2020-07-05",0.0232323232323232,0,0,0,0,0,0
"2020-07-06",0.0232323232323232,0,0,0,0,0,0
"2020-07-07",0.0232323232323232,0,0,0,0,0,0
"2020-07-08",0.0232323232323232,0,0,0,0,0,0
"2020-07-09",0.0232323232323232,0,0,0,0,0,0
"2020-07-10",0.0232323232323232,0,0,0,0,0,0
"2020-07-11",0.0232323232323232,0,0,0,0,0,0
"2020-07-12",0.0310810810810811,0,0,0,0,0,0
"2020-07-13",0.0310810810810811,0,0,0,0,0,0
"2020-07-14",0.0310810810810811,0,0,0,0,0,0
"2020-07-15",0.0310810810810811,0,0,0,0,0,0
"2020-07-16",0.0327433628318584,0,0,0,0,0,0
"2020-07-17",0.0327433628318584,0,0,0,0,0,0
"2020-07-18",0.0327433628318584,0,0,0,0,0,0
"2020-07-19",0.0320388349514563,0,0,0,0,0,0
"2020-07-20",0.0320388349514563,0,0,0,0,0,0
"2020-07-21",0.0320388349514563,0,0,0,0,0,0
"2020-07-22",0.0311827956989247,0,0,0,0,0,0
"2020-07-23",0.0301204819277108,0,0,0,0,0,0
"2020-07-24",0.0287671232876712,0,0,0,0,0,0
"2020-07-25",0.0254901960784314,0,0,0,0,0,0
"2020-07-26",0.0254901960784314,0,0,0,0,0,0
"2020-07-27",0.0254901960784314,0,0,0,0,0,0
"2020-07-28",0.0254901960784314,0,0,0,0,0,0
"2020-07-29",0.0254901960784314,0,0,0,0,0,0
"2020-07-30",0.00833333333333333,0,0,0,0,0,0
"2020-07-31",0.00833333333333333,0,0,0,0,0,0
"2020-08-01",0.00833333333333333,0,0,0,0,0,0
"2020-08-02",0.00833333333333333,0,0,0,0,0,0
"2020-08-03",0.00833333333333333,0,0,0,0,0,0
"2020-08-04",0.00833333333333333,0,0,0,0,0,0
"2020-08-05",0.00833333333333333,0,0,0,0,0,0
"2020-08-06",0.00833333333333333,0,0,0,0,0,0
"2020-08-07",0.00833333333333333,0,0,0,0,0,0
"2020-08-08",0.00833333333333333,0,0,0,0,0,0
"2020-08-09",0.00833333333333333,0,0,0,0,0,0
"2020-08-10",0.00833333333333333,0,0,0,0,0,0
"2020-08-11",0.00833333333333333,0,0,0,0,0,0
"2020-08-12",0.00833333333333333,0,0,0,0,0,0
"2020-08-13",0.00833333333333333,0,0,0,0,0,0
"2020-08-14",0.00833333333333333,0,0,0,0,0,0
"2020-08-15",0.00833333333333333,0,0,0,0,0,0
"2020-08-16",0.00833333333333333,0,0,0,0,0,0
"2020-08-17",0.00833333333333333,0,0,0,0,0,0
"2020-08-18",0.00833333333333333,0,0,0,0,0,0
"2020-08-19",0.00833333333333333,0,0,0,0,0,0
"2020-08-20",0.00833333333333333,0,0,0,0,0,0
"2020-08-21",0.00833333333333333,0,0,0,0,0,0
"2020-08-22",0.00833333333333333,0,0,0,0,0,0
"2020-08-23",0.00869962841463316,0,0.00213760962173868,0.000712536540579561,0.00213760962173868,0,0.000712536540579561
"2020-08-24",0.0184986277609686,0.00231972948065345,0.00364807401750187,0.00512347136056717,0.00364807401750187,0.00231972948065345,0.00512347136056717
"2020-08-25",0.0211519019538655,0.00530856457003978,0.00477247108761474,0.00848524176344236,0.00477247108761474,0.00530856457003978,0.00848524176344236
"2020-08-26",0.0509378953741729,0.00805677323607249,0.00604389587407619,0.0152536433441549,0.00604389587407619,0.00805677323607249,0.0152536433441549
"2020-08-27",0.0627213661334904,0.00811825107252244,0.00597334550920987,0.015158322311622,0.00597334550920987,0.00811825107252244,0.015158322311622
"2020-08-28",0.0627213661334904,0.00811825107252244,0.00597334550920987,0.015158322311622,0.00597334550920987,0.00811825107252244,0.015158322311622
"2020-08-29",0.0627213661334904,0.00811825107252244,0.00597334550920987,0.015158322311622,0.00597334550920987,0.00811825107252244,0.015158322311622
"2020-08-30",0.0589719212279525,0.00784015387824192,0.00573320428693542,0.0145084291415655,0.00573320428693542,0.00784015387824192,0.0145084291415655
"2020-08-31",0.0589719212279525,0.00784015387824192,0.00573320428693542,0.0145084291415655,0.00573320428693542,0.00784015387824192,0.0145084291415655
"2020-09-01",0.0589719212279525,0.00784015387824192,0.00573320428693542,0.0145084291415655,0.00573320428693542,0.00784015387824192,0.0145084291415655
"2020-09-02",0.0640465206933109,0.00679081952159557,0.00536500099803864,0.0140345338376272,0.00536500099803864,0.00679081952159557,0.0140345338376272
"2020-09-03",0.0501088022903607,0.00516405984977407,0.00404511420584016,0.0105449553123004,0.00404511420584016,0.00516405984977407,0.0105449553123004
"2020-09-04",0.0501088022903607,0.00516405984977407,0.00404511420584016,0.0105449553123004,0.00404511420584016,0.00516405984977407,0.0105449553123004
"2020-09-05",0.0509473675952635,0.00517502694521348,0.00404951620532075,0.0105519447161686,0.00404951620532075,0.00517502694521348,0.0105519447161686
"2020-09-06",0.0509473675952635,0.00517502694521348,0.00404951620532075,0.0105519447161686,0.00404951620532075,0.00517502694521348,0.0105519447161686
"2020-09-07",0.0509473675952635,0.00517502694521348,0.00404951620532075,0.0105519447161686,0.00404951620532075,0.00517502694521348,0.0105519447161686
