"","time_value","real_date","err0","err1","err2","strawman","case_model","case_fb_model","lead","case_sae","fb_sae"
"1",2020-05-15,2020-05-22,42.4285724287595,NA,NA,450.857142857145,NA,NA,7,NA,NA
"2",2020-05-16,2020-05-23,45.2857152859189,61.6493389488252,61.6493389488252,447.85714285729,464.220767520196,464.220767520196,7,1.36134183946509,1.36134183946509
"3",2020-05-17,2020-05-24,60.8571438575084,70.380564237691,73.2130033392044,449.714285714431,459.237707094614,462.070146196127,7,1.15648812574052,1.20303055152615
"4",2020-05-18,2020-05-25,52.0000009999361,56.4905561532852,135.03922278281,436.99999999988,328.509443846659,520.039222782754,7,1.0863568282115,2.59690808050131
"5",2020-05-19,2020-05-26,48.4285724284546,44.0447309571507,48.194537915009,424.000000000024,331.526697614419,423.765966486579,7,0.909478201576553,0.995167429025678
"6",2020-05-20,2020-05-27,20.7142867143042,129.371037880629,99.0409061276565,407.571428571372,257.486104976438,287.816236729411,7,6.2454980789318,4.78128489257919
"7",2020-05-21,2020-05-28,18.5714295716873,112.252552133761,621.370228142792,400.714285714486,269.890305009038,1003.51308528559,7,6.0443678662677,33.4583950979245
"8",2020-05-22,2020-05-29,26.1428581426633,4.98174032865626,63.1767307244173,408.428571428386,377.303973957066,445.46244501014,7,0.190558365939583,2.41659616479796
"9",2020-05-23,2020-05-30,22.1428581428413,14.0040899368742,83.5746195889082,402.571428571371,366.424481491655,464.003191017438,7,0.632442742781228,3.77433748840267
"10",2020-05-24,2020-05-31,14.0000009996879,19.946823313551,5.92885255036521,388.857142856923,354.910319543684,368.92829030687,7,1.42477299208733,0.423489437643423
"11",2020-05-25,2020-06-01,1.28571528547929,29.0778922093716,71.269662983361,384.999999999944,354.636393505093,312.444622731104,7,22.6161207988843,55.4319169945881
"12",2020-05-26,2020-06-02,19.7142867141693,36.8251838832557,25.9362129733389,375.57142857157,358.460530402483,369.3495013124,7,1.86794401528047,1.31560493916819
"13",2020-05-27,2020-06-03,6.85714385715977,7.29726527631874,134.85957160343,386.857142857068,401.011550990546,528.573857317658,7,1.06418436426697,19.6670179906783
"14",2020-05-28,2020-06-04,34.7142867143051,64.7580472529166,45.6549954799983,382.142857142799,481.61519011002,462.512138337102,7,1.86545809758007,1.31516444096156
"15",2020-05-29,2020-06-05,50.4285724284309,26.7779660560229,32.0324441402699,382.285714285723,405.936319658131,400.681841573884,7,0.531007814945122,0.635204262141883
"16",2020-05-30,2020-06-06,70.0000010000166,18.4495749474526,46.188294611668,380.428571428529,431.978996481093,404.240276816878,7,0.263565352626898,0.659832770740347
"17",2020-05-31,2020-06-07,98.0000009998917,49.7508398548462,73.8840008542209,374.857142857235,423.10630300228,398.973142002906,7,0.507661625992241,0.753918368371267
"18",2020-06-01,2020-06-08,91.5714295712219,18.1165053117387,39.0777252675297,383.714285714465,457.169208973948,436.207989018157,7,0.197840149450197,0.426745825095327
