"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-19",0.0205116386264116,0,0,0,0.0205116386264116,0,0,0
2,"2020-03-20",0.0257131378063479,0,0,0,0.0257131378063479,0,0,0
3,"2020-03-21",0.0385026737967914,0,0,0,0.0385026737967914,0,0,0
4,"2020-03-22",0.0329057445621863,0,0,0,0.0329057445621863,0,0,0
5,"2020-03-23",0.0329057445621863,0,0,0,0.0329057445621863,0,0,0
6,"2020-03-24",0.038961038961039,0,0,0,0.038961038961039,0,0,0
7,"2020-03-25",0.0378031383737518,0,0,0,0.0378031383737518,0,0,0
8,"2020-03-26",0.0364730878186969,0,0,0,0.0364730878186969,0,0,0
9,"2020-03-27",0.0407354001441961,0,0,0,0.0407354001441961,0,0,0
10,"2020-03-28",0.0465817694369973,0,0,0,0.0465817694369973,0,0,0
11,"2020-03-29",0.0468384074941452,0,0,0,0.0468384074941452,0,0,0
12,"2020-03-30",0.0529801324503311,0,0,0,0.0529801324503311,0,0,0
13,"2020-03-31",0.0659951372004168,0,0,0,0.0659951372004168,0,0,0
14,"2020-04-01",0.0681431005110733,0,0,0,0.0681431005110733,0,0,0
15,"2020-04-02",0.063728813559322,0,0,0,0.063728813559322,0,0,0
16,"2020-04-03",0.06957928802589,0,0,0,0.0717020159688251,0,0,0
17,"2020-04-04",0.0696319018404908,0,0,0,0.0744358765568395,0,0,0
18,"2020-04-05",0.0759493670886076,0,0,0,0.0783764070603841,0,0,0
19,"2020-04-06",0.0705737956428352,0,0,0,0.0730570401662903,0,0,0
20,"2020-04-07",0.0687929956222639,0,0,0,0.0714950322491627,0,0,0
21,"2020-04-08",0.0574823378291586,0,0,0,0.0689648669683937,0,0,0
22,"2020-04-09",0.0542049934296978,0,0,0,0.0671191349207421,0,0,0
23,"2020-04-10",0.0507563025210084,0,0,0,0.0654181256796319,0,0,0
24,"2020-04-11",0.0510529674537333,0,0,0,0.064015551775807,0,0,0
25,"2020-04-12",0.0731859233883525,0,0,0,0.0649494126728398,0,0,0
26,"2020-04-13",0.0772626931567329,0,0,0,0.0665923622697462,0,0,0
27,"2020-04-14",0.0727981800454989,0,0,0,0.0689599486401454,0,0,0
28,"2020-04-15",0.0788160957765214,0,0,0,0.072813382690009,0,0,0
29,"2020-04-16",0.0699325523606674,0,0,0,0.0756611588418123,0,0,0
30,"2020-04-17",0.0773462783171521,0,0,0,0.0770447410886972,0,0,0
31,"2020-04-18",0.0790849673202614,0,0,0,0.0784704907095635,0,0,0
32,"2020-04-19",0.09248,0,0,0,0.0884601515969531,0,0,0
33,"2020-04-20",0.0867175572519084,0,0,0,0.0895910164876951,0,0,0
34,"2020-04-21",0.0905263157894737,0,0,0,0.0915517798370594,0,0,0
35,"2020-04-22",0.0880575539568345,0,0,0,0.0899358200344736,0,0,0
36,"2020-04-23",0.08928046989721,0,0,0,0.0906484828399541,0,0,0
37,"2020-04-24",0.0901525658807212,0,0,0,0.0914843101499715,0,0,0
38,"2020-04-25",0.0879150066401062,0,0,0,0.0903215219566467,0,0,0
39,"2020-04-26",0.0911877394636015,0,0,0,0.0900410778380881,0,0,0
40,"2020-04-27",0.0891113892365457,0,0,0,0.0901592177920147,0,0,0
41,"2020-04-28",0.0863459037711313,0,0,0,0.0895991334429004,0,0,0
42,"2020-04-29",0.0856780735107731,0,0,0,0.0888317900320013,0,0,0
43,"2020-04-30",0.0840543881334982,0,0,0,0.0884008396694265,0,0,0
44,"2020-05-01",0.0813477737665463,0,0,0,0.0880222836965649,0,0,0
45,"2020-05-02",0.0819830713422007,0,0,0,0.0875346430582893,0,0,0
46,"2020-05-03",0.0785798816568047,0,0,0,0.0865303899087483,0,0,0
47,"2020-05-04",0.0754022988505747,0,0,0,0.0859294577383511,0,0,0
48,"2020-05-05",0.0754022988505747,0,0,0,0.085350906141646,0,0,0
49,"2020-05-06",0.0754022988505747,0,0,0,0.0847518890584123,0,0,0
50,"2020-05-07",0.0806818181818182,0.025,0,0.004,0.0847348893782182,0,0.025,0.004
51,"2020-05-08",0.0806818181818182,0.025,0,0.004,0.0842931253598695,0,0.025,0.004
52,"2020-05-09",0.0806818181818182,0.025,0,0.004,0.0842799358344565,0,0.025,0.004
53,"2020-05-10",0.0806818181818182,0.025,0,0.004,0.0841618864026696,0,0.025,0.004
54,"2020-05-11",0.0841363102232667,0.018018018018018,0,0.00305343511450382,0.0841535844410482,0,0.018018018018018,0.00305343511450382
55,"2020-05-12",0.0859504132231405,0.016260162601626,0,0.0027972027972028,0.0841877512039352,0,0.016260162601626,0.0027972027972028
56,"2020-05-13",0.0859504132231405,0.016260162601626,0,0.0027972027972028,0.0841987937352137,0,0.016260162601626,0.0027972027972028
57,"2020-05-14",0.0849640822392866,0.0130378096479791,0,0.00230680507497117,0.0841431074133994,0,0.0130378096479791,0.00230680507497117
58,"2020-05-15",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0840368014168244,0,0.0116686114352392,0.00731452455590387
59,"2020-05-16",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0840648828660654,0,0.0116686114352392,0.00731452455590387
60,"2020-05-17",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.084171507527829,0,0.0116686114352392,0.00731452455590387
61,"2020-05-18",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0844066951547878,0,0.0116686114352392,0.00731452455590387
62,"2020-05-19",0.0835272821308508,0.0116686114352392,0,0.00731452455590387,0.0843214893175125,0,0.0116686114352392,0.00731452455590387
63,"2020-05-20",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0843997236917546,0,0.0116144018583043,0.0072840790842872
64,"2020-05-21",0.0849086831143864,0.0116144018583043,0,0.0072840790842872,0.0843819488979061,0,0.0116144018583043,0.0072840790842872
65,"2020-05-22",0.0791974656810982,0.0116144018583043,0,0.0072840790842872,0.084158672367329,0,0.0116361735649169,0.00728567029032196
66,"2020-05-23",0.0810299129117758,0.0116144018583043,0,0.0072840790842872,0.0839798671793548,0,0.0116151310665793,0.00728503877712891
67,"2020-05-24",0.0843034925732637,0.0116144018583043,0,0.0072840790842872,0.0839230113778125,0,0.0116141149906171,0.00728387335090916
68,"2020-05-25",0.0868616324749018,0.0116144018583043,0,0.0072840790842872,0.0839400520965258,0,0.0116153702645754,0.00728381204105196
69,"2020-05-26",0.0899091343854615,0.0116144018583043,0,0.0072840790842872,0.0842268310977899,0,0.0116122664166906,0.00728446683670284
70,"2020-05-27",0.0936914428482199,0.0116144018583043,0,0.0072840790842872,0.0938626412803551,0,0.0116123853672137,0.00728413538781487
71,"2020-05-28",0.0906062624916722,0.0116144018583043,0,0.0072840790842872,0.0931282283248387,0,0.0116128185352797,0.00728404898241864
72,"2020-05-29",0.0930232558139535,0.0116144018583043,0,0.0072840790842872,0.0935692725575214,0,0.0116136078695851,0.00728406052593357
73,"2020-05-30",0.100936524453694,0.0116144018583043,0,0.0072840790842872,0.0995600137636506,0,0.0116143649892552,0.00728397536362817
74,"2020-05-31",0.100936524453694,0.0116144018583043,0,0.0072840790842872,0.101601902160632,0,0.0116146671329617,0.00728411103815699
75,"2020-06-01",0.100936524453694,0.0116144018583043,0,0.0072840790842872,0.102822867643786,0,0.011614568802445,0.00728439954613568
76,"2020-06-02",0.0976138828633406,0,0,0.0108459869848156,0.102494025412121,0,0.00480927048542827,0.0106309118926701
77,"2020-06-03",0.0976138828633406,0,0,0.0108459869848156,0.101391189428827,0,4.39300086465378e-14,0.0111449576141764
78,"2020-06-04",0.0976138828633406,0,0,0.0108459869848156,0.100098091888568,0,5.52462143686972e-07,0.0110911686620088
79,"2020-06-05",0.0998217468805704,0,0,0.0089126559714795,0.099902467729809,0,2.22044604925031e-16,0.00914185059465111
