"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
1,"2020-04-07",0.00178571428571429,0,0,0,0.00178571428571429
2,"2020-04-08",0.0033921302578019,0,0,0,0.0033921302578019
3,"2020-04-09",0.0071609098567818,0,0,0,0.0071609098567818
4,"2020-04-10",0.00740362522338524,0,0,0,0.00740362522338524
5,"2020-04-11",0.00312963267995388,0,0,0,0.00312963267995388
6,"2020-04-12",0.0100072780203785,0,0,0,0.0100072780203785
7,"2020-04-13",0.0181430096051227,0,0,0,0.0181430096051227
8,"2020-04-14",0.0134572252483178,0,0,0,0.0134572252483178
9,"2020-04-15",0.0134572252483178,0,0,0,0.0134572252483178
10,"2020-04-16",0.0127181307305531,0,0,0,0.0127181307305531
11,"2020-04-17",0.0127181307305531,0,0,0,0.0127181307305531
12,"2020-04-18",0.0127181307305531,0,0,0,0.0127181307305531
13,"2020-04-19",0.0127181307305531,0,0,0,0.0127181307305531
14,"2020-04-20",0.0127181307305531,0,0,0,0.0127181307305531
15,"2020-04-21",0.0127181307305531,0,0,0,0.0127181307305531
16,"2020-04-22",0.0127181307305531,0,0,0,0.0152709572250416
17,"2020-04-23",0.0127181307305531,0,0,0,0.0135404145319975
18,"2020-04-24",0.0127181307305531,0,0,0,0.0133206154615716
19,"2020-04-25",0.0127181307305531,0,0,0,0.0150270917664344
20,"2020-04-26",0.0130659374050441,0,0,0,0.0150387548040622
21,"2020-04-27",0.0130659374050441,0,0,0,0.0150355166315484
22,"2020-04-28",0.0130659374050441,0,0,0,0.0150248885245574
23,"2020-04-29",0.0130659374050441,0,0,0,0.0150091277970604
24,"2020-04-30",0.0130659374050441,0,0,0,0.0149875081141513
25,"2020-05-01",0.0130659374050441,0,0,0,0.0149661889223368
26,"2020-05-02",0.0130659374050441,0,0,0,0.0149394799797728
27,"2020-05-03",0.0130659374050441,0,0,0,0.0134025915765341
28,"2020-05-04",0.0130659374050441,0,0,0,0.0148874989665642
29,"2020-05-05",0.0130659374050441,0,0,0,0.0148603624923981
30,"2020-05-06",0.0130659374050441,0,0,0,0.0148312842401111
31,"2020-05-07",0.0130659374050441,0,0,0,0.0148033256533224
32,"2020-05-08",0.0037037037037037,0,0,0,0.0135908312018798
33,"2020-05-09",0.00240963855421687,0,0,0,0.0124089637081584
34,"2020-05-10",0.0027027027027027,0,0,0,0.011464295390457
35,"2020-05-11",0.0027027027027027,0,0,0,0.0106726850700578
36,"2020-05-12",0,0,0,0,0.0103730342927913
37,"2020-05-13",0,0,0,0,0.0100926501150045
38,"2020-05-14",0,0,0,0,0.00982705405938543
39,"2020-05-15",0,0,0,0,0.0095750783142351
40,"2020-05-16",0,0,0,0,0.00933570135637922
41,"2020-05-17",0,0,0,0,0.00910800132329681
42,"2020-05-18",0,0,0,0,0.00890235960767679
43,"2020-05-19",0,0,0,0,0.00869781318790058
44,"2020-05-20",0,0,0,0,0.00847927971752661
45,"2020-05-21",0,0,0,0,0.00833102800139324
46,"2020-05-22",0,0,0,0,0.0081417214245268
47,"2020-05-23",0,0,0,0,0.00794945416973281
48,"2020-05-24",0,0,0,0,0.00775751529629733
49,"2020-05-25",0,0,0,0,0.00762098069909771
50,"2020-05-26",0,0,0,0,0.00755434018265685
51,"2020-05-27",0,0,0,0,0.00732211871092082
52,"2020-05-28",0,0,0,0,0.00715790544601268
53,"2020-05-29",0,0,0,0,0.00704581234444935
54,"2020-05-30",0,0,0,0,0.00707552406415369
55,"2020-05-31",0,0,0,0,0.00683084916156336
56,"2020-06-01",0,0,0,0,0.00686050782311009
57,"2020-06-02",0,0,0,0,0.00652764731749666
58,"2020-06-03",0,0,0,0,0.00654289111074691
59,"2020-06-04",0,0,0,0,0.0063292890558207
60,"2020-06-05",0,0,0,0,0.00624921548053354
61,"2020-06-06",0,0,0,0,0.00644565254939073
62,"2020-06-07",0,0,0,0,0.00603956191145422
63,"2020-06-08",0,0,0,0,0.00592742943263716
64,"2020-06-09",0,0,0,0,0.00614997596581697
65,"2020-06-10",0,0,0,0,0.00577390735869883
66,"2020-06-11",0,0,0,0,0.00567082083124394
67,"2020-06-12",0,0,0,0,0.00556213378083387
68,"2020-06-13",0,0,0,0,0.00550384676352686
69,"2020-06-14",0,0,0,0,0.00544881018307597
70,"2020-06-15",0,0,0,0,0.00532740852825543
71,"2020-06-16",0,0,0,0,0.00528208567911324
72,"2020-06-17",0,0,0,0,0.00519747372478925
73,"2020-06-18",0,0,0,0,0.00511221888639758
74,"2020-06-19",0,0,0,0,0.00505071000081674
75,"2020-06-20",0,0,0,0,0.0049586128818608
76,"2020-06-21",0,0,0,0,0.00491034626583268
77,"2020-06-22",0,0,0,0,0.00483805212619655
78,"2020-06-23",0,0,0,0,0.00482713237806338
79,"2020-06-24",0,0,0,0,0.00471607493152843
80,"2020-06-25",0,0,0,0,0.00467255201704812
81,"2020-06-26",0,0,0,0,0.00460928648150381
82,"2020-06-27",0,0,0,0,0.00453085004951089
83,"2020-06-28",0,0,0,0,0.00449913320009232
84,"2020-06-29",0,0,0,0,0.0044632514551109
85,"2020-06-30",0,0,0,0,0.00439611359583686
86,"2020-07-01",0,0,0,0,0.00433432807229003
87,"2020-07-02",0,0,0,0,0.00428897955299234
88,"2020-07-03",0,0,0,0,0.00424892077232039
89,"2020-07-04",0,0,0,0,0.00419530181563644
90,"2020-07-05",0,0,0,0,0.00415374793174915
91,"2020-07-06",0,0,0,0,0.00412344268507257
92,"2020-07-07",0,0,0,0,0.00408051665406953
93,"2020-07-08",0,0,0,0,0.00411522156250621
94,"2020-07-09",0,0,0,0,0.00397430910093162
95,"2020-07-10",0,0,0,0,0.00393609646251491
96,"2020-07-11",0,0,0,0,0.00389527443003601
97,"2020-07-12",0,0,0,0,0.00385296610582406
98,"2020-07-13",0,0,0,0,0.00380452869255722
99,"2020-07-14",0,0,0,0,0.00376493994204973
100,"2020-07-15",0,0,0,0,0.00373238825870702
101,"2020-07-16",0,0,0,0,0.00369205258205619
102,"2020-07-17",0,0,0,0,0.00365307558582756
103,"2020-07-18",0,0,0,0,0.00361733227639936
104,"2020-07-19",0,0,0,0,0.00358842329923575
105,"2020-07-20",0,0,0,0,0.00355806611135065
106,"2020-07-21",0,0,0,0,0.00354054798626914
107,"2020-07-22",0,0,0,0,0.00349153414918626
108,"2020-07-23",0,0,0,0,0.00346027776316944
109,"2020-07-24",0,0,0,0,0.00342594688865218
110,"2020-07-25",0,0,0,0,0.00339621679603641
111,"2020-07-26",0,0,0,0,0.00336976149542348
112,"2020-07-27",0,0,0,0,0.00333871793653684
113,"2020-07-28",0,0,0,0,0.00330638185694787
114,"2020-07-29",0,0,0,0,0.00327974337194961
115,"2020-07-30",0,0,0,0,0.00324993962612122
116,"2020-07-31",0,0,0,0,0.00321905424943205
117,"2020-08-01",0,0,0,0,0.00319593356621001
118,"2020-08-02",0,0,0,0,0.00316585372272063
119,"2020-08-03",0,0,0,0,0.00314030855958312
