"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
120,"2020-08-04",0,0,0,0,0.00311265144891059
121,"2020-08-05",0,0,0,0,0.00308837929455452
122,"2020-08-06",0,0,0,0,0.00306408339166106
123,"2020-08-07",0,0,0,0,0.00303684988933029
124,"2020-08-08",0,0,0,0,0.00301523964789621
125,"2020-08-09",0,0,0,0,0.0029883873167681
126,"2020-08-10",0,0,0,0,0.00296720670730934
127,"2020-08-11",0,0,0,0,0.0029423490095299
128,"2020-08-12",0,0,0,0,0.00291847773008774
129,"2020-08-13",0,0,0,0,0.00289564431899293
130,"2020-08-14",0,0,0,0,0.00287271824317885
131,"2020-08-15",0,0,0,0,0.00285110091808321
132,"2020-08-16",0,0,0,0,0.00283345219594276
133,"2020-08-17",0,0,0,0,0.00280979900383756
134,"2020-08-18",0,0,0,0,0.00278677652433499
135,"2020-08-19",0,0,0,0,0.00277035052568162
136,"2020-08-20",0,0,0,0,0.00274974073478975
137,"2020-08-21",0,0,0,0,0.00273021948494977
138,"2020-08-22",0,0,0,0,0.0027142727552557
139,"2020-08-23",0,0,0,0,0.00268861877959695
140,"2020-08-24",0,0,0,0,0.00266908099846932
141,"2020-08-25",0,0,0,0,0.00265047387602302
142,"2020-08-26",0,0,0,0,0.00263045765949433
143,"2020-08-27",0,0,0,0,0.00261191890481296
144,"2020-08-28",0,0,0,0,0.00259371412393039
145,"2020-08-29",0,0,0,0,0.00257740310965497
146,"2020-08-30",0,0,0,0,0.00255927780500532
147,"2020-08-31",0,0,0,0,0.00254159085994225
148,"2020-09-01",0,0,0,0,0.0025249044778063
149,"2020-09-02",0,0,0,0,0.00250925811863733
150,"2020-09-03",0,0,0,0,0.00248952038407317
151,"2020-09-04",0,0,0,0,0.00247607599296838
152,"2020-09-05",0,0,0,0,0.00246037725897055
153,"2020-09-06",0,0,0,0,0.00244211680697665
154,"2020-09-07",0,0,0,0,0.00242485857349507
155,"2020-09-08",0,0,0,0,0.00241020284948456
156,"2020-09-09",0,0,0,0,0.0023900277964763
157,"2020-09-10",0,0,0,0,0.00238070831403513
158,"2020-09-11",0,0,0,0,0.00236488656685011
159,"2020-09-12",0,0,0,0,0.00234932805523382
160,"2020-09-13",0,0,0,0,0.00233504996339565
161,"2020-09-14",0,0,0,0,0.00232113372444527
162,"2020-09-15",0,0,0,0,0.00230932101478104
163,"2020-09-16",0,0,0,0,0.00229328141218253
164,"2020-09-17",0,0,0,0,0.00228064790699352
165,"2020-09-18",0,0,0,0,0.00226356676477301
166,"2020-09-19",0,0,0,0,0.00224818322140083
167,"2020-09-20",0,0,0,0,0.00223191001880876
168,"2020-09-21",0,0,0,0,0.00222253590257674
169,"2020-09-22",0,0,0,0,0.00221058861165498
170,"2020-09-23",0,0,0,0,0.00219916878886798
171,"2020-09-24",0,0,0,0,0.00218508810154877
172,"2020-09-25",0,0,0,0,0.00217062100805342
173,"2020-09-26",0,0,0,0,0.00215828539604603
174,"2020-09-27",0,0,0,0,0.00214707940916981
175,"2020-09-28",0,0,0,0,0.00213657522423532
176,"2020-09-29",0,0,0,0,0.00212372374900206
177,"2020-09-30",0,0,0,0,0.00211212905975201
178,"2020-10-01",0,0,0,0,0.00210158616264076
179,"2020-10-02",0,0,0,0,0.00208976053047234
180,"2020-10-03",0,0,0,0,0.00207868240501252
181,"2020-10-04",0,0,0,0,0.00206132819416025
182,"2020-10-05",0,0,0,0,0.00205305908710311
183,"2020-10-06",0,0,0,0,0.00204265072151518
184,"2020-10-07",0,0,0,0,0.00203325379138154
185,"2020-10-08",0,0,0,0,0.00201853514953701
186,"2020-10-09",0,0,0,0,0.00200767771104963
187,"2020-10-10",0,0,0,0,0.00199824224189909
188,"2020-10-11",0,0,0,0,0.00198554833005074
189,"2020-10-12",0,0,0,0,0.00197535827633192
190,"2020-10-13",0,0,0,0,0.00196876203381257
191,"2020-10-14",0,0,0,0,0.00195530618460251
192,"2020-10-15",0,0,0,0,0.00194650650044647
193,"2020-10-16",0,0,0,0,0.00193429373954729
194,"2020-10-17",0,0,0,0,0.00192488697228094
195,"2020-10-18",0,0,0,0,0.00191587852124875
196,"2020-10-19",0,0,0,0,0.00190524517956239
197,"2020-10-20",0,0,0,0,0.00189808516519868
198,"2020-10-21",0,0,0,0,0.00188717519449523
199,"2020-10-22",0,0,0,0,0.00187695097872708
200,"2020-10-23",0,0,0,0,0.00186470140260905
201,"2020-10-24",0,0,0,0,0.00186124847565456
202,"2020-10-25",0,0,0,0,0.00183989847755016
203,"2020-10-26",0,0,0,0,0.00184079564929796
204,"2020-10-27",0,0,0,0,0.00183290328546607
205,"2020-10-28",0,0,0,0,0.00182297129657885
206,"2020-10-29",0,0,0,0,0.00181275758504545
207,"2020-10-30",0,0,0,0,0.00180683627169174
208,"2020-10-31",0,0,0,0,0.00179684445929342
209,"2020-11-01",0,0,0,0,0.00178674770879193
210,"2020-11-02",0,0,0,0,0.00177918267749966
211,"2020-11-03",0,0,0,0,0.00178599070967155
212,"2020-11-04",0,0,0,0,0.00176345784361293
213,"2020-11-05",0,0,0,0,0.00175577844123734
214,"2020-11-06",0,0,0,0,0.00174729792806612
215,"2020-11-07",0,0,0,0,0.00173823510053132
216,"2020-11-08",0,0,0,0,0.00172484882393068
217,"2020-11-09",0,0,0,0,0.00172011081411862
218,"2020-11-10",0,0,0,0,0.00171550238005841
219,"2020-11-11",0,0,0,0,0.00170703773827752
220,"2020-11-12",0,0,0,0,0.00170039373041919
221,"2020-11-13",0,0,0,0,0.00168966856707517
222,"2020-11-14",0,0,0,0,0.00168206830173633
223,"2020-11-15",0,0,0,0,0.00167282989009528
224,"2020-11-16",0,0,0,0,0.00166707355866483
225,"2020-11-17",0,0,0,0,0.00166034474347658
226,"2020-11-18",0,0,0,0,0.00165233680207039
227,"2020-11-19",0,0,0,0,0.00164536896101362
228,"2020-11-20",0,0,0,0,0.00163942088308007
229,"2020-11-21",0,0,0,0,0.00163069020762657
230,"2020-11-22",0,0,0,0,0.00162474128840145
231,"2020-11-23",0,0,0,0,0.00161809328551049
232,"2020-11-24",0,0,0,0,0.00160970509837327
233,"2020-11-25",0,0,0,0,0.00160275421412074
234,"2020-11-26",0,0,0,0,0.00159810269625622
