"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-22",0,0,0,0,0,0,0
2,"2020-03-23",0,0,0,0,0,0,0
3,"2020-03-24",0.00181818181818182,0,0,0,0.00181818181818182,0,0
4,"2020-03-25",0.00181818181818182,0,0,0,0.00181818181818182,0,0
5,"2020-03-26",0.00181818181818182,0,0,0,0.00181818181818182,0,0
6,"2020-03-27",0.00181818181818182,0,0,0,0.00181818181818182,0,0
7,"2020-03-28",0.00350877192982456,0,0,0,0.00350877192982456,0,0
8,"2020-03-29",0.00350877192982456,0,0,0,0.00350877192982456,0,0
9,"2020-03-30",0.00350877192982456,0,0,0,0.00350877192982456,0,0
10,"2020-03-31",0.00350877192982456,0,0,0,0.00350877192982456,0,0
11,"2020-04-01",0.0032258064516129,0,0,0,0.0032258064516129,0,0
12,"2020-04-02",0.00297397769516729,0,0,0,0.00297397769516729,0,0
13,"2020-04-03",0.00297397769516729,0,0,0,0.00297397769516729,0,0
14,"2020-04-04",0.00297397769516729,0,0,0,0.00297397769516729,0,0
15,"2020-04-05",0.00297397769516729,0,0,0,0.00297397769516729,0,0
16,"2020-04-06",0.00297397769516729,0,0,0,0.00297397769516729,0,0
17,"2020-04-07",0.00267558528428094,0,0,0,0.00267558528428094,0,0
18,"2020-04-08",0.00250783699059561,0,0,0,0.0031515040950223,0,0
19,"2020-04-09",0.00281888653981677,0,0,0,0.00311912401598665,0,0
20,"2020-04-10",0.00273058252427184,0,0,0,0.0030733768758384,0,0
21,"2020-04-11",0.00305895439377086,0,0,0,0.00309963238104238,0,0
22,"2020-04-12",0.00342465753424658,0,0,0,0.00319170132256799,0,0
23,"2020-04-13",0.00359342915811088,0,0,0,0.00330233114088756,0,0
24,"2020-04-14",0.0035035035035035,0,0,0,0.0033794408845922,0,0
25,"2020-04-15",0.0035035035035035,0,0,0,0.00344429726623767,0,0
26,"2020-04-16",0.00341796875,0,0,0,0.00348340974050109,0,0
27,"2020-04-17",0.00341796875,0,0,0,0.00351591225011864,0,0
28,"2020-04-18",0.00341796875,0,0,0,0.00354295179279673,0,0
29,"2020-04-19",0.00329722091380122,0,0,0,0.00354606407428287,0,0
30,"2020-04-20",0.00329722091380122,0,0,0,0.00354812274838782,0,0
31,"2020-04-21",0.00329722091380122,0,0,0,0.003549325398224,0,0
32,"2020-04-22",0.00329722091380122,0,0,0,0.00354983053438622,0,0
33,"2020-04-23",0.00329722091380122,0,0,0,0.00354976616775861,0,0
34,"2020-04-24",0.00329722091380122,0,0,0,0.00354923629333634,0,0
35,"2020-04-25",0.00329722091380122,0,0,0,0.0035483258499411,0,0
36,"2020-04-26",0.00322135296824666,0,0,0,0.00353759766160986,0,0
37,"2020-04-27",0.00314889788573999,0,0,0,0.00351894228264606,0,0
38,"2020-04-28",0.00314889788573999,0,0,0,0.00350201324007691,0,0
39,"2020-04-29",0.00314889788573999,0,0,0,0.00348657236765869,0,0
40,"2020-04-30",0.00505689001264223,0,0,0,0.00368824072159896,0,0
41,"2020-05-01",0.00505689001264223,0,0,0,0.00387944670897864,0,0
42,"2020-05-02",0.00505689001264223,0,0,0,0.00405858164131708,0,0
43,"2020-05-03",0.00505689001264223,0,0,0,0.0042704501731012,0,0
44,"2020-05-04",0.00505689001264223,0,0,0,0.00438742593484311,0,0
45,"2020-05-05",0.00505689001264223,0,0,0,0.00452862695514508,0,0
46,"2020-05-06",0.00500417014178482,0,0,0,0.00463797062164353,0,0
47,"2020-05-07",0.0049730625777041,0,0,0,0.00474371641650768,0,0
48,"2020-05-08",0.0049730625777041,0,0,0,0.00484085407022848,0,0
49,"2020-05-09",0.0049730625777041,0,0,0,0.00495351132102599,0,0
50,"2020-05-10",0.0049730625777041,0,0,0,0.00500821596917045,0,0
51,"2020-05-11",0.0049525381758151,0,0,0,0.00507346751894439,0,0
52,"2020-05-12",0.0049525381758151,0,0,0,0.00513275797357045,0,0
53,"2020-05-13",0.00485240598463405,0,0,0,0.00516992735687434,0,0
54,"2020-05-14",0.00485240598463405,0,0,0,0.00520847439556721,0,0
55,"2020-05-15",0.00485240598463405,0,0,0,0.00524309856835538,0,0
56,"2020-05-16",0.00485240598463405,0,0,0,0.00527422646615611,0,0
57,"2020-05-17",0.00485240598463405,0,0,0,0.00530223331966383,0,0
58,"2020-05-18",0.00485240598463405,0,0,0,0.00532744930449979,0,0
59,"2020-05-19",0.00485240598463405,0,0,0,0.00535016521134509,0,0
60,"2020-05-20",0.00485240598463405,0,0,0,0.00537063748413213,0,0
61,"2020-05-21",0.00485240598463405,0,0,0,0.00538909262193826,0,0
62,"2020-05-22",0.00485240598463405,0,0,0,0.00540573102677486,0,0
63,"2020-05-23",0.00485240598463405,0,0,0,0.00542073031478433,0,0
64,"2020-05-24",0.00485240598463405,0,0,0,0.00543410640101138,0,0
65,"2020-05-25",0.00485240598463405,0,0,0,0.00544623647249485,0,0
66,"2020-05-26",0.00485240598463405,0,0,0,0.00545716941886667,0,0
67,"2020-05-27",0.00485240598463405,0,0,0,0.00546702570288706,0,0
68,"2020-05-28",0.00485240598463405,0,0,0,0.00547590359149802,0,0
69,"2020-05-29",0.00485240598463405,0,0,0,0.00547777462041501,0,0
70,"2020-05-30",0.00485240598463405,0,0,0,0.00548501204085978,0,0
71,"2020-05-31",0.00485240598463405,0,0,0,0.0054915899314296,0,0
72,"2020-06-01",0.00485240598463405,0,0,0,0.00549670862233535,0,0
73,"2020-06-02",0.00485240598463405,0,0,0,0.00550135822545498,0,0
74,"2020-06-03",0.00485240598463405,0,0,0,0.00550556051290627,0,0
75,"2020-06-04",0.00485240598463405,0,0,0,0.00550935732747869,0,0
76,"2020-06-05",0.00485240598463405,0,0,0,0.00551281442652285,0,0
77,"2020-06-06",0.00485240598463405,0,0,0,0.00551602819170082,0,0
78,"2020-06-07",0.00485240598463405,0,0,0,0.00551912895205275,0,0
