"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-07-25,"2020-W30","HU","Hungary",68,5
2020-07-26,"2020-W30","HU","Hungary",69,6
2020-07-27,"2020-W31","HU","Hungary",71,6
2020-07-28,"2020-W31","HU","Hungary",76,6
2020-07-29,"2020-W31","HU","Hungary",76,6
2020-07-30,"2020-W31","HU","Hungary",76,6
2020-07-31,"2020-W31","HU","Hungary",73,6
2020-08-01,"2020-W31","HU","Hungary",73,6
2020-08-02,"2020-W31","HU","Hungary",71,7
2020-08-03,"2020-W32","HU","Hungary",74,7
2020-08-04,"2020-W32","HU","Hungary",75,7
2020-08-05,"2020-W32","HU","Hungary",72,7
2020-08-06,"2020-W32","HU","Hungary",74,8
2020-08-07,"2020-W32","HU","Hungary",72,6
2020-08-08,"2020-W32","HU","Hungary",69,6
2020-08-09,"2020-W32","HU","Hungary",73,6
2020-08-10,"2020-W33","HU","Hungary",61,6
2020-08-11,"2020-W33","HU","Hungary",62,5
2020-08-12,"2020-W33","HU","Hungary",64,5
2020-08-13,"2020-W33","HU","Hungary",66,5
2020-08-14,"2020-W33","HU","Hungary",64,6
2020-08-15,"2020-W33","HU","Hungary",63,6
2020-08-16,"2020-W33","HU","Hungary",62,6
2020-08-17,"2020-W34","HU","Hungary",62,6
2020-08-18,"2020-W34","HU","Hungary",60,6
2020-08-19,"2020-W34","HU","Hungary",57,7
2020-08-20,"2020-W34","HU","Hungary",57,7
2020-08-21,"2020-W34","HU","Hungary",58,6
2020-08-22,"2020-W34","HU","Hungary",60,7
2020-08-23,"2020-W34","HU","Hungary",59,7
2020-08-24,"2020-W35","HU","Hungary",59,9
2020-08-25,"2020-W35","HU","Hungary",57,7
2020-08-26,"2020-W35","HU","Hungary",64,7
2020-08-27,"2020-W35","HU","Hungary",78,7
2020-08-28,"2020-W35","HU","Hungary",NA,NA
2020-08-29,"2020-W35","HU","Hungary",90,7
2020-08-30,"2020-W35","HU","Hungary",90,7
2020-08-31,"2020-W36","HU","Hungary",103,7
2020-09-01,"2020-W36","HU","Hungary",96,7
2020-09-02,"2020-W36","HU","Hungary",98,7
2020-09-03,"2020-W36","HU","Hungary",100,7
2020-09-04,"2020-W36","HU","Hungary",120,8
2020-09-05,"2020-W36","HU","Hungary",139,9
2020-09-06,"2020-W36","HU","Hungary",151,11
2020-09-07,"2020-W37","HU","Hungary",164,11
2020-09-08,"2020-W37","HU","Hungary",192,12
2020-09-09,"2020-W37","HU","Hungary",221,13
2020-09-10,"2020-W37","HU","Hungary",234,11
2020-09-11,"2020-W37","HU","Hungary",259,12
2020-09-12,"2020-W37","HU","Hungary",282,15
2020-09-13,"2020-W37","HU","Hungary",282,16
2020-09-14,"2020-W38","HU","Hungary",287,16
2020-09-15,"2020-W38","HU","Hungary",306,17
2020-09-16,"2020-W38","HU","Hungary",324,18
2020-09-17,"2020-W38","HU","Hungary",328,21
2020-09-18,"2020-W38","HU","Hungary",374,29
2020-09-19,"2020-W38","HU","Hungary",386,30
2020-09-20,"2020-W38","HU","Hungary",404,32
2020-09-21,"2020-W39","HU","Hungary",463,35
2020-09-22,"2020-W39","HU","Hungary",534,36
2020-09-23,"2020-W39","HU","Hungary",558,35
2020-09-24,"2020-W39","HU","Hungary",549,32
2020-09-25,"2020-W39","HU","Hungary",577,30
2020-09-26,"2020-W39","HU","Hungary",589,36
2020-09-27,"2020-W39","HU","Hungary",620,38
2020-09-28,"2020-W40","HU","Hungary",693,44
2020-09-29,"2020-W40","HU","Hungary",755,51
2020-09-30,"2020-W40","HU","Hungary",773,54
2020-10-01,"2020-W40","HU","Hungary",757,52
2020-10-02,"2020-W40","HU","Hungary",740,47
2020-10-03,"2020-W40","HU","Hungary",704,43
2020-10-04,"2020-W40","HU","Hungary",685,42
2020-10-05,"2020-W41","HU","Hungary",649,40
2020-10-06,"2020-W41","HU","Hungary",627,37
2020-10-07,"2020-W41","HU","Hungary",656,41
2020-10-08,"2020-W41","HU","Hungary",804,56
2020-10-09,"2020-W41","HU","Hungary",993,82
2020-10-10,"2020-W41","HU","Hungary",1174,110
2020-10-11,"2020-W41","HU","Hungary",1252,138
2020-10-12,"2020-W42","HU","Hungary",1418,154
2020-10-13,"2020-W42","HU","Hungary",1519,160
2020-10-14,"2020-W42","HU","Hungary",1538,156
2020-10-15,"2020-W42","HU","Hungary",1555,167
2020-10-16,"2020-W42","HU","Hungary",1642,171
2020-10-17,"2020-W42","HU","Hungary",1693,185
2020-10-18,"2020-W42","HU","Hungary",1712,179
2020-10-19,"2020-W43","HU","Hungary",1896,188
2020-10-20,"2020-W43","HU","Hungary",1960,197
2020-10-21,"2020-W43","HU","Hungary",2023,201
2020-10-22,"2020-W43","HU","Hungary",2132,197
2020-10-23,"2020-W43","HU","Hungary",2209,200
2020-10-24,"2020-W43","HU","Hungary",2245,205
2020-10-25,"2020-W43","HU","Hungary",2449,221
2020-10-26,"2020-W44","HU","Hungary",2602,233
2020-10-27,"2020-W44","HU","Hungary",2891,243
2020-10-28,"2020-W44","HU","Hungary",3166,263
2020-10-29,"2020-W44","HU","Hungary",3197,255
2020-10-30,"2020-W44","HU","Hungary",3753,267
2020-10-31,"2020-W44","HU","Hungary",4048,281
2020-11-01,"2020-W44","HU","Hungary",4205,306
2020-11-02,"2020-W45","HU","Hungary",4417,313
2020-11-03,"2020-W45","HU","Hungary",4767,348
2020-11-04,"2020-W45","HU","Hungary",4871,355
2020-11-05,"2020-W45","HU","Hungary",5183,378
2020-11-06,"2020-W45","HU","Hungary",5489,391
2020-11-07,"2020-W45","HU","Hungary",5612,405
2020-11-08,"2020-W45","HU","Hungary",5803,417
2020-11-09,"2020-W46","HU","Hungary",6061,415
2020-11-10,"2020-W46","HU","Hungary",6153,461
2020-11-11,"2020-W46","HU","Hungary",6352,473
2020-11-12,"2020-W46","HU","Hungary",6426,486
2020-11-13,"2020-W46","HU","Hungary",6690,518
2020-11-14,"2020-W46","HU","Hungary",7029,531
2020-11-15,"2020-W46","HU","Hungary",7013,569
2020-11-16,"2020-W46","HU","Hungary",NA,NA
2020-11-17,"2020-W46","HU","Hungary",NA,NA
2020-11-18,"2020-W46","HU","Hungary",NA,NA
2020-11-19,"2020-W46","HU","Hungary",NA,NA
2020-11-20,"2020-W46","HU","Hungary",NA,NA
2020-11-21,"2020-W46","HU","Hungary",NA,NA
2020-11-22,"2020-W46","HU","Hungary",NA,NA
2020-11-23,"2020-W46","HU","Hungary",NA,NA
2020-11-24,"2020-W46","HU","Hungary",NA,NA
2020-11-25,"2020-W46","HU","Hungary",NA,NA
NA,"2020-W32","HU","Hungary",NA,NA
NA,"2020-W33","HU","Hungary",NA,NA
NA,"2020-W34","HU","Hungary",NA,NA
NA,"2020-W35","HU","Hungary",NA,NA
NA,"2020-W36","HU","Hungary",NA,NA
NA,"2020-W38","HU","Hungary",NA,NA
NA,"2020-W09","HU","Hungary",NA,NA
NA,"2020-W10","HU","Hungary",NA,NA
NA,"2020-W11","HU","Hungary",NA,NA
NA,"2020-W14","HU","Hungary",NA,NA
NA,"2020-W15","HU","Hungary",NA,NA
NA,"2020-W16","HU","Hungary",NA,NA
NA,"2020-W17","HU","Hungary",NA,NA
NA,"2020-W18","HU","Hungary",NA,NA
NA,"2020-W19","HU","Hungary",NA,NA
NA,"2020-W20","HU","Hungary",NA,NA
NA,"2020-W21","HU","Hungary",NA,NA
NA,"2020-W22","HU","Hungary",NA,NA
NA,"2020-W23","HU","Hungary",NA,NA
NA,"2020-W24","HU","Hungary",NA,NA
NA,"2020-W25","HU","Hungary",NA,NA
NA,"2020-W26","HU","Hungary",NA,NA
NA,"2020-W27","HU","Hungary",NA,NA
NA,"2020-W39","HU","Hungary",NA,NA
NA,"2020-W40","HU","Hungary",NA,NA
NA,"2020-W28","HU","Hungary",NA,NA
NA,"2020-W29","HU","Hungary",NA,NA
NA,"2020-W30","HU","Hungary",NA,NA
NA,"2020-W31","HU","Hungary",NA,NA
NA,"2020-W42","HU","Hungary",NA,NA
NA,"2020-W43","HU","Hungary",NA,NA
NA,"2020-W44","HU","Hungary",NA,NA
NA,"2020-W45","HU","Hungary",NA,NA
NA,"2020-W37","HU","Hungary",NA,NA
NA,"2020-W12","HU","Hungary",NA,NA
NA,"2020-W13","HU","Hungary",NA,NA
NA,"2020-W41","HU","Hungary",NA,NA
NA,"2020-W46","HU","Hungary",NA,NA
