"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"53648","2019/12/31","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53647","2020/01/01","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53646","2020/01/02","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53645","2020/01/03","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53644","2020/01/04","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53643","2020/01/05","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53642","2020/01/06","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53641","2020/01/07","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53640","2020/01/08","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53639","2020/01/09","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53638","2020/01/10","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53637","2020/01/11","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53636","2020/01/12","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53635","2020/01/13","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53634","2020/01/14","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53633","2020/01/15","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53632","2020/01/16","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53631","2020/01/17","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53630","2020/01/18","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53629","2020/01/19","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53628","2020/01/20","US",329064917,0,0,0,0,0,0,0,0,0,0,0,0
"53627","2020/01/21","US",329064917,1,0,1,0,1,0,1,1,3.03891405111411e-09,3.03891405111411e-09,3.03891405111411e-09,3.03891405111411e-09
"53626","2020/01/22","US",329064917,0,0,1,0,1,0,1,1,3.03891405111411e-09,0,3.03891405111411e-09,3.03891405111411e-09
"53625","2020/01/23","US",329064917,0,0,1,0,1,0,1,1,3.03891405111411e-09,0,3.03891405111411e-09,3.03891405111411e-09
"53624","2020/01/24","US",329064917,0,0,1,0,1,0,1,1,3.03891405111411e-09,0,3.03891405111411e-09,3.03891405111411e-09
"53623","2020/01/25","US",329064917,1,0,2,0,2,0,2,2,6.07782810222823e-09,3.03891405111411e-09,6.07782810222823e-09,6.07782810222823e-09
"53622","2020/01/26","US",329064917,0,0,2,0,2,0,2,2,6.07782810222823e-09,0,6.07782810222823e-09,6.07782810222823e-09
