"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"30790","2020/03/03","LV",1919968,1,0,1,0,1,0,1,1,5.20842014033567e-07,5.20842014033567e-07,5.20842014033567e-07,5.20842014033567e-07
"30789","2020/03/08","LV",1919968,1,0,2,0,2,0,2,2,1.04168402806713e-06,5.20842014033567e-07,1.04168402806713e-06,1.04168402806713e-06
"30788","2020/03/09","LV",1919968,1,0,3,0,3,0,3,3,1.5625260421007e-06,5.20842014033567e-07,1.5625260421007e-06,1.5625260421007e-06
"30787","2020/03/10","LV",1919968,3,0,6,0,6,0,6,6,3.1250520842014e-06,1.5625260421007e-06,3.1250520842014e-06,3.1250520842014e-06
"30786","2020/03/11","LV",1919968,2,0,8,0,8,0,8,8,4.16673611226854e-06,1.04168402806713e-06,4.16673611226854e-06,4.16673611226854e-06
"30785","2020/03/12","LV",1919968,2,0,10,0,10,0,10,10,5.20842014033567e-06,1.04168402806713e-06,5.20842014033567e-06,5.20842014033567e-06
"30784","2020/03/13","LV",1919968,6,0,16,0,16,0,16,16,8.33347222453708e-06,3.1250520842014e-06,8.33347222453708e-06,8.33347222453708e-06
"30783","2020/03/14","LV",1919968,3,0,18,0,19,0,19,19,9.89599826663778e-06,1.5625260421007e-06,9.89599826663778e-06,9.89599826663778e-06
"30782","2020/03/15","LV",1919968,7,0,24,0,26,0,26,26,1.35418923648727e-05,3.64589409823497e-06,1.35418923648727e-05,1.35418923648727e-05
"30781","2020/03/16","LV",1919968,5,0,28,0,31,0,31,31,1.61461024350406e-05,2.60421007016784e-06,1.61461024350406e-05,1.61461024350406e-05
"30780","2020/03/17","LV",1919968,5,0,30,0,36,0,36,36,1.87503125052084e-05,2.60421007016784e-06,1.87503125052084e-05,1.87503125052084e-05
"30779","2020/03/18","LV",1919968,25,0,53,0,61,0,61,61,3.17713628560476e-05,1.30210503508392e-05,3.17713628560476e-05,3.17713628560476e-05
"30778","2020/03/19","LV",1919968,10,0,61,0,71,0,70,71,3.69797829963833e-05,5.20842014033567e-06,3.64589409823497e-05,3.69797829963833e-05
"30777","2020/03/20","LV",1919968,15,0,70,0,86,0,84,86,4.47924132068868e-05,7.81263021050351e-06,4.37507291788196e-05,4.47924132068868e-05
"30776","2020/03/21","LV",1919968,25,0,92,0,111,0,108,111,5.7813463557726e-05,1.30210503508392e-05,5.62509375156253e-05,5.7813463557726e-05
"30775","2020/03/22","LV",1919968,13,0,98,0,124,0,118,124,6.45844097401623e-05,6.77094618243637e-06,6.14593576559609e-05,6.45844097401623e-05
"30774","2020/03/23","LV",1919968,15,0,108,0,139,0,131,139,7.23970399506658e-05,7.81263021050351e-06,6.82303038383973e-05,7.23970399506658e-05
"30773","2020/03/24","LV",1919968,41,0,144,0,180,0,170,180,9.37515625260421e-05,2.13545225753763e-05,8.85431423857064e-05,9.37515625260421e-05
