"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"42187","2020/03/28","PR",2933404,64,2,64,2,64,2,64,64,2.18176562110095e-05,2.18176562110095e-05,2.18176562110095e-05,2.18176562110095e-05
"42186","2020/03/29","PR",2933404,36,1,100,3,100,3,100,100,3.40900878297023e-05,1.22724316186928e-05,3.40900878297023e-05,3.40900878297023e-05
"42185","2020/03/30","PR",2933404,27,2,127,5,127,5,127,127,4.32944115437219e-05,9.20432371401962e-06,4.32944115437219e-05,4.32944115437219e-05
"42184","2020/03/31","PR",2933404,47,1,174,6,174,6,174,174,5.9316752823682e-05,1.60223412799601e-05,5.9316752823682e-05,5.9316752823682e-05
"42183","2020/04/01","PR",2933404,65,2,239,8,239,8,239,239,8.14753099129885e-05,2.21585570893065e-05,8.14753099129885e-05,8.14753099129885e-05
"42182","2020/04/02","PR",2933404,47,3,286,11,286,11,286,286,9.74976511929485e-05,1.60223412799601e-05,9.74976511929485e-05,9.74976511929485e-05
"42181","2020/04/03","PR",2933404,30,1,316,12,316,12,316,316,0.000107724677541859,1.02270263489107e-05,0.000107724677541859,0.000107724677541859
"42180","2020/04/04","PR",2933404,62,3,314,13,378,15,378,378,0.000128860531996275,2.11358544544154e-05,0.000128860531996275,0.000128860531996275
"42179","2020/04/05","PR",2933404,74,3,352,15,452,18,452,452,0.000154087196990254,2.52266649939797e-05,0.000154087196990254,0.000154087196990254
"42178","2020/04/06","PR",2933404,23,2,348,15,475,20,475,475,0.000161927917191086,7.84072020083153e-06,0.000161927917191086,0.000161927917191086
"42177","2020/04/07","PR",2933404,38,1,339,15,513,21,513,513,0.000174882150566373,1.29542333752869e-05,0.000174882150566373,0.000174882150566373
"42176","2020/04/08","PR",2933404,60,2,334,15,573,23,573,573,0.000195336203264194,2.04540526978214e-05,0.000195336203264194,0.000195336203264194
"42175","2020/04/09","PR",2933404,47,1,334,13,620,24,556,620,0.000211358544544154,1.60223412799601e-05,0.000189540888333145,0.000211358544544154
"42174","2020/04/10","PR",2933404,63,9,367,21,683,33,583,683,0.000232835299876867,2.14767553327124e-05,0.000198745212047164,0.000232835299876867
"42173","2020/04/11","PR",2933404,42,6,347,24,725,39,598,725,0.000247153136765342,1.4317836888475e-05,0.00020385872522162,0.000247153136765342
"42172","2020/04/12","PR",2933404,63,3,336,24,788,42,614,788,0.000268629892098054,2.14767553327124e-05,0.000209313139274372,0.000268629892098054
"42171","2020/04/13","PR",2933404,109,2,422,24,897,44,658,897,0.00030578808783243,3.71581957343755e-05,0.000224312777919441,0.00030578808783243
"42170","2020/04/14","PR",2933404,6,1,390,24,903,45,617,903,0.000307833493102212,2.04540526978214e-06,0.000210335841909263,0.000307833493102212
"42169","2020/04/15","PR",2933404,20,0,350,22,923,45,607,859,0.000314651510668152,6.81801756594046e-06,0.000206926833126293,0.000292833854457143
"42168","2020/04/16","PR",2933404,51,6,354,27,974,51,596,874,0.0003320374554613,1.73859447931482e-05,0.000203176923465026,0.000297947367631598
"42167","2020/04/17","PR",2933404,69,5,360,23,1043,56,591,916,0.000355559616063795,2.35221606024946e-05,0.000201472419073541,0.000312265204520073
"42166","2020/04/18","PR",2933404,25,2,343,19,1068,58,593,894,0.00036408213802122,8.52252195742557e-06,0.000202154220830135,0.000304765385197538
"42165","2020/04/19","PR",2933404,50,2,330,18,1118,60,605,879,0.000381127181936072,1.70450439148511e-05,0.000206245031369699,0.000299651872023083
"42164","2020/04/20","PR",2933404,95,2,316,18,1213,62,640,927,0.000413512765374289,3.23855834382172e-05,0.000218176562110095,0.00031601511418134
"42163","2020/04/21","PR",2933404,39,1,349,18,1252,63,632,936,0.000426807899627873,1.32951342535839e-05,0.000215449355083718,0.000319083222086013
"42162","2020/04/22","PR",2933404,0,0,329,18,1252,63,569,874,0.000426807899627873,0,0.000193972599751006,0.000297947367631598
"42161","2020/04/23","PR",2933404,0,1,278,13,1252,64,527,800,0.000426807899627873,0,0.000179654762862531,0.000272720702637618
"42160","2020/04/24","PR",2933404,0,5,209,13,1252,69,464,777,0.000426807899627873,0,0.000158178007529819,0.000264879982436787
"42159","2020/04/25","PR",2933404,24,8,208,19,1276,77,379,763,0.000434989520707001,8.18162107912855e-06,0.000129201432874572,0.000260107370140628
"42158","2020/04/26","PR",2933404,31,6,189,23,1307,83,404,734,0.000445557447934209,1.05679272272077e-05,0.000137723954831997,0.000250221244670015
"42157","2020/04/27","PR",2933404,64,1,158,22,1371,84,448,751,0.000467375104145218,2.18176562110095e-05,0.000152723593477066,0.000256016559601064
"42156","2020/04/28","PR",2933404,18,0,137,21,1389,84,415,706,0.000473511319954565,6.13621580934641e-06,0.000141473864493264,0.000240676020077698
"42155","2020/04/29","PR",2933404,11,2,148,23,1400,86,357,675,0.000477261229615832,3.74990966126725e-06,0.000121701613552037,0.00023010809285049
"42154","2020/04/30","PR",2933404,33,0,181,22,1433,86,365,645,0.000488510958599634,1.12497289838018e-05,0.000124428820578413,0.00021988106650158
"42153","2020/05/01","PR",2933404,106,6,287,23,1539,92,421,642,0.000524646451699118,3.61354930994844e-05,0.000143519269763047,0.000218858363866689
"42152","2020/05/02","PR",2933404,36,2,299,17,1575,94,362,672,0.000536918883317811,1.22724316186928e-05,0.000123406117943522,0.000229085390215599
"42151","2020/05/03","PR",2933404,182,1,450,12,1757,95,505,834,0.000598962843167869,6.20439598500582e-05,0.000172154943539997,0.000284311332499717
"42150","2020/05/04","PR",2933404,51,2,437,13,1808,97,556,834,0.000616348787961017,1.73859447931482e-05,0.000189540888333145,0.000284311332499717
"42149","2020/05/05","PR",2933404,35,0,454,13,1843,97,591,800,0.000628280318701413,1.19315307403958e-05,0.000201472419073541,0.000272720702637618
"42148","2020/05/06","PR",2933404,81,2,524,13,1924,99,672,856,0.000655893289843472,2.76129711420588e-05,0.000229085390215599,0.000291811151822252
"42147","2020/05/07","PR",2933404,44,0,535,13,1968,99,692,850,0.000670892928488541,1.4999638645069e-05,0.00023590340778154,0.000289765746552469
"42146","2020/05/08","PR",2933404,63,3,492,10,2031,102,724,818,0.000692369683821253,2.14767553327124e-05,0.000246812235887045,0.000278856918446965
"42145","2020/05/09","PR",2933404,125,5,581,13,2156,107,785,904,0.000734982293608381,4.26126097871279e-05,0.000267607189463163,0.000308174393980509
"42144","2020/05/10","PR",2933404,17,1,416,13,2173,108,784,921,0.000740777608539431,5.79531493104939e-06,0.000267266288584866,0.000313969708911558
"42143","2020/05/11","PR",2933404,25,3,390,14,2198,111,798,946,0.000749300130496856,8.52252195742557e-06,0.000272038900881024,0.000322492230868984
"42142","2020/05/12","PR",2933404,58,2,413,16,2256,113,823,1004,0.000769072381438084,1.97722509412273e-05,0.00028056142283845,0.000342264481810211
"42141","2020/05/13","PR",2933404,43,1,375,15,2299,114,760,1023,0.000783731119204855,1.4658737766772e-05,0.000259084667505737,0.000348741598497854
"42140","2020/05/14","PR",2933404,30,1,361,16,2329,115,754,1022,0.000793958145553766,1.02270263489107e-05,0.000257039262235955,0.000348400697619557
"42139","2020/05/15","PR",2933404,98,2,396,15,2427,117,670,1056,0.000827366431626874,3.34082860731082e-05,0.000228403588459005,0.000359991327481656
"42138","2020/05/16","PR",2933404,115,5,386,15,2542,122,734,1153,0.000866570032631032,3.92036010041576e-05,0.000250221244670015,0.000393058712676467
"42137","2020/05/17","PR",2933404,47,0,416,14,2589,122,746,1189,0.000882592373910992,1.60223412799601e-05,0.000254312055209579,0.00040533114429516
"42136","2020/05/18","PR",2933404,57,1,448,12,2646,123,722,1213,0.000902023723973922,1.94313500629303e-05,0.000246130434130451,0.000413512765374289
"42135","2020/05/19","PR",2933404,64,1,454,11,2710,124,742,1171,0.000923841380184932,2.18176562110095e-05,0.000252948451696391,0.000399194928485814
"42134","2020/05/20","PR",2933404,95,0,506,10,2805,124,774,1230,0.000956226963623149,3.23855834382172e-05,0.000263857279801896,0.000419308080305338
"42133","2020/05/21","PR",2933404,61,1,537,10,2866,125,710,1109,0.000977021917199268,2.07949535761184e-05,0.000242039623590886,0.000378059074031398
"42132","2020/05/22","PR",2933404,47,1,486,9,2913,126,740,1105,0.000993044258479228,1.60223412799601e-05,0.000252266649939797,0.00037669547051821
"42131","2020/05/23","PR",2933404,117,0,488,4,3030,126,832,1187,0.00103292966123998,3.98854027607517e-05,0.000283629530743123,0.000404649342538566
"42130","2020/05/24","PR",2933404,70,1,511,5,3100,127,844,1176,0.00105679272272077,2.38630614807916e-05,0.000287720341282687,0.000400899432877299
"42129","2020/05/25","PR",2933404,89,0,543,4,3189,127,890,1221,0.00108713290088921,3.0340178168435e-05,0.00030340178168435,0.000416239972400665
"42128","2020/05/26","PR",2933404,71,2,550,5,3260,129,931,1229,0.00111133686324829,2.42039623590886e-05,0.000317378717694528,0.000418967179427041
"42127","2020/05/27","PR",2933404,64,0,519,5,3324,129,897,1168,0.0011331545194593,2.18176562110095e-05,0.00030578808783243,0.000398172225850923
"42126","2020/05/28","PR",2933404,73,0,531,4,3397,129,855,1224,0.00115804028357499,2.48857641156827e-05,0.000291470250943955,0.000417262675035556
"42125","2020/05/29","PR",2933404,89,2,573,5,3486,131,897,1288,0.00118838046174342,3.0340178168435e-05,0.00030578808783243,0.000439080331246565
"42124","2020/05/30","PR",2933404,161,1,617,6,3647,132,1001,1391,0.00124326550314924,5.48850414058207e-05,0.00034124177917532,0.000474193121711159
"42123","2020/05/31","PR",2933404,71,1,618,6,3718,133,1008,1419,0.00126746946550833,2.42039623590886e-05,0.000343628085323399,0.000483738346303475
"42122","2020/06/01","PR",2933404,58,3,587,9,3776,136,971,1447,0.00128724171644956,1.97722509412273e-05,0.000331014752826409,0.000493283570895792
