"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"48895","2020/03/17","SO",15442906,1,0,1,0,1,0,1,1,6.47546517475403e-08,6.47546517475403e-08,6.47546517475403e-08,6.47546517475403e-08
"48894","2020/03/18","SO",15442906,0,0,1,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48893","2020/03/19","SO",15442906,0,0,1,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48892","2020/03/20","SO",15442906,0,0,1,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48891","2020/03/21","SO",15442906,0,0,1,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48890","2020/03/22","SO",15442906,0,0,1,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48889","2020/03/23","SO",15442906,0,0,1,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48888","2020/03/24","SO",15442906,0,0,0,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48887","2020/03/25","SO",15442906,0,0,0,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48886","2020/03/26","SO",15442906,0,0,0,0,1,0,1,1,6.47546517475403e-08,0,6.47546517475403e-08,6.47546517475403e-08
"48885","2020/03/27","SO",15442906,1,0,1,0,2,0,2,2,1.29509303495081e-07,6.47546517475403e-08,1.29509303495081e-07,1.29509303495081e-07
"48884","2020/03/28","SO",15442906,1,0,2,0,3,0,3,3,1.94263955242621e-07,6.47546517475403e-08,1.94263955242621e-07,1.94263955242621e-07
"48883","2020/03/29","SO",15442906,0,0,2,0,3,0,2,3,1.94263955242621e-07,0,1.29509303495081e-07,1.94263955242621e-07
"48882","2020/03/30","SO",15442906,0,0,2,0,3,0,2,3,1.94263955242621e-07,0,1.29509303495081e-07,1.94263955242621e-07
"48881","2020/03/31","SO",15442906,0,0,2,0,3,0,2,3,1.94263955242621e-07,0,1.29509303495081e-07,1.94263955242621e-07
"48880","2020/04/01","SO",15442906,0,0,2,0,3,0,2,3,1.94263955242621e-07,0,1.29509303495081e-07,1.94263955242621e-07
"48879","2020/04/02","SO",15442906,2,0,4,0,5,0,4,5,3.23773258737701e-07,1.29509303495081e-07,2.59018606990161e-07,3.23773258737701e-07
"48878","2020/04/03","SO",15442906,0,0,3,0,5,0,4,5,3.23773258737701e-07,0,2.59018606990161e-07,3.23773258737701e-07
"48877","2020/04/04","SO",15442906,0,0,2,0,5,0,4,4,3.23773258737701e-07,0,2.59018606990161e-07,2.59018606990161e-07
"48876","2020/04/05","SO",15442906,2,0,4,0,7,0,6,6,4.53282562232782e-07,1.29509303495081e-07,3.88527910485242e-07,3.88527910485242e-07
"48875","2020/04/06","SO",15442906,0,0,4,0,7,0,6,6,4.53282562232782e-07,0,3.88527910485242e-07,3.88527910485242e-07
"48874","2020/04/07","SO",15442906,0,0,4,0,7,0,6,6,4.53282562232782e-07,0,3.88527910485242e-07,3.88527910485242e-07
"48873","2020/04/08","SO",15442906,1,0,5,0,8,0,6,7,5.18037213980322e-07,6.47546517475403e-08,3.88527910485242e-07,4.53282562232782e-07
"48872","2020/04/09","SO",15442906,0,0,3,0,8,0,5,7,5.18037213980322e-07,0,3.23773258737701e-07,4.53282562232782e-07
"48871","2020/04/10","SO",15442906,4,1,7,1,12,1,9,11,7.77055820970483e-07,2.59018606990161e-07,5.82791865727862e-07,7.12301169222943e-07
"48870","2020/04/11","SO",15442906,9,0,16,1,21,1,18,20,1.35984768669835e-06,5.82791865727862e-07,1.16558373145572e-06,1.29509303495081e-06
"48869","2020/04/12","SO",15442906,0,0,14,1,21,1,18,20,1.35984768669835e-06,0,1.16558373145572e-06,1.29509303495081e-06
"48868","2020/04/13","SO",15442906,4,1,18,2,25,2,22,24,1.61886629368851e-06,2.59018606990161e-07,1.42460233844589e-06,1.55411164194097e-06
"48867","2020/04/14","SO",15442906,0,0,18,2,25,2,20,23,1.61886629368851e-06,0,1.29509303495081e-06,1.48935699019343e-06
"48866","2020/04/15","SO",15442906,35,0,52,2,60,2,55,57,3.88527910485242e-06,2.26641281116391e-06,3.56150584611471e-06,3.69101514960979e-06
"48865","2020/04/16","SO",15442906,20,3,72,5,80,5,75,77,5.18037213980322e-06,1.29509303495081e-06,4.85659888106552e-06,4.9861081845606e-06
"48864","2020/04/17","SO",15442906,0,0,68,4,80,5,73,77,5.18037213980322e-06,0,4.72708957757044e-06,4.9861081845606e-06
"48863","2020/04/18","SO",15442906,36,0,95,4,116,5,109,113,7.51153960271467e-06,2.33116746291145e-06,7.05825704048189e-06,7.31727564747205e-06
"48862","2020/04/19","SO",15442906,19,2,114,6,135,7,128,132,8.74187798591793e-06,1.23033838320326e-06,8.28859542368515e-06,8.54761403067531e-06
"48861","2020/04/20","SO",15442906,29,0,139,5,164,7,156,159,1.06197628865966e-05,1.87788490067867e-06,1.01017256726163e-05,1.02959896278589e-05
"48860","2020/04/21","SO",15442906,73,1,212,6,237,8,229,232,1.5346852464167e-05,4.72708957757044e-06,1.48288152501867e-05,1.50230792054293e-05
"48859","2020/04/22","SO",15442906,49,0,226,6,286,8,274,281,1.85198303997965e-05,3.17297793562947e-06,1.7742774578826e-05,1.81960571410588e-05
"48858","2020/04/23","SO",15442906,0,6,206,9,286,14,265,279,1.85198303997965e-05,0,1.71599827130982e-05,1.80665478375637e-05
"48857","2020/04/24","SO",15442906,42,0,248,9,328,14,307,321,2.12395257731932e-05,2.71969537339669e-06,1.98796780864949e-05,2.07862432109604e-05
"48856","2020/04/25","SO",15442906,0,2,212,11,328,16,303,321,2.12395257731932e-05,0,1.96206594795047e-05,2.07862432109604e-05
"48855","2020/04/26","SO",15442906,62,2,255,11,390,18,365,382,2.52543141815407e-05,4.0147884083475e-06,2.36354478878522e-05,2.47362769675604e-05
"48854","2020/04/27","SO",15442906,46,5,272,16,436,23,376,428,2.82330281619276e-05,2.97871398038685e-06,2.43477490570751e-05,2.77149909479472e-05
"48853","2020/04/28","SO",15442906,44,3,243,18,480,26,400,468,3.10822328388193e-05,2.84920467689177e-06,2.59018606990161e-05,3.03051770178488e-05
"48852","2020/04/29","SO",15442906,48,2,242,20,528,28,448,507,3.41904561227013e-05,3.10822328388193e-06,2.9010083982898e-05,3.28306084360029e-05
"48851","2020/04/30","SO",15442906,54,0,296,14,582,28,466,561,3.76872073170684e-05,3.49675119436717e-06,3.01756677143538e-05,3.63273596303701e-05
"48850","2020/05/01","SO",15442906,19,0,273,14,601,28,466,576,3.89175457002717e-05,1.23033838320326e-06,3.01756677143538e-05,3.72986794065832e-05
"48849","2020/05/02","SO",15442906,0,0,273,12,601,28,437,576,3.89175457002717e-05,0,2.82977828136751e-05,3.72986794065832e-05
"48848","2020/05/03","SO",15442906,70,3,281,13,671,31,434,611,4.34503713225995e-05,4.53282562232782e-06,2.81035188584325e-05,3.95650922177471e-05
"48847","2020/05/04","SO",15442906,51,1,286,9,722,32,436,642,4.67528585617241e-05,3.30248723912455e-06,2.82330281619276e-05,4.15724864219209e-05
"48846","2020/05/05","SO",15442906,34,3,276,9,756,35,470,676,4.89545167211404e-05,2.20165815941637e-06,3.04346863213439e-05,4.37741445813372e-05
"48845","2020/05/06","SO",15442906,79,3,307,10,835,38,507,719,5.40701342091961e-05,5.11561748805568e-06,3.28306084360029e-05,4.65585946064814e-05
"48844","2020/05/07","SO",15442906,38,1,291,11,873,39,545,738,5.65308109756026e-05,2.46067676640653e-06,3.52912852024094e-05,4.77889329896847e-05
"48843","2020/05/08","SO",15442906,55,5,327,16,928,44,538,764,6.00923168217174e-05,3.56150584611471e-06,3.48380026401767e-05,4.94725539351208e-05
"48842","2020/05/09","SO",15442906,0,0,327,16,928,44,492,691,6.00923168217174e-05,0,3.18592886597898e-05,4.47454643575503e-05
"48841","2020/05/10","SO",15442906,69,4,326,17,997,48,517,711,6.45603877922976e-05,4.46807097058028e-06,3.34781549534783e-05,4.60405573925011e-05
"48840","2020/05/11","SO",15442906,57,3,332,19,1054,51,526,768,6.82514029419074e-05,3.69101514960979e-06,3.40609468192062e-05,4.97315725421109e-05
"48839","2020/05/12","SO",15442906,35,1,333,17,1089,52,507,761,7.05178157530714e-05,2.26641281116391e-06,3.28306084360029e-05,4.92782899798781e-05
"48838","2020/05/13","SO",15442906,81,0,335,14,1170,52,569,842,7.57629425446221e-05,5.24512679155076e-06,3.68453968443504e-05,5.45234167714289e-05
"48837","2020/05/14","SO",15442906,49,0,346,13,1219,52,618,829,7.89359204802516e-05,3.17297793562947e-06,4.00183747799799e-05,5.36816062987109e-05
"48836","2020/05/15","SO",15442906,65,1,356,9,1284,53,613,848,8.31449728438417e-05,4.20905236359012e-06,3.96946015212422e-05,5.49119446819141e-05
"48835","2020/05/16","SO",15442906,0,0,356,9,1284,53,562,804,8.31449728438417e-05,0,3.63921142821176e-05,5.20627400050224e-05
"48834","2020/05/17","SO",15442906,73,2,360,7,1357,55,601,829,8.78720624214121e-05,4.72708957757044e-06,3.89175457002717e-05,5.36816062987109e-05
"48833","2020/05/18","SO",15442906,64,1,367,5,1421,56,586,839,9.20163601332547e-05,4.14429771184258e-06,3.79462259240586e-05,5.43291528161863e-05
"48832","2020/05/19","SO",15442906,34,1,366,5,1455,57,582,854,9.42180182926711e-05,2.20165815941637e-06,3.76872073170684e-05,5.53004725923994e-05
"48831","2020/05/20","SO",15442906,47,2,332,7,1502,59,574,901,9.72614869248055e-05,3.04346863213439e-06,3.71691701030881e-05,5.83439412245338e-05
"48830","2020/05/21","SO",15442906,71,2,354,9,1573,61,645,902,0.000101859067198881,4.59758027407536e-06,4.17667503771635e-05,5.84086958762813e-05
"48829","2020/05/22","SO",15442906,21,0,310,8,1594,61,597,872,0.000103218914885579,1.35984768669835e-06,3.86585270932815e-05,5.64660563238551e-05
"48828","2020/05/23","SO",15442906,0,0,310,8,1594,61,540,838,0.000103218914885579,0,3.49675119436717e-05,5.42643981644387e-05
"48827","2020/05/24","SO",15442906,0,0,237,6,1594,61,505,759,0.000103218914885579,0,3.27010991325078e-05,4.91487806763831e-05
"48826","2020/05/25","SO",15442906,0,0,173,5,1594,61,424,721,0.000103218914885579,0,2.74559723409571e-05,4.66881039099765e-05
"48825","2020/05/26","SO",15442906,95,5,234,9,1689,66,470,761,0.000109370606801596,6.15169191601632e-06,3.04346863213439e-05,4.92782899798781e-05
"48824","2020/05/27","SO",15442906,22,1,209,8,1711,67,427,783,0.000110795209140041,1.42460233844589e-06,2.76502362961997e-05,5.0702892318324e-05
"48823","2020/05/28","SO",15442906,20,0,158,6,1731,67,447,734,0.000112090302174992,1.29509303495081e-06,2.89453293311505e-05,4.75299143826946e-05
"48822","2020/05/29","SO",15442906,97,5,234,11,1828,72,471,774,0.000118371503394504,6.28120121951141e-06,3.04994409730915e-05,5.01201004525962e-05
"48821","2020/05/30","SO",15442906,0,0,234,11,1828,72,407,739,0.000118371503394504,0,2.63551432612489e-05,4.78536876414323e-05
"48820","2020/05/31","SO",15442906,88,1,322,12,1916,73,461,746,0.000124069912748287,5.69840935378354e-06,2.98518944556161e-05,4.8306970203665e-05
"48819","2020/06/01","SO",15442906,60,5,382,17,1976,78,474,757,0.00012795519185314,3.88527910485242e-06,3.06937049283341e-05,4.9019271372888e-05
"48818","2020/06/02","SO",15442906,47,1,334,13,2023,79,450,739,0.000130998660485274,3.04346863213439e-06,2.91395932863931e-05,4.78536876414323e-05
"48817","2020/06/03","SO",15442906,66,0,378,12,2089,79,495,805,0.000135272467500612,4.27380701533766e-06,3.20535526150324e-05,5.21274946567699e-05
"48816","2020/06/04","SO",15442906,57,0,415,12,2146,79,552,789,0.000138963482650221,3.69101514960979e-06,3.57445677646422e-05,5.10914202288093e-05
"48815","2020/06/05","SO",15442906,58,0,376,7,2204,79,610,783,0.000142719252451579,3.75576980135734e-06,3.95003375659996e-05,5.0702892318324e-05
"48814","2020/06/06","SO",15442906,0,0,376,7,2204,79,610,749,0.000142719252451579,0,3.95003375659996e-05,4.85012341589077e-05
"48813","2020/06/07","SO",15442906,85,3,373,9,2289,82,600,787,0.00014822339785012,5.50414539854092e-06,3.88527910485242e-05,5.09619109253142e-05
"48812","2020/06/08","SO",15442906,45,1,358,5,2334,83,623,761,0.000151137357178759,2.91395932863931e-06,4.03421480387176e-05,4.92782899798781e-05
"48811","2020/06/09","SO",15442906,34,1,345,5,2368,84,637,774,0.000153339015338175,2.20165815941637e-06,4.12487131631831e-05,5.01201004525962e-05
"48810","2020/06/10","SO",15442906,48,1,327,6,2416,85,588,822,0.000156447238622057,3.10822328388193e-06,3.80757352275537e-05,5.32283237364781e-05
"48809","2020/06/11","SO",15442906,36,0,306,6,2452,85,624,858,0.000158778406084969,2.33116746291145e-06,4.04069026904651e-05,5.55594911993895e-05
"48808","2020/06/12","SO",15442906,61,0,309,6,2513,85,597,919,0.000162728439841569,3.95003375659996e-06,3.86585270932815e-05,5.95095249559895e-05
"48807","2020/06/13","SO",15442906,0,0,309,6,2513,85,537,824,0.000162728439841569,0,3.47732479884291e-05,5.33578330399732e-05
"48806","2020/06/14","SO",15442906,66,2,290,5,2579,87,556,868,0.000167002246856906,4.27380701533766e-06,3.60035863716324e-05,5.62070377168649e-05
"48805","2020/06/15","SO",15442906,24,1,269,5,2603,88,514,872,0.000168556358498847,1.55411164194097e-06,3.32838909982357e-05,5.64660563238551e-05
"48804","2020/06/16","SO",15442906,39,0,274,4,2642,88,496,814,0.000171081789917001,2.52543141815407e-06,3.211830726678e-05,5.27102865224978e-05
"48803","2020/06/17","SO",15442906,16,0,242,3,2658,88,454,830,0.000172117864344962,1.03607442796064e-06,2.93986118933833e-05,5.37463609504584e-05
"48802","2020/06/18","SO",15442906,38,0,244,3,2696,88,492,780,0.000174578541111369,2.46067676640653e-06,3.18592886597898e-05,5.05086283630814e-05
"48801","2020/06/19","SO",15442906,23,0,206,3,2719,88,430,743,0.000176067898101562,1.48935699019343e-06,2.78445002514423e-05,4.81127062484224e-05
"48800","2020/06/20","SO",15442906,0,0,206,3,2719,88,385,696,0.000176067898101562,0,2.4930540922803e-05,4.5069237616288e-05
"48799","2020/06/21","SO",15442906,36,0,176,1,2755,88,387,666,0.000178399065564473,2.33116746291145e-06,2.50600502262981e-05,4.31265980638618e-05
"48798","2020/06/22","SO",15442906,24,2,176,2,2779,90,363,633,0.000179953177206414,1.55411164194097e-06,2.35059385843571e-05,4.0989694556193e-05
"48797","2020/06/23","SO",15442906,33,0,170,2,2812,90,360,608,0.000182090080714083,2.13690350766883e-06,2.33116746291145e-05,3.93708282625045e-05
