"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"13389","2019/12/31","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13388","2020/01/01","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13387","2020/01/02","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13386","2020/01/03","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13385","2020/01/04","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13384","2020/01/05","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13383","2020/01/06","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13382","2020/01/07","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13381","2020/01/08","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13380","2020/01/09","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13379","2020/01/10","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13378","2020/01/11","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13377","2020/01/12","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13376","2020/01/13","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13375","2020/01/14","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13374","2020/01/15","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13373","2020/01/16","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13372","2020/01/17","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13371","2020/01/18","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13370","2020/01/19","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13369","2020/01/20","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13368","2020/01/21","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13367","2020/01/22","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13366","2020/01/23","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13365","2020/01/24","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13364","2020/01/25","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13363","2020/01/26","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13362","2020/01/27","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13361","2020/01/28","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13360","2020/01/29","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13359","2020/01/30","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13358","2020/01/31","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13357","2020/02/01","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13356","2020/02/02","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13355","2020/02/03","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13354","2020/02/04","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13353","2020/02/05","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13352","2020/02/06","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13351","2020/02/07","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13350","2020/02/08","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13349","2020/02/09","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13348","2020/02/10","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13347","2020/02/11","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13346","2020/02/12","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13345","2020/02/13","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13344","2020/02/14","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13343","2020/02/15","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13342","2020/02/16","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13341","2020/02/17","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13340","2020/02/18","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13339","2020/02/19","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13338","2020/02/20","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13337","2020/02/21","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13336","2020/02/22","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13335","2020/02/23","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13334","2020/02/24","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13333","2020/02/25","HR",4076246,0,0,0,0,0,0,0,0,0,0,0,0
"13332","2020/02/26","HR",4076246,1,0,1,0,1,0,1,1,2.45323761127272e-07,2.45323761127272e-07,2.45323761127272e-07,2.45323761127272e-07
"13331","2020/02/27","HR",4076246,1,0,2,0,2,0,2,2,4.90647522254545e-07,2.45323761127272e-07,4.90647522254545e-07,4.90647522254545e-07
