"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"10094","2019/12/31","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10093","2020/01/01","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10092","2020/01/02","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10091","2020/01/03","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10090","2020/01/04","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10089","2020/01/05","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10088","2020/01/06","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10087","2020/01/07","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10086","2020/01/08","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10085","2020/01/09","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10084","2020/01/10","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10083","2020/01/11","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10082","2020/01/12","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10081","2020/01/13","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10080","2020/01/14","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10079","2020/01/15","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10078","2020/01/16","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10077","2020/01/17","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10076","2020/01/18","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10075","2020/01/19","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10074","2020/01/20","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10073","2020/01/21","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10072","2020/01/22","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10071","2020/01/23","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10070","2020/01/24","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10069","2020/01/25","CA",37411038,0,0,0,0,0,0,0,0,0,0,0,0
"10068","2020/01/26","CA",37411038,1,0,1,0,1,0,1,1,2.67300789676031e-08,2.67300789676031e-08,2.67300789676031e-08,2.67300789676031e-08
"10067","2020/01/27","CA",37411038,0,0,1,0,1,0,1,1,2.67300789676031e-08,0,2.67300789676031e-08,2.67300789676031e-08
"10066","2020/01/28","CA",37411038,1,0,2,0,2,0,2,2,5.34601579352062e-08,2.67300789676031e-08,5.34601579352062e-08,5.34601579352062e-08
"10065","2020/01/29","CA",37411038,1,0,3,0,3,0,3,3,8.01902369028093e-08,2.67300789676031e-08,8.01902369028093e-08,8.01902369028093e-08
"10064","2020/01/30","CA",37411038,0,0,3,0,3,0,3,3,8.01902369028093e-08,0,8.01902369028093e-08,8.01902369028093e-08
"10063","2020/01/31","CA",37411038,0,0,3,0,3,0,3,3,8.01902369028093e-08,0,8.01902369028093e-08,8.01902369028093e-08
"10062","2020/02/01","CA",37411038,1,0,4,0,4,0,4,4,1.06920315870412e-07,2.67300789676031e-08,1.06920315870412e-07,1.06920315870412e-07
"10061","2020/02/02","CA",37411038,0,0,3,0,4,0,4,4,1.06920315870412e-07,0,1.06920315870412e-07,1.06920315870412e-07
"10060","2020/02/03","CA",37411038,0,0,3,0,4,0,4,4,1.06920315870412e-07,0,1.06920315870412e-07,1.06920315870412e-07
"10059","2020/02/04","CA",37411038,0,0,2,0,4,0,4,4,1.06920315870412e-07,0,1.06920315870412e-07,1.06920315870412e-07
"10058","2020/02/05","CA",37411038,1,0,2,0,5,0,5,5,1.33650394838015e-07,2.67300789676031e-08,1.33650394838015e-07,1.33650394838015e-07
"10057","2020/02/06","CA",37411038,0,0,2,0,5,0,5,5,1.33650394838015e-07,0,1.33650394838015e-07,1.33650394838015e-07
"10056","2020/02/07","CA",37411038,2,0,4,0,7,0,6,7,1.87110552773222e-07,5.34601579352062e-08,1.60380473805619e-07,1.87110552773222e-07
"10055","2020/02/08","CA",37411038,0,0,3,0,7,0,6,7,1.87110552773222e-07,0,1.60380473805619e-07,1.87110552773222e-07
"10054","2020/02/09","CA",37411038,0,0,3,0,7,0,5,7,1.87110552773222e-07,0,1.33650394838015e-07,1.87110552773222e-07
