"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"8833","2020/04/01","BI",11530577,2,0,2,0,2,0,2,2,1.73451857613023e-07,1.73451857613023e-07,1.73451857613023e-07,1.73451857613023e-07
"8832","2020/04/02","BI",11530577,0,0,2,0,2,0,2,2,1.73451857613023e-07,0,1.73451857613023e-07,1.73451857613023e-07
"8831","2020/04/03","BI",11530577,1,0,3,0,3,0,3,3,2.60177786419535e-07,8.67259288065116e-08,2.60177786419535e-07,2.60177786419535e-07
"8830","2020/04/04","BI",11530577,0,0,3,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8829","2020/04/05","BI",11530577,0,0,3,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8828","2020/04/06","BI",11530577,0,0,3,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8827","2020/04/07","BI",11530577,0,0,3,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8826","2020/04/08","BI",11530577,0,0,1,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8825","2020/04/09","BI",11530577,0,0,1,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8824","2020/04/10","BI",11530577,0,0,0,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8823","2020/04/11","BI",11530577,0,0,0,0,3,0,3,3,2.60177786419535e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8822","2020/04/12","BI",11530577,2,0,2,0,5,0,5,5,4.33629644032558e-07,1.73451857613023e-07,4.33629644032558e-07,4.33629644032558e-07
"8821","2020/04/13","BI",11530577,0,0,2,0,5,0,3,5,4.33629644032558e-07,0,2.60177786419535e-07,4.33629644032558e-07
"8820","2020/04/14","BI",11530577,0,0,2,0,5,0,3,5,4.33629644032558e-07,0,2.60177786419535e-07,4.33629644032558e-07
"8819","2020/04/15","BI",11530577,0,1,2,1,5,1,2,5,4.33629644032558e-07,0,1.73451857613023e-07,4.33629644032558e-07
"8818","2020/04/16","BI",11530577,0,0,2,1,5,1,2,5,4.33629644032558e-07,0,1.73451857613023e-07,4.33629644032558e-07
"8817","2020/04/17","BI",11530577,0,0,2,1,5,1,2,5,4.33629644032558e-07,0,1.73451857613023e-07,4.33629644032558e-07
"8816","2020/04/18","BI",11530577,1,0,3,1,6,1,3,6,5.2035557283907e-07,8.67259288065116e-08,2.60177786419535e-07,5.2035557283907e-07
"8815","2020/04/19","BI",11530577,0,0,1,1,6,1,3,4,5.2035557283907e-07,0,2.60177786419535e-07,3.46903715226046e-07
"8814","2020/04/20","BI",11530577,0,0,1,1,6,1,3,4,5.2035557283907e-07,0,2.60177786419535e-07,3.46903715226046e-07
"8813","2020/04/21","BI",11530577,0,0,1,1,6,1,3,3,5.2035557283907e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8812","2020/04/22","BI",11530577,0,0,1,0,6,1,3,3,5.2035557283907e-07,0,2.60177786419535e-07,2.60177786419535e-07
"8811","2020/04/23","BI",11530577,5,0,6,0,11,1,8,8,9.53985216871627e-07,4.33629644032558e-07,6.93807430452093e-07,6.93807430452093e-07
"8810","2020/04/24","BI",11530577,0,0,6,0,11,1,6,8,9.53985216871627e-07,0,5.2035557283907e-07,6.93807430452093e-07
"8809","2020/04/25","BI",11530577,1,0,6,0,12,1,7,9,1.04071114567814e-06,8.67259288065116e-08,6.07081501645581e-07,7.80533359258604e-07
"8808","2020/04/26","BI",11530577,3,0,9,0,15,1,10,12,1.30088893209767e-06,2.60177786419535e-07,8.67259288065116e-07,1.04071114567814e-06
"8807","2020/04/27","BI",11530577,0,0,9,0,15,1,10,12,1.30088893209767e-06,0,8.67259288065116e-07,1.04071114567814e-06
"8806","2020/04/28","BI",11530577,0,0,9,0,15,1,10,12,1.30088893209767e-06,0,8.67259288065116e-07,1.04071114567814e-06
"8805","2020/04/29","BI",11530577,0,0,9,0,15,1,10,12,1.30088893209767e-06,0,8.67259288065116e-07,1.04071114567814e-06
"8804","2020/04/30","BI",11530577,0,0,4,0,15,1,9,10,1.30088893209767e-06,0,7.80533359258604e-07,8.67259288065116e-07
"8803","2020/05/01","BI",11530577,0,0,4,0,15,1,9,10,1.30088893209767e-06,0,7.80533359258604e-07,8.67259288065116e-07
"8802","2020/05/02","BI",11530577,0,0,3,0,15,1,9,10,1.30088893209767e-06,0,7.80533359258604e-07,8.67259288065116e-07
"8801","2020/05/03","BI",11530577,4,0,4,0,19,1,13,14,1.64779264732372e-06,3.46903715226046e-07,1.12743707448465e-06,1.21416300329116e-06
"8800","2020/05/04","BI",11530577,0,0,4,0,19,1,13,14,1.64779264732372e-06,0,1.12743707448465e-06,1.21416300329116e-06
"8799","2020/05/05","BI",11530577,0,0,4,0,19,1,8,14,1.64779264732372e-06,0,6.93807430452093e-07,1.21416300329116e-06
"8798","2020/05/06","BI",11530577,0,0,4,0,19,1,8,13,1.64779264732372e-06,0,6.93807430452093e-07,1.12743707448465e-06
"8797","2020/05/07","BI",11530577,0,0,4,0,19,1,7,13,1.64779264732372e-06,0,6.07081501645581e-07,1.12743707448465e-06
"8796","2020/05/08","BI",11530577,0,0,4,0,19,1,4,13,1.64779264732372e-06,0,3.46903715226046e-07,1.12743707448465e-06
"8795","2020/05/09","BI",11530577,0,0,4,0,19,1,4,13,1.64779264732372e-06,0,3.46903715226046e-07,1.12743707448465e-06
"8794","2020/05/10","BI",11530577,0,0,0,0,19,1,4,13,1.64779264732372e-06,0,3.46903715226046e-07,1.12743707448465e-06
"8793","2020/05/11","BI",11530577,0,0,0,0,19,1,4,8,1.64779264732372e-06,0,3.46903715226046e-07,6.93807430452093e-07
"8792","2020/05/12","BI",11530577,0,0,0,0,19,1,4,8,1.64779264732372e-06,0,3.46903715226046e-07,6.93807430452093e-07
"8791","2020/05/13","BI",11530577,8,0,8,0,27,1,12,15,2.34160007777581e-06,6.93807430452093e-07,1.04071114567814e-06,1.30088893209767e-06
"8790","2020/05/14","BI",11530577,0,0,8,0,27,1,12,12,2.34160007777581e-06,0,1.04071114567814e-06,1.04071114567814e-06
"8789","2020/05/15","BI",11530577,0,0,8,0,27,1,8,12,2.34160007777581e-06,0,6.93807430452093e-07,1.04071114567814e-06
"8788","2020/05/16","BI",11530577,0,0,8,0,27,1,8,12,2.34160007777581e-06,0,6.93807430452093e-07,1.04071114567814e-06
"8787","2020/05/17","BI",11530577,0,0,8,0,27,1,8,12,2.34160007777581e-06,0,6.93807430452093e-07,1.04071114567814e-06
"8786","2020/05/18","BI",11530577,15,0,23,0,42,1,23,27,3.64248900987349e-06,1.30088893209767e-06,1.99469636254977e-06,2.34160007777581e-06
"8785","2020/05/19","BI",11530577,0,0,23,0,42,1,23,27,3.64248900987349e-06,0,1.99469636254977e-06,2.34160007777581e-06
"8784","2020/05/20","BI",11530577,0,0,15,0,42,1,23,27,3.64248900987349e-06,0,1.99469636254977e-06,2.34160007777581e-06
"8783","2020/05/21","BI",11530577,0,0,15,0,42,1,23,23,3.64248900987349e-06,0,1.99469636254977e-06,1.99469636254977e-06
"8782","2020/05/22","BI",11530577,0,0,15,0,42,1,23,23,3.64248900987349e-06,0,1.99469636254977e-06,1.99469636254977e-06
