"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"54652","2019/12/31","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54651","2020/01/01","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54650","2020/01/02","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54649","2020/01/03","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54648","2020/01/04","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54647","2020/01/05","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54646","2020/01/06","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54645","2020/01/07","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54644","2020/01/08","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54643","2020/01/09","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54642","2020/01/10","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54641","2020/01/11","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54640","2020/01/12","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54639","2020/01/13","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54638","2020/01/14","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54637","2020/01/15","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54636","2020/01/16","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54635","2020/01/17","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54634","2020/01/18","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54633","2020/01/19","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54632","2020/01/20","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54631","2020/01/21","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54630","2020/01/22","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54629","2020/01/23","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54628","2020/01/24","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54627","2020/01/25","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
"54626","2020/01/26","AE",9770526,0,0,0,0,0,0,0,0,0,0,0,0
