"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W14",2020-03-30,"IE","Ireland",571,107,3.38482619121413,0.0815620768967261
"2020-W14",2020-03-31,"IE","Ireland",596,120,3.38482619121413,0.0815620768967261
"2020-W14",2020-04-01,"IE","Ireland",656,128,3.38482619121413,0.0815620768967261
"2020-W14",2020-04-02,"IE","Ireland",655,132,3.38482619121413,0.0815620768967261
"2020-W14",2020-04-03,"IE","Ireland",704,137,3.38482619121413,0.0815620768967261
"2020-W14",2020-04-04,"IE","Ireland",738,140,3.38482619121413,0.0815620768967261
"2020-W14",2020-04-05,"IE","Ireland",702,139,3.38482619121413,0.0815620768967261
"2020-W15",2020-04-06,"IE","Ireland",829,144,5.72973590199501,0.958354403536532
"2020-W15",2020-04-07,"IE","Ireland",828,143,5.72973590199501,0.958354403536532
"2020-W15",2020-04-08,"IE","Ireland",837,146,5.72973590199501,0.958354403536532
"2020-W15",2020-04-09,"IE","Ireland",838,151,5.72973590199501,0.958354403536532
"2020-W15",2020-04-10,"IE","Ireland",825,155,5.72973590199501,0.958354403536532
"2020-W15",2020-04-11,"IE","Ireland",856,155,5.72973590199501,0.958354403536532
"2020-W15",2020-04-12,"IE","Ireland",853,148,5.72973590199501,0.958354403536532
"2020-W16",2020-04-13,"IE","Ireland",868,143,4.5266952677683,1.20304063422671
"2020-W16",2020-04-14,"IE","Ireland",868,149,4.5266952677683,1.20304063422671
"2020-W16",2020-04-15,"IE","Ireland",881,140,4.5266952677683,1.20304063422671
"2020-W16",2020-04-16,"IE","Ireland",856,142,4.5266952677683,1.20304063422671
"2020-W16",2020-04-17,"IE","Ireland",852,137,4.5266952677683,1.20304063422671
"2020-W16",2020-04-18,"IE","Ireland",811,134,4.5266952677683,1.20304063422671
"2020-W16",2020-04-19,"IE","Ireland",816,133,4.5266952677683,1.20304063422671
"2020-W17",2020-04-20,"IE","Ireland",820,139,3.91497969104285,0.917573365088169
"2020-W17",2020-04-21,"IE","Ireland",774,133,3.91497969104285,0.917573365088169
"2020-W17",2020-04-22,"IE","Ireland",778,131,3.91497969104285,0.917573365088169
"2020-W17",2020-04-23,"IE","Ireland",742,123,3.91497969104285,0.917573365088169
"2020-W17",2020-04-24,"IE","Ireland",745,118,3.91497969104285,0.917573365088169
"2020-W17",2020-04-25,"IE","Ireland",736,123,3.91497969104285,0.917573365088169
"2020-W17",2020-04-26,"IE","Ireland",758,120,3.91497969104285,0.917573365088169
"2020-W18",2020-04-27,"IE","Ireland",771,117,4.24122799862976,0.367029346035267
"2020-W18",2020-04-28,"IE","Ireland",753,113,4.24122799862976,0.367029346035267
"2020-W18",2020-04-29,"IE","Ireland",760,103,4.24122799862976,0.367029346035267
"2020-W18",2020-04-30,"IE","Ireland",736,106,4.24122799862976,0.367029346035267
"2020-W18",2020-05-01,"IE","Ireland",740,99,4.24122799862976,0.367029346035267
