"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"34805","2020/03/18","ME",622182,2,0,2,0,2,0,2,2,3.21449350833036e-06,3.21449350833036e-06,3.21449350833036e-06,3.21449350833036e-06
"34804","2020/03/19","ME",622182,6,0,8,0,8,0,8,8,1.28579740333214e-05,9.64348052499108e-06,1.28579740333214e-05,1.28579740333214e-05
"34803","2020/03/20","ME",622182,5,0,13,0,13,0,13,13,2.08942078041473e-05,8.0362337708259e-06,2.08942078041473e-05,2.08942078041473e-05
"34802","2020/03/21","ME",622182,1,0,14,0,14,0,14,14,2.25014545583125e-05,1.60724675416518e-06,2.25014545583125e-05,2.25014545583125e-05
"34801","2020/03/22","ME",622182,0,0,14,0,14,0,14,14,2.25014545583125e-05,0,2.25014545583125e-05,2.25014545583125e-05
"34800","2020/03/23","ME",622182,7,0,21,0,21,0,21,21,3.37521818374688e-05,1.12507272791563e-05,3.37521818374688e-05,3.37521818374688e-05
"34799","2020/03/24","ME",622182,6,0,27,0,27,0,27,27,4.33956623624599e-05,9.64348052499108e-06,4.33956623624599e-05,4.33956623624599e-05
"34798","2020/03/25","ME",622182,20,0,45,0,47,0,47,47,7.55405974457635e-05,3.21449350833036e-05,7.55405974457635e-05,7.55405974457635e-05
"34797","2020/03/26","ME",622182,6,0,45,0,53,0,53,53,8.51840779707545e-05,9.64348052499108e-06,8.51840779707545e-05,8.51840779707545e-05
"34796","2020/03/27","ME",622182,14,1,54,1,67,1,67,67,0.000107685532529067,2.25014545583125e-05,0.000107685532529067,0.000107685532529067
"34795","2020/03/28","ME",622182,8,0,61,1,75,1,75,75,0.000120543506562388,1.28579740333214e-05,0.000120543506562388,0.000120543506562388
"34794","2020/03/29","ME",622182,9,0,70,1,84,1,84,84,0.000135008727349875,1.44652207874866e-05,0.000135008727349875,0.000135008727349875
"34793","2020/03/30","ME",622182,1,0,64,1,85,1,83,85,0.00013661597410404,1.60724675416518e-06,0.00013340148059571,0.00013661597410404
"34792","2020/03/31","ME",622182,6,0,64,1,91,1,83,91,0.000146259454629031,9.64348052499108e-06,0.00013340148059571,0.000146259454629031
"34791","2020/04/01","ME",622182,18,0,62,1,109,1,96,109,0.000175189896204005,2.89304415749732e-05,0.000154295688399857,0.000175189896204005
"34790","2020/04/02","ME",622182,14,0,70,1,123,1,109,123,0.000197691350762317,2.25014545583125e-05,0.000175189896204005,0.000197691350762317
"34789","2020/04/03","ME",622182,21,1,77,1,144,2,130,144,0.000231443532599786,3.37521818374688e-05,0.000208942078041473,0.000231443532599786
"34788","2020/04/04","ME",622182,30,0,99,1,174,2,153,174,0.000279660935224741,4.82174026249554e-05,0.000245908753387273,0.000279660935224741
"34787","2020/04/05","ME",622182,27,0,117,1,201,2,174,199,0.000323056597587201,4.33956623624599e-05,0.000279660935224741,0.000319842104078871
"34786","2020/04/06","ME",622182,13,0,129,1,214,2,167,206,0.000343950805391348,2.08942078041473e-05,0.000268410207945585,0.000331092831358027
"34785","2020/04/07","ME",622182,19,0,142,1,233,2,180,220,0.000374488493720487,3.05376883291384e-05,0.000289304415749732,0.00035359428591634
"34784","2020/04/08","ME",622182,8,0,132,1,241,2,174,227,0.000387346467753808,1.28579740333214e-05,0.000279660935224741,0.000364845013195496
"34783","2020/04/09","ME",622182,8,0,126,1,249,2,174,235,0.00040020444178713,1.28579740333214e-05,0.000279660935224741,0.000377702987228817
"34782","2020/04/10","ME",622182,3,0,108,0,252,2,168,231,0.000405026182049625,4.82174026249554e-06,0.00027001745469975,0.000371274000212157
"34781","2020/04/11","ME",622182,5,0,83,0,257,2,172,230,0.000413062415820451,8.0362337708259e-06,0.000276446441716411,0.000369666753457991
"34780","2020/04/12","ME",622182,6,0,62,0,263,2,172,216,0.000422705896345442,9.64348052499108e-06,0.000276446441716411,0.000347165298899679
"34779","2020/04/13","ME",622182,9,1,58,1,272,3,163,219,0.000437171117132929,1.44652207874866e-05,0.000261981220928924,0.000351987039162174
"34778","2020/04/14","ME",622182,2,0,41,1,274,3,151,207,0.000440385610641259,3.21449350833036e-06,0.000242694259878942,0.000332700078112192
"34777","2020/04/15","ME",622182,9,1,42,2,283,4,139,208,0.000454850831428746,1.44652207874866e-05,0.00022340729882896,0.000334307324866357
"34776","2020/04/16","ME",622182,5,0,39,2,288,4,114,204,0.000462887065199572,8.0362337708259e-06,0.000183226129974831,0.000327878337849697
"34775","2020/04/17","ME",622182,15,0,51,2,303,4,102,218,0.00048699576651205,2.41087013124777e-05,0.000163939168924848,0.000350379792408009
"34774","2020/04/18","ME",622182,0,0,46,2,303,4,89,212,0.00048699576651205,0,0.000143044961120701,0.000340736311883018
"34773","2020/04/19","ME",622182,4,1,44,3,307,5,74,198,0.00049342475352871,6.42898701666072e-06,0.000118936259808223,0.000318234857324706
"34772","2020/04/20","ME",622182,1,0,36,2,308,5,67,185,0.000495032000282875,1.60724675416518e-06,0.000107685532529067,0.000297340649520558
"34771","2020/04/21","ME",622182,4,0,38,2,312,5,63,168,0.000501460987299536,6.42898701666072e-06,0.000101256545512406,0.00027001745469975
"34770","2020/04/22","ME",622182,1,0,30,1,313,5,61,139,0.000503068234053701,1.60724675416518e-06,9.8042052004076e-05,0.00022340729882896
"34769","2020/04/23","ME",622182,2,0,27,1,315,5,58,114,0.000506282727562032,3.21449350833036e-06,9.32203117415804e-05,0.000183226129974831
"34768","2020/04/24","ME",622182,4,0,16,1,319,5,56,105,0.000512711714578692,6.42898701666072e-06,9.00058182332501e-05,0.000168760909187344
"34767","2020/04/25","ME",622182,0,1,16,2,319,6,47,86,0.000512711714578692,0,7.55405974457635e-05,0.000138223220858205
"34766","2020/04/26","ME",622182,1,0,13,1,320,6,46,79,0.000514318961332858,1.60724675416518e-06,7.39333506915983e-05,0.000126972493579049
"34765","2020/04/27","ME",622182,1,1,13,2,321,7,38,72,0.000515926208087023,1.60724675416518e-06,6.10753766582768e-05,0.000115721766299893
"34764","2020/04/28","ME",622182,0,0,9,2,321,7,33,69,0.000515926208087023,0,5.30391428874509e-05,0.000110900026037397
"34763","2020/04/29","ME",622182,0,0,8,2,321,7,18,64,0.000515926208087023,0,2.89304415749732e-05,0.000102863792266572
"34762","2020/04/30","ME",622182,1,0,7,2,322,7,19,59,0.000517533454841188,1.60724675416518e-06,3.05376883291384e-05,9.48275584957456e-05
"34761","2020/05/01","ME",622182,0,0,3,2,322,7,15,50,0.000517533454841188,0,2.41087013124777e-05,8.0362337708259e-05
"34760","2020/05/02","ME",622182,0,0,3,1,322,7,14,48,0.000517533454841188,0,2.25014545583125e-05,7.71478441999286e-05
"34759","2020/05/03","ME",622182,0,0,2,1,322,7,10,39,0.000517533454841188,0,1.60724675416518e-05,6.2682623412442e-05
"34758","2020/05/04","ME",622182,0,1,1,1,322,8,9,34,0.000517533454841188,0,1.44652207874866e-05,5.46463896416161e-05
"34757","2020/05/05","ME",622182,1,0,2,1,323,8,8,20,0.000519140701595353,1.60724675416518e-06,1.28579740333214e-05,3.21449350833036e-05
"34756","2020/05/06","ME",622182,1,0,3,1,324,8,5,21,0.000520747948349518,1.60724675416518e-06,8.0362337708259e-06,3.37521818374688e-05
"34755","2020/05/07","ME",622182,0,0,2,1,324,8,5,17,0.000520747948349518,0,8.0362337708259e-06,2.73231948208081e-05
"34754","2020/05/08","ME",622182,0,0,2,1,324,8,4,16,0.000520747948349518,0,6.42898701666072e-06,2.57159480666429e-05
"34753","2020/05/09","ME",622182,0,0,2,1,324,8,3,12,0.000520747948349518,0,4.82174026249554e-06,1.92869610499822e-05
"34752","2020/05/10","ME",622182,0,0,2,1,324,8,3,11,0.000520747948349518,0,4.82174026249554e-06,1.7679714295817e-05
"34751","2020/05/11","ME",622182,0,1,2,1,324,9,3,9,0.000520747948349518,0,4.82174026249554e-06,1.44652207874866e-05
"34750","2020/05/12","ME",622182,0,0,1,1,324,9,2,5,0.000520747948349518,0,3.21449350833036e-06,8.0362337708259e-06
"34749","2020/05/13","ME",622182,0,0,0,1,324,9,2,5,0.000520747948349518,0,3.21449350833036e-06,8.0362337708259e-06
"34748","2020/05/14","ME",622182,0,0,0,1,324,9,2,4,0.000520747948349518,0,3.21449350833036e-06,6.42898701666072e-06
"34747","2020/05/15","ME",622182,0,0,0,1,324,9,2,3,0.000520747948349518,0,3.21449350833036e-06,4.82174026249554e-06
"34746","2020/05/16","ME",622182,0,0,0,1,324,9,2,3,0.000520747948349518,0,3.21449350833036e-06,4.82174026249554e-06
"34745","2020/05/17","ME",622182,0,0,0,1,324,9,1,3,0.000520747948349518,0,1.60724675416518e-06,4.82174026249554e-06
"34744","2020/05/18","ME",622182,0,0,0,0,324,9,0,2,0.000520747948349518,0,0,3.21449350833036e-06
"34743","2020/05/19","ME",622182,0,0,0,0,324,9,0,2,0.000520747948349518,0,0,3.21449350833036e-06
"34742","2020/05/20","ME",622182,0,0,0,0,324,9,0,2,0.000520747948349518,0,0,3.21449350833036e-06
"34741","2020/05/21","ME",622182,0,0,0,0,324,9,0,2,0.000520747948349518,0,0,3.21449350833036e-06
"34740","2020/05/22","ME",622182,0,0,0,0,324,9,0,2,0.000520747948349518,0,0,3.21449350833036e-06
"34739","2020/05/23","ME",622182,0,0,0,0,324,9,0,1,0.000520747948349518,0,0,1.60724675416518e-06
"34738","2020/05/24","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34737","2020/05/25","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34736","2020/05/26","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34735","2020/05/27","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34734","2020/05/28","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34733","2020/05/29","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34732","2020/05/30","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34731","2020/05/31","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
"34730","2020/06/01","ME",622182,0,0,0,0,324,9,0,0,0.000520747948349518,0,0,0
