"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"20539","2020/03/20","GI",33706,10,0,10,0,10,0,10,10,0.0002966830831306,0.0002966830831306,0.0002966830831306,0.0002966830831306
"20538","2020/03/21","GI",33706,0,0,10,0,10,0,10,10,0.0002966830831306,0,0.0002966830831306,0.0002966830831306
"20537","2020/03/22","GI",33706,0,0,10,0,10,0,10,10,0.0002966830831306,0,0.0002966830831306,0.0002966830831306
"20536","2020/03/23","GI",33706,5,0,15,0,15,0,15,15,0.0004450246246959,0.0001483415415653,0.0004450246246959,0.0004450246246959
"20535","2020/03/24","GI",33706,0,0,15,0,15,0,15,15,0.0004450246246959,0,0.0004450246246959,0.0004450246246959
"20534","2020/03/25","GI",33706,0,0,15,0,15,0,15,15,0.0004450246246959,0,0.0004450246246959,0.0004450246246959
"20533","2020/03/26","GI",33706,11,0,26,0,26,0,26,26,0.00077137601613956,0.00032635139144366,0.00077137601613956,0.00077137601613956
"20532","2020/03/27","GI",33706,9,0,25,0,35,0,35,35,0.0010383907909571,0.00026701477481754,0.0010383907909571,0.0010383907909571
"20531","2020/03/28","GI",33706,20,0,45,0,55,0,55,55,0.0016317569572183,0.0005933661662612,0.0016317569572183,0.0016317569572183
"20530","2020/03/29","GI",33706,1,0,46,0,56,0,56,56,0.00166142526553136,2.966830831306e-05,0.00166142526553136,0.00166142526553136
"20529","2020/03/30","GI",33706,9,0,50,0,65,0,65,65,0.0019284400403489,0.00026701477481754,0.0019284400403489,0.0019284400403489
"20528","2020/03/31","GI",33706,4,0,54,0,69,0,69,69,0.00204711327360114,0.00011867323325224,0.00204711327360114,0.00204711327360114
"20527","2020/04/01","GI",33706,0,0,54,0,69,0,59,69,0.00204711327360114,0,0.00175043019047054,0.00204711327360114
"20526","2020/04/02","GI",33706,0,0,43,0,69,0,59,69,0.00204711327360114,0,0.00175043019047054,0.00204711327360114
"20525","2020/04/03","GI",33706,19,0,53,0,88,0,78,88,0.00261081113154928,0.00056369785794814,0.00231412804841868,0.00261081113154928
"20524","2020/04/04","GI",33706,7,0,40,0,95,0,80,95,0.0028184892897407,0.00020767815819142,0.0023734646650448,0.0028184892897407
"20523","2020/04/05","GI",33706,3,0,42,0,98,0,83,98,0.00290749421467988,8.900492493918e-05,0.00246246958998398,0.00290749421467988
"20522","2020/04/06","GI",33706,5,0,38,0,103,0,88,103,0.00305583575624518,0.0001483415415653,0.00261081113154928,0.00305583575624518
"20521","2020/04/07","GI",33706,6,0,40,0,109,0,83,99,0.00323384560612354,0.00017800984987836,0.00246246958998398,0.00293716252299294
"20520","2020/04/08","GI",33706,4,0,44,0,113,0,78,103,0.00335251883937578,0.00011867323325224,0.00231412804841868,0.00305583575624518
"20519","2020/04/09","GI",33706,7,0,51,0,120,0,65,110,0.0035601969975672,0.00020767815819142,0.0019284400403489,0.0032635139144366
"20518","2020/04/10","GI",33706,3,0,35,0,123,0,67,108,0.00364920192250638,8.900492493918e-05,0.00198777665697502,0.00320417729781048
"20517","2020/04/11","GI",33706,4,0,32,0,127,0,62,112,0.00376787515575862,0.00011867323325224,0.00183943511540972,0.00332285053106272
"20516","2020/04/12","GI",33706,2,0,31,0,129,0,60,114,0.00382721177238474,5.933661662612e-05,0.0017800984987836,0.00338218714768884
"20515","2020/04/13","GI",33706,0,0,26,0,129,0,60,103,0.00382721177238474,0,0.0017800984987836,0.00305583575624518
"20514","2020/04/14","GI",33706,0,0,20,0,129,0,60,94,0.00382721177238474,0,0.0017800984987836,0.00278882098142764
"20513","2020/04/15","GI",33706,0,0,16,0,129,0,41,74,0.00382721177238474,0,0.00121640064083546,0.00219545481516644
"20512","2020/04/16","GI",33706,2,0,11,0,131,0,36,75,0.00388654838901086,5.933661662612e-05,0.00106805909927016,0.0022251231234795
"20511","2020/04/17","GI",33706,2,0,10,0,133,0,35,68,0.00394588500563698,5.933661662612e-05,0.0010383907909571,0.00201744496528808
"20510","2020/04/18","GI",33706,0,0,6,0,133,0,30,64,0.00394588500563698,0,0.0008900492493918,0.00189877173203584
"20509","2020/04/19","GI",33706,0,0,4,0,133,0,24,64,0.00394588500563698,0,0.00071203939951344,0.00189877173203584
"20508","2020/04/20","GI",33706,0,0,4,0,133,0,20,64,0.00394588500563698,0,0.0005933661662612,0.00189877173203584
"20507","2020/04/21","GI",33706,0,0,4,0,133,0,13,45,0.00394588500563698,0,0.00038568800806978,0.0013350738740877
"20506","2020/04/22","GI",33706,0,0,4,0,133,0,10,38,0.00394588500563698,0,0.0002966830831306,0.00112739571589628
"20505","2020/04/23","GI",33706,0,0,2,0,133,0,6,35,0.00394588500563698,0,0.00017800984987836,0.0010383907909571
"20504","2020/04/24","GI",33706,0,0,0,0,133,0,4,30,0.00394588500563698,0,0.00011867323325224,0.0008900492493918
"20503","2020/04/25","GI",33706,0,0,0,0,133,0,4,24,0.00394588500563698,0,0.00011867323325224,0.00071203939951344
"20502","2020/04/26","GI",33706,3,0,3,0,136,0,7,23,0.00403488993057616,8.900492493918e-05,0.00020767815819142,0.00068237109120038
"20501","2020/04/27","GI",33706,5,0,8,0,141,0,12,21,0.00418323147214146,0.0001483415415653,0.00035601969975672,0.00062303447457426
"20500","2020/04/28","GI",33706,0,0,8,0,141,0,10,18,0.00418323147214146,0,0.0002966830831306,0.00053402954963508
"20499","2020/04/29","GI",33706,0,0,8,0,141,0,8,14,0.00418323147214146,0,0.00023734646650448,0.00041535631638284
"20498","2020/04/30","GI",33706,0,0,8,0,141,0,8,12,0.00418323147214146,0,0.00023734646650448,0.00035601969975672
"20497","2020/05/01","GI",33706,3,0,11,0,144,0,11,15,0.00427223639708064,8.900492493918e-05,0.00032635139144366,0.0004450246246959
"20496","2020/05/02","GI",33706,0,0,11,0,144,0,11,15,0.00427223639708064,0,0.00032635139144366,0.0004450246246959
"20495","2020/05/03","GI",33706,0,0,8,0,144,0,11,15,0.00427223639708064,0,0.00032635139144366,0.0004450246246959
"20494","2020/05/04","GI",33706,0,0,3,0,144,0,11,13,0.00427223639708064,0,0.00032635139144366,0.00038568800806978
"20493","2020/05/05","GI",33706,0,0,3,0,144,0,11,11,0.00427223639708064,0,0.00032635139144366,0.00032635139144366
"20492","2020/05/06","GI",33706,0,0,3,0,144,0,11,11,0.00427223639708064,0,0.00032635139144366,0.00032635139144366
"20491","2020/05/07","GI",33706,0,0,3,0,144,0,11,11,0.00427223639708064,0,0.00032635139144366,0.00032635139144366
"20490","2020/05/08","GI",33706,0,0,0,0,144,0,8,11,0.00427223639708064,0,0.00023734646650448,0.00032635139144366
"20489","2020/05/09","GI",33706,2,0,2,0,146,0,5,13,0.00433157301370676,5.933661662612e-05,0.0001483415415653,0.00038568800806978
"20488","2020/05/10","GI",33706,0,0,2,0,146,0,5,13,0.00433157301370676,0,0.0001483415415653,0.00038568800806978
"20487","2020/05/11","GI",33706,0,0,2,0,146,0,5,13,0.00433157301370676,0,0.0001483415415653,0.00038568800806978
"20486","2020/05/12","GI",33706,1,0,3,0,147,0,6,14,0.00436124132201982,2.966830831306e-05,0.00017800984987836,0.00041535631638284
"20485","2020/05/13","GI",33706,0,0,3,0,147,0,3,14,0.00436124132201982,0,8.900492493918e-05,0.00041535631638284
"20484","2020/05/14","GI",33706,0,0,3,0,147,0,3,11,0.00436124132201982,0,8.900492493918e-05,0.00032635139144366
"20483","2020/05/15","GI",33706,0,0,3,0,147,0,3,6,0.00436124132201982,0,8.900492493918e-05,0.00017800984987836
"20482","2020/05/16","GI",33706,0,0,1,0,147,0,3,6,0.00436124132201982,0,8.900492493918e-05,0.00017800984987836
"20481","2020/05/17","GI",33706,0,0,1,0,147,0,3,6,0.00436124132201982,0,8.900492493918e-05,0.00017800984987836
"20480","2020/05/18","GI",33706,0,0,1,0,147,0,3,6,0.00436124132201982,0,8.900492493918e-05,0.00017800984987836
"20479","2020/05/19","GI",33706,0,0,0,0,147,0,3,3,0.00436124132201982,0,8.900492493918e-05,8.900492493918e-05
"20478","2020/05/20","GI",33706,0,0,0,0,147,0,3,3,0.00436124132201982,0,8.900492493918e-05,8.900492493918e-05
"20477","2020/05/21","GI",33706,2,0,2,0,149,0,3,5,0.00442057793864594,5.933661662612e-05,8.900492493918e-05,0.0001483415415653
"20476","2020/05/22","GI",33706,2,0,4,0,151,0,5,7,0.00447991455527206,5.933661662612e-05,0.0001483415415653,0.00020767815819142
"20475","2020/05/23","GI",33706,0,0,4,0,151,0,5,7,0.00447991455527206,0,0.0001483415415653,0.00020767815819142
"20474","2020/05/24","GI",33706,0,0,4,0,151,0,4,7,0.00447991455527206,0,0.00011867323325224,0.00020767815819142
"20473","2020/05/25","GI",33706,0,0,4,0,151,0,4,7,0.00447991455527206,0,0.00011867323325224,0.00020767815819142
"20472","2020/05/26","GI",33706,4,0,8,0,155,0,8,11,0.0045985877885243,0.00011867323325224,0.00023734646650448,0.00032635139144366
"20471","2020/05/27","GI",33706,0,0,8,0,155,0,8,9,0.0045985877885243,0,0.00023734646650448,0.00026701477481754
"20470","2020/05/28","GI",33706,2,0,8,0,157,0,10,11,0.00465792440515042,5.933661662612e-05,0.0002966830831306,0.00032635139144366
"20469","2020/05/29","GI",33706,0,0,6,0,157,0,10,11,0.00465792440515042,0,0.0002966830831306,0.00032635139144366
"20468","2020/05/30","GI",33706,4,0,10,0,161,0,14,14,0.00477659763840266,0.00011867323325224,0.00041535631638284,0.00041535631638284
"20467","2020/05/31","GI",33706,0,0,10,0,161,0,14,14,0.00477659763840266,0,0.00041535631638284,0.00041535631638284
"20466","2020/06/01","GI",33706,8,0,18,0,169,0,22,22,0.00501394410490714,0.00023734646650448,0.00065270278288732,0.00065270278288732
"20465","2020/06/02","GI",33706,1,0,15,0,170,0,21,23,0.0050436124132202,2.966830831306e-05,0.00062303447457426,0.00068237109120038
"20464","2020/06/03","GI",33706,2,0,17,0,172,0,21,25,0.00510294902984632,5.933661662612e-05,0.00062303447457426,0.0007417077078265
"20463","2020/06/04","GI",33706,1,0,16,0,173,0,22,26,0.00513261733815938,2.966830831306e-05,0.00065270278288732,0.00077137601613956
"20462","2020/06/05","GI",33706,0,0,16,0,173,0,22,26,0.00513261733815938,0,0.00065270278288732,0.00077137601613956
"20461","2020/06/06","GI",33706,1,0,13,0,174,0,23,27,0.00516228564647244,2.966830831306e-05,0.00068237109120038,0.00080104432445262
"20460","2020/06/07","GI",33706,0,0,13,0,174,0,19,27,0.00516228564647244,0,0.00056369785794814,0.00080104432445262
"20459","2020/06/08","GI",33706,1,0,6,0,175,0,20,26,0.0051919539547855,2.966830831306e-05,0.0005933661662612,0.00077137601613956
"20458","2020/06/09","GI",33706,1,0,6,0,176,0,19,25,0.00522162226309856,2.966830831306e-05,0.00056369785794814,0.0007417077078265
"20457","2020/06/10","GI",33706,0,0,4,0,176,0,19,25,0.00522162226309856,0,0.00056369785794814,0.0007417077078265
"20456","2020/06/11","GI",33706,0,0,3,0,176,0,15,25,0.00522162226309856,0,0.0004450246246959,0.0007417077078265
"20455","2020/06/12","GI",33706,0,0,3,0,176,0,15,25,0.00522162226309856,0,0.0004450246246959,0.0007417077078265
"20454","2020/06/13","GI",33706,0,0,2,0,176,0,7,21,0.00522162226309856,0,0.00020767815819142,0.00062303447457426
"20453","2020/06/14","GI",33706,0,0,2,0,176,0,6,21,0.00522162226309856,0,0.00017800984987836,0.00062303447457426
"20452","2020/06/15","GI",33706,0,0,1,0,176,0,4,19,0.00522162226309856,0,0.00011867323325224,0.00056369785794814
"20451","2020/06/16","GI",33706,0,0,0,0,176,0,3,19,0.00522162226309856,0,8.900492493918e-05,0.00056369785794814
