"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"47691","2020/04/01","SL",7813207,1,0,1,0,1,0,1,1,1.27988417560164e-07,1.27988417560164e-07,1.27988417560164e-07,1.27988417560164e-07
"47690","2020/04/02","SL",7813207,0,0,1,0,1,0,1,1,1.27988417560164e-07,0,1.27988417560164e-07,1.27988417560164e-07
"47689","2020/04/03","SL",7813207,1,0,2,0,2,0,2,2,2.55976835120329e-07,1.27988417560164e-07,2.55976835120329e-07,2.55976835120329e-07
"47688","2020/04/04","SL",7813207,0,0,2,0,2,0,2,2,2.55976835120329e-07,0,2.55976835120329e-07,2.55976835120329e-07
"47687","2020/04/05","SL",7813207,2,0,4,0,4,0,4,4,5.11953670240658e-07,2.55976835120329e-07,5.11953670240658e-07,5.11953670240658e-07
"47686","2020/04/06","SL",7813207,2,0,6,0,6,0,6,6,7.67930505360987e-07,2.55976835120329e-07,7.67930505360987e-07,7.67930505360987e-07
"47685","2020/04/07","SL",7813207,0,0,6,0,6,0,6,6,7.67930505360987e-07,0,7.67930505360987e-07,7.67930505360987e-07
"47684","2020/04/08","SL",7813207,0,0,5,0,6,0,6,6,7.67930505360987e-07,0,7.67930505360987e-07,7.67930505360987e-07
"47683","2020/04/09","SL",7813207,1,0,6,0,7,0,7,7,8.95918922921151e-07,1.27988417560164e-07,8.95918922921151e-07,8.95918922921151e-07
"47682","2020/04/10","SL",7813207,0,0,5,0,7,0,7,7,8.95918922921151e-07,0,8.95918922921151e-07,8.95918922921151e-07
"47681","2020/04/11","SL",7813207,1,0,6,0,8,0,8,8,1.02390734048132e-06,1.27988417560164e-07,1.02390734048132e-06,1.02390734048132e-06
"47680","2020/04/12","SL",7813207,2,0,6,0,10,0,10,10,1.27988417560164e-06,2.55976835120329e-07,1.27988417560164e-06,1.27988417560164e-06
"47679","2020/04/13","SL",7813207,0,0,4,0,10,0,9,10,1.27988417560164e-06,0,1.15189575804148e-06,1.27988417560164e-06
"47678","2020/04/14","SL",7813207,1,0,5,0,11,0,10,11,1.40787259316181e-06,1.27988417560164e-07,1.27988417560164e-06,1.40787259316181e-06
"47677","2020/04/15","SL",7813207,0,0,5,0,11,0,9,11,1.40787259316181e-06,0,1.15189575804148e-06,1.40787259316181e-06
"47676","2020/04/16","SL",7813207,2,0,6,0,13,0,11,13,1.66384942828214e-06,2.55976835120329e-07,1.40787259316181e-06,1.66384942828214e-06
"47675","2020/04/17","SL",7813207,2,0,8,0,15,0,11,15,1.91982626340247e-06,2.55976835120329e-07,1.40787259316181e-06,1.91982626340247e-06
"47674","2020/04/18","SL",7813207,11,0,18,0,26,0,20,26,3.32769885656428e-06,1.40787259316181e-06,2.55976835120329e-06,3.32769885656428e-06
"47673","2020/04/19","SL",7813207,4,0,20,0,30,0,24,29,3.83965252680493e-06,5.11953670240658e-07,3.07172202144395e-06,3.71166410924477e-06
"47672","2020/04/20","SL",7813207,5,0,25,0,35,0,29,34,4.47959461460576e-06,6.39942087800822e-07,3.71166410924477e-06,4.35160619704559e-06
"47671","2020/04/21","SL",7813207,8,0,32,0,43,0,36,41,5.50350195508707e-06,1.02390734048132e-06,4.60758303216592e-06,5.24752511996674e-06
"47670","2020/04/22","SL",7813207,7,0,39,0,50,0,43,48,6.39942087800822e-06,8.95918922921151e-07,5.50350195508707e-06,6.14344404288789e-06
"47669","2020/04/23","SL",7813207,11,0,48,0,61,0,53,57,7.80729347117003e-06,1.40787259316181e-06,6.78338613068872e-06,7.29533980092938e-06
"47668","2020/04/24","SL",7813207,3,1,49,1,64,1,54,58,8.19125872385053e-06,3.83965252680493e-07,6.91137454824888e-06,7.42332821848954e-06
"47667","2020/04/25","SL",7813207,18,2,56,3,82,3,72,76,1.04950502399335e-05,2.30379151608296e-06,9.21516606433184e-06,9.7271197345725e-06
"47666","2020/04/26","SL",7813207,0,0,52,3,82,3,71,76,1.04950502399335e-05,0,9.08717764677168e-06,9.7271197345725e-06
"47665","2020/04/27","SL",7813207,11,1,58,4,93,4,82,86,1.19029228330953e-05,1.40787259316181e-06,1.04950502399335e-05,1.10070039101741e-05
"47664","2020/04/28","SL",7813207,6,0,56,4,99,4,86,92,1.26708533384563e-05,7.67930505360987e-07,1.10070039101741e-05,1.17749344155351e-05
"47663","2020/04/29","SL",7813207,5,0,54,4,104,4,89,96,1.33107954262571e-05,6.39942087800822e-07,1.13909691628546e-05,1.22868880857758e-05
"47662","2020/04/30","SL",7813207,12,0,55,4,116,4,90,106,1.48466564369791e-05,1.53586101072197e-06,1.15189575804148e-05,1.35667722613774e-05
"47661","2020/05/01","SL",7813207,8,3,60,6,124,7,94,114,1.58705637774604e-05,1.02390734048132e-06,1.20309112506555e-05,1.45906796018588e-05
"47660","2020/05/02","SL",7813207,12,0,54,4,136,7,101,125,1.74064247881824e-05,1.53586101072197e-06,1.29268301735766e-05,1.59985521950206e-05
"47659","2020/05/03","SL",7813207,19,1,73,5,155,8,112,144,1.98382047218255e-05,2.43177993364313e-06,1.43347027667384e-05,1.84303321286637e-05
"47658","2020/05/04","SL",7813207,2,0,64,4,157,8,107,144,2.00941815569458e-05,2.55976835120329e-07,1.36947606789376e-05,1.84303321286637e-05
"47657","2020/05/05","SL",7813207,21,1,79,5,178,9,117,163,2.27819383257093e-05,2.68775676876345e-06,1.49746448545392e-05,2.08621120623068e-05
"47656","2020/05/06","SL",7813207,21,2,95,7,199,11,135,173,2.54696950944727e-05,2.68775676876345e-06,1.72784363706222e-05,2.21419962379085e-05
"47655","2020/05/07","SL",7813207,26,3,109,10,225,14,143,195,2.8797393951037e-05,3.32769885656428e-06,1.83023437111035e-05,2.49577414242321e-05
"47654","2020/05/08","SL",7813207,6,2,107,9,231,16,149,196,2.9565324456398e-05,7.67930505360987e-07,1.90702742164645e-05,2.50857298417922e-05
"47653","2020/05/09","SL",7813207,26,1,121,10,257,17,164,214,3.28930233129623e-05,3.32769885656428e-06,2.0990100479867e-05,2.73895213578752e-05
"47652","2020/05/10","SL",7813207,34,1,136,10,291,18,192,241,3.72446295100079e-05,4.35160619704559e-06,2.45737761715516e-05,3.08452086319996e-05
"47651","2020/05/11","SL",7813207,16,0,150,10,307,18,203,246,3.92924441909705e-05,2.04781468096263e-06,2.59816487647134e-05,3.14851507198005e-05
"47650","2020/05/12","SL",7813207,31,1,160,10,338,19,222,274,4.32600851353356e-05,3.9676409443651e-06,2.84134286983565e-05,3.50688264114851e-05
"47649","2020/05/13","SL",7813207,0,1,139,9,338,20,214,256,4.32600851353356e-05,0,2.73895213578752e-05,3.27650348954021e-05
