"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"34161","2020/03/26","ML",19658023,2,0,2,0,2,0,2,2,1.01739630684123e-07,1.01739630684123e-07,1.01739630684123e-07,1.01739630684123e-07
"34160","2020/03/27","ML",19658023,2,0,4,0,4,0,4,4,2.03479261368246e-07,1.01739630684123e-07,2.03479261368246e-07,2.03479261368246e-07
"34159","2020/03/28","ML",19658023,0,0,4,0,4,0,4,4,2.03479261368246e-07,0,2.03479261368246e-07,2.03479261368246e-07
"34158","2020/03/29","ML",19658023,5,0,9,0,9,0,9,9,4.57828338078554e-07,2.54349076710308e-07,4.57828338078554e-07,4.57828338078554e-07
"34157","2020/03/30","ML",19658023,9,0,18,0,18,0,18,18,9.15656676157109e-07,4.57828338078554e-07,9.15656676157109e-07,9.15656676157109e-07
"34156","2020/03/31","ML",19658023,0,0,18,0,18,0,18,18,9.15656676157109e-07,0,9.15656676157109e-07,9.15656676157109e-07
"34155","2020/04/01","ML",19658023,0,1,18,1,18,1,18,18,9.15656676157109e-07,0,9.15656676157109e-07,9.15656676157109e-07
"34154","2020/04/02","ML",19658023,10,0,26,1,28,1,28,28,1.42435482957773e-06,5.08698153420616e-07,1.42435482957773e-06,1.42435482957773e-06
"34153","2020/04/03","ML",19658023,8,2,32,3,36,3,36,36,1.83131335231422e-06,4.06958522736493e-07,1.83131335231422e-06,1.83131335231422e-06
"34152","2020/04/04","ML",19658023,3,0,35,3,39,3,39,39,1.9839227983404e-06,1.52609446026185e-07,1.9839227983404e-06,1.9839227983404e-06
"34151","2020/04/05","ML",19658023,2,0,32,3,41,3,41,41,2.08566242902453e-06,1.01739630684123e-07,2.08566242902453e-06,2.08566242902453e-06
"34150","2020/04/06","ML",19658023,4,2,27,5,45,5,45,45,2.28914169039277e-06,2.03479261368246e-07,2.28914169039277e-06,2.28914169039277e-06
"34149","2020/04/07","ML",19658023,2,0,29,5,47,5,45,47,2.3908813210769e-06,1.01739630684123e-07,2.28914169039277e-06,2.3908813210769e-06
"34148","2020/04/08","ML",19658023,9,0,38,4,56,5,52,56,2.84870965915545e-06,4.57828338078554e-07,2.6452303977872e-06,2.84870965915545e-06
"34147","2020/04/09","ML",19658023,3,2,31,6,59,7,55,59,3.00131910518163e-06,1.52609446026185e-07,2.79783984381339e-06,3.00131910518163e-06
"34146","2020/04/10","ML",19658023,0,0,23,4,59,7,50,59,3.00131910518163e-06,0,2.54349076710308e-06,3.00131910518163e-06
"34145","2020/04/11","ML",19658023,28,0,48,4,87,7,69,87,4.42567393475936e-06,1.42435482957773e-06,3.51001725860225e-06,4.42567393475936e-06
"34144","2020/04/12","ML",19658023,18,2,64,6,105,9,87,105,5.34133061091647e-06,9.15656676157109e-07,4.42567393475936e-06,5.34133061091647e-06
"34143","2020/04/13","ML",19658023,11,0,71,4,116,9,98,114,5.90089857967915e-06,5.59567968762678e-07,4.98524190352204e-06,5.79915894899502e-06
"34142","2020/04/14","ML",19658023,7,1,76,5,123,10,95,119,6.25698728707358e-06,3.56088707394431e-07,4.83263245749585e-06,6.05350802570533e-06
"34141","2020/04/15","ML",19658023,21,3,88,8,144,13,108,140,7.32525340925687e-06,1.06826612218329e-06,5.49394005694265e-06,7.12177414788863e-06
"34140","2020/04/16","ML",19658023,4,0,89,6,148,13,109,139,7.52873267062512e-06,2.03479261368246e-07,5.54480987228472e-06,7.07090433254656e-06
