"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-09-03,"2020-W36","BG","Bulgaria",758,63
2020-09-04,"2020-W36","BG","Bulgaria",764,61
2020-09-05,"2020-W36","BG","Bulgaria",763,56
2020-09-06,"2020-W36","BG","Bulgaria",755,57
2020-09-07,"2020-W37","BG","Bulgaria",766,54
2020-09-08,"2020-W37","BG","Bulgaria",773,53
2020-09-09,"2020-W37","BG","Bulgaria",762,57
2020-09-10,"2020-W37","BG","Bulgaria",753,60
2020-09-11,"2020-W37","BG","Bulgaria",746,55
2020-09-12,"2020-W37","BG","Bulgaria",735,56
2020-09-13,"2020-W37","BG","Bulgaria",736,53
2020-09-14,"2020-W38","BG","Bulgaria",740,53
2020-09-15,"2020-W38","BG","Bulgaria",730,49
2020-09-16,"2020-W38","BG","Bulgaria",734,46
2020-09-17,"2020-W38","BG","Bulgaria",744,43
2020-09-18,"2020-W38","BG","Bulgaria",744,37
2020-09-19,"2020-W38","BG","Bulgaria",728,34
2020-09-20,"2020-W38","BG","Bulgaria",723,37
2020-09-21,"2020-W39","BG","Bulgaria",718,35
2020-09-22,"2020-W39","BG","Bulgaria",714,33
2020-09-23,"2020-W39","BG","Bulgaria",716,31
2020-09-24,"2020-W39","BG","Bulgaria",726,29
2020-09-25,"2020-W39","BG","Bulgaria",744,30
2020-09-26,"2020-W39","BG","Bulgaria",782,36
2020-09-27,"2020-W39","BG","Bulgaria",791,36
2020-09-28,"2020-W40","BG","Bulgaria",794,41
2020-09-29,"2020-W40","BG","Bulgaria",780,42
2020-09-30,"2020-W40","BG","Bulgaria",814,44
2020-10-01,"2020-W40","BG","Bulgaria",837,44
2020-10-02,"2020-W40","BG","Bulgaria",857,47
2020-10-03,"2020-W40","BG","Bulgaria",887,50
2020-10-04,"2020-W40","BG","Bulgaria",912,54
2020-10-05,"2020-W41","BG","Bulgaria",917,56
2020-10-06,"2020-W41","BG","Bulgaria",930,59
2020-10-07,"2020-W41","BG","Bulgaria",971,57
2020-10-08,"2020-W41","BG","Bulgaria",1033,53
2020-10-09,"2020-W41","BG","Bulgaria",1063,56
2020-10-10,"2020-W41","BG","Bulgaria",1131,58
2020-10-11,"2020-W41","BG","Bulgaria",1189,59
2020-10-12,"2020-W42","BG","Bulgaria",1205,62
2020-10-13,"2020-W42","BG","Bulgaria",1221,65
2020-10-14,"2020-W42","BG","Bulgaria",1307,64
2020-10-15,"2020-W42","BG","Bulgaria",1380,67
2020-10-16,"2020-W42","BG","Bulgaria",1426,74
2020-10-17,"2020-W42","BG","Bulgaria",1450,76
2020-10-18,"2020-W42","BG","Bulgaria",1484,79
2020-10-19,"2020-W43","BG","Bulgaria",1500,74
2020-10-20,"2020-W43","BG","Bulgaria",1562,88
2020-10-21,"2020-W43","BG","Bulgaria",1633,93
2020-10-22,"2020-W43","BG","Bulgaria",1732,107
2020-10-23,"2020-W43","BG","Bulgaria",1792,112
2020-10-24,"2020-W43","BG","Bulgaria",1886,127
2020-10-25,"2020-W43","BG","Bulgaria",1976,138
2020-10-26,"2020-W44","BG","Bulgaria",2036,146
2020-10-27,"2020-W44","BG","Bulgaria",2130,149
2020-10-28,"2020-W44","BG","Bulgaria",2217,145
2020-10-29,"2020-W44","BG","Bulgaria",2316,162
2020-10-30,"2020-W44","BG","Bulgaria",2376,167
2020-10-31,"2020-W44","BG","Bulgaria",2447,165
2020-11-01,"2020-W44","BG","Bulgaria",2612,166
2020-11-02,"2020-W45","BG","Bulgaria",2680,169
2020-11-03,"2020-W45","BG","Bulgaria",2841,180
2020-11-04,"2020-W45","BG","Bulgaria",2922,210
2020-11-05,"2020-W45","BG","Bulgaria",3191,239
2020-11-06,"2020-W45","BG","Bulgaria",3424,250
2020-11-07,"2020-W45","BG","Bulgaria",3563,257
2020-11-08,"2020-W45","BG","Bulgaria",3715,271
2020-11-09,"2020-W46","BG","Bulgaria",3822,272
2020-11-10,"2020-W46","BG","Bulgaria",4004,270
2020-11-11,"2020-W46","BG","Bulgaria",4176,280
2020-11-12,"2020-W46","BG","Bulgaria",4478,276
2020-11-13,"2020-W46","BG","Bulgaria",4768,284
2020-11-14,"2020-W46","BG","Bulgaria",4949,288
2020-11-15,"2020-W46","BG","Bulgaria",5166,295
2020-11-16,"2020-W46","BG","Bulgaria",NA,NA
2020-11-17,"2020-W46","BG","Bulgaria",NA,NA
2020-11-18,"2020-W46","BG","Bulgaria",NA,NA
2020-11-19,"2020-W46","BG","Bulgaria",NA,NA
2020-11-20,"2020-W46","BG","Bulgaria",NA,NA
2020-11-21,"2020-W46","BG","Bulgaria",NA,NA
2020-11-22,"2020-W46","BG","Bulgaria",NA,NA
2020-11-23,"2020-W46","BG","Bulgaria",NA,NA
2020-11-24,"2020-W46","BG","Bulgaria",NA,NA
2020-11-25,"2020-W46","BG","Bulgaria",NA,NA
NA,"2020-W41","BG","Bulgaria",NA,NA
NA,"2020-W42","BG","Bulgaria",NA,NA
NA,"2020-W43","BG","Bulgaria",NA,NA
NA,"2020-W44","BG","Bulgaria",NA,NA
NA,"2020-W45","BG","Bulgaria",NA,NA
NA,"2020-W46","BG","Bulgaria",NA,NA
NA,"2020-W12","BG","Bulgaria",NA,NA
NA,"2020-W13","BG","Bulgaria",NA,NA
NA,"2020-W14","BG","Bulgaria",NA,NA
NA,"2020-W15","BG","Bulgaria",NA,NA
NA,"2020-W16","BG","Bulgaria",NA,NA
NA,"2020-W17","BG","Bulgaria",NA,NA
NA,"2020-W18","BG","Bulgaria",NA,NA
NA,"2020-W19","BG","Bulgaria",NA,NA
NA,"2020-W20","BG","Bulgaria",NA,NA
NA,"2020-W21","BG","Bulgaria",NA,NA
NA,"2020-W22","BG","Bulgaria",NA,NA
NA,"2020-W23","BG","Bulgaria",NA,NA
NA,"2020-W24","BG","Bulgaria",NA,NA
NA,"2020-W25","BG","Bulgaria",NA,NA
NA,"2020-W26","BG","Bulgaria",NA,NA
NA,"2020-W27","BG","Bulgaria",NA,NA
NA,"2020-W28","BG","Bulgaria",NA,NA
NA,"2020-W29","BG","Bulgaria",NA,NA
NA,"2020-W35","BG","Bulgaria",NA,NA
NA,"2020-W36","BG","Bulgaria",NA,NA
NA,"2020-W37","BG","Bulgaria",NA,NA
NA,"2020-W38","BG","Bulgaria",NA,NA
NA,"2020-W39","BG","Bulgaria",NA,NA
NA,"2020-W40","BG","Bulgaria",NA,NA
NA,"2020-W32","BG","Bulgaria",NA,NA
NA,"2020-W33","BG","Bulgaria",NA,NA
NA,"2020-W34","BG","Bulgaria",NA,NA
NA,"2020-W09","BG","Bulgaria",NA,NA
NA,"2020-W10","BG","Bulgaria",NA,NA
NA,"2020-W11","BG","Bulgaria",NA,NA
NA,"2020-W30","BG","Bulgaria",NA,NA
NA,"2020-W31","BG","Bulgaria",NA,NA
