"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-02-02,"2020-W05","BG","Bulgaria",NA,NA
2020-02-03,"2020-W06","BG","Bulgaria",NA,NA
2020-02-04,"2020-W06","BG","Bulgaria",NA,NA
2020-02-05,"2020-W06","BG","Bulgaria",NA,NA
2020-02-06,"2020-W06","BG","Bulgaria",NA,NA
2020-02-07,"2020-W06","BG","Bulgaria",NA,NA
2020-02-08,"2020-W06","BG","Bulgaria",NA,NA
2020-02-09,"2020-W06","BG","Bulgaria",NA,NA
2020-02-10,"2020-W07","BG","Bulgaria",NA,NA
2020-02-11,"2020-W07","BG","Bulgaria",NA,NA
2020-02-12,"2020-W07","BG","Bulgaria",NA,NA
2020-02-13,"2020-W07","BG","Bulgaria",NA,NA
2020-02-14,"2020-W07","BG","Bulgaria",NA,NA
2020-02-15,"2020-W07","BG","Bulgaria",NA,NA
2020-02-16,"2020-W07","BG","Bulgaria",NA,NA
2020-02-17,"2020-W07","BG","Bulgaria",NA,NA
2020-02-18,"2020-W07","BG","Bulgaria",NA,NA
2020-02-19,"2020-W08","BG","Bulgaria",NA,NA
2020-02-20,"2020-W08","BG","Bulgaria",NA,NA
2020-02-21,"2020-W08","BG","Bulgaria",NA,NA
2020-02-22,"2020-W08","BG","Bulgaria",NA,NA
2020-02-23,"2020-W08","BG","Bulgaria",NA,NA
2020-02-24,"2020-W08","BG","Bulgaria",NA,NA
2020-02-25,"2020-W09","BG","Bulgaria",NA,NA
2020-02-26,"2020-W09","BG","Bulgaria",NA,NA
2020-02-27,"2020-W09","BG","Bulgaria",NA,NA
2020-02-28,"2020-W09","BG","Bulgaria",NA,NA
2020-02-29,"2020-W09","BG","Bulgaria",NA,NA
2020-03-01,"2020-W09","BG","Bulgaria",NA,NA
2020-03-02,"2020-W10","BG","Bulgaria",NA,NA
2020-03-03,"2020-W10","BG","Bulgaria",NA,NA
2020-03-04,"2020-W10","BG","Bulgaria",NA,NA
2020-03-05,"2020-W10","BG","Bulgaria",NA,NA
2020-03-06,"2020-W10","BG","Bulgaria",NA,NA
2020-03-07,"2020-W10","BG","Bulgaria",NA,NA
2020-03-08,"2020-W10","BG","Bulgaria",NA,NA
2020-03-09,"2020-W11","BG","Bulgaria",NA,NA
2020-03-10,"2020-W11","BG","Bulgaria",NA,NA
2020-03-11,"2020-W11","BG","Bulgaria",NA,NA
2020-03-12,"2020-W11","BG","Bulgaria",NA,NA
2020-03-13,"2020-W11","BG","Bulgaria",NA,NA
2020-03-14,"2020-W11","BG","Bulgaria",NA,NA
2020-03-15,"2020-W11","BG","Bulgaria",NA,NA
2020-03-16,"2020-W12","BG","Bulgaria",NA,NA
2020-03-17,"2020-W12","BG","Bulgaria",NA,NA
2020-03-18,"2020-W12","BG","Bulgaria",NA,NA
2020-03-19,"2020-W12","BG","Bulgaria",NA,NA
2020-03-20,"2020-W12","BG","Bulgaria",NA,NA
2020-03-21,"2020-W12","BG","Bulgaria",NA,NA
2020-03-22,"2020-W12","BG","Bulgaria",NA,NA
2020-03-23,"2020-W13","BG","Bulgaria",NA,NA
2020-03-24,"2020-W13","BG","Bulgaria",NA,NA
2020-03-25,"2020-W13","BG","Bulgaria",NA,NA
2020-03-26,"2020-W13","BG","Bulgaria",NA,NA
2020-03-27,"2020-W13","BG","Bulgaria",NA,NA
2020-03-28,"2020-W13","BG","Bulgaria",NA,NA
2020-03-29,"2020-W13","BG","Bulgaria",NA,NA
2020-03-30,"2020-W14","BG","Bulgaria",NA,NA
2020-03-31,"2020-W14","BG","Bulgaria",NA,NA
2020-04-01,"2020-W14","BG","Bulgaria",NA,NA
2020-04-02,"2020-W14","BG","Bulgaria",NA,NA
2020-04-03,"2020-W14","BG","Bulgaria",NA,NA
2020-04-04,"2020-W14","BG","Bulgaria",NA,NA
2020-04-05,"2020-W14","BG","Bulgaria",NA,NA
2020-04-06,"2020-W15","BG","Bulgaria",210,26
2020-04-07,"2020-W15","BG","Bulgaria",213,26
2020-04-08,"2020-W15","BG","Bulgaria",233,27
2020-04-09,"2020-W15","BG","Bulgaria",233,32
2020-04-10,"2020-W15","BG","Bulgaria",231,33
2020-04-11,"2020-W15","BG","Bulgaria",231,35
2020-04-12,"2020-W15","BG","Bulgaria",230,36
2020-04-13,"2020-W16","BG","Bulgaria",230,36
2020-04-14,"2020-W16","BG","Bulgaria",209,29
2020-04-15,"2020-W16","BG","Bulgaria",218,31
2020-04-16,"2020-W16","BG","Bulgaria",227,37
2020-04-17,"2020-W16","BG","Bulgaria",244,44
2020-04-18,"2020-W16","BG","Bulgaria",246,44
2020-04-19,"2020-W16","BG","Bulgaria",259,36
2020-04-20,"2020-W17","BG","Bulgaria",268,36
2020-04-21,"2020-W17","BG","Bulgaria",268,34
2020-04-22,"2020-W17","BG","Bulgaria",281,40
2020-04-23,"2020-W17","BG","Bulgaria",270,37
2020-04-24,"2020-W17","BG","Bulgaria",282,41
2020-04-25,"2020-W17","BG","Bulgaria",292,41
2020-04-26,"2020-W17","BG","Bulgaria",292,37
2020-04-27,"2020-W18","BG","Bulgaria",301,41
2020-04-28,"2020-W18","BG","Bulgaria",301,39
2020-04-29,"2020-W18","BG","Bulgaria",287,39
2020-04-30,"2020-W18","BG","Bulgaria",317,40
2020-05-01,"2020-W18","BG","Bulgaria",317,43
2020-05-02,"2020-W18","BG","Bulgaria",321,43
2020-05-03,"2020-W18","BG","Bulgaria",321,40
2020-05-04,"2020-W19","BG","Bulgaria",321,40
2020-05-05,"2020-W19","BG","Bulgaria",316,37
2020-05-06,"2020-W19","BG","Bulgaria",316,39
2020-05-07,"2020-W19","BG","Bulgaria",353,38
2020-05-08,"2020-W19","BG","Bulgaria",355,43
2020-05-09,"2020-W19","BG","Bulgaria",380,49
2020-05-10,"2020-W19","BG","Bulgaria",389,56
2020-05-11,"2020-W20","BG","Bulgaria",385,58
2020-05-12,"2020-W20","BG","Bulgaria",368,50
2020-05-13,"2020-W20","BG","Bulgaria",365,51
2020-05-14,"2020-W20","BG","Bulgaria",365,51
2020-05-15,"2020-W20","BG","Bulgaria",321,49
2020-05-16,"2020-W20","BG","Bulgaria",322,45
2020-05-17,"2020-W20","BG","Bulgaria",323,46
2020-05-18,"2020-W21","BG","Bulgaria",329,43
2020-05-19,"2020-W21","BG","Bulgaria",299,36
2020-05-20,"2020-W21","BG","Bulgaria",285,33
2020-05-21,"2020-W21","BG","Bulgaria",287,31
2020-05-22,"2020-W21","BG","Bulgaria",258,29
2020-05-23,"2020-W21","BG","Bulgaria",258,29
2020-05-24,"2020-W21","BG","Bulgaria",234,22
2020-05-25,"2020-W22","BG","Bulgaria",235,20
2020-05-26,"2020-W22","BG","Bulgaria",229,21
2020-05-27,"2020-W22","BG","Bulgaria",229,22
2020-05-28,"2020-W22","BG","Bulgaria",198,20
2020-05-29,"2020-W22","BG","Bulgaria",191,20
2020-05-30,"2020-W22","BG","Bulgaria",165,18
2020-05-31,"2020-W22","BG","Bulgaria",161,17
2020-06-01,"2020-W23","BG","Bulgaria",153,16
2020-06-02,"2020-W23","BG","Bulgaria",141,20
2020-06-03,"2020-W23","BG","Bulgaria",132,9
2020-06-04,"2020-W23","BG","Bulgaria",141,8
2020-06-05,"2020-W23","BG","Bulgaria",149,8
2020-06-06,"2020-W23","BG","Bulgaria",147,12
2020-06-07,"2020-W23","BG","Bulgaria",155,12
2020-06-08,"2020-W24","BG","Bulgaria",158,12
2020-06-09,"2020-W24","BG","Bulgaria",152,15
2020-06-10,"2020-W24","BG","Bulgaria",161,13
2020-06-11,"2020-W24","BG","Bulgaria",187,17
2020-06-12,"2020-W24","BG","Bulgaria",204,15
2020-06-13,"2020-W24","BG","Bulgaria",215,15
2020-06-14,"2020-W24","BG","Bulgaria",247,16
2020-06-15,"2020-W25","BG","Bulgaria",244,15
2020-06-16,"2020-W25","BG","Bulgaria",253,14
2020-06-17,"2020-W25","BG","Bulgaria",267,13
2020-06-18,"2020-W25","BG","Bulgaria",276,12
2020-06-19,"2020-W25","BG","Bulgaria",289,13
2020-06-20,"2020-W25","BG","Bulgaria",314,17
2020-06-21,"2020-W25","BG","Bulgaria",322,13
2020-06-22,"2020-W26","BG","Bulgaria",322,13
2020-06-23,"2020-W26","BG","Bulgaria",341,11
2020-06-24,"2020-W26","BG","Bulgaria",362,13
2020-06-25,"2020-W26","BG","Bulgaria",390,16
2020-06-26,"2020-W26","BG","Bulgaria",384,16
2020-06-27,"2020-W26","BG","Bulgaria",392,18
2020-06-28,"2020-W26","BG","Bulgaria",423,20
2020-06-29,"2020-W27","BG","Bulgaria",423,25
2020-06-30,"2020-W27","BG","Bulgaria",434,31
2020-07-01,"2020-W27","BG","Bulgaria",435,32
2020-07-02,"2020-W27","BG","Bulgaria",446,32
2020-07-03,"2020-W27","BG","Bulgaria",443,31
2020-07-04,"2020-W27","BG","Bulgaria",450,29
2020-07-05,"2020-W27","BG","Bulgaria",463,29
2020-07-06,"2020-W28","BG","Bulgaria",458,28
2020-07-07,"2020-W28","BG","Bulgaria",470,29
2020-07-08,"2020-W28","BG","Bulgaria",483,32
2020-07-09,"2020-W28","BG","Bulgaria",498,29
2020-07-10,"2020-W28","BG","Bulgaria",525,28
2020-07-11,"2020-W28","BG","Bulgaria",516,32
2020-07-12,"2020-W28","BG","Bulgaria",532,33
2020-07-13,"2020-W29","BG","Bulgaria",535,33
2020-07-14,"2020-W29","BG","Bulgaria",529,29
2020-07-15,"2020-W29","BG","Bulgaria",551,27
2020-07-16,"2020-W29","BG","Bulgaria",575,28
2020-07-17,"2020-W29","BG","Bulgaria",582,28
2020-07-18,"2020-W29","BG","Bulgaria",606,33
2020-07-19,"2020-W29","BG","Bulgaria",605,34
2020-07-20,"2020-W30","BG","Bulgaria",610,34
2020-07-21,"2020-W30","BG","Bulgaria",624,34
2020-07-22,"2020-W30","BG","Bulgaria",622,31
2020-07-23,"2020-W30","BG","Bulgaria",642,24
2020-07-24,"2020-W30","BG","Bulgaria",665,27
2020-07-25,"2020-W30","BG","Bulgaria",669,28
2020-07-26,"2020-W30","BG","Bulgaria",694,33
2020-07-27,"2020-W31","BG","Bulgaria",682,34
2020-07-28,"2020-W31","BG","Bulgaria",686,39
2020-07-29,"2020-W31","BG","Bulgaria",699,40
2020-07-30,"2020-W31","BG","Bulgaria",722,37
2020-07-31,"2020-W31","BG","Bulgaria",751,34
2020-08-01,"2020-W31","BG","Bulgaria",778,42
2020-08-02,"2020-W31","BG","Bulgaria",793,43
2020-08-03,"2020-W32","BG","Bulgaria",814,46
2020-08-04,"2020-W32","BG","Bulgaria",823,43
2020-08-05,"2020-W32","BG","Bulgaria",847,41
2020-08-06,"2020-W32","BG","Bulgaria",872,44
2020-08-07,"2020-W32","BG","Bulgaria",874,47
2020-08-08,"2020-W32","BG","Bulgaria",857,55
2020-08-09,"2020-W32","BG","Bulgaria",848,55
2020-08-10,"2020-W33","BG","Bulgaria",849,54
2020-08-11,"2020-W33","BG","Bulgaria",854,54
2020-08-12,"2020-W33","BG","Bulgaria",861,64
2020-08-13,"2020-W33","BG","Bulgaria",834,63
2020-08-14,"2020-W33","BG","Bulgaria",824,63
2020-08-15,"2020-W33","BG","Bulgaria",811,58
2020-08-16,"2020-W33","BG","Bulgaria",811,55
2020-08-17,"2020-W34","BG","Bulgaria",807,56
2020-08-18,"2020-W34","BG","Bulgaria",768,56
2020-08-19,"2020-W34","BG","Bulgaria",782,61
2020-08-20,"2020-W34","BG","Bulgaria",752,60
2020-08-21,"2020-W34","BG","Bulgaria",766,63
2020-08-22,"2020-W34","BG","Bulgaria",734,73
2020-08-23,"2020-W34","BG","Bulgaria",743,74
2020-08-24,"2020-W35","BG","Bulgaria",745,74
2020-08-25,"2020-W35","BG","Bulgaria",714,65
2020-08-26,"2020-W35","BG","Bulgaria",715,64
2020-08-27,"2020-W35","BG","Bulgaria",741,60
2020-08-28,"2020-W35","BG","Bulgaria",726,65
2020-08-29,"2020-W35","BG","Bulgaria",712,59
2020-08-30,"2020-W35","BG","Bulgaria",723,61
2020-08-31,"2020-W36","BG","Bulgaria",726,63
2020-09-01,"2020-W36","BG","Bulgaria",727,65
2020-09-02,"2020-W36","BG","Bulgaria",737,62
