"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"48723","2019/12/31","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48722","2020/01/01","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48721","2020/01/02","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48720","2020/01/03","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48719","2020/01/04","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48718","2020/01/05","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48717","2020/01/06","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48716","2020/01/07","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48715","2020/01/08","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48714","2020/01/09","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48713","2020/01/10","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48712","2020/01/11","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48711","2020/01/12","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48710","2020/01/13","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48709","2020/01/14","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48708","2020/01/15","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48707","2020/01/16","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48706","2020/01/17","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48705","2020/01/18","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48704","2020/01/19","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48703","2020/01/20","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48702","2020/01/21","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48701","2020/01/22","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48700","2020/01/23","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48699","2020/01/24","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48698","2020/01/25","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48697","2020/01/26","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48696","2020/01/27","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
"48695","2020/01/28","SE",10230185,0,0,0,0,0,0,0,0,0,0,0,0
