"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"4123","2020/03/16","BS",389486,1,0,1,0,1,0,1,1,2.56748637948476e-06,2.56748637948476e-06,2.56748637948476e-06,2.56748637948476e-06
"4122","2020/03/17","BS",389486,0,0,1,0,1,0,1,1,2.56748637948476e-06,0,2.56748637948476e-06,2.56748637948476e-06
"4121","2020/03/20","BS",389486,2,0,3,0,3,0,3,3,7.70245913845427e-06,5.13497275896951e-06,7.70245913845427e-06,7.70245913845427e-06
"4120","2020/03/21","BS",389486,1,0,4,0,4,0,4,4,1.0269945517939e-05,2.56748637948476e-06,1.0269945517939e-05,1.0269945517939e-05
"4119","2020/03/22","BS",389486,0,0,4,0,4,0,4,4,1.0269945517939e-05,0,1.0269945517939e-05,1.0269945517939e-05
"4118","2020/03/23","BS",389486,0,0,4,0,4,0,4,4,1.0269945517939e-05,0,1.0269945517939e-05,1.0269945517939e-05
"4117","2020/03/24","BS",389486,0,0,4,0,4,0,4,4,1.0269945517939e-05,0,1.0269945517939e-05,1.0269945517939e-05
"4116","2020/03/25","BS",389486,0,0,3,0,4,0,4,4,1.0269945517939e-05,0,1.0269945517939e-05,1.0269945517939e-05
"4115","2020/03/26","BS",389486,1,0,4,0,5,0,5,5,1.28374318974238e-05,2.56748637948476e-06,1.28374318974238e-05,1.28374318974238e-05
"4114","2020/03/27","BS",389486,4,0,6,0,9,0,9,9,2.31073774153628e-05,1.0269945517939e-05,2.31073774153628e-05,2.31073774153628e-05
"4113","2020/03/28","BS",389486,0,0,5,0,9,0,9,9,2.31073774153628e-05,0,2.31073774153628e-05,2.31073774153628e-05
"4112","2020/03/29","BS",389486,2,0,7,0,11,0,11,11,2.82423501743323e-05,5.13497275896951e-06,2.82423501743323e-05,2.82423501743323e-05
"4111","2020/03/30","BS",389486,3,0,10,0,14,0,13,14,3.59448093127866e-05,7.70245913845427e-06,3.33773229333018e-05,3.59448093127866e-05
"4110","2020/03/31","BS",389486,0,0,10,0,14,0,13,14,3.59448093127866e-05,0,3.33773229333018e-05,3.59448093127866e-05
"4109","2020/04/01","BS",389486,1,0,11,0,15,0,12,15,3.85122956922714e-05,2.56748637948476e-06,3.08098365538171e-05,3.85122956922714e-05
"4108","2020/04/02","BS",389486,6,1,16,1,21,1,17,21,5.39172139691799e-05,1.54049182769085e-05,4.36472684512409e-05,5.39172139691799e-05
"4107","2020/04/03","BS",389486,3,0,15,1,24,1,20,24,6.16196731076342e-05,7.70245913845427e-06,5.13497275896951e-05,6.16196731076342e-05
"4106","2020/04/04","BS",389486,0,2,15,3,24,3,20,24,6.16196731076342e-05,0,5.13497275896951e-05,6.16196731076342e-05
"4105","2020/04/05","BS",389486,4,1,17,4,28,4,24,27,7.18896186255732e-05,1.0269945517939e-05,6.16196731076342e-05,6.93221322460884e-05
"4104","2020/04/06","BS",389486,1,1,15,5,29,5,25,28,7.44571050050579e-05,2.56748637948476e-06,6.41871594871189e-05,7.18896186255732e-05
"4103","2020/04/07","BS",389486,4,0,19,5,33,5,28,30,8.4727050522997e-05,1.0269945517939e-05,7.18896186255732e-05,7.70245913845427e-05
"4102","2020/04/08","BS",389486,3,1,21,6,36,6,27,32,9.24295096614512e-05,7.70245913845427e-06,6.93221322460884e-05,8.21595641435122e-05
"4101","2020/04/09","BS",389486,4,1,19,6,40,7,31,36,0.00010269945517939,1.0269945517939e-05,7.95920777640275e-05,9.24295096614512e-05
"4100","2020/04/10","BS",389486,1,1,17,7,41,8,30,37,0.000105266941558875,2.56748637948476e-06,7.70245913845427e-05,9.4996996040936e-05
"4099","2020/04/11","BS",389486,1,0,18,5,42,8,28,38,0.00010783442793836,2.56748637948476e-06,7.18896186255732e-05,9.75644824204208e-05
"4098","2020/04/12","BS",389486,4,0,18,4,46,8,32,42,0.000118104373456299,1.0269945517939e-05,8.21595641435122e-05,0.00010783442793836
"4097","2020/04/13","BS",389486,1,0,18,3,47,8,32,42,0.000120671859835784,2.56748637948476e-06,8.21595641435122e-05,0.00010783442793836
"4096","2020/04/14","BS",389486,2,0,16,3,49,8,28,40,0.000125806832594753,5.13497275896951e-06,7.18896186255732e-05,0.00010269945517939
"4095","2020/04/15","BS",389486,0,0,13,2,49,8,25,40,0.000125806832594753,0,6.41871594871189e-05,0.00010269945517939
"4094","2020/04/16","BS",389486,4,0,13,1,53,8,29,42,0.000136076778112692,1.0269945517939e-05,7.44571050050579e-05,0.00010783442793836
"4093","2020/04/17","BS",389486,1,1,13,1,54,9,26,40,0.000138644264492177,2.56748637948476e-06,6.67546458666037e-05,0.00010269945517939
"4092","2020/04/18","BS",389486,1,0,13,1,55,9,26,41,0.000141211750871662,2.56748637948476e-06,6.67546458666037e-05,0.000105266941558875
"4091","2020/04/19","BS",389486,3,0,12,1,58,9,25,43,0.000148914210010116,7.70245913845427e-06,6.41871594871189e-05,0.000110401914317845
"4090","2020/04/20","BS",389486,2,0,13,1,60,9,24,39,0.000154049182769085,5.13497275896951e-06,6.16196731076342e-05,0.000100131968799906
"4089","2020/04/21","BS",389486,4,0,15,1,64,9,24,40,0.000164319128287024,1.0269945517939e-05,6.16196731076342e-05,0.00010269945517939
"4088","2020/04/22","BS",389486,1,0,16,1,65,9,24,41,0.000166886614666509,2.56748637948476e-06,6.16196731076342e-05,0.000105266941558875
"4087","2020/04/23","BS",389486,5,0,17,1,70,9,28,42,0.000179724046563933,1.28374318974238e-05,7.18896186255732e-05,0.00010783442793836
"4086","2020/04/24","BS",389486,2,2,18,2,72,11,26,43,0.000184859019322902,5.13497275896951e-06,6.67546458666037e-05,0.000110401914317845
"4085","2020/04/25","BS",389486,1,0,18,2,73,11,26,40,0.000187426505702387,2.56748637948476e-06,6.67546458666037e-05,0.00010269945517939
"4084","2020/04/26","BS",389486,5,0,20,2,78,11,29,42,0.000200263937599811,1.28374318974238e-05,7.44571050050579e-05,0.00010783442793836
"4083","2020/04/27","BS",389486,2,0,20,2,80,11,31,40,0.000205398910358781,5.13497275896951e-06,7.95920777640275e-05,0.00010269945517939
"4082","2020/04/28","BS",389486,0,0,16,2,80,11,27,39,0.000205398910358781,0,6.93221322460884e-05,0.000100131968799906
"4081","2020/04/29","BS",389486,0,0,15,2,80,11,26,38,0.000205398910358781,0,6.67546458666037e-05,9.75644824204208e-05
"4080","2020/04/30","BS",389486,0,0,10,2,80,11,25,34,0.000205398910358781,0,6.41871594871189e-05,8.72945369024817e-05
"4079","2020/05/01","BS",389486,1,0,9,0,81,11,23,34,0.000207966396738265,2.56748637948476e-06,5.90521867281494e-05,8.72945369024817e-05
"4078","2020/05/02","BS",389486,1,0,9,0,82,11,22,33,0.00021053388311775,2.56748637948476e-06,5.64847003486647e-05,8.4727050522997e-05
"4077","2020/05/03","BS",389486,1,0,5,0,83,11,19,34,0.000213101369497235,2.56748637948476e-06,4.87822412102104e-05,8.72945369024817e-05
"4076","2020/05/04","BS",389486,0,0,3,0,83,11,18,30,0.000213101369497235,0,4.62147548307256e-05,7.70245913845427e-05
"4075","2020/05/05","BS",389486,0,0,3,0,83,11,13,29,0.000213101369497235,0,3.33773229333018e-05,7.44571050050579e-05
"4074","2020/05/06","BS",389486,6,0,9,0,89,11,17,34,0.000228506287774143,1.54049182769085e-05,4.36472684512409e-05,8.72945369024817e-05
"4073","2020/05/07","BS",389486,3,0,12,0,92,11,19,34,0.000236208746912598,7.70245913845427e-06,4.87822412102104e-05,8.72945369024817e-05
"4072","2020/05/08","BS",389486,0,0,11,0,92,11,14,32,0.000236208746912598,0,3.59448093127866e-05,8.21595641435122e-05
"4071","2020/05/09","BS",389486,0,0,10,0,92,11,12,28,0.000236208746912598,0,3.08098365538171e-05,7.18896186255732e-05
"4070","2020/05/10","BS",389486,0,0,9,0,92,11,12,27,0.000236208746912598,0,3.08098365538171e-05,6.93221322460884e-05
"4069","2020/05/11","BS",389486,0,0,9,0,92,11,12,22,0.000236208746912598,0,3.08098365538171e-05,5.64847003486647e-05
"4068","2020/05/12","BS",389486,1,0,10,0,93,11,13,21,0.000238776233292082,2.56748637948476e-06,3.33773229333018e-05,5.39172139691799e-05
"4067","2020/05/13","BS",389486,0,0,4,0,93,11,12,20,0.000238776233292082,0,3.08098365538171e-05,5.13497275896951e-05
"4066","2020/05/14","BS",389486,1,0,2,0,94,11,12,16,0.000241343719671567,2.56748637948476e-06,3.08098365538171e-05,4.10797820717561e-05
"4065","2020/05/15","BS",389486,2,0,4,0,96,11,13,16,0.000246478692430537,5.13497275896951e-06,3.33773229333018e-05,4.10797820717561e-05
"4064","2020/05/16","BS",389486,0,0,4,0,96,11,13,16,0.000246478692430537,0,3.33773229333018e-05,4.10797820717561e-05
