"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"2020-W05",2020-02-02,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-03,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-04,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-05,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-06,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-07,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-08,"SI","Slovenia",NA,NA,NA
"2020-W06",2020-02-09,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-10,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-11,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-12,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-13,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-14,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-15,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-16,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-17,"SI","Slovenia",NA,NA,NA
"2020-W07",2020-02-18,"SI","Slovenia",NA,NA,NA
"2020-W08",2020-02-19,"SI","Slovenia",NA,NA,NA
"2020-W08",2020-02-20,"SI","Slovenia",NA,NA,NA
"2020-W08",2020-02-21,"SI","Slovenia",NA,NA,NA
"2020-W08",2020-02-22,"SI","Slovenia",NA,NA,NA
"2020-W08",2020-02-23,"SI","Slovenia",NA,NA,NA
"2020-W08",2020-02-24,"SI","Slovenia",NA,NA,NA
"2020-W09",2020-02-25,"SI","Slovenia",NA,NA,NA
"2020-W09",2020-02-26,"SI","Slovenia",NA,NA,NA
"2020-W09",2020-02-27,"SI","Slovenia",NA,NA,NA
"2020-W09",2020-02-28,"SI","Slovenia",NA,NA,NA
"2020-W09",2020-02-29,"SI","Slovenia",NA,NA,NA
"2020-W09",2020-03-01,"SI","Slovenia",NA,NA,NA
"2020-W10",2020-03-02,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W10",2020-03-03,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W10",2020-03-04,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W10",2020-03-05,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W10",2020-03-06,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W10",2020-03-07,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W10",2020-03-08,"SI","Slovenia",NA,NA,0.865007006556753
"2020-W11",2020-03-09,"SI","Slovenia",NA,NA,2.35474129562672
"2020-W11",2020-03-10,"SI","Slovenia",18,1,2.35474129562672
"2020-W11",2020-03-11,"SI","Slovenia",18,1,2.35474129562672
"2020-W11",2020-03-12,"SI","Slovenia",17,2,2.35474129562672
"2020-W11",2020-03-13,"SI","Slovenia",22,4,2.35474129562672
"2020-W11",2020-03-14,"SI","Slovenia",29,4,2.35474129562672
"2020-W11",2020-03-15,"SI","Slovenia",33,3,2.35474129562672
"2020-W12",2020-03-16,"SI","Slovenia",32,5,2.40279724043543
"2020-W12",2020-03-17,"SI","Slovenia",38,5,2.40279724043543
"2020-W12",2020-03-18,"SI","Slovenia",43,5,2.40279724043543
"2020-W12",2020-03-19,"SI","Slovenia",47,7,2.40279724043543
"2020-W12",2020-03-20,"SI","Slovenia",46,8,2.40279724043543
"2020-W12",2020-03-21,"SI","Slovenia",51,8,2.40279724043543
"2020-W12",2020-03-22,"SI","Slovenia",52,11,2.40279724043543
"2020-W13",2020-03-23,"SI","Slovenia",56,10,3.60419586065314
"2020-W13",2020-03-24,"SI","Slovenia",69,11,3.60419586065314
"2020-W13",2020-03-25,"SI","Slovenia",78,14,3.60419586065314
"2020-W13",2020-03-26,"SI","Slovenia",81,16,3.60419586065314
"2020-W13",2020-03-27,"SI","Slovenia",102,22,3.60419586065314
"2020-W13",2020-03-28,"SI","Slovenia",102,23,3.60419586065314
"2020-W13",2020-03-29,"SI","Slovenia",108,24,3.60419586065314
"2020-W14",2020-03-30,"SI","Slovenia",117,29,1.82612590273092
"2020-W14",2020-03-31,"SI","Slovenia",110,28,1.82612590273092
"2020-W14",2020-04-01,"SI","Slovenia",109,31,1.82612590273092
"2020-W14",2020-04-02,"SI","Slovenia",108,30,1.82612590273092
"2020-W14",2020-04-03,"SI","Slovenia",114,30,1.82612590273092
"2020-W14",2020-04-04,"SI","Slovenia",109,32,1.82612590273092
"2020-W14",2020-04-05,"SI","Slovenia",110,31,1.82612590273092
"2020-W15",2020-04-06,"SI","Slovenia",112,30,1.44167834426126
"2020-W15",2020-04-07,"SI","Slovenia",109,32,1.44167834426126
"2020-W15",2020-04-08,"SI","Slovenia",111,35,1.44167834426126
"2020-W15",2020-04-09,"SI","Slovenia",108,34,1.44167834426126
"2020-W15",2020-04-10,"SI","Slovenia",106,36,1.44167834426126
"2020-W15",2020-04-11,"SI","Slovenia",94,35,1.44167834426126
"2020-W15",2020-04-12,"SI","Slovenia",95,35,1.44167834426126
"2020-W16",2020-04-13,"SI","Slovenia",95,33,0.720839172130628
"2020-W16",2020-04-14,"SI","Slovenia",103,35,0.720839172130628
"2020-W16",2020-04-15,"SI","Slovenia",96,34,0.720839172130628
"2020-W16",2020-04-16,"SI","Slovenia",99,30,0.720839172130628
"2020-W16",2020-04-17,"SI","Slovenia",95,28,0.720839172130628
"2020-W16",2020-04-18,"SI","Slovenia",93,27,0.720839172130628
"2020-W16",2020-04-19,"SI","Slovenia",89,26,0.720839172130628
"2020-W17",2020-04-20,"SI","Slovenia",87,26,0.624727282513211
"2020-W17",2020-04-21,"SI","Slovenia",86,25,0.624727282513211
"2020-W17",2020-04-22,"SI","Slovenia",82,24,0.624727282513211
"2020-W17",2020-04-23,"SI","Slovenia",80,23,0.624727282513211
"2020-W17",2020-04-24,"SI","Slovenia",78,23,0.624727282513211
"2020-W17",2020-04-25,"SI","Slovenia",77,23,0.624727282513211
"2020-W17",2020-04-26,"SI","Slovenia",80,23,0.624727282513211
"2020-W18",2020-04-27,"SI","Slovenia",80,22,0.288335668852251
"2020-W18",2020-04-28,"SI","Slovenia",77,23,0.288335668852251
"2020-W18",2020-04-29,"SI","Slovenia",70,22,0.288335668852251
"2020-W18",2020-04-30,"SI","Slovenia",63,22,0.288335668852251
"2020-W18",2020-05-01,"SI","Slovenia",58,21,0.288335668852251
"2020-W18",2020-05-02,"SI","Slovenia",60,21,0.288335668852251
"2020-W18",2020-05-03,"SI","Slovenia",58,20,0.288335668852251
"2020-W19",2020-05-04,"SI","Slovenia",58,20,0.096111889617417
"2020-W19",2020-05-05,"SI","Slovenia",55,16,0.096111889617417
"2020-W19",2020-05-06,"SI","Slovenia",53,14,0.096111889617417
"2020-W19",2020-05-07,"SI","Slovenia",52,13,0.096111889617417
"2020-W19",2020-05-08,"SI","Slovenia",46,11,0.096111889617417
"2020-W19",2020-05-09,"SI","Slovenia",43,10,0.096111889617417
"2020-W19",2020-05-10,"SI","Slovenia",41,10,0.096111889617417
"2020-W20",2020-05-11,"SI","Slovenia",42,10,NA
"2020-W20",2020-05-12,"SI","Slovenia",40,9,NA
"2020-W20",2020-05-13,"SI","Slovenia",38,9,NA
"2020-W20",2020-05-14,"SI","Slovenia",32,7,NA
"2020-W20",2020-05-15,"SI","Slovenia",29,7,NA
"2020-W20",2020-05-16,"SI","Slovenia",27,6,NA
"2020-W20",2020-05-17,"SI","Slovenia",26,5,NA
"2020-W21",2020-05-18,"SI","Slovenia",25,5,NA
"2020-W21",2020-05-19,"SI","Slovenia",24,5,NA
"2020-W21",2020-05-20,"SI","Slovenia",23,4,NA
"2020-W21",2020-05-21,"SI","Slovenia",21,3,NA
"2020-W21",2020-05-22,"SI","Slovenia",21,4,NA
"2020-W21",2020-05-23,"SI","Slovenia",18,3,NA
"2020-W21",2020-05-24,"SI","Slovenia",18,3,NA
"2020-W22",2020-05-25,"SI","Slovenia",16,3,NA
"2020-W22",2020-05-26,"SI","Slovenia",9,2,NA
