"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"46352","2019/12/31","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46351","2020/01/01","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46350","2020/01/02","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46349","2020/01/03","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46348","2020/01/04","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46347","2020/01/05","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46346","2020/01/06","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46345","2020/01/07","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46344","2020/01/08","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46343","2020/01/09","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46342","2020/01/10","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46341","2020/01/11","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46340","2020/01/12","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46339","2020/01/13","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46338","2020/01/14","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46337","2020/01/15","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46336","2020/01/16","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46335","2020/01/17","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46334","2020/01/18","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46333","2020/01/19","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46332","2020/01/20","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46331","2020/01/21","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46330","2020/01/22","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46329","2020/01/23","SG",5804343,0,0,0,0,0,0,0,0,0,0,0,0
"46328","2020/01/24","SG",5804343,3,0,3,0,3,0,3,3,5.16854362328346e-07,5.16854362328346e-07,5.16854362328346e-07,5.16854362328346e-07
"46327","2020/01/25","SG",5804343,0,0,3,0,3,0,3,3,5.16854362328346e-07,0,5.16854362328346e-07,5.16854362328346e-07
"46326","2020/01/26","SG",5804343,1,0,4,0,4,0,4,4,6.89139149771128e-07,1.72284787442782e-07,6.89139149771128e-07,6.89139149771128e-07
"46325","2020/01/27","SG",5804343,0,0,4,0,4,0,4,4,6.89139149771128e-07,0,6.89139149771128e-07,6.89139149771128e-07
"46324","2020/01/28","SG",5804343,1,0,5,0,5,0,5,5,8.6142393721391e-07,1.72284787442782e-07,8.6142393721391e-07,8.6142393721391e-07
