"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-05-17,"2020-W20","FI","Finland",118,29
2020-05-18,"2020-W21","FI","Finland",117,34
2020-05-19,"2020-W21","FI","Finland",112,25
2020-05-20,"2020-W21","FI","Finland",118,20
2020-05-21,"2020-W21","FI","Finland",110,22
2020-05-22,"2020-W21","FI","Finland",113,21
2020-05-23,"2020-W21","FI","Finland",104,21
2020-05-24,"2020-W21","FI","Finland",106,19
2020-05-25,"2020-W22","FI","Finland",104,18
2020-05-26,"2020-W22","FI","Finland",95,11
2020-05-27,"2020-W22","FI","Finland",87,11
2020-05-28,"2020-W22","FI","Finland",83,11
2020-05-29,"2020-W22","FI","Finland",74,10
2020-05-30,"2020-W22","FI","Finland",71,11
2020-05-31,"2020-W22","FI","Finland",68,10
2020-06-01,"2020-W23","FI","Finland",68,9
2020-06-02,"2020-W23","FI","Finland",62,9
2020-06-03,"2020-W23","FI","Finland",51,7
2020-06-04,"2020-W23","FI","Finland",50,7
2020-06-05,"2020-W23","FI","Finland",51,8
2020-06-06,"2020-W23","FI","Finland",39,7
2020-06-07,"2020-W23","FI","Finland",40,6
2020-06-08,"2020-W24","FI","Finland",38,6
2020-06-09,"2020-W24","FI","Finland",28,4
2020-06-10,"2020-W24","FI","Finland",28,4
2020-06-11,"2020-W24","FI","Finland",25,4
2020-06-12,"2020-W24","FI","Finland",23,3
2020-06-13,"2020-W24","FI","Finland",26,2
2020-06-14,"2020-W24","FI","Finland",26,1
2020-06-15,"2020-W25","FI","Finland",22,3
2020-06-16,"2020-W25","FI","Finland",22,2
2020-06-17,"2020-W25","FI","Finland",26,2
2020-06-18,"2020-W25","FI","Finland",NA,NA
2020-06-19,"2020-W25","FI","Finland",NA,NA
2020-06-20,"2020-W25","FI","Finland",NA,NA
2020-06-21,"2020-W25","FI","Finland",NA,NA
2020-06-22,"2020-W26","FI","Finland",21,2
2020-06-23,"2020-W26","FI","Finland",NA,NA
2020-06-24,"2020-W26","FI","Finland",22,2
2020-06-25,"2020-W26","FI","Finland",NA,NA
2020-06-26,"2020-W26","FI","Finland",24,1
2020-06-27,"2020-W26","FI","Finland",NA,NA
2020-06-28,"2020-W26","FI","Finland",NA,NA
2020-06-29,"2020-W27","FI","Finland",23,0
2020-06-30,"2020-W27","FI","Finland",NA,NA
2020-07-01,"2020-W27","FI","Finland",24,0
2020-07-02,"2020-W27","FI","Finland",NA,NA
2020-07-03,"2020-W27","FI","Finland",20,0
2020-07-04,"2020-W27","FI","Finland",NA,NA
2020-07-05,"2020-W27","FI","Finland",NA,NA
2020-07-06,"2020-W28","FI","Finland",19,1
2020-07-07,"2020-W28","FI","Finland",NA,NA
2020-07-08,"2020-W28","FI","Finland",19,2
2020-07-09,"2020-W28","FI","Finland",NA,NA
2020-07-10,"2020-W28","FI","Finland",6,0
2020-07-11,"2020-W28","FI","Finland",NA,NA
2020-07-12,"2020-W28","FI","Finland",NA,NA
2020-07-13,"2020-W29","FI","Finland",8,1
2020-07-14,"2020-W29","FI","Finland",NA,NA
2020-07-15,"2020-W29","FI","Finland",7,0
2020-07-16,"2020-W29","FI","Finland",NA,NA
2020-07-17,"2020-W29","FI","Finland",6,1
2020-07-18,"2020-W29","FI","Finland",NA,NA
2020-07-19,"2020-W29","FI","Finland",NA,NA
2020-07-20,"2020-W30","FI","Finland",6,1
2020-07-21,"2020-W30","FI","Finland",6,1
2020-07-22,"2020-W30","FI","Finland",4,0
2020-07-23,"2020-W30","FI","Finland",NA,NA
2020-07-24,"2020-W30","FI","Finland",4,0
2020-07-25,"2020-W30","FI","Finland",NA,NA
2020-07-26,"2020-W30","FI","Finland",NA,NA
2020-07-27,"2020-W31","FI","Finland",5,0
2020-07-28,"2020-W31","FI","Finland",NA,NA
2020-07-29,"2020-W31","FI","Finland",4,0
2020-07-30,"2020-W31","FI","Finland",NA,NA
2020-07-31,"2020-W31","FI","Finland",8,0
2020-08-01,"2020-W31","FI","Finland",NA,NA
2020-08-02,"2020-W31","FI","Finland",NA,NA
2020-08-03,"2020-W32","FI","Finland",9,0
2020-08-04,"2020-W32","FI","Finland",6,1
2020-08-05,"2020-W32","FI","Finland",6,0
2020-08-06,"2020-W32","FI","Finland",NA,NA
2020-08-07,"2020-W32","FI","Finland",3,0
2020-08-08,"2020-W32","FI","Finland",NA,NA
2020-08-09,"2020-W32","FI","Finland",NA,NA
2020-08-10,"2020-W33","FI","Finland",5,1
2020-08-11,"2020-W33","FI","Finland",NA,NA
2020-08-12,"2020-W33","FI","Finland",7,1
2020-08-13,"2020-W33","FI","Finland",NA,NA
2020-08-14,"2020-W33","FI","Finland",6,0
2020-08-15,"2020-W33","FI","Finland",NA,NA
2020-08-16,"2020-W33","FI","Finland",NA,NA
2020-08-17,"2020-W34","FI","Finland",5,0
2020-08-18,"2020-W34","FI","Finland",NA,NA
2020-08-19,"2020-W34","FI","Finland",8,0
2020-08-20,"2020-W34","FI","Finland",NA,NA
2020-08-21,"2020-W34","FI","Finland",11,0
2020-08-22,"2020-W34","FI","Finland",NA,NA
2020-08-23,"2020-W34","FI","Finland",NA,NA
2020-08-24,"2020-W35","FI","Finland",12,1
2020-08-25,"2020-W35","FI","Finland",NA,NA
2020-08-26,"2020-W35","FI","Finland",5,1
2020-08-27,"2020-W35","FI","Finland",NA,NA
2020-08-28,"2020-W35","FI","Finland",11,1
2020-08-29,"2020-W35","FI","Finland",NA,NA
2020-08-30,"2020-W35","FI","Finland",NA,NA
2020-08-31,"2020-W36","FI","Finland",10,1
2020-09-01,"2020-W36","FI","Finland",NA,NA
2020-09-02,"2020-W36","FI","Finland",9,2
2020-09-03,"2020-W36","FI","Finland",NA,NA
2020-09-04,"2020-W36","FI","Finland",14,1
2020-09-05,"2020-W36","FI","Finland",NA,NA
2020-09-06,"2020-W36","FI","Finland",NA,NA
2020-09-07,"2020-W37","FI","Finland",16,1
2020-09-08,"2020-W37","FI","Finland",NA,NA
2020-09-09,"2020-W37","FI","Finland",6,1
2020-09-10,"2020-W37","FI","Finland",NA,NA
2020-09-11,"2020-W37","FI","Finland",8,1
2020-09-12,"2020-W37","FI","Finland",NA,NA
2020-09-13,"2020-W37","FI","Finland",NA,NA
2020-09-14,"2020-W38","FI","Finland",10,3
2020-09-15,"2020-W38","FI","Finland",NA,NA
2020-09-16,"2020-W38","FI","Finland",14,3
2020-09-17,"2020-W38","FI","Finland",NA,NA
2020-09-18,"2020-W38","FI","Finland",16,3
2020-09-19,"2020-W38","FI","Finland",NA,NA
2020-09-20,"2020-W38","FI","Finland",NA,NA
2020-09-21,"2020-W39","FI","Finland",19,2
2020-09-22,"2020-W39","FI","Finland",NA,NA
2020-09-23,"2020-W39","FI","Finland",22,4
2020-09-24,"2020-W39","FI","Finland",NA,NA
2020-09-25,"2020-W39","FI","Finland",21,2
2020-09-26,"2020-W39","FI","Finland",NA,NA
2020-09-27,"2020-W39","FI","Finland",NA,NA
2020-09-28,"2020-W40","FI","Finland",22,4
2020-09-29,"2020-W40","FI","Finland",NA,NA
2020-09-30,"2020-W40","FI","Finland",19,4
2020-10-01,"2020-W40","FI","Finland",NA,NA
2020-10-02,"2020-W40","FI","Finland",21,4
2020-10-03,"2020-W40","FI","Finland",NA,NA
2020-10-04,"2020-W40","FI","Finland",NA,NA
2020-10-05,"2020-W41","FI","Finland",28,8
2020-10-06,"2020-W41","FI","Finland",NA,NA
2020-10-07,"2020-W41","FI","Finland",31,5
2020-10-08,"2020-W41","FI","Finland",NA,NA
2020-10-09,"2020-W41","FI","Finland",37,5
2020-10-10,"2020-W41","FI","Finland",NA,NA
2020-10-11,"2020-W41","FI","Finland",NA,NA
2020-10-12,"2020-W42","FI","Finland",46,10
2020-10-13,"2020-W42","FI","Finland",NA,NA
2020-10-14,"2020-W42","FI","Finland",48,8
2020-10-15,"2020-W42","FI","Finland",NA,NA
2020-10-16,"2020-W42","FI","Finland",56,6
2020-10-17,"2020-W42","FI","Finland",NA,NA
2020-10-18,"2020-W42","FI","Finland",NA,NA
2020-10-19,"2020-W43","FI","Finland",62,7
2020-10-20,"2020-W43","FI","Finland",NA,NA
2020-10-21,"2020-W43","FI","Finland",65,7
2020-10-22,"2020-W43","FI","Finland",NA,NA
2020-10-23,"2020-W43","FI","Finland",70,11
2020-10-24,"2020-W43","FI","Finland",NA,NA
2020-10-25,"2020-W43","FI","Finland",NA,NA
2020-10-26,"2020-W44","FI","Finland",74,10
2020-10-27,"2020-W44","FI","Finland",NA,NA
2020-10-28,"2020-W44","FI","Finland",65,10
2020-10-29,"2020-W44","FI","Finland",NA,NA
2020-10-30,"2020-W44","FI","Finland",58,10
2020-10-31,"2020-W44","FI","Finland",NA,NA
2020-11-01,"2020-W44","FI","Finland",NA,NA
2020-11-02,"2020-W45","FI","Finland",70,13
2020-11-03,"2020-W45","FI","Finland",NA,NA
2020-11-04,"2020-W45","FI","Finland",65,15
2020-11-05,"2020-W45","FI","Finland",NA,NA
2020-11-06,"2020-W45","FI","Finland",68,13
2020-11-07,"2020-W45","FI","Finland",NA,NA
2020-11-08,"2020-W45","FI","Finland",NA,NA
2020-11-09,"2020-W46","FI","Finland",86,13
2020-11-10,"2020-W46","FI","Finland",NA,NA
2020-11-11,"2020-W46","FI","Finland",73,14
2020-11-12,"2020-W46","FI","Finland",NA,NA
2020-11-13,"2020-W46","FI","Finland",73,15
2020-11-14,"2020-W46","FI","Finland",NA,NA
2020-11-15,"2020-W46","FI","Finland",NA,NA
2020-11-16,"2020-W46","FI","Finland",NA,NA
2020-11-17,"2020-W46","FI","Finland",NA,NA
2020-11-18,"2020-W46","FI","Finland",NA,NA
2020-11-19,"2020-W46","FI","Finland",NA,NA
2020-11-20,"2020-W46","FI","Finland",NA,NA
2020-11-21,"2020-W46","FI","Finland",NA,NA
2020-11-22,"2020-W46","FI","Finland",NA,NA
2020-11-23,"2020-W46","FI","Finland",NA,NA
2020-11-24,"2020-W46","FI","Finland",NA,NA
2020-11-25,"2020-W46","FI","Finland",NA,NA
NA,"2020-W43","FI","Finland",NA,NA
NA,"2020-W22","FI","Finland",NA,NA
NA,"2020-W45","FI","Finland",NA,NA
NA,"2020-W19","FI","Finland",NA,NA
NA,"2020-W41","FI","Finland",NA,NA
NA,"2020-W11","FI","Finland",NA,NA
NA,"2020-W21","FI","Finland",NA,NA
NA,"2020-W25","FI","Finland",NA,NA
NA,"2020-W37","FI","Finland",NA,NA
NA,"2020-W44","FI","Finland",NA,NA
NA,"2020-W28","FI","Finland",NA,NA
NA,"2020-W12","FI","Finland",NA,NA
NA,"2020-W31","FI","Finland",NA,NA
NA,"2020-W36","FI","Finland",NA,NA
NA,"2020-W40","FI","Finland",NA,NA
NA,"2020-W33","FI","Finland",NA,NA
NA,"2020-W38","FI","Finland",NA,NA
NA,"2020-W20","FI","Finland",NA,NA
NA,"2020-W16","FI","Finland",NA,NA
NA,"2020-W29","FI","Finland",NA,NA
NA,"2020-W18","FI","Finland",NA,NA
NA,"2020-W30","FI","Finland",NA,NA
NA,"2020-W32","FI","Finland",NA,NA
NA,"2020-W34","FI","Finland",NA,NA
NA,"2020-W35","FI","Finland",NA,NA
NA,"2020-W26","FI","Finland",NA,NA
NA,"2020-W10","FI","Finland",NA,NA
NA,"2020-W24","FI","Finland",NA,NA
NA,"2020-W27","FI","Finland",NA,NA
NA,"2020-W42","FI","Finland",NA,NA
NA,"2020-W14","FI","Finland",NA,NA
NA,"2020-W17","FI","Finland",NA,NA
NA,"2020-W13","FI","Finland",NA,NA
NA,"2020-W15","FI","Finland",NA,NA
NA,"2020-W09","FI","Finland",NA,NA
NA,"2020-W46","FI","Finland",NA,NA
NA,"2020-W39","FI","Finland",NA,NA
NA,"2020-W23","FI","Finland",NA,NA
