"date","year_week","countrycode","countryname","hosp_occupancy","icu_occupancy"
2020-02-02,"2020-W05","FI","Finland",NA,NA
2020-02-03,"2020-W06","FI","Finland",NA,NA
2020-02-04,"2020-W06","FI","Finland",NA,NA
2020-02-05,"2020-W06","FI","Finland",NA,NA
2020-02-06,"2020-W06","FI","Finland",NA,NA
2020-02-07,"2020-W06","FI","Finland",NA,NA
2020-02-08,"2020-W06","FI","Finland",NA,NA
2020-02-09,"2020-W06","FI","Finland",NA,NA
2020-02-10,"2020-W07","FI","Finland",NA,NA
2020-02-11,"2020-W07","FI","Finland",NA,NA
2020-02-12,"2020-W07","FI","Finland",NA,NA
2020-02-13,"2020-W07","FI","Finland",NA,NA
2020-02-14,"2020-W07","FI","Finland",NA,NA
2020-02-15,"2020-W07","FI","Finland",NA,NA
2020-02-16,"2020-W07","FI","Finland",NA,NA
2020-02-17,"2020-W07","FI","Finland",NA,NA
2020-02-18,"2020-W07","FI","Finland",NA,NA
2020-02-19,"2020-W08","FI","Finland",NA,NA
2020-02-20,"2020-W08","FI","Finland",NA,NA
2020-02-21,"2020-W08","FI","Finland",NA,NA
2020-02-22,"2020-W08","FI","Finland",NA,NA
2020-02-23,"2020-W08","FI","Finland",NA,NA
2020-02-24,"2020-W08","FI","Finland",NA,NA
2020-02-25,"2020-W09","FI","Finland",NA,NA
2020-02-26,"2020-W09","FI","Finland",NA,NA
2020-02-27,"2020-W09","FI","Finland",NA,NA
2020-02-28,"2020-W09","FI","Finland",NA,NA
2020-02-29,"2020-W09","FI","Finland",NA,NA
2020-03-01,"2020-W09","FI","Finland",NA,NA
2020-03-02,"2020-W10","FI","Finland",NA,NA
2020-03-03,"2020-W10","FI","Finland",NA,NA
2020-03-04,"2020-W10","FI","Finland",NA,NA
2020-03-05,"2020-W10","FI","Finland",NA,NA
2020-03-06,"2020-W10","FI","Finland",NA,NA
2020-03-07,"2020-W10","FI","Finland",NA,NA
2020-03-08,"2020-W10","FI","Finland",NA,NA
2020-03-09,"2020-W11","FI","Finland",NA,NA
2020-03-10,"2020-W11","FI","Finland",NA,NA
2020-03-11,"2020-W11","FI","Finland",NA,NA
2020-03-12,"2020-W11","FI","Finland",NA,NA
2020-03-13,"2020-W11","FI","Finland",NA,NA
2020-03-14,"2020-W11","FI","Finland",NA,NA
2020-03-15,"2020-W11","FI","Finland",NA,NA
2020-03-16,"2020-W12","FI","Finland",NA,NA
2020-03-17,"2020-W12","FI","Finland",NA,NA
2020-03-18,"2020-W12","FI","Finland",NA,NA
2020-03-19,"2020-W12","FI","Finland",NA,NA
2020-03-20,"2020-W12","FI","Finland",NA,NA
2020-03-21,"2020-W12","FI","Finland",0,0
2020-03-22,"2020-W12","FI","Finland",NA,NA
2020-03-23,"2020-W13","FI","Finland",NA,NA
2020-03-24,"2020-W13","FI","Finland",NA,NA
2020-03-25,"2020-W13","FI","Finland",82,22
2020-03-26,"2020-W13","FI","Finland",96,24
2020-03-27,"2020-W13","FI","Finland",108,32
2020-03-28,"2020-W13","FI","Finland",112,31
2020-03-29,"2020-W13","FI","Finland",134,41
2020-03-30,"2020-W14","FI","Finland",143,49
2020-03-31,"2020-W14","FI","Finland",137,56
2020-04-01,"2020-W14","FI","Finland",159,62
2020-04-02,"2020-W14","FI","Finland",160,65
2020-04-03,"2020-W14","FI","Finland",180,72
2020-04-04,"2020-W14","FI","Finland",187,73
2020-04-05,"2020-W14","FI","Finland",209,76
2020-04-06,"2020-W15","FI","Finland",228,81
2020-04-07,"2020-W15","FI","Finland",231,83
2020-04-08,"2020-W15","FI","Finland",239,82
2020-04-09,"2020-W15","FI","Finland",244,82
2020-04-10,"2020-W15","FI","Finland",236,81
2020-04-11,"2020-W15","FI","Finland",235,80
2020-04-12,"2020-W15","FI","Finland",235,77
2020-04-13,"2020-W16","FI","Finland",230,74
2020-04-14,"2020-W16","FI","Finland",232,75
2020-04-15,"2020-W16","FI","Finland",226,75
2020-04-16,"2020-W16","FI","Finland",215,76
2020-04-17,"2020-W16","FI","Finland",208,73
2020-04-18,"2020-W16","FI","Finland",199,70
2020-04-19,"2020-W16","FI","Finland",192,68
2020-04-20,"2020-W17","FI","Finland",209,67
2020-04-21,"2020-W17","FI","Finland",202,63
2020-04-22,"2020-W17","FI","Finland",199,63
2020-04-23,"2020-W17","FI","Finland",206,60
2020-04-24,"2020-W17","FI","Finland",199,61
2020-04-25,"2020-W17","FI","Finland",190,60
2020-04-26,"2020-W17","FI","Finland",189,62
2020-04-27,"2020-W18","FI","Finland",187,56
2020-04-28,"2020-W18","FI","Finland",200,56
2020-04-29,"2020-W18","FI","Finland",208,51
2020-04-30,"2020-W18","FI","Finland",187,48
2020-05-01,"2020-W18","FI","Finland",185,49
2020-05-02,"2020-W18","FI","Finland",182,52
2020-05-03,"2020-W18","FI","Finland",185,49
2020-05-04,"2020-W19","FI","Finland",197,49
2020-05-05,"2020-W19","FI","Finland",195,48
2020-05-06,"2020-W19","FI","Finland",188,44
2020-05-07,"2020-W19","FI","Finland",174,44
2020-05-08,"2020-W19","FI","Finland",169,45
2020-05-09,"2020-W19","FI","Finland",161,45
2020-05-10,"2020-W19","FI","Finland",162,45
2020-05-11,"2020-W20","FI","Finland",161,44
2020-05-12,"2020-W20","FI","Finland",152,34
2020-05-13,"2020-W20","FI","Finland",157,35
2020-05-14,"2020-W20","FI","Finland",143,33
2020-05-15,"2020-W20","FI","Finland",118,32
2020-05-16,"2020-W20","FI","Finland",120,30
