"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"2020-W06",2020-02-03,"BE","Belgium",NA,NA,NA
"2020-W06",2020-02-04,"BE","Belgium",NA,NA,NA
"2020-W06",2020-02-05,"BE","Belgium",NA,NA,NA
"2020-W06",2020-02-06,"BE","Belgium",NA,NA,NA
"2020-W06",2020-02-07,"BE","Belgium",NA,NA,NA
"2020-W06",2020-02-08,"BE","Belgium",NA,NA,NA
"2020-W06",2020-02-09,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-10,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-11,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-12,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-13,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-14,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-15,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-16,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-17,"BE","Belgium",NA,NA,NA
"2020-W07",2020-02-18,"BE","Belgium",NA,NA,NA
"2020-W08",2020-02-19,"BE","Belgium",NA,NA,NA
"2020-W08",2020-02-20,"BE","Belgium",NA,NA,NA
"2020-W08",2020-02-21,"BE","Belgium",NA,NA,NA
"2020-W08",2020-02-22,"BE","Belgium",NA,NA,NA
"2020-W08",2020-02-23,"BE","Belgium",NA,NA,NA
"2020-W08",2020-02-24,"BE","Belgium",NA,NA,NA
"2020-W09",2020-02-25,"BE","Belgium",NA,NA,NA
"2020-W09",2020-02-26,"BE","Belgium",NA,NA,NA
"2020-W09",2020-02-27,"BE","Belgium",NA,NA,NA
"2020-W09",2020-02-28,"BE","Belgium",NA,NA,NA
"2020-W09",2020-02-29,"BE","Belgium",NA,NA,NA
"2020-W09",2020-03-01,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-02,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-03,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-04,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-05,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-06,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-07,"BE","Belgium",NA,NA,NA
"2020-W10",2020-03-08,"BE","Belgium",NA,NA,NA
"2020-W11",2020-03-09,"BE","Belgium",NA,NA,13.3036312016941
"2020-W11",2020-03-10,"BE","Belgium",NA,NA,13.3036312016941
"2020-W11",2020-03-11,"BE","Belgium",NA,NA,13.3036312016941
"2020-W11",2020-03-12,"BE","Belgium",NA,NA,13.3036312016941
"2020-W11",2020-03-13,"BE","Belgium",NA,NA,13.3036312016941
"2020-W11",2020-03-14,"BE","Belgium",NA,NA,13.3036312016941
"2020-W11",2020-03-15,"BE","Belgium",266,54,13.3036312016941
"2020-W12",2020-03-16,"BE","Belgium",370,79,13.3036312016941
"2020-W12",2020-03-17,"BE","Belgium",497,100,13.3036312016941
"2020-W12",2020-03-18,"BE","Belgium",650,131,13.3036312016941
"2020-W12",2020-03-19,"BE","Belgium",844,165,13.3036312016941
"2020-W12",2020-03-20,"BE","Belgium",1101,228,13.3036312016941
"2020-W12",2020-03-21,"BE","Belgium",1384,290,13.3036312016941
"2020-W12",2020-03-22,"BE","Belgium",1646,322,13.3036312016941
"2020-W13",2020-03-23,"BE","Belgium",1883,385,30.4743940453505
"2020-W13",2020-03-24,"BE","Belgium",2140,474,30.4743940453505
"2020-W13",2020-03-25,"BE","Belgium",2721,612,30.4743940453505
"2020-W13",2020-03-26,"BE","Belgium",3077,690,30.4743940453505
"2020-W13",2020-03-27,"BE","Belgium",3650,789,30.4743940453505
"2020-W13",2020-03-28,"BE","Belgium",4089,867,30.4743940453505
"2020-W13",2020-03-29,"BE","Belgium",4480,942,30.4743940453505
"2020-W14",2020-03-30,"BE","Belgium",4897,1021,30.9370531356982
"2020-W14",2020-03-31,"BE","Belgium",4989,1088,30.9370531356982
"2020-W14",2020-04-01,"BE","Belgium",5220,1144,30.9370531356982
"2020-W14",2020-04-02,"BE","Belgium",5383,1205,30.9370531356982
"2020-W14",2020-04-03,"BE","Belgium",5513,1245,30.9370531356982
"2020-W14",2020-04-04,"BE","Belgium",5531,1261,30.9370531356982
"2020-W14",2020-04-05,"BE","Belgium",5620,1267,30.9370531356982
"2020-W15",2020-04-06,"BE","Belgium",5759,1260,24.5209317884244
"2020-W15",2020-04-07,"BE","Belgium",5715,1276,24.5209317884244
"2020-W15",2020-04-08,"BE","Belgium",5616,1285,24.5209317884244
"2020-W15",2020-04-09,"BE","Belgium",5636,1278,24.5209317884244
"2020-W15",2020-04-10,"BE","Belgium",5663,1262,24.5209317884244
"2020-W15",2020-04-11,"BE","Belgium",5437,1232,24.5209317884244
"2020-W15",2020-04-12,"BE","Belgium",5441,1234,24.5209317884244
"2020-W16",2020-04-13,"BE","Belgium",5554,1226,16.7779390877009
"2020-W16",2020-04-14,"BE","Belgium",5532,1204,16.7779390877009
"2020-W16",2020-04-15,"BE","Belgium",5331,1182,16.7779390877009
"2020-W16",2020-04-16,"BE","Belgium",5181,1150,16.7779390877009
"2020-W16",2020-04-17,"BE","Belgium",5088,1119,16.7779390877009
"2020-W16",2020-04-18,"BE","Belgium",4892,1081,16.7779390877009
"2020-W16",2020-04-19,"BE","Belgium",4940,1071,16.7779390877009
"2020-W17",2020-04-20,"BE","Belgium",4996,1079,12.2386423522147
"2020-W17",2020-04-21,"BE","Belgium",4765,1020,12.2386423522147
"2020-W17",2020-04-22,"BE","Belgium",4527,993,12.2386423522147
"2020-W17",2020-04-23,"BE","Belgium",4355,970,12.2386423522147
"2020-W17",2020-04-24,"BE","Belgium",4195,934,12.2386423522147
"2020-W17",2020-04-25,"BE","Belgium",3957,901,12.2386423522147
"2020-W17",2020-04-26,"BE","Belgium",3968,903,12.2386423522147
"2020-W18",2020-04-27,"BE","Belgium",3976,876,7.7779103679196
