"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth"
1,"2020-03-22",0.025,0,0,0,0.025,0
2,"2020-03-23",0.0225,0,0,0,0.0225,0
3,"2020-03-24",0.0225,0,0,0,0.0225,0
4,"2020-03-25",0.0225,0,0,0,0.0225,0
5,"2020-03-26",0.0225,0,0,0,0.0225,0
6,"2020-03-27",0.0225,0,0,0,0.0225,0
7,"2020-03-28",0.0225,0,0,0,0.0225,0
8,"2020-03-29",0.0215384615384615,0,0,0,0.0215384615384615,0
9,"2020-03-30",0.0223880597014925,0,0,0,0.0223880597014925,0
10,"2020-03-31",0.0223880597014925,0,0,0,0.0223880597014925,0
11,"2020-04-01",0.0264550264550265,0,0,0,0.0264550264550265,0
12,"2020-04-02",0.0307692307692308,0,0,0,0.0307692307692308,0
13,"2020-04-03",0.0307692307692308,0,0,0,0.0307692307692308,0
14,"2020-04-04",0.0364444444444444,0,0,0,0.0364444444444444,0
15,"2020-04-05",0.0364444444444444,0,0,0,0.0364444444444444,0
16,"2020-04-06",0.0364444444444444,0,0,0,0.0370702682720033,0
17,"2020-04-07",0.0354243542435424,0,0,0,0.036527805058643,0
18,"2020-04-08",0.0343642611683849,0,0,0,0.0357946923806259,0
19,"2020-04-09",0.0325714285714286,0,0,0,0.0368255823162059,0
20,"2020-04-10",0.0351485148514852,0,0,0,0.0372644253290319,0
21,"2020-04-11",0.0351485148514852,0,0,0,0.037594504909024,0
22,"2020-04-12",0.0385786802030457,0,0,0,0.0386577751465685,0
23,"2020-04-13",0.0354838709677419,0,0,0,0.0387189083819656,0
24,"2020-04-14",0.0397479398933592,0,0,0,0.0397338370720597,0
25,"2020-04-15",0.0403945514325975,0,0,0,0.0406464412279535,0
26,"2020-04-16",0.0356043956043956,0,0,0,0.0383619408535058,0
27,"2020-04-17",0.0370697263901147,0,0,0,0.0379386633667076,0
28,"2020-04-18",0.0369068541300527,0,0,0,0.0378694110893855,0
29,"2020-04-19",0.0418825561312608,0,0,0,0.0416053280991462,0
30,"2020-04-20",0.0464316423043852,0,0,0,0.0428476070858083,0
31,"2020-04-21",0.0442820292347378,0,0,0,0.0438568148174074,0
32,"2020-04-22",0.0442820292347378,0,0,0,0.0445104293090261,0
33,"2020-04-23",0.0442820292347378,0,0,0,0.0451644005911676,0
34,"2020-04-24",0.0460017196904557,0,0,0,0.0460875520954344,0
35,"2020-04-25",0.0460017196904557,0,0,0,0.0468672497151572,0
36,"2020-04-26",0.0460017196904557,0,0,0,0.0471480906119321,0
37,"2020-04-27",0.0464316423043852,0,0,0,0.0475989948043687,0
38,"2020-04-28",0.0464316423043852,0,0,0,0.0479251033268499,0
39,"2020-04-29",0.0468615649183147,0,0,0,0.0482437752050156,0
40,"2020-04-30",0.0468615649183147,0,0,0,0.0484687479592818,0
41,"2020-05-01",0.0489228007181329,0,0,0,0.0490383074584201,0
42,"2020-05-02",0.0489228007181329,0,0,0,0.0494842389373275,0
43,"2020-05-03",0.0489228007181329,0,0,0,0.0498200163464979,0
44,"2020-05-04",0.0489228007181329,0,0,0,0.0492714613373146,0
45,"2020-05-05",0.0489228007181329,0,0,0,0.049142780710894,0
46,"2020-05-06",0.0489228007181329,0,0,0,0.0491895088887433,0
47,"2020-05-07",0.0489228007181329,0,0,0,0.0492154735438936,0
48,"2020-05-08",0.0489228007181329,0,0,0,0.0491663414130595,0
49,"2020-05-09",0.0489228007181329,0,0,0,0.049085387625358,0
50,"2020-05-10",0.0489228007181329,0,0,0,0.0492761010501273,0
51,"2020-05-11",0.0489228007181329,0,0,0,0.0490756427521461,0
52,"2020-05-12",0.0489228007181329,0,0,0,0.0508001886063485,0
53,"2020-05-13",0.0489228007181329,0,0,0,0.0508282559830371,0
54,"2020-05-14",0.0489228007181329,0,0,0,0.0508777164178072,0
55,"2020-05-15",0.0489228007181329,0,0,0,0.0509106089553791,0
56,"2020-05-16",0.0489228007181329,0,0,0,0.0509306141439806,0
57,"2020-05-17",0.0489228007181329,0,0,0,0.0509404388650205,0
58,"2020-05-18",0.0489228007181329,0,0,0,0.0509424062797812,0
59,"2020-05-19",0.0489228007181329,0,0,0,0.0490471303422316,0
60,"2020-05-20",0.0489228007181329,0,0,0,0.0490284286040474,0
61,"2020-05-21",0.0489228007181329,0,0,0,0.049015733523219,0
62,"2020-05-22",0.0489228007181329,0,0,0,0.0495784879780882,0
63,"2020-05-23",0.0489228007181329,0,0,0,0.0495525836569789,0
64,"2020-05-24",0.0489228007181329,0,0,0,0.0495090150580028,0
65,"2020-05-25",0.0489228007181329,0,0,0,0.0494377676313754,0
66,"2020-05-26",0.0489228007181329,0,0,0,0.0493268242535235,0
67,"2020-05-27",0.0489228007181329,0,0,0,0.0495651904307122,0
68,"2020-05-28",0.0489228007181329,0,0,0,0.0495604238762684,0
69,"2020-05-29",0.0489228007181329,0,0,0,0.0495469108684207,0
70,"2020-05-30",0.0489228007181329,0,0,0,0.0489998260881199,0
71,"2020-05-31",0.0489228007181329,0,0,0,0.0489955443291078,0
72,"2020-06-01",0.0489228007181329,0,0,0,0.0489984783714666,0
73,"2020-06-02",0.0498204667863555,0,0,0,0.0490739634622782,0
74,"2020-06-03",0.0498204667863555,0,0,0,0.0498767262477618,0
75,"2020-06-04",0.0475059382422803,0,0,0,0.0490264106496804,0
76,"2020-06-05",0.0472320975114271,0,0,0,0.0489605804950443,0
77,"2020-06-06",0.052662037037037,0,0,0,0.0504020854795985,0
78,"2020-06-07",0.0517821116341627,0,0,0,0.0514630753135301,0
79,"2020-06-08",0.0519673348181143,0,0,0,0.0522409815249195,0
80,"2020-06-09",0.0459965928449744,0,0,0,0.049642412258162,0
81,"2020-06-10",0.0394190871369295,0,0,0,0.0488749447904798,0
82,"2020-06-11",0.0389863547758285,0,0,0,0.0486297382344635,0
83,"2020-06-12",0.0389863547758285,0,0,0,0.0484549408317019,0
84,"2020-06-13",0.0389863547758285,0,0,0,0.0482993517957671,0
85,"2020-06-14",0.0386473429951691,0,0,0,0.0479044347701032,0
86,"2020-06-15",0.0386473429951691,0,0,0,0.047724290188735,0
87,"2020-06-16",0.0386473429951691,0,0,0,0.0475560993388132,0
88,"2020-06-17",0.0382165605095541,0,0,0,0.0473918271730511,0
89,"2020-06-18",0.0377906976744186,0,0,0,0.0472192531192062,0
90,"2020-06-19",0.0368852459016393,0,0,0,0.0470269752534917,0
