"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth"
91,"2020-06-20",0.0368852459016393,0,0,0,0.0468353827760084,0
92,"2020-06-21",0.0371900826446281,0,0,0,0.0466526944721045,0
93,"2020-06-22",0.0371900826446281,0,0,0,0.0464734952867389,0
94,"2020-06-23",0.0371900826446281,0,0,0,0.0462980305489293,0
95,"2020-06-24",0.0371900826446281,0,0,0,0.0461329146472437,0
96,"2020-06-25",0.0371900826446281,0,0,0,0.0460514682457037,0
97,"2020-06-26",0.0371900826446281,0,0,0,0.0458750581207851,0
98,"2020-06-27",0.0371900826446281,0,0,0,0.0457803084059401,0
99,"2020-06-28",0.0371900826446281,0,0,0,0.0456609992447362,0
100,"2020-06-29",0.0371900826446281,0,0,0,0.0455889587742066,0
101,"2020-06-30",0.0371900826446281,0,0,0,0.0454597894581681,0
102,"2020-07-01",0.0371900826446281,0,0,0,0.0453283194777838,0
103,"2020-07-02",0.0371900826446281,0,0,0,0.0451948009514196,0
104,"2020-07-03",0.0371900826446281,0,0,0,0.0450606206590715,0
105,"2020-07-04",0.0371900826446281,0,0,0,0.0449945551030606,0
106,"2020-07-05",0.0371900826446281,0,0,0,0.0448087720918184,0
107,"2020-07-06",0.0371900826446281,0,0,0,0.0446869531216973,0
108,"2020-07-07",0.0371900826446281,0,0,0,0.0445785064464873,0
109,"2020-07-08",0.0371900826446281,0,0,0,0.0445437999517282,0
110,"2020-07-09",0.0371900826446281,0,0,0,0.044450294508751,0
111,"2020-07-10",0.0371900826446281,0,0,0,0.0443597068766106,0
112,"2020-07-11",0.0371900826446281,0,0,0,0.044271752811823,0
113,"2020-07-12",0.0371900826446281,0,0,0,0.044186144448856,0
114,"2020-07-13",0.0371900826446281,0,0,0,0.0441026156932933,0
115,"2020-07-14",0.0371900826446281,0,0,0,0.0440209276763111,0
116,"2020-07-15",0.0371900826446281,0,0,0,0.0439408736453166,0
117,"2020-07-16",0.0371900826446281,0,0,0,0.043862246945474,0
118,"2020-07-17",0.0371900826446281,0,0,0,0.0437850058282908,0
119,"2020-07-18",0.0371900826446281,0,0,0,0.0437088884525276,0
120,"2020-07-19",0.0371900826446281,0,0,0,0.0436336505246684,0
121,"2020-07-20",0.0371900826446281,0,0,0,0.0435597746278181,0
122,"2020-07-21",0.0371900826446281,0,0,0,0.0434864412770263,0
123,"2020-07-22",0.0371900826446281,0,0,0,0.0434141564175898,0
124,"2020-07-23",0.0315315315315315,0,0,0,0.0432791809362338,0
125,"2020-07-24",0.0315315315315315,0,0,0,0.0431449696352933,0
126,"2020-07-25",0.0315315315315315,0,0,0,0.0430549568878662,0
127,"2020-07-26",0.0315315315315315,0,0,0,0.0429061552713367,0
128,"2020-07-27",0.0161290322580645,0,0,0,0.0426331476951339,0
129,"2020-07-28",0.0161290322580645,0,0,0,0.0405685135318967,0
130,"2020-07-29",0.0161290322580645,0,0,0,0.0397143095882528,0
131,"2020-07-30",0.00617800896246308,0,0,0,0.0393971593606858,0
132,"2020-07-31",0.00560777292996954,0,0,0,0.0391411671814111,0
133,"2020-08-01",0.00560777292996954,0,0,0,0.0388890351922781,0
134,"2020-08-02",0.0055080995660901,0,0,0,0.0386399191169867,0
135,"2020-08-03",0.00547282519318832,0,0,0,0.0383942369473597,0
136,"2020-08-04",0.00575245470294814,0,0,0,0.0381542225457476,0
137,"2020-08-05",0.00575245470294814,0,0,0,0.0379177123182116,0
138,"2020-08-06",0.00575245470294814,0,0,0,0.0376846301867071,0
139,"2020-08-07",0.00575245470294814,0,0,0,0.0374549020017257,0
140,"2020-08-08",0.00217052241328772,0,0,0,0.0372028711301699,0
141,"2020-08-09",0.00217052241328772,0,0,0,0.0369544136179041,0
142,"2020-08-10",0.00217052241328772,0,0,0,0.0367094574152194,0
143,"2020-08-11",0.00217052241328772,0,0,0,0.0364679262080269,0
144,"2020-08-12",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0362371659921232,4.14996754781529e-05
145,"2020-08-13",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0360095900819591,4.14996754781529e-05
146,"2020-08-14",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0357851305204451,4.14996754781529e-05
147,"2020-08-15",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0355637243501197,4.14996754781529e-05
148,"2020-08-16",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0353453112734316,4.14996754781529e-05
149,"2020-08-17",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0351298292931984,4.14996754781529e-05
150,"2020-08-18",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0349172209514483,4.14996754781529e-05
151,"2020-08-19",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.034707427997351,4.14996754781529e-05
152,"2020-08-20",0.00323853906626415,4.14996754781529e-05,0,8.29993509563059e-05,0.0345003961497178,4.14996754781529e-05
153,"2020-08-21",0.00335490090142838,8.21856318292833e-05,0,0.000164371263658567,0.0342968304394503,8.21856318292833e-05
154,"2020-08-22",0.00335490090142838,8.21856318292833e-05,0,0.000164371263658567,0.0340959094620639,8.21856318292833e-05
155,"2020-08-23",0.00335490090142838,8.21856318292833e-05,0,0.000164371263658567,0.0338975799130549,8.21856318292833e-05
156,"2020-08-24",0.00293100390082209,7.83196538783758e-05,0,0.000156639307756752,0.0336990763638336,7.83196538783758e-05
157,"2020-08-25",0.00293100390082209,7.83196538783758e-05,0,0.000156639307756752,0.0335031011882912,7.83196538783758e-05
158,"2020-08-26",0.00290134818284187,7.75272204165595e-05,0,0.000155054440833119,0.0333094191555808,7.75272204165595e-05
159,"2020-08-27",0.00290134818284187,7.75272204165595e-05,0,0.000155054440833119,0.0331181734102985,7.75238897710609e-05
160,"2020-08-28",0.00290134818284187,7.75272204165595e-05,0,0.000155054440833119,0.0329293181584414,7.75219754272178e-05
161,"2020-08-29",0.00290134818284187,7.75272204165595e-05,0,0.000155054440833119,0.0327428097709419,7.75518920946043e-05
162,"2020-08-30",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0326134134160142,7.28151327931511e-05
163,"2020-08-31",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0324856055157435,7.21096171864384e-05
164,"2020-09-01",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0323593567870829,7.22401779235877e-05
165,"2020-09-02",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0322346371250176,7.26531126706811e-05
166,"2020-09-03",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0321114212869973,7.25884993886322e-05
167,"2020-09-04",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0319896803350588,7.25688581500835e-05
168,"2020-09-05",0.0117807188419365,7.26085750124878e-05,0,0.000145217150024976,0.0318693892732793,7.26079936564934e-05
169,"2020-09-06",0.0246860179973618,0,0,0,0.0318268838179956,2.80523500773879e-05
170,"2020-09-07",0.0246860179973618,0,0,0,0.0317848784012887,4.15308710382926e-06
171,"2020-09-08",0.0246860179973618,0,0,0,0.0317433648362468,1.01185844028089e-09
172,"2020-09-09",0.0246860179973618,0,0,0,0.0317023340667325,2.22044604925031e-16
173,"2020-09-10",0.0246860179973618,0,0,0,0.0316617770118851,2.4090836319475e-09
174,"2020-09-11",0.0246860179973618,0,0,0,0.0316216862435193,2.22044604925031e-16
175,"2020-09-12",0.0246860179973618,0,0,0,0.0315820541537007,2.22044604925031e-16
176,"2020-09-13",0.0246860179973618,0,0,0,0.0315428718716342,7.02248169189387e-11
177,"2020-09-14",0.0246860179973618,0,0,0,0.0315041325479881,2.22044604925031e-16
178,"2020-09-15",0.0246860179973618,0,0,0,0.031465828473275,2.22044604925031e-16
179,"2020-09-16",0.0246860179973618,0,0,0,0.0314279519194636,2.22044604925031e-16
180,"2020-09-17",0.0246860179973618,0,0,0,0.0313904967310074,1.7478713955561e-14
181,"2020-09-18",0.0246860179973618,0,0,0,0.0313534554120369,2.22044604925031e-16
182,"2020-09-19",0.0614457216146825,0,0,0,0.0315187985927005,2.22044604925031e-16
183,"2020-09-20",0.12,0,0,0,0.0320023027254745,2.22044604925031e-16
184,"2020-09-21",0.12,0,0,0,0.0324805503971591,2.22044604925031e-16
185,"2020-09-22",0.12,0,0,0,0.0329536287306196,2.22044604925031e-16
186,"2020-09-23",0.12,0,0,0,0.0334216208389854,2.22044604925031e-16
187,"2020-09-24",0.0403317640165683,0,0,0,0.0334585733806219,2.22044604925031e-16
188,"2020-09-25",0.0403317640165683,0,0,0,0.0334951337984677,2.22044604925031e-16
189,"2020-09-26",0.00550754780266119,0,0,0,0.033347050548905,2.22044604925031e-16
190,"2020-09-27",0.00550754780266119,0,0,0,0.0332005266616064,2.22044604925031e-16
191,"2020-09-28",0.00550754780266119,0,0,0,0.0330555366213711,2.22044604925031e-16
192,"2020-09-29",0.00550754780266119,0,0,0,0.0329120584737365,2.22044604925031e-16
193,"2020-09-30",0.00642884215013564,0.000153549057912409,0,0.000153549057912409,0.032774839242604,0.000153485877859661
194,"2020-10-01",0.00642884215013564,0.000153549057912409,0,0.000153549057912409,0.032639035857224,0.000153564810235007
195,"2020-10-02",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0325047171663309,0.000156584399891853
196,"2020-10-03",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0323717700684712,0.000159870403277471
197,"2020-10-04",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0322401723835177,0.000156463448967131
198,"2020-10-05",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0321099279447752,0.000155604474226056
199,"2020-10-06",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0319811517081366,0.000152929186244065
200,"2020-10-07",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0318532701159761,0.000152351026968097
201,"2020-10-08",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0317268631973388,0.000151909329915634
202,"2020-10-09",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0316017335928011,0.000153310897784459
203,"2020-10-10",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0314783338693483,0.000152495839341511
204,"2020-10-11",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.031355071410702,0.000158180583870257
205,"2020-10-12",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.031233420970185,0.000158488909545853
206,"2020-10-13",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0311188547135712,0.000158495881991606
207,"2020-10-14",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0309941720671715,0.00015904386289202
208,"2020-10-15",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0308761719479476,0.000159469531710199
209,"2020-10-16",0.00644708560256088,0.000156589633316615,0,0.000156589633316615,0.0307597531623577,0.000156574181767732
210,"2020-10-17",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0306712797349567,0.000145884976982841
211,"2020-10-18",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0305855148082832,0.000141791258020849
212,"2020-10-19",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0304981035764127,0.000141587152959068
213,"2020-10-20",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0304128836300808,0.000142803420599517
214,"2020-10-21",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0303278908352177,0.000143912561262066
215,"2020-10-22",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0302436952316363,0.000144618672460924
216,"2020-10-23",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0301604378837377,0.000144486003252723
217,"2020-10-24",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0300785163330475,0.000143863198616741
218,"2020-10-25",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0299964044373361,0.000144812007317727
219,"2020-10-26",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0299154838548224,0.000144571219092431
220,"2020-10-27",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0298356394408259,0.000144289950039569
221,"2020-10-28",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0297578297911114,0.000144218098897649
222,"2020-10-29",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0296786898510424,0.000144332186343236
223,"2020-10-30",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0295996929142061,0.00014457917092555
224,"2020-10-31",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0295221089019159,0.000145046599039346
225,"2020-11-01",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0294452652555337,0.000145442405562891
226,"2020-11-02",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0293694258854325,0.000145765165083399
227,"2020-11-03",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0292950741089525,0.000146000901713493
228,"2020-11-04",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0292195296865432,0.000146088548078175
229,"2020-11-05",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.029146530194633,0.000145881702581768
230,"2020-11-06",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0290748371522255,0.0001452303565166
231,"2020-11-07",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0290005270155981,0.000144791398833881
232,"2020-11-08",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0289290658095661,0.000144469028753753
233,"2020-11-09",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0288559463451578,0.000144263529480742
234,"2020-11-10",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0287851272934472,0.000144105288714785
235,"2020-11-11",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0287149296355593,0.000143968112117608
236,"2020-11-12",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0286451299775706,0.000143853166044769
237,"2020-11-13",0.0122816151332367,0.000144544276907645,0,0.000144544276907645,0.0285816465335039,0.000143769670699356
238,"2020-11-14",0.0143039759443038,0.00014184352434958,0,0.00014184352434958,0.0285162799626873,0.000141732493502775
239,"2020-11-15",0.0143039759443038,0.00014184352434958,0,0.00014184352434958,0.0284567814718951,0.000140746417623835
240,"2020-11-16",0.0143039759443038,0.00014184352434958,0,0.00014184352434958,0.0283996575983315,0.00014042990350869
241,"2020-11-17",0.0143039759443038,0.00014184352434958,0,0.00014184352434958,0.0283404181323291,0.000140484021391761
242,"2020-11-18",0.0143039759443038,0.00014184352434958,0,0.0405005879189684,0.0282815428206937,0.000140720075602329
243,"2020-11-19",0.0143039759443038,0.00014184352434958,0,0.0405005879189684,0.0282244583758608,0.000141023889292264
244,"2020-11-20",0.142857142857143,0,0,0.428571428571429,0.0286936279706953,6.3907742849662e-05
245,"2020-11-21",0.142857142857143,0,0,0.428571428571429,0.0291596016338302,2.69761657466703e-05
246,"2020-11-22",0.142857142857143,0,0,0.428571428571429,0.0296217875426517,7.48649289493814e-06
247,"2020-11-23",0.142857142857143,0,0,0.428571428571429,0.0300802301659071,7.66110052674234e-07
248,"2020-11-24",0.142857142857143,0,0,0.428571428571429,0.030534976309338,7.90926886818909e-09
249,"2020-11-25",0.142857142857143,0,0,0.428571428571429,0.0309860699637627,1.59385101335239e-13
250,"2020-11-26",0.142857142857143,0,0,0.428571428571429,0.0314335533687044,2.22044604925031e-16
