"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape"
"1",2020-09-10,"nearFuture",2020-09-11,2020-09-28,0.158907024093101,237.903064045563,87728.0466860999,296.189207578703,0.143676750540046
"2",2020-09-10,"farFuture",2020-11-09,2020-11-25,0.274410615319096,336.135503683982,143946.428316992,379.402725763788,0.23054859745662
"3",2020-09-10,"nearFar",2020-09-11,2020-11-25,0.21500876840287,285.615963298509,115034.117763962,339.166799324406,0.185871647613811
"4",2020-09-11,"nearFuture",2020-09-12,2020-10-29,0.553265145818034,782.321759259258,705861.990826473,840.155932447348,0.407401196448849
"5",2020-09-11,"farFuture",2020-10-30,2020-11-25,0.798043033344715,992.592592592592,1061153.24005487,1030.12292473028,0.540256156508307
"6",2020-09-11,"nearFar",2020-09-12,2020-11-25,0.641385185327639,858.019259259258,833766.840548695,913.108339984197,0.455228982070254
"7",2020-09-12,"nearFuture",2020-09-13,2020-11-10,0.588667705920976,812.127945431997,752841.217160387,867.664230656299,0.427120846786403
"8",2020-09-12,"farFuture",2020-09-13,2020-11-25,0.641944507094328,856.307514831905,830563.613281187,911.352628394294,0.455603242676742
"9",2020-09-12,"nearFar",2020-09-13,2020-11-25,0.618310437400887,836.70905923345,796085.257107299,892.236099419486,0.442968194875764
"10",2020-09-13,"nearFuture",2020-09-14,2020-11-11,0.60694691210414,827.855625893403,777748.405866881,881.900451222745,0.43752376669256
"11",2020-09-13,"farFuture",2020-09-14,2020-11-25,0.64709669626673,861.696814655883,835987.801213766,914.323685143159,0.459177471748043
"12",2020-09-13,"nearFar",2020-09-14,2020-11-25,0.629150959406178,846.570828769623,809956.55632387,899.975864300744,0.449498921761122
"13",2020-09-14,"nearFuture",2020-09-15,2020-10-02,0.219895086144358,319.455030297369,150592.603241526,388.062627988738,0.187060604302221
"14",2020-09-14,"farFuture",2020-11-13,2020-11-25,0.506487175100747,653.534929826409,467843.863146247,683.991127973344,0.388436628107471
"15",2020-09-14,"nearFar",2020-09-15,2020-11-25,0.340078865384134,459.553052680515,283633.454169312,532.572487244048,0.271508614285068
"16",2020-09-15,"nearFuture",2020-09-16,2020-11-13,0.62528312366851,837.256231306082,795055.128144977,891.658638799051,0.446532581865887
"17",2020-09-15,"farFuture",2020-09-16,2020-11-25,0.64952308445558,860.595691797846,831630.352794971,911.9376912898,0.460915539034279
"18",2020-09-15,"nearFar",2020-09-16,2020-11-25,0.638521871482987,850.003167420815,815030.827761512,902.790578019904,0.45438788924247
"19",2020-09-16,"nearFuture",2020-09-17,2020-11-03,0.56108243609215,786.543120155036,700993.423179191,837.253499950398,0.41466672721868
"20",2020-09-16,"farFuture",2020-11-04,2020-11-25,0.827157528640518,994.268498942915,1072916.98228772,1035.81706024168,0.551940286409119
"21",2020-09-16,"nearFar",2020-09-17,2020-11-25,0.644706036607352,851.828239202655,817883.684613299,904.369219187219,0.45780984582139
"22",2020-09-17,"nearFuture",2020-09-18,2020-10-05,0.153592682043879,239.985589841292,89113.6902351911,298.519162257955,0.147607563504819
