"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape"
"1",2020-09-10,"nearFuture",2020-09-11,2020-09-22,0.309320482890435,539.386858208901,401370.367187997,633.537976121398,0.379249022798565
"2",2020-09-10,"farFuture",2020-11-10,2020-11-23,0.94073511943016,17299.1867897521,316815539.778354,17799.312901861,1.77677784880412
"3",2020-09-10,"nearFar",2020-09-11,2020-11-23,0.649312979488748,9563.89451365526,170778230.819355,13068.2145230079,1.13176454449386
"4",2020-09-11,"nearFuture",2020-09-12,2020-09-25,0.325269967258391,601.504489274446,477437.757500642,690.968709494606,0.402937371058621
"5",2020-09-11,"farFuture",2020-11-04,2020-11-25,0.939088882472344,17128.7046698059,308455709.026669,17562.9071917684,1.77076325675216
"6",2020-09-11,"nearFar",2020-09-12,2020-11-25,0.700381526555807,10701.4601551548,188686381.310881,13736.316147748,1.23883096787134
"7",2020-09-12,"nearFuture",2020-09-13,2020-09-24,0.320438696545,578.502268190338,444279.501074392,666.542947659333,0.393683485097904
"8",2020-09-12,"farFuture",2020-11-12,2020-11-23,0.936707578462994,17459.9933893871,324411079.001046,18011.4152414808,1.76241220348628
"9",2020-09-12,"nearFar",2020-09-13,2020-11-23,0.628573137503997,9019.24782878873,162427679.25106,12744.7118151436,1.07804784429209
"10",2020-09-13,"nearFuture",2020-09-14,2020-09-25,0.333969755332146,618.44651241436,463931.673616668,681.125299498314,0.409338882708178
"11",2020-09-13,"farFuture",2020-11-13,2020-11-23,0.932770035861703,17103.6217240963,312441098.253747,17676.0034581844,1.74860158008608
"12",2020-09-13,"nearFar",2020-09-14,2020-11-23,0.620352498194108,8502.66074408835,149670402.646722,12233.9855585464,1.04985582493239
"13",2020-09-14,"nearFuture",2020-09-15,2020-09-26,0.354497091220027,697.569919139302,574700.774953755,758.090215577114,0.439224667332577
"14",2020-09-14,"farFuture",2020-11-14,2020-11-23,0.932074116435863,16612.327967751,295470967.14895,17189.2689533019,1.74621278878097
"15",2020-09-14,"nearFar",2020-09-15,2020-11-23,0.617032102681771,7931.55085032642,134618458.217679,11602.5194771515,1.03331017708185
"16",2020-09-15,"nearFuture",2020-09-16,2020-09-22,0.266763098181655,517.28869599084,353768.330084742,594.784271887499,0.321711517335965
"17",2020-09-15,"farFuture",2020-11-15,2020-11-18,0.924014009668229,13797.1897068347,196431939.944381,14015.417936843,1.72059207731934
"18",2020-09-15,"nearFar",2020-09-16,2020-11-18,0.505763429631319,5346.34360902498,71654921.6443743,8464.92301467499,0.830395357329921
"19",2020-09-16,"nearFuture",2020-09-17,2020-09-23,0.230935248912685,447.20366093538,281448.83491608,530.517516125603,0.271879634077016
"20",2020-09-16,"farFuture",2020-11-16,2020-11-18,0.92606536475893,13217.3684981159,181427596.35636,13469.5061660166,1.72494392325828
"21",2020-09-16,"nearFar",2020-09-17,2020-11-18,0.439474283666559,4278.25311208953,54625293.0913493,7390.8925774462,0.707798920831395
"22",2020-09-17,"nearFuture",2020-09-18,2020-09-24,0.194928800244608,374.150790844585,189709.703551017,435.556774199435,0.219629564167734
"23",2020-09-17,"farFuture",2020-11-17,2020-11-18,0.912506105417161,14578.0823386547,214216591.80956,14636.1399217676,1.67839096967367
"24",2020-09-17,"nearFar",2020-09-18,2020-11-18,0.354390423616287,3530.58002369127,47751239.060442,6910.22713522804,0.543798765391275
"25",2020-09-18,"nearFuture",2020-09-19,2020-09-25,0.294778996412462,576.463827232212,427669.789436095,653.964669868407,0.357072394199956
"26",2020-09-18,"farFuture",2020-11-18,2020-11-18,0.929116899784119,16316.2218771089,266219096.343047,16316.2218771089,1.73523496560328
"27",2020-09-18,"nearFar",2020-09-19,2020-11-18,0.374071234333919,2543.9335834668,33651598.1086375,5800.99975078758,0.529342715625371
"28",2020-09-19,"nearFuture",2020-09-20,2020-09-26,0.283111643574584,571.809111908373,440249.497802799,663.51299746335,0.341718081919594
"29",2020-09-19,"nearFar",2020-09-20,2020-09-26,0.283111643574584,571.809111908373,440249.497802799,663.51299746335,0.341718081919594
"30",2020-09-20,"nearFuture",2020-09-21,2020-09-27,0.292909740375111,584.90545235231,440803.559465088,663.93038751445,0.354342150727917
"31",2020-09-20,"nearFar",2020-09-21,2020-09-27,0.292909740375111,584.90545235231,440803.559465088,663.93038751445,0.354342150727917
"32",2020-09-22,"nearFuture",2020-09-23,2020-09-29,0.334345349007553,637.799671623461,477677.500764252,691.142171166144,0.40873505469285
"33",2020-09-22,"nearFar",2020-09-23,2020-09-29,0.334345349007553,637.799671623461,477677.500764252,691.142171166144,0.40873505469285
"34",2020-09-23,"nearFuture",2020-09-24,2020-09-30,0.309698263027706,598.882075099198,441214.93880174,664.240121342982,0.375351992955545
"35",2020-09-23,"nearFar",2020-09-24,2020-09-30,0.309698263027706,598.882075099198,441214.93880174,664.240121342982,0.375351992955545
"36",2020-09-24,"nearFuture",2020-09-25,2020-10-01,0.289637685388327,571.188212841215,410902.49696922,641.016768087403,0.349404886717423
"37",2020-09-24,"nearFar",2020-09-25,2020-10-01,0.289637685388327,571.188212841215,410902.49696922,641.016768087403,0.349404886717423
"38",2020-09-25,"nearFuture",2020-09-26,2020-10-02,0.326778365873367,680.99175441175,564581.814355658,751.386594474281,0.400039658094137
"39",2020-09-25,"nearFar",2020-09-26,2020-10-02,0.326778365873367,680.99175441175,564581.814355658,751.386594474281,0.400039658094137
"40",2020-09-26,"nearFuture",2020-09-27,2020-10-03,0.26976968444906,574.139136567838,414397.072721934,643.73680392062,0.318873844302851
"41",2020-09-26,"nearFar",2020-09-27,2020-10-03,0.26976968444906,574.139136567838,414397.072721934,643.73680392062,0.318873844302851
"42",2020-09-27,"nearFuture",2020-09-28,2020-10-04,0.311853588277496,700.314300873028,599169.153567386,774.060174383999,0.380589888863631
"43",2020-09-27,"nearFar",2020-09-28,2020-10-04,0.311853588277496,700.314300873028,599169.153567386,774.060174383999,0.380589888863631
"44",2020-09-28,"nearFuture",2020-09-29,2020-10-05,0.271375667526935,610.755494953948,474388.72426728,688.758828812582,0.322328122605123
"45",2020-09-28,"nearFar",2020-09-29,2020-10-05,0.271375667526935,610.755494953948,474388.72426728,688.758828812582,0.322328122605123
"46",2020-09-29,"nearFuture",2020-09-30,2020-10-06,0.29950369779993,685.0523688216,619390.745490603,787.013815311144,0.360757458643766
"47",2020-09-29,"nearFar",2020-09-30,2020-10-06,0.29950369779993,685.0523688216,619390.745490603,787.013815311144,0.360757458643766
"48",2020-09-30,"nearFuture",2020-10-01,2020-10-07,0.345105434657103,840.476076079509,863147.448689577,929.057290316145,0.432432311258279
"49",2020-09-30,"nearFar",2020-10-01,2020-10-07,0.345105434657103,840.476076079509,863147.448689577,929.057290316145,0.432432311258279
"50",2020-10-01,"nearFuture",2020-10-02,2020-10-08,0.393396792150184,1076.22803697017,1444257.32936364,1201.77257805445,0.501389188218223
