"","cutoff","date","lag","predType","fit_resp","right_lwr","right_upr","strawman","scaled_abs_err"
"1",2020-09-11,2020-09-12,1,"nearFuture",3.52697644265372,1.43873461656038,8.64618303045619,0,0.41217052419596
"2",2020-09-11,2020-09-13,2,"nearFuture",1.249108315563,0.501559155251405,3.11084259488106,0,0.791815148770309
"3",2020-09-11,2020-09-14,3,"nearFuture",0.900682306163647,0.482879243315666,1.67998237212684,0,0.849886140658369
"4",2020-09-11,2020-09-15,4,"nearFuture",3.84877832137684,1.49018392980556,9.94044712925684,0,0.358536886681045
"5",2020-09-11,2020-09-16,5,"nearFuture",1.07638519724145,0.44532823302793,2.6016879391697,0,0.820602330359369
"6",2020-09-11,2020-09-17,6,"nearFuture",0.821952854644786,0.275576407438817,2.45161224626499,0,0.863007713724583
"7",2020-09-11,2020-09-18,7,"nearFuture",1.73611330339425,0.486197758906254,6.19930747727626,0,0.710647664326347
"8",2020-09-11,2020-11-10,60,"farFuture",2279.25110335442,105.901787062521,49054.7490862962,NA,NA
"9",2020-09-11,2020-11-11,61,"farFuture",1979.47340555649,59.5197502552822,65832.1808559278,NA,NA
"10",2020-09-11,2020-11-12,62,"farFuture",31571.4111210568,527.981269283194,1887858.63848544,NA,NA
"11",2020-09-11,2020-11-13,63,"farFuture",6073.00473473176,120.422521732381,306266.518733407,NA,NA
"12",2020-09-11,2020-11-14,64,"farFuture",48838.7405232159,482.575903615475,4942688.92836099,NA,NA
"13",2020-09-11,2020-11-15,65,"farFuture",337.410893925971,17.7885855523835,6399.95299259016,NA,NA
"14",2020-09-11,2020-11-16,66,"farFuture",5040.93350212907,122.213051648027,207923.869261286,NA,NA
"15",2020-09-11,2020-11-17,67,"farFuture",3921.18192679742,90.7204957576704,169483.947090784,NA,NA
"16",2020-09-11,2020-09-12,1,"nearFar",3.52697644265372,1.43873461656038,8.64618303045619,NA,NA
"17",2020-09-11,2020-09-13,2,"nearFar",1.249108315563,0.501559155251405,3.11084259488106,NA,NA
"18",2020-09-11,2020-09-14,3,"nearFar",0.900682306163647,0.482879243315666,1.67998237212684,NA,NA
"19",2020-09-11,2020-09-15,4,"nearFar",3.84877832137684,1.49018392980556,9.94044712925684,NA,NA
"20",2020-09-11,2020-09-16,5,"nearFar",1.07638519724145,0.44532823302793,2.6016879391697,NA,NA
"21",2020-09-11,2020-09-17,6,"nearFar",0.821952854644786,0.275576407438817,2.45161224626499,NA,NA
"22",2020-09-11,2020-09-18,7,"nearFar",1.73611330339425,0.486197758906254,6.19930747727626,NA,NA
"23",2020-09-11,2020-09-12,1,"nearFar",3.52697644265372,1.43873461656038,8.64618303045619,NA,NA
"24",2020-09-11,2020-09-13,2,"nearFar",1.249108315563,0.501559155251405,3.11084259488106,NA,NA
"25",2020-09-11,2020-09-14,3,"nearFar",0.900682306163647,0.482879243315666,1.67998237212684,NA,NA
"26",2020-09-11,2020-09-15,4,"nearFar",3.84877832137684,1.49018392980556,9.94044712925684,NA,NA
"27",2020-09-11,2020-09-16,5,"nearFar",1.07638519724145,0.44532823302793,2.6016879391697,NA,NA
"28",2020-09-11,2020-09-17,6,"nearFar",0.821952854644786,0.275576407438817,2.45161224626499,NA,NA
"29",2020-09-11,2020-09-18,7,"nearFar",1.73611330339425,0.486197758906254,6.19930747727626,NA,NA
"30",2020-09-26,2020-09-27,1,"nearFuture",4.08830258057972,0.892531457732703,18.7267550578373,0,0.707978336531567
"31",2020-09-26,2020-09-28,2,"nearFuture",401.535592111296,62.5343763168862,2578.27520202886,0,27.6811117450131
"32",2020-09-26,2020-09-29,3,"nearFuture",1.36752885523502,0.231033276090626,8.09465719200911,0,0.902319303031834
"33",2020-09-26,2020-09-30,4,"nearFuture",155.98108924625,24.1673274384679,1006.73524055952,0,10.1415056503389
"34",2020-09-26,2020-10-01,5,"nearFuture",12.1213295188546,2.33577637940178,62.9026950526346,0,0.134190739068187
"35",2020-09-26,2020-10-02,6,"nearFuture",87.0123836791302,18.5287447967537,408.616719404039,0,5.21516989028288
"36",2020-09-26,2020-10-03,7,"nearFuture",20.9483387810269,7.99225652041296,54.9072588653597,0,0.496309877479784
"37",2020-09-26,2020-09-27,1,"nearFar",4.08830258057972,0.892531457732703,18.7267550578373,NA,NA
"38",2020-09-26,2020-09-28,2,"nearFar",401.535592111296,62.5343763168862,2578.27520202886,NA,NA
