"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape"
"1",2020-09-10,"nearFuture",2020-09-11,2020-09-24,0.215712241157657,5595.07957559955,40631638.5148367,6374.29513866723,0.212389428003824
"2",2020-09-10,"farFuture",2020-11-01,2020-11-25,0.312025406402478,9010.98912210174,151569094.774817,12311.3400885045,0.386558908801059
"3",2020-09-10,"nearFar",2020-09-11,2020-11-25,0.277451449647927,7784.76518233172,111745392.527645,10570.9693277222,0.324036531078975
"4",2020-09-11,"nearFuture",2020-09-12,2020-09-25,0.226877112732526,7019.86566429949,70337367.2632016,8386.73758163456,0.258767335374854
"5",2020-09-11,"farFuture",2020-11-06,2020-11-25,0.574206235797633,16100.2650236397,340997095.018697,18466.1066556732,0.831527174109538
"6",2020-09-11,"nearFar",2020-09-12,2020-11-25,0.431188361594354,12361.2770521467,229548971.825258,15150.87363241,0.595684887571727
"7",2020-09-12,"nearFuture",2020-09-13,2020-09-26,0.195890827812433,5605.74190115503,47390191.3021741,6884.05340640048,0.209852970401632
"8",2020-09-12,"farFuture",2020-11-07,2020-11-25,0.462336871647319,13825.0816590908,276850219.462714,16638.8166485094,0.637296308454232
"9",2020-09-12,"nearFar",2020-09-13,2020-11-25,0.349299156081004,10338.089034512,179503540.849152,13397.8931496393,0.455956710492523
"10",2020-09-13,"nearFuture",2020-09-14,2020-09-27,0.193743136050763,4614.17782074396,32427823.693378,5694.54332614811,0.185971302645784
"11",2020-09-13,"farFuture",2020-11-04,2020-11-25,0.337327626878988,10288.0444156061,182480941.264224,13508.5506722307,0.434652647726202
"12",2020-09-13,"nearFar",2020-09-14,2020-11-25,0.281489213779123,8081.54073982638,124126951.097784,11141.2275399879,0.337943235750484
"13",2020-09-14,"nearFuture",2020-09-15,2020-09-28,0.128766480380607,3827.91065825401,35128544.7079723,5926.93383698285,0.141722326304917
"14",2020-09-14,"farFuture",2020-11-05,2020-11-25,0.320165316070903,9424.78043325753,139835581.404756,11825.2095712827,0.388122959791158
"15",2020-09-14,"nearFar",2020-09-15,2020-11-25,0.243605781794784,7186.03252325612,97952766.7260426,9897.10900849549,0.289562706396661
"16",2020-09-15,"nearFuture",2020-09-16,2020-09-29,0.140307341343383,4389.29742667631,38869097.0378319,6234.50856426005,0.159687240254711
"17",2020-09-15,"farFuture",2020-11-06,2020-11-25,0.437408104679598,12888.3229584467,249675533.649937,15801.1244425812,0.597327909447694
"18",2020-09-15,"nearFar",2020-09-16,2020-11-25,0.315072496247039,9388.72421007067,162872883.280247,12762.1660888835,0.417122928015289
"19",2020-09-16,"nearFuture",2020-09-17,2020-09-30,0.158312296637713,3911.58461830898,23371850.036524,4834.44412901049,0.159794281760956
"20",2020-09-16,"farFuture",2020-11-06,2020-11-25,0.316240596412282,9852.20597438366,162617261.235884,12752.1473186238,0.394712243757152
"21",2020-09-16,"nearFar",2020-09-17,2020-11-25,0.251211296505106,7406.06776894115,105280915.447912,10260.6488804516,0.297981318229307
"22",2020-09-17,"nearFuture",2020-09-18,2020-10-01,0.147958771994406,3866.06291899281,25076117.0305129,5007.60591805235,0.153880099945088
"23",2020-09-17,"farFuture",2020-11-07,2020-11-25,0.34360899055701,10757.3923627289,183321554.893929,13539.6290530401,0.438509227901246
"24",2020-09-17,"nearFar",2020-09-18,2020-11-25,0.26060586753045,7833.79805326508,116187126.709449,10779.013253051,0.317757476647118
"25",2020-09-18,"nearFuture",2020-09-19,2020-10-02,0.13029191864228,3629.85602623321,26614366.2389348,5158.91134241855,0.140351540077783
"26",2020-09-18,"farFuture",2020-11-09,2020-11-25,0.410767998498552,12643.4183983323,227573587.894527,15085.5423467149,0.541220384739309
"27",2020-09-18,"nearFar",2020-09-19,2020-11-25,0.284101381789267,8572.77732706177,136817810.372647,11696.9145663567,0.360182841988943
"28",2020-09-19,"nearFuture",2020-09-20,2020-10-03,0.139433525837036,3671.74736790507,24246921.224572,4924.11628869303,0.147465644591262
"29",2020-09-19,"farFuture",2020-11-10,2020-11-25,0.394094859792163,12580.6587360392,223169046.959177,14938.8435616408,0.513842384839487
"30",2020-09-19,"nearFar",2020-09-20,2020-11-25,0.275252903946437,8423.16676424329,130338721.616362,11416.5985134085,0.342866572723649
"31",2020-09-20,"nearFuture",2020-09-21,2020-10-04,0.136201069496479,3484.33592238965,23043001.3679128,4800.31263230977,0.142810597886107
"32",2020-09-20,"farFuture",2020-11-11,2020-11-25,0.422883474137725,13513.4335043347,241286821.428357,15533.4098455026,0.552670756883416
"33",2020-09-20,"nearFar",2020-09-21,2020-11-25,0.284485071897123,8671.80018891293,135927735.881935,11658.8050795069,0.354807231850232
"34",2020-09-21,"nearFuture",2020-09-22,2020-10-05,0.169247764879837,3902.21805407602,26819654.2776643,5178.76957178675,0.16413548368465
"35",2020-09-21,"farFuture",2020-11-14,2020-11-25,0.227924938525533,7054.59307052667,74677214.5531487,8641.59791665574,0.266046707266625
"36",2020-09-21,"nearFar",2020-09-22,2020-11-25,0.196329537331697,5357.16036936094,48907759.0201956,6993.40825493518,0.211171433030177
"37",2020-09-22,"nearFuture",2020-09-23,2020-10-06,0.191693777575164,4206.50109627138,28060686.895708,5297.2338909763,0.184516438510623
"38",2020-09-22,"farFuture",2020-11-15,2020-11-25,0.255829928582449,7849.33678624838,87566980.4921414,9357.72303993559,0.30446642898808
"39",2020-09-22,"nearFar",2020-09-23,2020-11-25,0.219913684018369,5809.34879986126,54243456.0781387,7365.01568756908,0.237294434320704
"40",2020-09-23,"nearFuture",2020-09-24,2020-10-07,0.239190049358157,5327.96877799087,49970482.9499968,7068.98033311713,0.216603469444995
"41",2020-09-23,"farFuture",2020-11-16,2020-11-25,0.175638617767194,4721.95266910158,36357814.7231061,6029.74416730147,0.187319067546304
"42",2020-09-23,"nearFar",2020-09-24,2020-11-25,0.212710286195256,5075.46206595367,44298537.855459,6655.71467653617,0.20440163532054
"43",2020-09-24,"nearFuture",2020-09-25,2020-10-08,0.224940288660071,4799.39558816482,43075904.9510646,6563.22367065641,0.206008393389717
"44",2020-09-24,"farFuture",2020-11-17,2020-11-25,0.209889861932615,6274.42658612516,55677582.7316809,7461.74126673398,0.236376797556589
"45",2020-09-24,"nearFar",2020-09-25,2020-11-25,0.21905099124498,5376.58163084495,48006996.2565232,6928.70812320184,0.217891681976754
"46",2020-09-25,"nearFuture",2020-09-26,2020-10-09,0.236548926129157,4510.46617607902,40569329.960111,6369.40577763036,0.207065629065669
"47",2020-09-25,"farFuture",2020-11-18,2020-11-25,0.213588961086485,6655.08270099697,59876581.0420914,7737.99593189938,0.23946790864176
"48",2020-09-25,"nearFar",2020-09-26,2020-11-25,0.228199847931822,5290.32673059464,47590148.5353766,6898.56133808902,0.218848276184248
"49",2020-09-26,"nearFuture",2020-09-27,2020-10-10,0.215935782836251,4518.29493683264,43838338.1730104,6621.0526484095,0.198480349149921
"50",2020-09-26,"farFuture",2020-11-24,2020-11-25,0.154368514607318,4263.00717773129,27736111.9968271,5266.50852053114,0.168969165646298
"51",2020-09-26,"nearFar",2020-09-27,2020-11-25,0.208239874307635,4486.38396694497,41825559.9009875,6467.26834923274,0.194791451211968
"52",2020-09-27,"nearFuture",2020-09-28,2020-10-11,0.247200397843355,4700.51667998104,42346768.3435006,6507.43946137808,0.215229684852138
"53",2020-09-27,"farFuture",2020-11-25,2020-11-25,0.161415787087968,5020.03097843579,25200711.024455,5020.03097843579,0.175587047853859
"54",2020-09-27,"nearFar",2020-09-28,2020-11-25,0.241481423792995,4721.81763321136,41203697.8555642,6419.01066018465,0.212586842385586
"55",2020-09-28,"nearFuture",2020-09-29,2020-10-12,0.257403328768972,4867.31879557704,43668777.330393,6608.2355686214,0.225673497348696
"56",2020-09-28,"nearFar",2020-09-29,2020-10-12,0.257403328768972,4867.31879557704,43668777.330393,6608.2355686214,0.225673497348696
"57",2020-09-29,"nearFuture",2020-09-30,2020-10-13,0.278727901877913,5274.59156261418,49125182.5051819,7008.93590391451,0.247320456658256
"58",2020-09-29,"nearFar",2020-09-30,2020-10-13,0.278727901877913,5274.59156261418,49125182.5051819,7008.93590391451,0.247320456658256
"59",2020-09-30,"nearFuture",2020-10-01,2020-10-14,0.398165514428702,5587.78545910675,60851285.3705525,7800.72338764505,0.289042704010478
"60",2020-09-30,"nearFar",2020-10-01,2020-10-14,0.398165514428702,5587.78545910675,60851285.3705525,7800.72338764505,0.289042704010478
"61",2020-10-01,"nearFuture",2020-10-02,2020-10-15,0.377591543213172,5627.11643540715,58943822.839375,7677.48805530657,0.286768509653734
"62",2020-10-01,"nearFar",2020-10-02,2020-10-15,0.377591543213172,5627.11643540715,58943822.839375,7677.48805530657,0.286768509653734
"63",2020-10-02,"nearFuture",2020-10-03,2020-10-16,0.393784023125529,5912.63449148995,60883647.7694461,7802.79743229607,0.299920288222857
"64",2020-10-02,"nearFar",2020-10-03,2020-10-16,0.393784023125529,5912.63449148995,60883647.7694461,7802.79743229607,0.299920288222857
"65",2020-10-03,"nearFuture",2020-10-04,2020-10-17,0.376334997765373,5925.0837204497,64527185.4258578,8032.88151449141,0.295989513501175
"66",2020-10-03,"nearFar",2020-10-04,2020-10-17,0.376334997765373,5925.0837204497,64527185.4258578,8032.88151449141,0.295989513501175
"67",2020-10-04,"nearFuture",2020-10-05,2020-10-18,0.386133959771688,5999.15852846179,64561584.5571019,8035.02237439958,0.301450772620466
"68",2020-10-04,"nearFar",2020-10-05,2020-10-18,0.386133959771688,5999.15852846179,64561584.5571019,8035.02237439958,0.301450772620466
"69",2020-10-05,"nearFuture",2020-10-06,2020-10-19,0.30828233958963,6275.39570382975,69211963.8956781,8319.372806629,0.28494472485727
"70",2020-10-05,"nearFar",2020-10-06,2020-10-19,0.30828233958963,6275.39570382975,69211963.8956781,8319.372806629,0.28494472485727
"71",2020-10-06,"nearFuture",2020-10-07,2020-10-20,0.29397712470643,5837.07564822027,65821631.6146427,8113.05316232075,0.262567039106186
"72",2020-10-06,"nearFar",2020-10-07,2020-10-20,0.29397712470643,5837.07564822027,65821631.6146427,8113.05316232075,0.262567039106186
"73",2020-10-07,"nearFuture",2020-10-08,2020-10-21,0.294696684919666,4142.26692678094,34122238.0466667,5841.42431660864,0.215788525612719
"74",2020-10-07,"nearFar",2020-10-08,2020-10-21,0.294696684919666,4142.26692678094,34122238.0466667,5841.42431660864,0.215788525612719
"75",2020-10-08,"nearFuture",2020-10-09,2020-10-22,0.310898647864482,4167.52838374385,37345202.8322683,6111.07215079877,0.220049254150182
"76",2020-10-08,"nearFar",2020-10-09,2020-10-22,0.310898647864482,4167.52838374385,37345202.8322683,6111.07215079877,0.220049254150182
"77",2020-10-09,"nearFuture",2020-10-10,2020-10-23,0.308101370694178,4269.68349912432,38074023.9427772,6170.41521639972,0.219463692512271
"78",2020-10-09,"nearFar",2020-10-10,2020-10-23,0.308101370694178,4269.68349912432,38074023.9427772,6170.41521639972,0.219463692512271
"79",2020-10-10,"nearFuture",2020-10-11,2020-10-24,0.317912403435512,4549.76045522796,39107710.3888467,6253.61578519553,0.230287669515212
"80",2020-10-10,"nearFar",2020-10-11,2020-10-24,0.317912403435512,4549.76045522796,39107710.3888467,6253.61578519553,0.230287669515212
"81",2020-10-11,"nearFuture",2020-10-12,2020-10-25,0.349072614018413,5125.27803077495,45288579.1560777,6729.67897867928,0.255395235227016
"82",2020-10-11,"nearFar",2020-10-12,2020-10-25,0.349072614018413,5125.27803077495,45288579.1560777,6729.67897867928,0.255395235227016
"83",2020-10-12,"nearFuture",2020-10-13,2020-10-26,0.321358582467679,4896.9880348839,45491329.3371528,6744.72603870259,0.236444573574776
"84",2020-10-12,"nearFar",2020-10-13,2020-10-26,0.321358582467679,4896.9880348839,45491329.3371528,6744.72603870259,0.236444573574776
"85",2020-10-13,"nearFuture",2020-10-14,2020-10-27,0.291871642305136,5331.08649417821,49752582.0695525,7053.55102551562,0.281604848528702
"86",2020-10-13,"nearFar",2020-10-14,2020-10-27,0.291871642305136,5331.08649417821,49752582.0695525,7053.55102551562,0.281604848528702
"87",2020-10-14,"nearFuture",2020-10-15,2020-10-28,0.19269379191294,4803.95876356505,41698836.8268691,6457.46365277182,0.231584661058387
"88",2020-10-14,"nearFar",2020-10-15,2020-10-28,0.19269379191294,4803.95876356505,41698836.8268691,6457.46365277182,0.231584661058387
"89",2020-10-15,"nearFuture",2020-10-16,2020-10-29,0.221336594039331,5587.83585658254,51057790.757725,7145.47344531662,0.269473193519308
"90",2020-10-15,"nearFar",2020-10-16,2020-10-29,0.221336594039331,5587.83585658254,51057790.757725,7145.47344531662,0.269473193519308
