"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","basisdim","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth"
"1",2020-09-10,"nearFuture",2020-09-11,2020-09-17,0.410203187049706,252.482471245525,79415.9022528552,281.808272151218,0.544917239977053,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"2",2020-09-11,"nearFuture",2020-09-12,2020-09-18,0.308228980661175,196.547410465097,54291.5729906897,233.005521373829,0.39207732187712,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"3",2020-09-12,"nearFuture",2020-09-13,2020-09-19,0.320987707470686,210.566444789403,59244.9346451016,243.402823823187,0.367061224714821,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"4",2020-09-13,"nearFuture",2020-09-14,2020-09-20,0.318176913778259,217.257693976609,64593.3674848699,254.15225256698,0.398909354490546,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"5",2020-09-14,"nearFuture",2020-09-15,2020-09-21,0.251909647434686,163.189490841213,36476.4528130129,190.988095998188,0.286969691646915,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"6",2020-09-15,"nearFuture",2020-09-16,2020-09-22,0.249618597501867,156.275225658875,38544.7235488202,196.328101780718,0.252924635533803,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"7",2020-09-16,"nearFuture",2020-09-17,2020-09-23,0.225405867235238,156.254252711917,37810.4645982422,194.449131132649,0.250551527815788,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"8",2020-09-17,"nearFuture",2020-09-18,2020-09-24,0.179992306406218,128.197173102616,30909.9014918005,175.812119866068,0.192892285143131,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"9",2020-09-18,"nearFuture",2020-09-19,2020-09-25,0.224418008398662,153.255675147209,31651.4221938436,177.908465773396,0.2543586038981,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
"10",2020-09-19,"nearFuture",2020-09-20,2020-09-26,0.222349610721553,159.499991370832,42116.5700241432,205.22321999263,0.267848724030342,7,60,FALSE,0.5,TRUE,0.9,FALSE,NA,2020-09-10,2020-11-10,1,TRUE,TRUE,TRUE,FALSE
