"","cutoff","date","lag","predType","fit_resp","right_lwr","right_upr","strawman","scaled_abs_err"
"1",2020-09-11,2020-09-12,1,"nearFuture",197.261434904327,114.294126715178,340.455584366846,259,2.02897605111161
"2",2020-09-11,2020-09-13,2,"nearFuture",153.963332503374,90.872166425321,260.857737721319,259,2.75061107910025
"3",2020-09-11,2020-09-14,3,"nearFuture",442.746791466095,258.700227245789,757.729219801884,259,2.0624464900608
"4",2020-09-11,2020-09-15,4,"nearFuture",206.537957638864,125.374234603287,340.244772625037,259,1.87436734144614
"5",2020-09-11,2020-09-16,5,"nearFuture",157.68166294336,80.2103546103039,309.978767072914,259,2.68863890613336
"6",2020-09-11,2020-09-17,6,"nearFuture",286.55941766886,151.702722758833,541.2974689008,259,0.540676363174394
"7",2020-09-11,2020-09-18,7,"nearFuture",563.268118075037,352.132501335188,900.998833214175,259,4.07113523339836
"8",2020-09-11,2020-09-19,8,"nearFuture",61.5953413014001,29.2665978268017,129.635364263677,259,4.29007757347537
"9",2020-09-11,2020-11-11,61,"farFuture",24.8807795147515,7.52528859100566,82.263049685773,NA,NA
"10",2020-09-11,2020-11-12,62,"farFuture",170.886898395932,62.2801065694255,468.886995413675,NA,NA
"11",2020-09-11,2020-11-13,63,"farFuture",79.8042989400568,29.4855172477847,215.995062111126,NA,NA
"12",2020-09-11,2020-11-14,64,"farFuture",284.180493935257,60.2090643771621,1341.30224358575,NA,NA
"13",2020-09-11,2020-11-15,65,"farFuture",194.267939728993,72.1345358107697,523.189509468129,NA,NA
"14",2020-09-11,2020-11-16,66,"farFuture",249.324775192105,57.9355363343502,1072.96570391353,NA,NA
"15",2020-09-11,2020-11-17,67,"farFuture",152.228348856466,50.5116451153024,458.774806139613,NA,NA
"16",2020-09-11,2020-11-18,68,"farFuture",130.884615211677,38.8686000378763,440.735773411324,NA,NA
"17",2020-09-11,2020-09-12,1,"nearFar",197.261434904327,114.294126715178,340.455584366846,NA,NA
"18",2020-09-11,2020-09-13,2,"nearFar",153.963332503374,90.872166425321,260.857737721319,NA,NA
"19",2020-09-11,2020-09-14,3,"nearFar",442.746791466095,258.700227245789,757.729219801884,NA,NA
"20",2020-09-11,2020-09-15,4,"nearFar",206.537957638864,125.374234603287,340.244772625037,NA,NA
"21",2020-09-11,2020-09-16,5,"nearFar",157.68166294336,80.2103546103039,309.978767072914,NA,NA
"22",2020-09-11,2020-09-17,6,"nearFar",286.55941766886,151.702722758833,541.2974689008,NA,NA
"23",2020-09-11,2020-09-18,7,"nearFar",563.268118075037,352.132501335188,900.998833214175,NA,NA
"24",2020-09-11,2020-09-19,8,"nearFar",61.5953413014001,29.2665978268017,129.635364263677,NA,NA
"25",2020-09-11,2020-09-12,1,"nearFar",197.261434904327,114.294126715178,340.455584366846,NA,NA
"26",2020-09-11,2020-09-13,2,"nearFar",153.963332503374,90.872166425321,260.857737721319,NA,NA
"27",2020-09-11,2020-09-14,3,"nearFar",442.746791466095,258.700227245789,757.729219801884,NA,NA
"28",2020-09-11,2020-09-15,4,"nearFar",206.537957638864,125.374234603287,340.244772625037,NA,NA
"29",2020-09-11,2020-09-16,5,"nearFar",157.68166294336,80.2103546103039,309.978767072914,NA,NA
"30",2020-09-11,2020-09-17,6,"nearFar",286.55941766886,151.702722758833,541.2974689008,NA,NA
"31",2020-09-11,2020-09-18,7,"nearFar",563.268118075037,352.132501335188,900.998833214175,NA,NA
"32",2020-09-11,2020-09-19,8,"nearFar",61.5953413014001,29.2665978268017,129.635364263677,NA,NA
"33",2020-09-26,2020-09-27,1,"nearFuture",280.533207582906,190.909317680368,412.231741818471,259,0.585899842907579
"34",2020-09-26,2020-09-28,2,"nearFuture",172.166582771543,134.331240203415,220.658516800301,259,2.66987335689585
"35",2020-09-26,2020-09-29,3,"nearFuture",259.014814312699,176.405765559333,380.308851134897,259,0.999715090145887
"36",2020-09-26,2020-09-30,4,"nearFuture",317.939827335785,221.627691601217,456.106062721602,259,0.133458215429354
"37",2020-09-26,2020-10-01,5,"nearFuture",212.041286424081,148.630044220786,302.50618160074,259,1.90305214755513
"38",2020-09-26,2020-10-02,6,"nearFuture",324.308326073698,229.218783042502,458.844990644688,259,0.25592934264939
"39",2020-09-26,2020-10-03,7,"nearFuture",200.097134874556,143.423929423997,279.164457045666,259,2.13274736524417
"40",2020-09-26,2020-09-27,1,"nearFar",280.533207582906,190.909317680368,412.231741818471,NA,NA
"41",2020-09-26,2020-09-28,2,"nearFar",172.166582771543,134.331240203415,220.658516800301,NA,NA
"42",2020-09-26,2020-09-29,3,"nearFar",259.014814312699,176.405765559333,380.308851134897,NA,NA
"43",2020-09-26,2020-09-30,4,"nearFar",317.939827335785,221.627691601217,456.106062721602,NA,NA
"44",2020-09-26,2020-10-01,5,"nearFar",212.041286424081,148.630044220786,302.50618160074,NA,NA
"45",2020-09-26,2020-10-02,6,"nearFar",324.308326073698,229.218783042502,458.844990644688,NA,NA
"46",2020-09-26,2020-10-03,7,"nearFar",200.097134874556,143.423929423997,279.164457045666,NA,NA
"47",2020-09-26,2020-09-27,1,"nearFar",280.533207582906,190.909317680368,412.231741818471,NA,NA
"48",2020-09-26,2020-09-28,2,"nearFar",172.166582771543,134.331240203415,220.658516800301,NA,NA
"49",2020-09-26,2020-09-29,3,"nearFar",259.014814312699,176.405765559333,380.308851134897,NA,NA
"50",2020-09-26,2020-09-30,4,"nearFar",317.939827335785,221.627691601217,456.106062721602,NA,NA
"51",2020-09-26,2020-10-01,5,"nearFar",212.041286424081,148.630044220786,302.50618160074,NA,NA
"52",2020-09-26,2020-10-02,6,"nearFar",324.308326073698,229.218783042502,458.844990644688,NA,NA
"53",2020-09-26,2020-10-03,7,"nearFar",200.097134874556,143.423929423997,279.164457045666,NA,NA
"54",2020-10-11,2020-10-12,1,"nearFuture",233.000955102276,155.458902511809,349.220560555861,259,1.20799234951785
"55",2020-10-11,2020-10-13,2,"nearFuture",549.750454015277,357.447503378636,845.510344409548,259,1.32600362151419
"56",2020-10-11,2020-10-14,3,"nearFuture",499.86238531427,347.546029614468,718.933272030882,259,0.926899075098966
