"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape"
"1",2020-09-11,"nearFuture",2020-09-12,2020-09-18,Inf,7329.4405997986,81511144.6804291,9028.35226829509,1.29249570207651
"2",2020-09-11,"farFuture",2020-11-11,2020-11-17,Inf,78556.0038777318,11708125916.2326,108204.09380533,1.51509619466657
"3",2020-09-11,"nearFar",2020-09-12,2020-11-17,Inf,42942.7222387652,5894818530.45654,76777.7215763566,1.40379594837154
"4",2020-09-12,"nearFuture",2020-09-13,2020-09-19,Inf,8960.62231124526,132362235.301474,11504.8787608333,1.60401570962186
"5",2020-09-12,"farFuture",2020-11-12,2020-11-17,Inf,13323.6970567701,315549309.74157,17763.7076575126,1.66678864785345
"6",2020-09-12,"nearFar",2020-09-13,2020-11-17,Inf,10974.3491168721,216910115.812288,14727.8686785389,1.63298783495952
"7",2020-09-13,"nearFuture",2020-09-14,2020-09-20,Inf,7051.87803003629,98497870.1475488,9924.6093196432,1.21978777998246
"8",2020-09-13,"farFuture",2020-11-12,2020-11-17,Inf,11119.5175310459,238336939.553908,15438.165031956,1.29012334566018
"9",2020-09-13,"nearFar",2020-09-14,2020-11-17,Inf,8929.25010742536,163038979.10433,12768.671783092,1.25225034875679
"10",2020-09-15,"nearFuture",2020-09-16,2020-09-22,Inf,4941.19613224856,59326036.5332446,7702.33967916532,0.789410008796141
"11",2020-09-15,"farFuture",2020-11-15,2020-11-17,Inf,49772.2734000671,4771419678.46227,69075.4636499985,1.37643078859196
"12",2020-09-15,"nearFar",2020-09-16,2020-11-17,Inf,18390.5193125941,1472954129.11195,38379.0845267569,0.965516242734885
"13",2020-09-16,"nearFuture",2020-09-17,2020-09-23,Inf,5707.06476885109,85526621.0972726,9248.06039649788,0.938056278237398
"14",2020-09-16,"farFuture",2020-11-16,2020-11-17,1.13748394056792,18318.7546862091,401289060.503934,20032.2005906474,0.654970889493939
"15",2020-09-16,"nearFar",2020-09-17,2020-11-17,Inf,8509.66252826399,155696052.076531,12477.82240924,0.875148414072185
"16",2020-09-17,"nearFuture",2020-09-18,2020-09-24,Inf,5781.58363991837,84495446.863352,9192.1404941043,0.898350823688887
"17",2020-09-17,"farFuture",2020-11-17,2020-11-17,6.93514998449497,91259.6386459693,8328321645.79289,91259.6386459693,1.55232984259457
"18",2020-09-17,"nearFar",2020-09-18,2020-11-17,Inf,16466.3405156747,1114973721.72954,33391.2222257518,0.980098201052097
"19",2020-09-18,"nearFuture",2020-09-19,2020-09-25,Inf,5638.21677382935,63163096.1151081,7947.52138185913,0.944125247314988
"20",2020-09-18,"nearFar",2020-09-19,2020-09-25,Inf,5638.21677382935,63163096.1151081,7947.52138185913,0.944125247314988
"21",2020-09-19,"nearFuture",2020-09-20,2020-09-26,Inf,6022.59442238477,76290598.1822966,8734.44893409405,0.964803604330604
"22",2020-09-19,"nearFar",2020-09-20,2020-09-26,Inf,6022.59442238477,76290598.1822966,8734.44893409405,0.964803604330604
"23",2020-09-20,"nearFuture",2020-09-21,2020-09-27,Inf,7600.27429541345,123718404.8104,11122.8775418234,1.24775577617319
"24",2020-09-20,"nearFar",2020-09-21,2020-09-27,Inf,7600.27429541345,123718404.8104,11122.8775418234,1.24775577617319
"25",2020-09-21,"nearFuture",2020-09-22,2020-09-28,Inf,5937.5389506955,60919585.9338601,7805.09999512243,1.03011437784606
"26",2020-09-21,"nearFar",2020-09-22,2020-09-28,Inf,5937.5389506955,60919585.9338601,7805.09999512243,1.03011437784606
"27",2020-09-22,"nearFuture",2020-09-23,2020-09-29,Inf,4386.95048559983,29263529.1679406,5409.57754061633,0.86112156662955
