"","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman","scaled_abs_err"
"1",2020-11-10,2020-11-11,1,"nearFuture",35.0466164010641,55.1720853874932,22.2624414599664,62,19,0.626822859816583
"2",2020-11-10,2020-11-12,2,"nearFuture",55.9332036815285,77.5967894500208,40.3176896396518,82,19,0.413758665154172
"3",2020-11-10,2020-11-13,3,"nearFuture",38.210079541955,56.7053735967089,25.7472984656831,78,19,0.674405420061687
"4",2020-11-10,2020-11-14,4,"nearFuture",45.0426924266685,62.2533770534384,32.5901057432096,69,19,0.479146141883708
"5",2020-11-10,2020-11-15,5,"nearFuture",68.9880032803072,91.4995179108501,52.0149690978788,55,19,0.388555635881987
"6",2020-11-10,2020-11-16,6,"nearFuture",89.3546926743817,118.994995407914,67.0974529270179,76,19,0.23429284982612
"7",2020-11-10,2020-11-17,7,"nearFuture",77.8082966401856,115.97985890026,52.1998481758246,91,19,0.183218099674949
"8",2020-11-10,2020-11-11,1,"nearFar",35.0466164010641,55.1720853874932,22.2624414599664,62,NA,NA
"9",2020-11-10,2020-11-12,2,"nearFar",55.9332036815285,77.5967894500208,40.3176896396518,82,NA,NA
"10",2020-11-10,2020-11-13,3,"nearFar",38.210079541955,56.7053735967089,25.7472984656831,78,NA,NA
"11",2020-11-10,2020-11-14,4,"nearFar",45.0426924266685,62.2533770534384,32.5901057432096,69,NA,NA
"12",2020-11-10,2020-11-15,5,"nearFar",68.9880032803072,91.4995179108501,52.0149690978788,55,NA,NA
"13",2020-11-10,2020-11-16,6,"nearFar",89.3546926743817,118.994995407914,67.0974529270179,76,NA,NA
"14",2020-11-10,2020-11-17,7,"nearFar",77.8082966401856,115.97985890026,52.1998481758246,91,NA,NA
