"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape"
"1",2020-09-10,"nearFuture",2020-09-11,2020-09-24,0.403661502646019,589.582426698926,606489.863144861,778.774590715992,0.516575699721452
"2",2020-09-10,"farFuture",2020-11-08,2020-11-24,0.703481857365725,472.8939576129,350882.471344984,592.353333193107,0.640345981026642
"3",2020-09-10,"nearFar",2020-09-11,2020-11-24,0.573559703653853,523.458960883512,461645.674458264,679.445122477352,0.586712192461059
"4",2020-09-11,"nearFuture",2020-09-12,2020-09-25,0.621484887139302,508.969726984395,556534.037816333,746.01208959127,0.419233184315505
"5",2020-09-11,"farFuture",2020-11-11,2020-11-24,22.8124066491979,16432.4948382335,417953480.865245,20443.9106059786,1.66411818634552
"6",2020-09-11,"nearFar",2020-09-12,2020-11-24,11.7169457681686,8470.73228260896,209255007.451531,14465.649223299,1.04167568533051
"7",2020-09-12,"nearFuture",2020-09-13,2020-09-26,0.816015930503074,892.380609484148,1007321.62590386,1003.6541365948,0.841241999505004
"8",2020-09-12,"farFuture",2020-11-10,2020-11-24,3.80477178270233,2078.82709041688,7228844.7913913,2688.65111001619,0.996691121503619
"9",2020-09-12,"nearFar",2020-09-13,2020-11-24,2.36192412991648,1506.0598237597,4225350.84943184,2055.56582220853,0.92164671778015
"10",2020-09-13,"nearFuture",2020-09-14,2020-09-27,0.619958770034351,821.517597239562,964893.001469306,982.289672891508,0.89999235013648
"11",2020-09-13,"farFuture",2020-11-09,2020-11-24,0.983092285624496,696.31233588365,979732.707047946,989.814481126613,0.709503131614464
"12",2020-09-13,"nearFar",2020-09-14,2020-11-24,0.813629978349095,754.741457849742,972807.511111247,986.310048165001,0.798398100258071
"13",2020-09-14,"nearFuture",2020-09-15,2020-09-28,0.902966777174917,736.349471556065,804014.887210874,896.668772296032,0.744701548435435
"14",2020-09-14,"farFuture",2020-11-10,2020-11-24,2.90171712415625,1794.53737090007,5482388.39654686,2341.45006279161,0.978679657561379
"15",2020-09-14,"nearFar",2020-09-15,2020-11-24,1.9737258916292,1303.23584620464,3310286.41006944,1819.41925076917,0.870046964038619
"16",2020-09-15,"nearFuture",2020-09-16,2020-09-29,0.693212892013234,800.338115244204,883633.575304772,940.017859035014,1.12621045458783
"17",2020-09-15,"farFuture",2020-11-15,2020-11-24,4.23498108305328,2807.08874901959,11002555.5049698,3317.01002485217,1.2503436196704
"18",2020-09-15,"nearFar",2020-09-16,2020-11-24,2.23311210550891,1672.83839079872,5283164.84907218,2298.51361733451,1.18018139592808
"19",2020-09-16,"nearFuture",2020-09-17,2020-09-30,0.736672934770881,755.724724750553,768115.78320855,876.422148971915,1.09040668751888
"20",2020-09-16,"farFuture",2020-11-13,2020-11-24,4.31102067869129,2956.78346838714,18225997.2500036,4269.19163894098,1.09883023778611
"21",2020-09-16,"nearFar",2020-09-17,2020-11-24,2.45235985185268,1812.23292169612,9147898.88727016,3024.54936928961,1.09444999164715
"22",2020-09-17,"nearFuture",2020-09-18,2020-10-01,0.675557207993075,712.720675950791,743338.361619973,862.170726492133,0.808593319473392
"23",2020-09-17,"farFuture",2020-11-14,2020-11-24,2.86419357392677,2008.62157739205,6936162.66023519,2633.65955663126,0.974147966286885
"24",2020-09-17,"nearFar",2020-09-18,2020-11-24,1.67868220904602,1306.67525577803,3581716.16515195,1892.5422492383,0.884472532596243
"25",2020-09-18,"nearFuture",2020-09-19,2020-10-02,1.13598858214709,1052.75470990205,1509512.24264184,1228.62209106049,1.43648985964696
"26",2020-09-18,"farFuture",2020-11-17,2020-11-24,17.4098334063329,11578.7007217486,163635172.088716,12791.9964074696,1.75191518839047
"27",2020-09-18,"nearFar",2020-09-19,2020-11-24,7.33554851517027,5062.63890489123,63271668.3744796,7954.34902267178,1.55665188964449
"28",2020-09-19,"nearFuture",2020-09-20,2020-10-03,0.790459721402363,852.433215820357,956841.471369042,978.182739251231,1.49261049455557
"29",2020-09-19,"farFuture",2020-11-19,2020-11-25,72.2781102345932,50605.8820650593,3438134655.30391,58635.6091066163,1.91446745356474
"30",2020-09-19,"nearFar",2020-09-20,2020-11-25,25.8111374010191,18266.140313054,1203969076.31276,34698.2575400085,1.64026043020878
"31",2020-09-20,"nearFuture",2020-09-22,2020-10-04,0.838919831137077,808.506391876097,899538.10706384,948.439827856169,1.51235680321424
"32",2020-09-20,"farFuture",2020-11-20,2020-11-24,7.16542953866843,4684.56269939883,26840995.9836483,5180.82966170943,1.48547881158471
