"","cutoff","predType"
"1",2020-09-11,"nearFuture"
"2",2020-09-11,"farFuture"
"3",2020-09-11,"nearFar"
"4",2020-09-26,"nearFuture"
"5",2020-09-26,"farFuture"
"6",2020-09-26,"nearFar"
"7",2020-10-11,"nearFuture"
"8",2020-10-11,"nearFar"
"9",2020-10-26,"nearFuture"
"10",2020-10-26,"nearFar"
"11",2020-11-10,"nearFuture"
"12",2020-11-10,"nearFar"
