"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman","scaled_abs_err"
"1",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-11,1,"nearFuture",1261.76802126217,NA,NA,1484,1176,0.721532396156821
"2",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-12,2,"nearFuture",1139.56324231201,NA,NA,1630,1176,1.08025717314479
"3",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-13,3,"nearFuture",916.852865996048,NA,NA,948,1176,0.136610236260273
"4",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-14,4,"nearFuture",788.762644114405,NA,NA,927,1176,0.555170101728615
"5",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-15,5,"nearFuture",1195.20198727692,NA,NA,1407,1176,0.916874509983554
"6",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-16,6,"nearFuture",1098.69839762882,NA,NA,1901,1176,1.10662289829594
"7",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-09-17,7,"nearFuture",1530.23651521658,NA,NA,2194,1176,0.652026998164433
"8",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-03,54,"farFuture",93227.0663329708,NA,NA,15352,NA,NA
"9",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-04,55,"farFuture",426716.147756633,NA,NA,17214,NA,NA
"10",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-05,56,"farFuture",984503.955608007,NA,NA,19990,NA,NA
"11",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-06,57,"farFuture",2208484.4046804,NA,NA,21506,NA,NA
"12",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-07,58,"farFuture",2540965.12781935,NA,NA,23399,NA,NA
"13",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-08,59,"farFuture",240528.568112286,NA,NA,16017,NA,NA
"14",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-09,60,"farFuture",87840.3757187725,NA,NA,13363,NA,NA
"15",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-10,61,"farFuture",412762.495216519,NA,NA,15332,NA,NA
"16",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-11,62,"farFuture",1166661.87870354,NA,NA,18487,NA,NA
"17",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-12,63,"farFuture",3530525.92662771,NA,NA,21866,NA,NA
"18",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-13,64,"farFuture",7732155.0207986,NA,NA,23542,NA,NA
"19",7,60,TRUE,0.5,TRUE,0.9,2020-09-10,2020-09-10,1,TRUE,TRUE,TRUE,FALSE,2020-09-10,2020-11-14,65,"farFuture",13654546.4798339,NA,NA,22461,NA,NA
