"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","basisdim","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth"
"1",2020-09-10,"nearFuture",2020-09-11,2020-10-03,0.460983271923151,342.027742095299,163842.750978866,404.774938674402,0.660583252140952,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"2",2020-09-11,"nearFuture",2020-09-12,2020-10-15,Inf,273.982521584933,141622.904340432,376.328187012921,0.315014893139919,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"3",2020-09-12,"nearFuture",2020-09-13,2020-09-26,0.424394613432256,249.497582050635,89651.4497063518,299.418519310933,0.319748150461154,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"4",2020-09-13,"nearFuture",2020-09-14,2020-09-27,0.471013617242254,297.988795834761,133960.059339683,366.005545504004,0.34550466554824,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"5",2020-09-14,"nearFuture",2020-09-15,2020-09-28,0.182148186800337,114.834977859021,18711.8468164734,136.791252704526,0.171123286196812,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"6",2020-09-15,"nearFuture",2020-09-16,2020-10-02,0.241538109093168,168.998525317041,37597.2129520402,193.900007612275,0.258306944501362,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"7",2020-09-16,"nearFuture",2020-09-17,2020-10-03,0.900842357666619,653.642563864193,462847.878560724,680.329242764652,1.7032612693403,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"8",2020-09-17,"nearFuture",2020-09-18,2020-10-01,0.547806087112642,400.685423635185,194901.178615448,441.476135952385,0.804458496437504,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"9",2020-09-18,"nearFuture",2020-09-19,2020-10-05,Inf,1190.10288511405,2240250.01063934,1496.74647507163,0.932744381444985,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"10",2020-09-19,"nearFuture",2020-09-20,2020-10-10,Inf,638.363756946395,571996.290609964,756.304363738544,0.958900812941354,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"11",2020-09-20,"nearFuture",2020-09-21,2020-10-07,Inf,616.957276031053,508647.673583448,713.195396496253,0.801746273935877,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"12",2020-09-21,"nearFuture",2020-09-22,2020-10-12,Inf,470.640711494344,413204.204589022,642.809617685534,0.704504092278836,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"13",2020-09-22,"nearFuture",2020-09-23,2020-10-09,Inf,1.00187568567136e+21,1.69616070519482e+43,4.11844716512767e+21,1.68515003110517,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"14",2020-09-23,"nearFuture",2020-09-24,2020-10-15,Inf,928.555374987769,1095019.98284288,1046.43202495092,1.81165294288733,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"15",2020-09-24,"nearFuture",2020-09-25,2020-10-20,Inf,896.46934940786,1313873.28150697,1146.24311623101,1.043189795562,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"16",2020-09-25,"nearFuture",2020-09-26,2020-10-19,Inf,1034.27548029303,1609499.01559463,1268.66032317348,1.41397322100701,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"17",2020-09-26,"nearFuture",2020-09-27,2020-10-22,Inf,893.144112631758,1226465.17451341,1107.45888163553,0.899549119514267,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"18",2020-09-27,"nearFuture",2020-09-28,2020-10-25,Inf,1145.35845071106,2256522.59835133,1502.17262601584,0.977760844247206,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"19",2020-09-28,"nearFuture",2020-09-29,2020-10-15,Inf,794.242333451401,978957.133218012,989.422626190655,1.16631520617003,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"20",2020-09-29,"nearFuture",2020-09-30,2020-10-27,Inf,1661.80383108393,3557886.7000947,1886.23611992102,1.91610967413172,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"21",2020-09-30,"nearFuture",2020-10-01,2020-10-30,Inf,1638.7704541588,3648893.95608079,1910.20783059875,1.3733943087885,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"22",2020-10-01,"nearFuture",2020-10-02,2020-10-20,Inf,1033.07328043445,1453859.8161252,1205.76109413316,1.09693204282791,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"23",2020-10-02,"nearFuture",2020-10-03,2020-10-19,Inf,713.727790449514,754592.651302436,868.672925388167,0.498570571585103,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"24",2020-10-03,"nearFuture",2020-10-04,2020-10-22,Inf,1538.8939664009,3483973.31679193,1866.54046749379,0.675144918445541,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"25",2020-10-04,"nearFuture",2020-10-05,2020-10-21,Inf,1281.75382683733,2098709.99394703,1448.69251186959,1.35919799372666,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"26",2020-10-05,"nearFuture",2020-10-06,2020-10-22,0.98795083595375,1637.23119539066,3006499.0866298,1733.92591728419,1.95577961696253,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"27",2020-10-06,"nearFuture",2020-10-07,2020-10-25,0.468753392422859,946.171053085264,1256825.79835715,1121.08242264213,0.593079270999325,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"28",2020-10-07,"nearFuture",2020-10-08,2020-11-11,0.764449211570749,2551.12020874186,9225670.9281635,3037.37895695672,1.29504267313046,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"29",2020-10-08,"nearFuture",2020-10-09,2020-11-12,0.781012428135668,2675.71936702479,9871867.71285868,3141.95285019662,1.33348440536803,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"30",2020-10-09,"nearFuture",2020-10-10,2020-11-04,6.59424015518035,20113.6283384642,1209540565.68477,34778.4497309005,0.962408504394891,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"31",2020-10-10,"nearFuture",2020-10-11,2020-11-12,11058.5355607267,50208447.4799622,10591047263595494,102912813.89407,1.65957126164328,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"32",2020-10-11,"nearFuture",2020-10-12,2020-11-05,142.435992729651,501946.867474574,915429469021.543,956780.78420375,1.4861892579693,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"33",2020-10-12,"nearFuture",2020-10-13,2020-11-13,4.76983572802664,20367.4491587595,961536572.002025,31008.6531794276,1.03976720089456,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
"34",2020-10-13,"nearFuture",2020-10-14,2020-11-01,881.244823660492,3615915.49093724,100215458499623,10010767.1284284,1.44681161127627,14,60,FALSE,0.5,TRUE,0.9,TRUE,15,2020-09-10,2020-11-10,1,TRUE,FALSE,FALSE,FALSE
