"date","region","cases","cases_smooth","cum_cases","cum_cases_smooth","deads","deads_smooth","cum_deads","cum_deads_smooth"
2020-02-18,"ESAN",3,0.715459135265704,21,2.90469198431859,0,4.21352016991817e-05,0,0.000112079145908643
2020-02-19,"ESAN",1,0.949296461820834,22,3.85398844613942,0,6.44977936001282e-05,0,0.000176576939508771
2020-02-20,"ESAN",4,1.25957163731299,26,5.11356008345241,0,9.87289774330499e-05,0,0.000275305916941821
2020-02-21,"ESAN",4,1.67127409263487,30,6.78483417608728,0,0.000151127819624215,0,0.000426433736566037
2020-02-22,"ESAN",2,2.21755351920637,32,9.00238769529366,0,0.000231336511933307,0,0.000657770248499343
2020-02-23,"ESAN",2,2.94238579586102,34,11.9447734911547,0,0.000354114678387534,0,0.00101188492688688
2020-02-24,"ESAN",5,3.9041064656136,39,15.8488799567683,0,0.000542055363051208,0,0.00155394028993809
2020-02-25,"ESAN",9,5.18009442922741,48,21.0289743859957,0,0.000829742477694198,0,0.00238368276763228
2020-02-26,"ESAN",9,6.87298100365877,57,27.9019553896545,0,0.00127011473562642,0,0.00365379750325871
2020-02-27,"ESAN",8,9.11888016547829,65,37.0208355551327,0,0.00194420708625449,0,0.0055980045895132
2020-02-28,"ESAN",7,12.0982965898097,72,49.1191321449425,0,0.00297605484050602,0,0.00857405943001922
2020-02-29,"ESAN",8,16.0492219605106,80,65.1683541054531,0,0.00455548767100819,0,0.0131295471010274
2020-03-01,"ESAN",26,21.2692493364488,106,86.4376034419019,0,0.00697301798963474,0,0.0201025650906621
2020-03-02,"ESAN",32,28.1226948315581,138,114.56029827346,0,0.0106732107866315,0,0.0307757758772937
2020-03-03,"ESAN",36,37.0514049915852,174,151.611703265045,0,0.0163363189715838,0,0.0471120948488774
2020-03-04,"ESAN",32,48.5771225082373,206,200.188825773282,0,0.0250031407977783,0,0.0721152356466557
2020-03-05,"ESAN",57,63.2957616315978,263,263.48458740488,0,0.0382660187871425,0,0.110381254433798
2020-03-06,"ESAN",69,81.8595960124721,332,345.344183417352,0,0.0585767083014997,0,0.168957962735298
2020-03-07,"ESAN",73,104.94290182261,405,450.287085239962,0,0.0897623574435767,0,0.258720320178875
2020-03-08,"ESAN",79,133.186278771542,484,583.473364011504,0,0.137821762297476,0,0.396542082476351
2020-03-09,"ESAN",159,167.081803915841,643,750.555167927345,0,0.212222910801922,0,0.608764993278273
2020-03-10,"ESAN",209,206.808376000128,852,957.363543927473,0,0.3280305647643,0,0.936795558042573
2020-03-11,"ESAN",248,252.099593147588,1100,1209.46313707506,0,0.509425394562197,0,1.44622095260477
2020-03-12,"ESAN",305,302.090432418944,1405,1511.553569494,0,0.795577148481974,0,2.24179810108674
2020-03-13,"ESAN",454,355.188058378301,1859,1866.74162787231,2,1.24737216786241,2,3.48917026894915
2020-03-14,"ESAN",392,409.008237020696,2251,2275.749864893,5,1.94909256681082,7,5.43826283575997
2020-03-15,"ESAN",414,460.419616994742,2665,2736.16948188774,4,3.01072932459741,11,8.44899216035738
2020-03-16,"ESAN",544,505.73080077217,3209,3241.90028265991,5,4.56030570586493,16,13.0092978662223
2020-03-17,"ESAN",543,541.385990119713,3752,3783.28627277963,8,6.71860894865008,24,19.7279068148724
2020-03-18,"ESAN",502,565.635324152192,4254,4348.92159693182,5,9.5501039503964,29,29.2780107652688
2020-03-19,"ESAN",530,577.984556849685,4784,4926.9061537815,15,12.9917268118287,44,42.2697375770975
2020-03-20,"ESAN",759,578.834549219961,5543,5505.74070300147,14,16.8402203792095,58,59.1099579563071
2020-03-21,"ESAN",524,569.323949855258,6067,6075.06465285672,18,20.8851216563361,76,79.9950796126432
2020-03-22,"ESAN",496,551.111608469644,6563,6626.17626132637,28,24.9137202301062,104,104.908799842749
2020-03-23,"ESAN",541,526.142106950418,7104,7152.31836827679,29,28.737995944831,133,133.64679578758
2020-03-24,"ESAN",476,496.430269315387,7580,7648.74863759217,36,32.2251304694664,169,165.871926257047
2020-03-25,"ESAN",495,463.873034046843,8075,8112.62167163902,30,35.3148353597948,199,201.186761616842
2020-03-26,"ESAN",445,429.95981718048,8520,8542.5814888195,45,38.0229937902863,244,239.209755407128
2020-03-27,"ESAN",399,395.830917737269,8919,8938.41240655676,48,40.3894447867808,292,279.599200193909
2020-03-28,"ESAN",302,362.415639445674,9221,9300.82804600244,27,42.3876292056576,319,321.986829399566
2020-03-29,"ESAN",322,330.431768326698,9543,9631.25981432914,40,43.994977439958,359,365.981806839524
2020-03-30,"ESAN",306,300.397682348713,9849,9931.65749667785,52,45.2067058607534,411,411.188512700278
2020-03-31,"ESAN",244,272.655054294302,10093,10204.3125509722,47,46.034292684775,458,457.222805385053
2020-04-01,"ESAN",325,247.397321103301,10418,10451.7098720755,43,46.5031099806551,501,503.725915365708
2020-04-02,"ESAN",221,224.699043022591,10639,10676.408915098,53,46.649497912318,554,550.375413278026
2020-04-03,"ESAN",180,204.446440084768,10819,10880.8553551828,43,46.4971588117075,597,596.872572089733
2020-04-04,"ESAN",179,186.326753345236,10998,11067.182108528,51,46.0246734603932,648,642.897245550127
2020-04-05,"ESAN",167,170.054776712795,11165,11237.2368852408,40,45.2102409769793,688,688.107486527106
2020-04-06,"ESAN",147,155.389271403488,11312,11392.6261566443,42,44.0414575569951,730,732.148944084101
2020-04-07,"ESAN",172,142.125636452118,11484,11534.7517930964,38,42.5169644762958,768,774.665908560397
2020-04-08,"ESAN",147,130.089915945669,11631,11664.8417090421,54,40.6476527025777,822,815.313561262975
2020-04-09,"ESAN",94,119.133879154222,11725,11783.9755881963,32,38.4573459881723,854,853.770907251147
2020-04-10,"ESAN",102,109.130964632339,11827,11893.1065528287,46,36.0221109643286,900,889.793018215475
2020-04-11,"ESAN",107,99.9764024799051,11934,11993.0829553086,22,33.5133922981392,922,923.306410513615
2020-04-12,"ESAN",89,91.5974244582752,12023,12084.6803797669,33,31.0841076212181,955,954.390518134833
2020-04-13,"ESAN",78,83.9331493037497,12101,12168.6135290706,21,28.8496536299305,976,983.240171764763
2020-04-14,"ESAN",67,76.9266029544142,12168,12245.540132025,33,26.8928228662119,1009,1010.13299463098
2020-04-15,"ESAN",106,70.5246029116529,12274,12316.0647349367,26,25.2718578764549,1035,1035.40485250743
2020-04-16,"ESAN",56,64.677627913185,12330,12380.7423628499,25,24.029940246618,1060,1059.43479275405
2020-04-17,"ESAN",69,59.3396713278473,12399,12440.0820341777,26,23.1514143003777,1086,1082.58620705443
2020-04-18,"ESAN",48,54.4680827176979,12447,12494.5501168954,18,22.4887699150657,1104,1105.07497696949
2020-04-19,"ESAN",41,50.0234828573764,12488,12544.5735997528,19,21.8934085618561,1123,1126.96838553135
2020-04-20,"ESAN",42,45.9710245690463,12530,12590.5446243218,28,21.2332628656285,1151,1148.20164839698
2020-04-21,"ESAN",43,42.2795198569528,12573,12632.8241441788,22,20.3925686453241,1173,1168.5942170423
2020-04-22,"ESAN",29,38.9196773806091,12602,12671.7438215594,15,19.2785843224715,1188,1187.87280136477
2020-04-23,"ESAN",40,35.8640600416157,12642,12707.607881601,23,17.8329934379278,1211,1205.7057948027
2020-04-24,"ESAN",51,33.0870787937046,12693,12740.6949603947,11,16.0970239026564,1222,1221.80281870536
2020-04-25,"ESAN",29,30.5649623257212,12722,12771.2599227204,13,14.2718792485652,1235,1236.07469795392
2020-04-26,"ESAN",18,28.2757078211688,12740,12799.5356305416,13,12.5306456415335,1248,1248.60534359545
2020-04-27,"ESAN",24,26.1990172003542,12764,12825.734647742,11,10.9841113020599,1259,1259.58945489751
2020-04-28,"ESAN",22,24.3161717846788,12786,12850.0508195266,10,9.69165776111874,1269,1269.28111265863
2020-04-29,"ESAN",34,22.6098961842606,12820,12872.6607157109,9,8.67791437245423,1278,1277.95902703109
2020-04-30,"ESAN",25,21.064405665935,12845,12893.7251213768,6,7.94983329438773,1284,1285.90886032548
2020-05-01,"ESAN",18,19.6653301474484,12863,12913.3904515243,6,7.48705307591572,1290,1293.39591340139
2020-05-02,"ESAN",15,18.3996167775337,12878,12931.7900683018,8,7.21264066543067,1298,1300.60855406682
2020-05-03,"ESAN",13,17.2554357656063,12891,12949.0455040674,8,7.05914222769283,1306,1307.66769629451
2020-05-04,"ESAN",24,16.2220903747556,12915,12965.2675944422,12,6.9715216045642,1318,1314.63921789908
2020-05-05,"ESAN",13,15.2899317609773,12928,12980.5575262032,9,6.90025260979537,1327,1321.53947050887
2020-05-06,"ESAN",3,14.4501332850728,12931,12995.0076594882,5,6.79841899403357,1332,1328.33788950291
2020-05-07,"ESAN",4,13.6937314247463,12935,13008.701390913,7,6.62217598248487,1339,1334.96006548539
2020-05-08,"ESAN",7,13.0123544694256,12942,13021.7137453824,2,6.34848255804398,1341,1341.30854804344
2020-05-09,"ESAN",2,12.3986524500662,12944,13034.1123978325,7,6.00397341403063,1348,1347.31252145747
2020-05-10,"ESAN",5,11.8461711610538,12949,13045.9585689935,4,5.62211644776266,1352,1352.93463790523
2020-05-11,"ESAN",17,11.3492413292744,12966,13057.3078103228,5,5.2317356145676,1357,1358.1663735198
2020-05-12,"ESAN",20,10.9028833040511,12986,13068.2106936268,3,4.85589454405665,1360,1363.02226806385
2020-05-13,"ESAN",14,10.5027250553659,13000,13078.7134186822,7,4.51193505140244,1367,1367.53420311526
2020-05-14,"ESAN",12,10.1449275259263,13012,13088.8583462081,8,4.21229721592055,1375,1371.74650033118
2020-05-15,"ESAN",16,9.82599152693132,13028,13098.6843377351,4,3.96105715896564,1379,1375.70755749014
2020-05-16,"ESAN",4,9.54269426268287,13032,13108.2270319977,3,3.74681496680074,1382,1379.45437245694
2020-05-17,"ESAN",5,9.2922110706702,13037,13117.5192430684,2,3.55769167179613,1384,1383.01206412874
2020-05-18,"ESAN",11,9.0720784804865,13048,13126.5913215489,4,3.38395968975128,1388,1386.39602381849
2020-05-19,"ESAN",11,8.88015305002095,13059,13135.4714745989,2,3.21757558071129,1390,1389.6135993992
2020-05-20,"ESAN",13,8.71457611196426,13072,13144.1860507109,0,3.0519325076848,1390,1392.66553190689
2020-05-21,"ESAN",9,8.57374360076867,13081,13152.7597943117,3,2.88177188300009,1393,1395.54730378989
2020-05-22,"ESAN",5,8.45628026377823,13086,13161.2160745754,6,2.70397345068515,1399,1398.25127724057
2020-05-23,"ESAN",7,8.3610322617293,13093,13169.5771068372,2,2.51902820153734,1401,1400.77030544211
2020-05-24,"ESAN",3,8.28708288466926,13096,13177.8641897218,4,2.32844435263779,1405,1403.09874979475
2020-05-25,"ESAN",8,8.2336968119788,13104,13186.0978865338,3,2.13410295838412,1408,1405.23285275313
2020-05-26,"ESAN",8,8.20029766722907,13112,13194.298184201,3,1.93818838879387,1411,1407.17104114193
2020-05-27,"ESAN",11,8.18645868524119,13123,13202.4846428863,0,1.74309945109758,1411,1408.91414059302
2020-05-28,"ESAN",7,8.19189533560303,13130,13210.6765382219,2,1.55134496429648,1413,1410.46548555732
2020-05-29,"ESAN",13,8.21645973917944,13143,13218.8929979611,0,1.36643354187373,1413,1411.83191909919
2020-05-30,"ESAN",13,8.26013674759194,13156,13227.1531347087,2,1.19426261489003,1415,1413.02618171408
2020-05-31,"ESAN",9,8.32305642942557,13165,13235.4761911381,0,1.03900516838587,1415,1414.06518688247
2020-06-01,"ESAN",18,8.40564267908565,13183,13243.8818338172,0,0.902646044548086,1415,1414.96783292702
2020-06-02,"ESAN",5,8.50856047346582,13188,13252.3903942906,0,0.785551245635123,1415,1415.75338417265
2020-06-03,"ESAN",15,8.63262765223679,13203,13261.0230219429,1,0.687011774431149,1416,1416.44039594708
2020-06-04,"ESAN",5,8.77882426101864,13208,13269.8018462039,0,0.605705900856023,1416,1417.04610184794
2020-06-05,"ESAN",12,8.94830547668733,13220,13278.7501516806,0,0.539653715047185,1416,1417.58575556299
2020-06-06,"ESAN",6,9.14241690248916,13226,13287.8925685831,2,0.48572696697531,1418,1418.07148252996
2020-06-07,"ESAN",2,9.36271251857361,13228,13297.2552811016,0,0.441260785531266,1418,1418.51274331549
2020-06-08,"ESAN",6,9.61096940826913,13234,13306.8662505099,0,0.404228491762569,1418,1418.91697180726
2020-06-09,"ESAN",8,9.88878098296031,13242,13316.7550314929,0,0.373069180838445,1418,1419.29004098809
2020-06-10,"ESAN",6,10.1972357900406,13248,13326.9522672829,2,0.346565307864342,1420,1419.63660629596
2020-06-11,"ESAN",4,10.5374987780523,13252,13337.489766061,0,0.323754978959422,1420,1419.96036127492
2020-06-12,"ESAN",4,10.9108658875277,13256,13348.4006319485,1,0.303901442162508,1421,1420.26426271708
2020-06-13,"ESAN",4,11.3187569657738,13260,13359.7193889143,0,0.2865229187691,1421,1420.55078563585
2020-06-14,"ESAN",4,11.7627081464479,13264,13371.4820970607,0,0.271245768106489,1421,1420.82203140396
2020-06-15,"ESAN",7,12.2443633784732,13271,13383.7264604392,0,0.257756884096922,1421,1421.07978828805
2020-06-16,"ESAN",10,12.7654647854375,13281,13396.4919252246,0,0.24579212868827,1421,1421.32558041674
2020-06-17,"ESAN",10,13.327825133361,13291,13409.819750358,2,0.235127140722942,1423,1421.56070755746
2020-06-18,"ESAN",25,13.9332481033731,13316,13423.7529984614,0,0.22557000384258,1423,1421.78627756131
2020-06-19,"ESAN",11,14.5835533170862,13327,13438.3365517784,0,0.216964560662655,1423,1422.00324212197
2020-06-20,"ESAN",15,15.2805752538443,13342,13453.6171270323,0,0.20920988082078,1423,1422.21245200279
2020-06-21,"ESAN",10,16.0261384234904,13352,13469.6432654558,0,0.202225635521009,1423,1422.41467763831
2020-06-22,"ESAN",17,16.82202904984,13369,13486.4652945056,0,0.195941099834608,1423,1422.61061873815
2020-06-23,"ESAN",13,17.6699629709549,13382,13504.1352574766,0,0.19029390542984,1423,1422.80091264358
2020-06-24,"ESAN",97,18.5715494983469,13479,13522.7068069749,0,0.185228970136722,1423,1422.98614161371
2020-06-25,"ESAN",22,19.5284523068703,13501,13542.2352592818,0,0.180697577140298,1423,1423.16683919085
2020-06-26,"ESAN",19,20.5456206330465,13520,13562.7808799148,1,0.176656294004599,1424,1423.34349548486
2020-06-27,"ESAN",15,21.6314669198881,13535,13584.4123468347,0,0.173065448186071,1424,1423.51656093304
2020-06-28,"ESAN",27,22.795712048252,13562,13607.208058883,0,0.169889470738533,1424,1423.68645040378
2020-06-29,"ESAN",22,24.0495000618931,13584,13631.2575589449,1,0.167096655332086,1425,1423.85354705911
2020-06-30,"ESAN",26,25.4056235630544,13610,13656.6631825079,0,0.164658675604294,1425,1424.01820573472
2020-07-01,"ESAN",23,26.8787951040832,13633,13683.541977612,0,0.162550163987906,1425,1424.18075589871
2020-07-02,"ESAN",14,28.4859745792329,13647,13712.0279521912,0,0.160748342964271,1425,1424.34150424167
2020-07-03,"ESAN",27,30.2467392854566,13674,13742.2746914767,0,0.159236647989493,1425,1424.50074088966
2020-07-04,"ESAN",25,32.1787708414148,13699,13774.4534623181,0,0.158017056786749,1425,1424.65875794645
2020-07-05,"ESAN",16,34.2905902426879,13715,13808.7440525608,0,0.157097230746682,1425,1424.81585517719
2020-07-06,"ESAN",23,36.5887261410611,13738,13845.3327787019,1,0.156486151710489,1426,1424.9723413289
2020-07-07,"ESAN",32,39.0785674661507,13770,13884.411346168,0,0.156194347009815,1426,1425.12853567591
2020-07-08,"ESAN",56,41.7639141970082,13826,13926.175260365,1,0.156234137293518,1427,1425.28476981321
2020-07-09,"ESAN",36,44.6464740684296,13862,13970.8217344334,0,0.156619912236197,1427,1425.44138972544
2020-07-10,"ESAN",60,47.7253088183313,13922,14018.5470432518,0,0.157373162509498,1427,1425.59876288795
2020-07-11,"ESAN",50,50.9962374970543,13972,14069.5432807488,0,0.158539381269281,1427,1425.75730226922
2020-07-12,"ESAN",32,54.4542417089357,14004,14123.9975224578,0,0.16017423181088,1427,1425.91747650103
2020-07-13,"ESAN",48,58.1114215021408,14052,14182.1089439599,0,0.162339184211888,1427,1426.07981568524
2020-07-14,"ESAN",95,61.9899276119282,14147,14244.0988715718,1,0.165103204065613,1428,1426.24491888931
2020-07-15,"ESAN",64,66.1156694262567,14211,14310.2145409981,0,0.168544773901776,1428,1426.41346366321
2020-07-16,"ESAN",75,70.5188310728642,14286,14380.733372071,0,0.172754330018335,1428,1426.58621799323
2020-07-17,"ESAN",97,75.2345000716227,14383,14455.9678721426,0,0.177831690061012,1428,1426.76404968329
2020-07-18,"ESAN",86,80.3034119716649,14469,14536.2712841142,0,0.183867942181307,1428,1426.94791762547
2020-07-19,"ESAN",114,85.7728371276363,14583,14622.0441212419,0,0.19096398768836,1428,1427.13888161316
2020-07-20,"ESAN",122,91.6974922101895,14705,14713.7416134521,0,0.199240437565958,1428,1427.33812205073
2020-07-21,"ESAN",74,98.1367877990132,14779,14811.8784012511,0,0.208841115258758,1428,1427.54696316599
2020-07-22,"ESAN",78,105.154585207268,14857,14917.0329864584,0,0.219937345147297,1428,1427.76690051113
2020-07-23,"ESAN",125,112.82385581094,14982,15029.8568422693,0,0.232733212009524,1428,1427.99963372314
2020-07-24,"ESAN",127,121.228396222865,15109,15151.0852384922,1,0.247459941309391,1429,1428.24709366445
2020-07-25,"ESAN",110,130.464643413975,15219,15281.5498819061,1,0.264330232655132,1430,1428.51142389711
2020-07-26,"ESAN",105,140.643836536065,15324,15422.1937184422,0,0.283570766972565,1430,1428.79499466408
2020-07-27,"ESAN",143,151.894598599958,15467,15574.0883170422,0,0.305440100952714,1430,1429.10043476503
2020-07-28,"ESAN",148,164.366011594947,15615,15738.4543286371,0,0.330231060046571,1430,1429.43066582508
2020-07-29,"ESAN",150,178.212012248977,15765,15916.6663408861,0,0.358273214320696,1430,1429.7889390394
2020-07-30,"ESAN",206,193.547497120056,15971,16110.2138380061,0,0.38993535067375,1430,1430.17887439007
2020-07-31,"ESAN",259,210.479311437712,16230,16320.6931494439,0,0.425605815939366,1430,1430.60448020601
2020-08-01,"ESAN",248,229.112180661117,16478,16549.805330105,0,0.465586863245721,1430,1431.07006706926
2020-08-02,"ESAN",213,249.545357030473,16691,16799.3506871354,1,0.51012664866229,1431,1431.58019371792
2020-08-03,"ESAN",290,271.868568211322,16981,17071.2192553468,1,0.559429457940227,1432,1432.13962317586
2020-08-04,"ESAN",283,296.157228897948,17264,17367.3764842447,0,0.613632813490577,1432,1432.75325598935
2020-08-05,"ESAN",363,322.46690395864,17627,17689.8433882033,1,0.672780878831625,1433,1433.42603686818
2020-08-06,"ESAN",372,350.821442785673,17999,18040.664830989,2,0.736794580584897,1435,1434.16283144877
2020-08-07,"ESAN",456,381.154833407956,18455,18421.819664397,1,0.805507515196248,1436,1434.96833896396
2020-08-08,"ESAN",373,413.308234001983,18828,18835.127898399,2,0.878980748981685,1438,1435.84731971295
2020-08-09,"ESAN",326,447.040336893165,19154,19282.1682352921,0,0.957360182439045,1438,1436.80467989539
2020-08-10,"ESAN",462,482.016713704971,19616,19764.1849489971,0,1.04077598569819,1438,1437.84545588108
2020-08-11,"ESAN",508,517.801039477897,20124,20281.985988475,1,1.12934008802672,1439,1438.97479596911
2020-08-12,"ESAN",582,553.849638307976,20706,20835.835626783,1,1.22314369146488,1440,1440.19793966058
2020-08-13,"ESAN",621,589.510678246924,21327,21425.3463050299,1,1.32225477198366,1441,1441.52019443256
2020-08-14,"ESAN",718,624.035248397114,22045,22049.381553427,0,1.42692254519789,1441,1442.94711697776
2020-08-15,"ESAN",626,656.872230656772,22671,22706.2537840838,4,1.53865716134616,1445,1444.4857741391
2020-08-16,"ESAN",582,687.875137996226,23253,23394.12892208,2,1.6598402249826,1447,1446.14561436409
2020-08-17,"ESAN",732,716.997585103918,23985,24111.1265071839,3,1.79349645906702,1450,1447.93911082315
2020-08-18,"ESAN",808,744.264976288903,24793,24855.3914834728,2,1.94344132586821,1452,1449.88255214902
2020-08-19,"ESAN",727,769.771311331522,25520,25625.1627948043,2,2.11449114393696,1454,1451.99704329296
2020-08-20,"ESAN",827,793.674724078313,26347,26418.8375188827,1,2.31276065586551,1455,1454.30980394882
2020-08-21,"ESAN",895,816.192326715827,27242,27235.0298455985,1,2.54494249097061,1456,1456.85474643979
2020-08-22,"ESAN",804,837.59492023583,28046,28072.6247658343,2,2.81230991405267,1458,1459.66705635385
2020-08-23,"ESAN",755,858.112185799289,28801,28930.7369516336,5,3.11246567131482,1463,1462.77952202516
2020-08-24,"ESAN",857,877.646112427841,29658,29808.3830640614,6,3.44048710308162,1469,1466.22000912824
2020-08-25,"ESAN",879,896.009035932055,30537,30704.3920999935,1,3.78814901565182,1470,1470.00815814389
2020-08-26,"ESAN",1002,913.00929574307,31539,31617.4013957366,5,4.14327458491629,1475,1474.15143272881
2020-08-27,"ESAN",985,928.453430728249,32524,32545.8548264648,3,4.48939380370246,1478,1478.64082653251
2020-08-28,"ESAN",1016,942.14864884137,33540,33488.0034753062,4,4.80939774624823,1482,1483.45022427876
2020-08-29,"ESAN",867,953.905547285863,34407,34441.9090225921,5,5.10579343839325,1487,1488.55601771715
2020-08-30,"ESAN",795,963.541049872538,35202,35405.4500724646,6,5.39276963867911,1493,1493.94878735583
2020-08-31,"ESAN",968,970.912122120687,36170,36376.3621945853,7,5.68910885325007,1500,1499.63789620908
2020-09-01,"ESAN",1096,976.290498222582,37266,37352.6526928079,5,6.01821955479473,1505,1505.65611576388
2020-09-02,"ESAN",986,980.25135767447,38252,38332.9040504823,11,6.40900904460439,1516,1512.06512480848
2020-09-03,"ESAN",912,983.393859067381,39164,39316.2979095497,4,6.8979569212645,1520,1518.96308172975
2020-09-04,"ESAN",1192,986.328494172218,40356,40302.6264037219,9,7.52505670282588,1529,1526.48813843257
2020-09-05,"ESAN",975,989.6738940248,41331,41292.3002977467,10,8.29028229603404,1539,1534.77842072861
2020-09-06,"ESAN",865,994.057473866026,42196,42286.3577716128,10,9.16670893873004,1549,1543.94512966734
2020-09-07,"ESAN",847,1000.12001764899,43043,43286.4777892617,5,10.1100698154351,1554,1554.05519948277
2020-09-08,"ESAN",1023,1008.51979487642,44066,44294.9975841382,7,11.0535929416915,1561,1565.10879242446
2020-09-09,"ESAN",1167,1019.47794031393,45233,45314.4755244521,16,11.9062059202793,1577,1577.01499834474
2020-09-10,"ESAN",1126,1032.35598866139,46359,46346.8315131135,11,12.5567119327451,1588,1589.57171027749
2020-09-11,"ESAN",1306,1046.3962421523,47665,47393.2277552658,14,12.9019562618107,1602,1602.4736665393
2020-09-12,"ESAN",950,1060.80290712259,48615,48454.0306623884,11,12.9549025715561,1613,1615.42856911086
2020-09-13,"ESAN",807,1074.73618167417,49422,49528.7668440625,14,12.7917337669982,1627,1628.22030287785
2020-09-14,"ESAN",919,1087.31273858579,50341,50616.0795826483,17,12.498642126973,1644,1640.71894500483
2020-09-15,"ESAN",1015,1097.61319312592,51356,51713.6927757743,15,12.1606251173699,1659,1652.8795701222
2020-09-16,"ESAN",1232,1104.69705431442,52588,52818.3898300887,11,11.8557791199488,1670,1664.73534924215
2020-09-17,"ESAN",1134,1107.88467918594,53722,53926.2745092746,10,11.6548561098317,1680,1676.39020535198
2020-09-18,"ESAN",1393,1107.93117670706,55115,55034.2056859817,9,11.6161453739653,1689,1688.00635072594
2020-09-19,"ESAN",1049,1106.09655831962,56164,56140.3022443013,9,11.7384593023765,1698,1699.74481002832
