"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_cmnty_sick","pct_ever_tested","pct_grocery_outside_home","pct_spent_time_with_non_hh","pct_used_public_transit","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_none_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_somewhat","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_chills","pct_finances_very_worried","coef_(Intercept)","coef_pct_fever","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_aches_muscle_pain","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_grocery_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_used_public_transit","coef_pct_wear_mask_most_time","coef_pct_wear_mask_half_time","coef_pct_wear_mask_none_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_chills","coef_pct_finances_very_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_aches_muscle_pain","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_grocery_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_used_public_transit","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_none_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_chills","pvals_pct_finances_very_worried","aic","deviance","null_deviance"
"1",2020-08-06,1,0.526517960930819,0.981943451703749,0.282318867447761,35391.1767,1596892.7911,998460.1669,894431.5566,394665.2432,578055.8861,8252578.9305,7179046.5706,1430661.5066,1994775.414,1993702.9541,2653265.7926,5692617.1492,4347752.4346,331390.1091,1104633.697,2151354.5594,82579.4123,2941757.5057,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"2",2020-08-07,0,0.646572010947674,1.25634805683769,0.332754417110488,79362.0326,1745964.7172,1007039.8461,845098.4012,263825.1354,519070.5916,9075155.6738,6953829.9916,1419936.9076,2031239.0506,1553994.3951,2914946.0082,5553197.3622,4308071.4183,270259.8948,963068.9902,1981905.8952,46115.7757,2675787.4505,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"3",2020-08-08,0,0.570803028181107,1.11053204009852,0.293387390202464,40753.4762,1800660.1721,875127.2784,793620.326,417186.9011,623099.2019,8751272.784,6841221.7021,1360951.6131,2218919.5331,1840341.1884,2605005.0971,5755892.2833,4201897.8882,308868.4512,818286.9037,2401237.7161,126550.2682,3128365.5283,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"4",2020-08-09,1,0.941702689412056,1.70068106514743,0.521440482533405,40753.4762,1575443.5931,1078894.6594,765736.3686,406462.3021,614519.5227,8632229.7351,6937743.0931,1439241.1858,2139557.5005,1682689.5831,2648975.953,5641139.074,4216912.3268,402172.4625,818286.9037,2356194.4003,98666.3108,2962134.2438,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"5",2020-08-10,1,1.14056139724652,2.03714819172411,0.638579120642149,73999.7331,1686979.4227,1015619.5253,971648.6694,359274.0665,516925.6718,8107796.844,6826207.2635,1750254.5568,2320803.2236,1587240.652,2699381.5683,5863138.2733,4398158.0499,351766.8472,989880.4877,2178166.0569,104028.6103,3012539.8591,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"6",2020-08-11,1,1.19347212998304,2.00989283262009,0.708682424221319,63275.1341,1740602.4177,1081039.5792,893359.0967,382868.1843,540519.7896,8064898.448,6707164.2146,1519675.6783,2233933.9717,1401705.0893,2502048.9467,5571429.1805,4044246.2829,331390.1091,1039213.6431,2181383.4366,112608.2895,2933177.8265,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"7",2020-08-12,1,1.95103732109464,3.5210689644039,1.0810769873542,23594.1178,1458545.464,1315908.2973,984518.1882,301361.2319,701388.7746,8241854.3315,6776874.1081,1780283.434,2292919.2662,1223676.7459,2622164.4555,5747312.6041,4205115.2679,338897.3284,936257.4927,2438773.8126,115825.6692,2962134.2438,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"8",2020-08-13,2,1.69249638600472,2.94481660887468,0.972741055591122,102956.1504,1571153.7535,1016691.9852,729272.732,287419.2532,638113.6405,8268665.829,6758642.2898,1360951.6131,2267180.2286,1381328.3512,2498831.567,5723718.4863,4232999.2253,385013.1041,1040286.103,2123470.602,64347.594,2861323.0132,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"9",2020-08-14,5,3.07001589728127,5.19924168788961,1.8127638943027,41825.9361,1601182.6307,811852.1443,834373.8022,356056.6868,661707.7583,8426317.4343,6411165.2822,1412429.6883,2124543.0619,1216169.5266,2171731.2975,5708704.0477,3772913.9282,392520.3234,933040.113,2413034.775,117970.589,2436628.8928,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
"10",2020-08-15,2,2.11540121550954,3.30343565507967,1.35462674918404,55767.9148,1626921.6683,907301.0754,818286.9037,531940.1104,645620.8598,8174289.3578,6632092.0216,1728805.3588,2050543.3288,1293386.6394,2230716.592,5728008.3259,4082854.8393,309940.9111,878344.6581,2371208.8389,142637.1667,2885989.5909,0.46534495636205,2.01094232052753e-06,-7.80916471847489e-07,-9.47638806724915e-07,-1.09421425139101e-06,6.57851965573779e-07,8.23425595357076e-07,-2.2037331462597e-07,1.44074872602789e-07,8.18729506184709e-07,3.7703280258384e-07,-1.40891613851506e-06,7.01239192091921e-07,3.76865917103303e-07,-5.62982375940649e-07,1.98362046105497e-06,9.23329845823478e-07,6.66419911852216e-07,1.18596041582858e-06,-6.25125983925094e-07,0.848357014663392,0.0732040092849166,0.00911761313636105,0.023685001219637,0.00643495103635324,0.00424303977903899,0.00069482771689664,0.0301950247867602,0.107980673207947,0.000170231246417474,0.0312172942041873,1.01435054117271e-05,2.73114744915899e-05,0.123864228088591,0.00679997181840985,0.00452476921755647,0.00904055867688229,0.0193554251663958,0.089122687757574,0.0288491217063088,470.164568999782,72.280596042329,1223.85278683317
