"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_cough","pct_cmnty_sick","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_feel_nervous_all_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_enough_toEat_somewhat_worried","pct_enough_toEat_not_worried","pct_finances_very_worried","pct_finances_somewhat_worried","coef_(Intercept)","coef_pct_fever","coef_pct_cough","coef_pct_cmnty_sick","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_some_time","coef_pct_feel_nervous_little_time","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_cough","pvals_pct_cmnty_sick","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_nervous_little_time","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","aic","deviance","null_deviance"
"1",2020-08-24,11,12.3985460614676,17.881774149641,8.59668303334543,672481.935,1299157.1295,3020321.0385,667608.8775,3649920.0675,152039.394,1573997.5725,1961892.9495,2663613.2295,1456069.581,4602115.503,3314653.7115,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"2",2020-08-25,29,26.0921349415313,36.5877014151212,18.6073319578833,765070.0275,1312801.6905,2994981.1395,871302.681,3729838.2105,235855.983,1590565.968,2320549.9815,2639247.942,1714341.6285,4838946.0975,2731836.0345,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"3",2020-08-26,0,11.7060701053465,16.1331995111392,8.49379425430603,575020.785,1149066.9585,2749379.0415,656888.151,3836070.864,105258.042,1381999.107,2196774.321,2819551.0695,1689001.7295,4786317.0765,2973539.6865,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"4",2020-08-27,64,45.4520578207715,71.095498326317,29.0579517518908,835242.0555,1287461.7915,2580771.252,529214.0445,3791238.735,304078.788,1298182.518,2354661.384,2525218.3965,1652941.104,4904245.068,2632425.6615,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"5",2020-08-28,56,36.6712383502624,52.7177723326856,25.5090392222052,630573.6405,1171483.023,2188002.8175,712441.0065,3537839.745,169582.401,1640271.1545,2332245.3195,2679207.0135,1471663.365,5072852.8575,2740607.538,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"6",2020-08-29,24,23.9651435251271,34.1216022005547,16.8318035244724,730958.625,1281614.1225,2489157.771,997027.5645,3433556.3145,114029.5455,1525266.9975,2490132.3825,2809804.9545,1501876.3215,4541689.59,2609034.9855,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"7",2020-08-30,15,19.5206081177685,24.9025224090993,15.3018290688599,477559.635,1327420.863,2635349.496,713415.618,3798061.0155,159836.286,1310852.4675,2195799.7095,2545685.238,1771843.707,4581648.6615,2670435.51,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"8",2020-08-31,16,15.2469961227202,21.4502003786093,10.8377025231928,615954.468,1271868.0075,2795185.782,601335.2955,3711320.592,157887.063,1441450.4085,2381950.506,3068077.002,1551581.508,4553384.928,2813703.4005,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"9",2020-09-01,15,21.5030165614436,29.7390268892955,15.5479102582254,749476.2435,1548657.6735,2953072.845,828419.775,3696701.4195,183226.962,1432678.905,2030115.7545,2712343.8045,1654890.327,4793139.357,2765947.437,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
"10",2020-09-02,15,17.9528608814446,24.5810082353761,13.1119606951131,727060.179,1233858.159,2719166.085,713415.618,3506652.177,135470.9985,1610058.198,2295210.0825,2780566.6095,1567175.292,4071926.847,2914088.385,3.97237947323593,7.10683640403598e-07,9.80033541222982e-07,-6.25125782389582e-07,-6.64394527268238e-07,-5.81715772214031e-07,2.08753522924943e-06,6.85752134811475e-07,5.79947169169486e-07,-6.8318681325909e-07,3.73514550039714e-07,3.07545104341588e-07,-4.29944552604394e-07,0.0261592505023037,0.154389220311151,0.0025415216883046,0.00203342906053425,0.00791887959695183,0.0306876240948814,0.0107184824303885,0.0419716073329633,0.0270570742369311,0.0326013576812785,0.143160929734486,0.0444317982111942,0.0446323986314256,581.578827404416,100.963203949255,197.480659327603
