"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_chest_pain","pct_cmnty_sick","pct_attended_public_event","pct_no_public","pct_feel_nervous_little_time","pct_worried_ill_covid19_somewhat","pct_chills","pct_finances_very_worried","pct_wear_mask_half_time","coef_(Intercept)","coef_pct_chest_pain","coef_pct_cmnty_sick","coef_pct_attended_public_event","coef_pct_no_public","coef_pct_feel_nervous_little_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_wear_mask_half_time","pvals_(Intercept)","pvals_pct_chest_pain","pvals_pct_cmnty_sick","pvals_pct_attended_public_event","pvals_pct_no_public","pvals_pct_feel_nervous_little_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_wear_mask_half_time","aic","deviance","null_deviance"
"1",2020-08-24,3,2.06254075613834,2.74113555125981,1.55193870977178,491244.768,1957961.2896,1100037.3912,185971.2336,2772901.2708,3469416.174,321063.5448,1409697.0396,1207935.7956,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"2",2020-08-25,3,2.61339068329367,3.48450264909493,1.96005328487845,370188.0216,1809710.6364,1035122.904,257026.2804,2764129.0428,3422046.1428,308782.4256,1611458.2836,1138635.1944,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"3",2020-08-26,4,2.25591813463852,3.36497918087266,1.51239171377909,497385.3276,2276393.166,943014.51,275447.9592,2601842.8248,3465030.06,196497.9072,1158811.3188,1133371.8576,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"4",2020-08-27,2,2.63128170893287,3.80770834625603,1.81832293919581,326326.8816,1721111.1336,912311.712,204392.9124,2802726.846,3398361.1272,431593.6176,1605317.724,1197409.122,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"5",2020-08-28,0,1.32527265619557,2.07817855367153,0.845137974384696,514052.5608,1937785.1652,885117.8052,185971.2336,3041331.4476,3437836.1532,98248.9536,1529876.5632,1215830.8008,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"6",2020-08-29,2,1.98259212989031,3.14418469440289,1.25014015890993,430716.3948,2213233.1244,716691.0276,351766.3428,2898344.1312,3679072.4232,207901.8036,1586896.0452,894767.256,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"7",2020-08-30,1,1.664173693186,2.29589998526376,1.2062694798851,458787.5244,1806201.7452,951786.738,275447.9592,2892203.5716,3513277.314,184216.788,1649178.864,1048281.246,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"8",2020-08-31,1,1.84631676064384,2.64146046566188,1.29053060795298,429839.172,1922872.3776,907048.3752,318431.8764,2844833.5404,3515031.7596,305273.5344,1483383.7548,884240.5824,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"9",2020-09-01,2,1.5719636038493,2.36538606079127,1.04467918061556,363170.2392,1869361.7868,809676.6444,184216.788,2786936.8356,3308884.4016,271939.068,1376362.5732,740376.0432,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
"10",2020-09-02,2,1.42558556697382,2.07102082447141,0.981300711586406,408785.8248,1692162.7812,829852.7688,247376.8296,2684301.768,3270286.5984,220182.9228,1273727.5056,889503.9192,1.40561865842381,-1.33762326009768e-06,9.66812373297951e-07,3.96557772829221e-07,1.12802611926324e-06,-7.8736281028128e-07,-7.56391888991725e-07,1.02195700186697e-06,8.61279756656724e-07,5.80901165140842e-07,0.410763390497866,0.020745055119234,3.08806398877414e-18,0.0389116210070083,0.122743216015775,0.051081767580634,0.0169175241069466,0.0204942773166973,0.00259337025277378,0.136459516990921,285.258264523465,37.9025581326816,416.425055009756
