"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_cough","pct_difficulty_breathing","pct_stuffy_runny_nose","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_grocery_outside_home","pct_spent_time_with_non_hh","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_enough_toEat_somewhat_worried","pct_enough_toEat_not_worried","pct_finances_somewhat_worried","coef_(Intercept)","coef_pct_fever","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_stuffy_runny_nose","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_tested_recently","coef_pct_grocery_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_used_public_transit","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_some_time","coef_pct_wear_mask_none_time","coef_pct_feel_nervous_none_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_somewhat_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_stuffy_runny_nose","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_tested_recently","pvals_pct_grocery_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_used_public_transit","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_some_time","pvals_pct_wear_mask_none_time","pvals_pct_feel_nervous_none_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_somewhat_worried","aic","deviance","null_deviance"
"1",2020-08-20,360,365.189296001871,399.271136886625,334.016685889848,1807186.0037,4822518.6394,1661201.619,9926938.1596,8869809.8566,6317600.0965,28315936.6875,29247216.383,20488153.301,10108160.1544,23055464.894,36677318.1698,448021.0427,679582.4805,30752365.7287,619175.1489,28310902.7432,14694083.4117,13496004.6683,12861727.6865,16244538.2561,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"2",2020-08-21,204,276.916766358019,301.81037110994,254.076409661379,1701473.1734,4772179.1964,1585692.4545,9559460.2257,8733893.3605,6297464.3193,23936405.1465,29347895.269,19738095.6003,9841361.1065,22562138.3526,37361934.5946,427885.2655,860804.4753,31009096.888,755091.645,28517294.4595,14759524.6876,12962406.5725,13083221.2357,16612016.19,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"3",2020-08-22,385,349.421902354983,379.998001192225,321.306073880143,2013577.72,4777213.1407,1807186.0037,9982311.5469,9106405.2387,6443448.704,27429962.4907,29675101.6485,21359025.6649,9383272.1752,24731768.3459,35897056.8033,503394.43,830600.8095,31779290.3659,619175.1489,27948458.7536,14769592.5762,12081466.32,12695607.5246,16053248.3727,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"4",2020-08-23,400,339.298107953311,369.476873125523,311.584335676635,2174663.9376,4661432.4218,2209901.5477,9876598.7166,9393340.0638,7319355.0122,24892854.5635,30228835.5215,20890868.845,9091303.4058,23674640.0429,37316629.0959,463122.8756,760125.5893,30696992.3414,790329.2551,27455132.2122,15449175.0567,12866761.6308,13652056.9416,16028078.6512,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"5",2020-08-24,348,329.967651062018,359.240564866224,303.08005664096,1983374.0542,5446727.7326,2043781.3858,8668452.0846,9015794.2413,6559229.4229,22370848.4692,30138224.5241,22194660.4187,8331177.8165,23422942.8279,36727657.6128,412783.4326,780261.3665,30022443.8052,659446.7033,28225325.6901,14991086.1254,12735879.079,14256130.2576,16214334.5903,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"6",2020-08-25,296,298.407695793106,324.100635780207,274.75155269038,1827321.7809,4968503.0241,1681337.3962,8819470.4136,8774164.9149,6070936.8258,22577240.1855,29428438.3778,21384195.3864,9327898.7879,22718190.6259,36002769.6336,437953.1541,755091.645,30394955.6834,588971.4831,28109544.9712,16541540.9698,12730845.1347,12625132.3044,15675702.5502,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"7",2020-08-26,277,289.129520625801,311.728231759902,268.169101096022,1600794.2874,5401422.2339,1907864.8897,9368170.3423,9151710.7374,6700179.8633,24394494.0778,28225325.6901,21535213.7154,9972243.6583,23815590.4833,36606842.9496,392647.6554,770193.4779,31739018.8115,518496.2629,27314181.7718,15147138.3987,12237518.5933,13324850.5621,16566710.6913,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"8",2020-08-27,295,316.960789808403,344.532901071585,291.595206041275,2119290.5503,5300743.3479,1570590.6216,8920149.2996,8537569.5328,6106174.4359,22662817.2386,32564585.6767,20306931.3062,9886666.6052,23372603.3849,36168889.7955,407749.4883,588971.4831,30883248.2805,694684.3134,27988730.308,15796517.2134,12423774.5324,13012746.0155,16400590.5294,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"9",2020-08-28,284,300.931255582601,322.604013981387,280.714487922477,1756846.5607,5612847.8945,1862559.391,9197016.2361,8884911.6895,6966978.9112,23916269.3693,30898350.1134,21404331.1636,9871564.7723,24429731.6879,35846717.3603,412783.4326,729921.9235,30817807.0046,820532.9209,27022213.0024,15559921.8313,12031126.877,13219137.7318,16466031.8053,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
"10",2020-08-29,299,296.678534865139,320.310576992782,274.790029964291,1948136.4441,5970257.9398,2189765.7705,8663418.1403,9227219.9019,6594467.033,22058743.9226,30676856.5642,21510043.9939,9609799.6687,23730013.4302,36093380.631,563801.7616,734955.8678,30671822.6199,599039.3717,28326004.5761,16058282.317,11573037.9457,13853414.7136,16596914.3571,2.70867460241021,8.70888165709e-08,-5.97247515151202e-08,1.05068342248678e-07,3.66717144439755e-08,3.52057791501993e-08,-3.64964231666709e-08,3.4932390657049e-08,2.29400061011311e-08,2.22407929927305e-08,-2.24621449580859e-08,2.82853885758383e-08,-4.50091426249689e-08,-4.48502906925728e-07,-1.8182431102834e-07,-3.93365436630891e-08,-1.35547618535412e-07,4.38506261470535e-08,2.48700722929152e-08,4.32942888233757e-08,2.97635793879999e-08,5.27073445188914e-08,0.0202658593687119,0.0500203344325169,0.0435476159100866,0.0440210528187189,0.100404758241096,0.137843747381504,0.0491764560698494,2.58102258476541e-10,0.0212969678723958,0.0743997561627304,0.111327900808933,0.0217866759257721,0.00638259008199343,2.58649429053089e-06,0.0317342519834322,0.029590890487946,0.095928212932006,0.013610042829603,0.146998361841772,0.0248596698728321,0.100059432457518,0.00561457524152823,814.145131313369,85.2656965470281,822.275147527592
