"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_difficulty_breathing","pct_sore_throat","pct_chest_pain","pct_nausea","pct_worked_outside_home","pct_ate_outside_home","pct_direct_contact_with_non_hh","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_feel_nervous_most_time","pct_feel_depressed_all_time","pct_feel_depressed_some_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_somewhat","pct_enough_toEat_very_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_finances_very_worried","coef_(Intercept)","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_sore_throat","coef_pct_chest_pain","coef_pct_nausea","coef_pct_worked_outside_home","coef_pct_ate_outside_home","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_feel_nervous_most_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_sore_throat","pvals_pct_chest_pain","pvals_pct_nausea","pvals_pct_worked_outside_home","pvals_pct_ate_outside_home","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","aic","deviance","null_deviance"
"1",2020-08-05,1,2.73400594037733,3.59965749055002,2.07652769788284,578573.5371,275413.3356,490194.6309,219919.6038,374068.8588,2557849.9713,5805260.9433,5494907.1099,473752.0437,193200.3996,373041.1971,112015.1253,1381177.3248,5759016.1668,4154836.2531,913591.2513,2938084.8003,4544320.0374,1786076.0346,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"2",2020-08-06,1,3.60704860793568,4.80741762806725,2.70640095506775,582684.1839,254860.1016,420313.6353,275413.3356,286717.6143,2715082.2114,5425026.1143,5353089.7953,562130.9499,158259.9018,321658.1121,125374.7274,1488054.1416,5904944.1282,4153808.5914,768690.9516,3033657.3384,4286376.9507,1714139.7156,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"3",2020-08-07,3,5.24161699153617,6.97976894962743,3.93631205907284,745054.7325,154149.255,465530.7501,316519.8036,282606.9675,2956582.7109,5495934.7716,5830952.4858,513830.85,162370.5486,358653.9333,65770.3488,1647341.7051,5930635.6707,4169223.5169,861180.5046,3039823.3086,4148670.2829,1730582.3028,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"4",2020-08-08,3,3.2011565980061,4.17131566998126,2.45663583763346,681339.7071,275413.3356,478890.3522,271302.6888,254860.1016,2978163.6066,6017986.9152,5469215.5674,401815.7247,169564.1805,403871.0481,124347.0657,1469556.231,6258459.753,4148670.2829,906397.6194,3141561.8169,4090093.566,1675088.571,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"5",2020-08-09,4,2.74318453695229,3.95724347510792,1.90159171431041,570352.2435,227113.2357,589877.8158,220947.2655,354543.2865,3163142.7126,5715854.3754,5423998.4526,548771.3478,103793.8317,436756.2225,107904.4785,1464417.9225,5739490.5945,4207246.9998,825212.3451,2679114.0519,4308985.5081,1606235.2371,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"6",2020-08-10,6,2.95106432780634,3.77116695202618,2.30930658272024,566241.5967,284662.2909,555964.9797,287745.276,340156.0227,3047016.9405,6118697.7618,5855616.3666,431617.914,191145.0762,392566.7694,131540.6976,1381177.3248,6010793.2833,3995548.6896,765607.9665,3016187.0895,4299736.5528,1642203.3966,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"7",2020-08-11,3,1.54289963258624,2.0956774195453,1.13592829413187,590905.4775,298021.893,439839.2076,178813.1358,286717.6143,2865120.8196,6185495.7723,5889529.2027,612486.3732,107904.4785,443949.8544,96600.1998,1422283.7928,6022097.562,4145587.2978,822129.36,2871286.7898,4375783.5186,1676116.2327,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"8",2020-08-12,2,1.89480144493228,2.47731407063319,1.44926013147772,571379.9052,236362.191,487111.6458,203477.0166,271302.6888,2698639.6242,5932690.9941,5446607.01,467586.0735,193200.3996,431617.914,135651.3444,1438726.38,6005654.9748,4253491.7763,826240.0068,2954527.3875,4406613.3696,1756273.8453,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"9",2020-08-13,3,1.75172141484806,2.23954023545666,1.37015976165822,634067.2689,262053.7335,426479.6055,147983.2848,299049.5547,2486941.314,5667554.2755,5576092.3842,621735.3285,186006.7677,344266.6695,93517.2147,1525049.9628,6117670.1001,4312068.4932,794382.4941,2777769.5751,4505268.8928,1625760.8094,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"10",2020-08-14,6,2.97263077257959,3.75269447845914,2.35471706018428,660786.4731,293911.2462,439839.2076,258970.7484,382290.1524,2795239.824,5720992.6839,5493879.4482,514858.5117,149010.9465,376124.1822,109959.8019,1490109.465,5966603.8302,4201081.0296,754303.6878,3019270.0746,4150725.6063,1578488.3712,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
