"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_difficulty_breathing","pct_sore_throat","pct_chest_pain","pct_nausea","pct_worked_outside_home","pct_ate_outside_home","pct_direct_contact_with_non_hh","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_feel_nervous_most_time","pct_feel_depressed_all_time","pct_feel_depressed_some_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_somewhat","pct_enough_toEat_very_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_finances_very_worried","coef_(Intercept)","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_sore_throat","coef_pct_chest_pain","coef_pct_nausea","coef_pct_worked_outside_home","coef_pct_ate_outside_home","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_feel_nervous_most_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_sore_throat","pvals_pct_chest_pain","pvals_pct_nausea","pvals_pct_worked_outside_home","pvals_pct_ate_outside_home","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","aic","deviance","null_deviance"
"11",2020-08-15,2,4.00252394675235,4.8696377460452,3.28981307846494,640233.2391,246638.808,540550.0542,236362.191,372013.5354,3134368.185,5818620.5454,5538068.9013,541577.7159,139761.9912,310353.8334,107904.4785,1492164.7884,6015931.5918,4297681.2294,883789.062,2955555.0492,4321317.4485,1666867.2774,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"12",2020-08-16,3,2.4618812319791,3.22081482002248,1.8817782266441,609403.3881,262053.7335,588850.1541,299049.5547,280551.6441,2940140.1237,6011820.945,5847395.073,472724.382,147983.2848,414147.6651,135651.3444,1518883.9926,6190634.0808,4291515.2592,651537.5178,2821959.0282,4329538.7421,1613428.869,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"13",2020-08-17,3,1.43168669800338,1.93167495440031,1.06111372235302,598099.1094,300077.2164,489166.9692,271302.6888,325768.7589,2809627.0878,6454743.1377,5666526.6138,529245.7755,134623.6827,441894.531,133596.021,1453113.6438,5955299.5515,4154836.2531,742999.4091,2887729.377,4109619.1383,1549713.8436,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"14",2020-08-18,1,2.36333297270007,3.14249544514167,1.77735905663327,649482.1944,225057.9123,492249.9543,277468.659,310353.8334,2878480.4217,6428023.9335,5752850.1966,503554.233,116125.7721,392566.7694,157232.2401,1333904.8866,5892612.1878,4245270.4827,784105.8771,2754133.356,4522739.1417,1749080.2134,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"15",2020-08-19,5,3.44629797121437,4.38774588871826,2.70684994245776,654620.5029,213753.6336,500471.2479,258970.7484,326796.4206,2339985.6909,6363281.2464,5431192.0845,534384.084,137706.6678,387428.4609,97627.8615,1403785.8822,5861782.3368,3950331.5748,798493.1409,2913420.9195,4461079.4397,1628843.7945,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"16",2020-08-20,2,2.04137579100828,2.67624371740521,1.55711346205609,711141.8964,163398.2103,475807.3671,180868.4592,329879.4057,2477692.3587,5858699.3517,5614115.8671,595016.1243,175730.1507,410037.0183,117153.4338,1434615.7332,6102255.1746,4310013.1698,733750.4538,2801405.7942,4478549.6886,1558962.7989,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"17",2020-08-21,2,2.66763493783398,3.3436481369599,2.1282969589087,725529.1602,225057.9123,438811.5459,255887.7633,349404.978,2693501.3157,5896722.8346,5656249.9968,567269.2584,134623.6827,423396.6204,103793.8317,1449002.997,6127946.7171,4355230.2846,779995.2303,2946306.0939,4376811.1803,1524022.3011,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"18",2020-08-22,4,2.62653377872197,3.53959194280779,1.94900423614794,622762.9902,275413.3356,529245.7755,271302.6888,413120.0034,2884646.3919,5999489.0046,5865892.9836,531301.0989,147983.2848,463475.4267,105849.1551,1535326.5798,6272847.0168,4210329.9849,744027.0708,2812710.0729,4521711.48,1587737.3265,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"19",2020-08-23,2,1.28664079696996,1.99435358229539,0.830065719099899,772801.5984,321658.1121,571379.9052,259998.4101,385373.1375,2851761.2175,5933718.6558,6060121.0449,573435.2286,262053.7335,455254.1331,141817.3146,1546630.8585,6090950.8959,4169223.5169,773829.2601,2682197.037,4617284.0181,1527105.2862,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
"20",2020-08-24,2,4.16080180854468,5.69371514096763,3.04059322627906,648454.5327,304187.8632,584739.5073,295966.5696,339128.361,2766465.2964,6162887.2149,5716882.0371,544660.701,116125.7721,449088.1629,84268.2594,1443864.6885,6058065.7215,4022267.8938,812880.4047,2770575.9432,4824871.6815,1615484.1924,2.37002912547718,1.1390438744992e-06,-1.70132327962067e-06,9.9150641385463e-07,2.73597305911775e-06,1.04428790598298e-06,3.55187263695546e-07,-3.41784556082247e-07,-5.41406333917566e-07,-1.09540893936476e-06,-2.6423825784564e-06,-2.38083584816861e-06,-5.96135661790269e-06,-7.69423360583979e-07,4.51167945488838e-07,-6.87302609561975e-07,-7.02075290786009e-07,5.85407298550114e-07,5.57929728753983e-07,7.32884272442062e-07,0.265873458606592,0.00597918480266239,0.0117424500306922,0.00091532407738062,6.73308844410675e-06,0.0725867531890755,8.5115991406199e-06,0.000842403032923796,0.00031403909606806,0.0229759631606885,0.0188295514623435,0.000187902631857673,7.56468252406942e-05,0.0771409120296397,0.0377961771598885,3.96146153377149e-05,0.0946888622556539,0.0317256504437371,0.00624140664265396,0.0222080415868274,523.199297925457,67.3819045112347,2191.78880542634
