"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_stuffy_runny_nose","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_no_public","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_depressed_all_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_chills","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_enough_toEat_somewhat_worried","coef_(Intercept)","coef_pct_stuffy_runny_nose","coef_pct_tested_recently","coef_pct_worked_outside_home","coef_pct_grocery_outside_home","coef_pct_wear_mask_most_time","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_no_public","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_nervous_little_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_worried_ill_covid19_notWorried","coef_pct_enough_toEat_very_worried","coef_pct_chills","coef_pct_finances_somewhat_worried","coef_pct_finances_notToo_worried","coef_pct_enough_toEat_somewhat_worried","pvals_(Intercept)","pvals_pct_stuffy_runny_nose","pvals_pct_tested_recently","pvals_pct_worked_outside_home","pvals_pct_grocery_outside_home","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_no_public","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_worried_ill_covid19_notWorried","pvals_pct_enough_toEat_very_worried","pvals_pct_chills","pvals_pct_finances_somewhat_worried","pvals_pct_finances_notToo_worried","pvals_pct_enough_toEat_somewhat_worried","aic","deviance","null_deviance"
"1",2020-08-09,30,27.5680769784969,36.427727037089,20.8631976274154,1413246.7412,3579294.3681,4313839.0269,6100801.4717,965432.2343,152493.1894,63359.8463,969727.8171,564869.1382,1460498.152,1625878.0898,151419.2937,6472369.3839,4913072.8275,609972.7576,2299210.6937,860190.4557,3170140.1064,1286527.0486,2535467.7477,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"2",2020-08-10,20,20.1008044081349,26.4646002416556,15.2672753098356,1474458.7961,4428745.8668,4338538.628,6377866.5623,840860.3331,199744.6002,95576.7173,1255384.0733,342572.7283,1166250.7302,1645208.2124,169675.5206,6483108.3409,4974284.8824,754948.6771,2566610.723,1033087.6634,3261421.2409,1302635.4841,2813606.734,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"3",2020-08-11,19,24.1084486519224,30.3694071839174,19.1382496498046,1605474.0715,5762524.3262,4405120.1614,5796888.9886,1012683.6451,182562.269,15034.5398,783943.861,292099.6304,1303709.3798,1981337.5665,111685.1528,6702183.0637,4964619.8211,658298.0641,2729842.8694,780722.1739,3133627.6526,1331630.668,2895222.8072,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"4",2020-08-12,18,15.9505604606664,20.5676910599419,12.3699047339781,1563592.1392,4522174.7927,4454519.3636,6236112.3299,926771.9891,118128.527,48325.3065,822604.1062,349016.1025,1186654.7485,1792331.9233,143902.0238,6519620.7947,5141812.6116,554130.1812,2207929.5592,887037.8482,2974691.089,1164102.9388,3102484.6773,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"5",2020-08-13,25,28.0954062452438,35.2948569355329,22.3645006842515,1574331.0962,6101875.3674,4326725.7753,6337058.5257,884890.0568,197596.8088,90207.2388,919254.7192,325390.3971,1245719.012,2024293.3945,176118.8948,6223225.5815,4538283.2282,629302.8802,2656817.9618,810791.2535,3294712.0076,1261827.4475,2638561.7349,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"6",2020-08-14,22,19.7520462831889,24.8293813878143,15.7129703023817,1282231.4658,4615603.7186,4355720.9592,6347797.4827,943954.3203,204040.183,77320.4904,752800.8857,300690.796,1080339.0742,2167121.5226,126719.6926,6962065.8231,4820717.7973,563795.2425,2480699.067,730249.076,3205578.6645,1425059.5939,2929587.4696,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"7",2020-08-15,16,18.784448223718,24.5635366550683,14.3650118476215,1523857.9983,4633859.9455,4158124.1504,6501364.5678,833343.0632,195449.0174,54768.6807,1024496.4978,469292.4209,940732.6332,1725750.3899,197596.8088,6977100.3629,4815348.3188,723805.7018,2585940.8456,962210.5472,3035903.1439,1487345.5445,2987577.8374,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"8",2020-08-16,29,31.2530615429349,40.2806714016116,24.2486984903484,1684942.3533,4714402.123,4125907.2794,6225373.3729,987984.044,208335.7658,89133.3431,861264.3514,344720.5197,1093225.8226,2035032.3515,253439.3852,6443374.2,4741249.5155,586347.0522,2666483.0231,785017.7567,3512712.8347,1189876.4356,2937104.7395,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"9",2020-08-17,15,19.1192239102864,24.2979708251761,15.0442489853067,1634469.2554,4613455.9272,4620973.1971,6454113.157,912811.345,238404.8454,32216.871,636820.1501,372641.8079,1139403.3377,1863209.0395,150345.398,6572241.684,5107447.9492,487548.6478,2715882.2253,681923.7695,3374180.2894,1661316.6479,2760985.8447,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
"10",2020-08-18,28,21.950913484172,28.8619311242982,16.694745778253,1579700.5747,5407064.8495,4441632.6152,6155570.1524,788239.4438,183636.1647,35438.5581,750653.0943,422041.0101,1037383.2462,1670981.7092,222296.4099,7042608.0006,5321153.1935,707697.2663,2612788.2381,630376.7759,3312968.2345,1887908.6406,2767429.2189,5.61914432702734,-8.27217378960211e-07,1.2975089147314e-07,-4.57537090834623e-07,-4.75473027501366e-07,-1.07044153051269e-06,2.22972885078485e-06,-1.81848483862009e-06,4.301885725862e-07,2.01732026458255e-06,5.40874465783012e-07,4.29365551392911e-07,1.36179447671418e-06,-2.87597436518736e-07,1.81806320959408e-07,-5.46624342324457e-07,2.32719669314755e-07,-5.56315767764223e-07,5.52931419217959e-07,-4.62705753570223e-07,3.63597374876016e-07,0.0123829996139884,2.14944785036314e-05,0.0261922414533154,0.0029222867738023,0.000620735507472959,0.000114933662917711,0.0188955457752023,0.0139870590539679,0.105238395984567,1.86109266621123e-06,0.0740517545397569,0.0295296514225109,0.0290588480744668,0.0371589072041004,0.0645768851768046,0.0165531348874166,0.0750080469364412,0.0826380939386431,0.00494991597162423,0.0134468726827008,0.0704754329780463,526.354727531667,106.028012915556,785.338717252596
