"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_difficulty_breathing","pct_chest_pain","pct_nausea","pct_ever_tested","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_little_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_worried_ill_covid19_very","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","coef_(Intercept)","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_chest_pain","coef_pct_nausea","coef_pct_ever_tested","coef_pct_wear_mask_none_time","coef_pct_no_public","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_little_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_most_time","coef_pct_worried_ill_covid19_very","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_enough_toEat_not_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_chest_pain","pvals_pct_nausea","pvals_pct_ever_tested","pvals_pct_wear_mask_none_time","pvals_pct_no_public","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_most_time","pvals_pct_worried_ill_covid19_very","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_enough_toEat_not_worried","aic","deviance","null_deviance"
"1",2020-08-23,1,1.11514709364857,1.85888423108242,0.668978207291988,299196.4564,184246.3192,169571.8336,209111.4198,187507.316,50953.075,125548.3768,48914.952,141853.3608,924900.2174,33017.5926,93346.0334,428413.4546,209111.4198,893105.4986,2486510.06,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"2",2020-08-24,1,1.25271813078193,1.97943527299572,0.792803248784568,432897.3252,112912.0142,114134.888,99460.4024,187507.316,110873.8912,106797.6452,40354.8354,101498.5254,1087542.4328,30164.2204,97422.2794,685216.9526,373791.7582,905741.8612,2598606.825,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"3",2020-08-25,2,1.01229396139985,1.56492957035705,0.654814813201335,374607.0074,123510.2538,141853.3608,106390.0206,225824.0284,154489.7234,142668.61,65219.936,113727.2634,1057378.2124,30571.845,169979.4582,622850.3888,273516.1066,903296.1136,2614504.1844,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"4",2020-08-26,2,1.21319460391743,1.83585160604892,0.801721196922906,381129.001,119434.0078,114134.888,161011.717,176501.4518,115765.3864,121472.1308,33017.5926,84378.2922,910225.7318,46876.829,172425.2058,641193.4958,333844.5474,867017.5242,2584339.964,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"5",2020-08-27,0,1.53514015894494,2.3491218093213,1.00320694237919,433304.9498,169164.209,107612.8944,265363.6146,219709.6594,120656.8816,125956.0014,49322.5766,125140.7522,1108331.2874,72557.1788,142668.61,702337.1858,260064.4948,980744.7876,2509337.0376,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"6",2020-08-28,2,1.53011606506715,2.15004893413914,1.08893111007914,454909.0536,154897.348,152451.6004,186284.4422,235607.0188,129624.6228,109651.0174,51360.6996,132885.6196,1099363.5462,31794.7188,162234.5908,578826.932,281260.974,933867.9586,2671164.0038,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"7",2020-08-29,3,1.57323591116417,2.24083009069576,1.10453320064444,430859.2022,110873.8912,103944.273,187507.316,211557.1674,169164.209,123917.8784,44838.706,147560.1052,1111592.2842,57067.444,143076.2346,657090.8552,346480.91,1019061.5,2456345.8396,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"8",2020-08-30,3,2.53770386973829,3.75246373496279,1.71619005148055,465914.9178,169571.8336,224601.1546,223785.9054,248651.006,103944.273,90492.6612,24865.1006,172017.5812,1147055.6244,40762.46,121064.5062,647307.8648,359524.8972,773671.4908,2387049.6576,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"9",2020-08-31,1,1.49330922812641,2.33708563771792,0.954168052217801,368492.6384,161419.3416,105167.1468,199328.4294,244167.1354,149190.6036,106797.6452,34648.091,103129.0238,1164583.4822,73780.0526,227862.1514,723941.2896,375422.2566,843782.922,2477542.3188,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
"10",2020-09-01,2,1.44533158914528,2.23567889711053,0.934384363193248,456947.1766,176909.0764,135738.9918,204627.5492,302049.8286,216856.2872,123102.6292,35870.9648,114542.5126,1092026.3034,33425.2172,135738.9918,723533.665,345665.6608,836038.0546,2445747.6,-1.47453474481704,1.12373352255529e-06,-1.42795205558472e-06,2.892122230311e-06,2.48793350594892e-06,3.71045945038719e-06,-4.71665965868609e-06,-4.00360592605181e-06,6.30538850176395e-06,1.77463660570817e-06,-1.16631749839295e-06,-4.02354436254775e-06,2.52261055503954e-06,1.32787596315354e-06,3.16906279108533e-06,1.89456410231386e-06,-7.88543757727829e-07,0.344454224477084,0.0709353463309837,0.136829895102435,0.0105126291400963,0.0446570383480868,2.2699278680486e-06,0.00217590704427923,0.0219955932686816,0.00972238732422255,0.147466945864101,0.050434339070293,0.112536236813521,0.0978998740350137,0.0220981456397925,0.00376854351563349,0.000224353375558625,0.0992948177531653,304.693920805119,30.3511755062885,534.997598817727
