"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_stuffy_runny_nose","pct_chest_pain","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_wear_mask_most_time","pct_feel_nervous_some_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_stuffy_runny_nose","coef_pct_chest_pain","coef_pct_anosmia_ageusia","coef_pct_eye_pain","coef_pct_headache","coef_pct_wear_mask_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_depressed_most_time","coef_pct_feel_depressed_some_time","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_worried_ill_covid19_notWorried","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_not_worried","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_stuffy_runny_nose","pvals_pct_chest_pain","pvals_pct_anosmia_ageusia","pvals_pct_eye_pain","pvals_pct_headache","pvals_pct_wear_mask_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_depressed_most_time","pvals_pct_feel_depressed_some_time","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_worried_ill_covid19_notWorried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-23,46,46.9264444142447,55.2389470354247,39.8648291385967,23576476.6158,18065515.9684,9750161.1454,19940546.9579,38169109.0993,22484067.2567,30636375.9067,20331857.7731,33212505.4401,16679623.4979,29886363.5109,34794053.3182,48196448.7388,10875179.7391,46761642.4164,51261716.7912,30668985.1413,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"2",2020-08-24,34,38.2382755710106,45.6951864629446,31.9982438375704,22451458.0221,16924192.7574,13777401.6185,16043743.4232,40647410.9289,21163393.2554,30668985.1413,20380771.625,39359346.1622,20820996.2921,34353828.6511,30668985.1413,52647609.2617,12391509.148,48343190.2945,46288808.5147,29625489.6341,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"3",2020-08-25,42,44.7051893011745,52.7772823778134,37.8676934546748,22859073.4546,13532832.359,12000198.3328,19402494.587,33522293.1688,24016701.2829,24783018.296,19304666.8832,37810407.5187,22027537.9723,32853803.8595,27652630.9408,41593078.7323,13157826.1611,47837747.1582,46826860.8856,37304964.3824,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"4",2020-08-26,45,33.8384187051137,40.04206632889,28.5958914072438,22712331.8989,16483968.0903,16043743.4232,18228562.1414,40565887.8424,26446089.2606,33261419.292,15554604.9042,32804890.0076,22174279.528,34011431.6878,30408111.2645,49239944.246,14185017.051,46109457.7244,51653027.6064,32609234.6,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"5",2020-08-27,54,52.3336983243219,60.0772403240173,45.5882454908008,18342694.4625,16206789.5962,12521946.0864,17723119.0051,36636475.0731,31174428.2776,29413529.6092,18114429.8203,37663665.963,19614454.6119,28484166.4231,33310333.1439,43957248.2408,12179549.1231,49174725.7768,42016998.7821,29967886.5974,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"6",2020-08-28,45,41.8479361177106,48.7069999409427,35.9547859534643,25255852.1977,13223044.6303,13483918.5071,17511158.9802,35283191.8372,25875427.6551,30163542.005,18978574.5372,33571207.0207,22092756.4415,30783117.4624,27799372.4965,46500768.5396,12081721.4193,53903064.7938,40826761.7192,35413628.7756,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"7",2020-08-29,47,44.1951430919718,51.1366273200709,38.1959228694232,22549285.7259,15913306.4848,13223044.6303,15831783.3983,38462592.2107,27277624.7429,32609234.6,21831882.5647,33913603.984,22907987.3065,31321169.8333,30277674.3261,45799669.9957,13418700.0379,46142066.959,48734501.1097,38821293.7913,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"8",2020-08-30,32,37.0151582973137,42.3970011709491,32.3164824382441,18407912.9317,16712232.7325,12978475.3708,20217725.452,40158272.4099,31989659.1426,27456975.5332,17951383.6473,31957049.908,20234030.0693,32544016.1308,31630957.562,49158421.1595,9554505.7378,47413827.1084,40598497.077,30049409.6839,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"9",2020-08-31,42,47.4243136807649,53.2264179440432,42.254685078677,22859073.4546,12831733.8151,9782770.38,20315553.1558,38641943.001,28467861.8058,31027686.7219,18945965.3026,33326637.7612,22255802.6145,31663566.7966,29380920.3746,51017147.5317,9717551.9108,45799669.9957,48538845.7021,33538597.7861,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
"10",2020-09-01,33,33.4077956602764,39.6361750711838,28.1581360682351,25223242.9631,17886165.1781,9342545.7129,20250334.6866,37190832.0613,27179797.0391,28141769.4598,18815528.3642,28174378.6944,19402494.587,38690856.8529,31435302.1544,41136549.4479,11021921.2948,42587660.3876,45343140.7113,35381019.541,4.88028397792926,-1.72788518905474e-08,-1.69433486024167e-08,-2.67257637593118e-08,-1.7754111521058e-08,-1.91437115087512e-08,1.41115364213021e-08,1.7592018984313e-08,1.9816706136211e-08,1.45614309861163e-08,-1.26958801312499e-08,-1.39187946023041e-08,-1.36084041437331e-08,-1.37698728386774e-08,-2.42595229581507e-08,1.28032298437378e-08,2.14591616220996e-08,-1.25767579197764e-08,7.45133369840935e-09,0.0176825080214123,0.0572494623434041,0.00329371423649155,0.0315790350239135,0.00297821119937653,0.0188207861202279,0.0120135132916196,0.0270763362774148,0.037930553800536,0.12893776723712,0.0310550796253018,0.132952289394774,0.0181893419237936,0.0043032967603142,0.0240843153256972,0.000114700753352277,0.0554160387568306,610.675003906712,91.1655369793891,372.10135828484
