"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_fatigue","pct_aches_muscle_pain","pct_eye_pain","pct_headache","pct_ever_tested","pct_tested_recently","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_wear_mask_most_time","pct_wear_mask_some_time","pct_feel_nervous_most_time","pct_feel_depressed_most_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_enough_toEat_somewhat_worried","pct_enough_toEat_not_worried","pct_finances_very_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_cough","coef_pct_fatigue","coef_pct_aches_muscle_pain","coef_pct_eye_pain","coef_pct_headache","coef_pct_ever_tested","coef_pct_tested_recently","coef_pct_spent_time_with_non_hh","coef_pct_attended_public_event","coef_pct_used_public_transit","coef_pct_wear_mask_most_time","coef_pct_wear_mask_some_time","coef_pct_feel_nervous_most_time","coef_pct_feel_depressed_most_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_fatigue","pvals_pct_aches_muscle_pain","pvals_pct_eye_pain","pvals_pct_headache","pvals_pct_ever_tested","pvals_pct_tested_recently","pvals_pct_spent_time_with_non_hh","pvals_pct_attended_public_event","pvals_pct_used_public_transit","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_depressed_most_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-12,151,196.200073047882,257.079053616856,149.737865152426,4357159.6775,6748447.7225,5834921.9525,3430199.705,8459069.5075,2597279.15,20008005.59,20218474.7625,2015130.375,5396071.3375,2861485.1325,443328.6825,2212165.345,2852528.9975,24692064.195,14244732.7175,10474199.8825,15162736.555,14598500.05,6582759.225,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"2",2020-08-13,303,160.462722805761,226.158364323056,113.850688155218,4598975.3225,6426026.8625,5615496.645,3689927.62,9112867.3625,2574888.8125,16170301.7425,20988702.3725,2050954.915,5369202.9325,3152559.52,326898.9275,2310682.83,2910743.875,24848796.5575,14652236.86,10720493.595,16237472.755,14876140.235,6018522.72,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"3",2020-08-14,158,249.689999037582,337.825976264584,184.547962559751,4066085.29,6511110.145,5579672.105,3309291.8825,8691929.0175,2933134.2125,20522983.3525,19107914.0225,1759880.5275,6049869.1925,3000305.225,223903.375,2413678.3825,2579366.88,24777147.4775,14938833.18,9672625.8,14405943.1475,14777622.75,6215557.69,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"4",2020-08-15,182,159.551399667802,211.641990624828,120.281656115591,4057129.155,6005088.5175,6157342.8125,3510804.92,9309902.3325,2624147.555,24459204.685,18924313.255,1827051.54,5284119.65,3022695.5625,326898.9275,2274858.29,2686840.5,24450248.55,14499982.565,10098042.2125,14750754.345,15310512.7825,6157342.8125,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"5",2020-08-16,137,132.183379167268,168.350092712582,103.786374254678,4204905.3825,6193167.3525,5655799.2525,3721274.0925,8794924.57,2745055.3775,22390337.5,17186823.065,1544933.2875,4625843.7275,3416765.5025,443328.6825,2180818.8725,2552498.475,24347252.9975,14061131.95,9108389.295,14504460.6325,14535807.105,6748447.7225,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"6",2020-08-17,92,91.7163155830904,123.567969768195,68.074943368554,3963089.7375,6005088.5175,5391593.27,3519761.055,8633714.14,2995827.1575,22202258.665,17106217.85,1643450.7725,4796010.2925,3537673.325,394069.94,2288292.4925,2583844.9475,24136783.825,14970179.6525,10156257.09,13796925.9675,14567153.5775,6470807.5375,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"7",2020-08-18,93,94.5642340635329,129.37578211024,69.1195385887823,4128778.235,5888658.7625,5740882.535,3801879.3075,9050174.4175,2803270.255,17912270,18288427.67,1809139.27,5342334.5275,3094344.6425,394069.94,2059911.05,2852528.9975,24020354.07,15113477.8125,9708450.34,13272992.07,15032872.5975,6314075.175,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"8",2020-08-19,127,156.624149086064,201.935763141962,121.479839406594,4137734.37,6958916.895,5946873.64,3922787.13,9251687.455,2919700.01,20612544.7025,19560198.84,2033042.645,5306509.9875,2942090.3475,376157.67,2203209.21,2803270.255,24656239.655,15104521.6775,10621976.11,14056653.8825,15323946.985,6833531.005,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"9",2020-08-20,237,212.38417495119,304.213480519847,148.274289793529,4236251.855,6967873.03,5964785.91,4348203.5425,9094955.0925,2910743.875,25238388.43,20764798.9975,2619669.4875,5203514.435,3004783.2925,564236.505,2807748.3225,2422634.5175,24804015.8825,15082131.34,9493503.1,14320859.865,15100043.61,7406723.645,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
"10",2020-08-21,292,322.415486768521,428.414794667764,242.642755110259,4890049.71,7017131.7725,5772229.0075,3833225.78,8508328.25,3143603.385,19900531.97,18767580.8925,1871832.215,5566237.9025,2686840.5,380635.7375,2874919.335,2816704.4575,24132305.7575,15435898.6725,10057739.605,13698408.4825,15355293.4575,6757403.8575,1.49910708557892,3.78291892064482e-07,4.39392429190319e-07,-2.49866423677761e-07,-3.11420404044009e-07,1.80673374509575e-07,-1.3973467286884e-07,6.87511284959456e-08,1.01847001063372e-07,-4.86038481446492e-07,2.35796165713058e-07,-3.76387478459237e-07,-6.1970193472087e-07,3.0023994693877e-07,3.62147540341369e-07,-1.35297686846698e-07,9.9233671023323e-08,-2.50154416080154e-07,9.60549684849973e-08,-9.81272960560823e-08,1.48509152899227e-07,0.51522309882841,0.00216769332239031,8.30342025081501e-06,0.032845899904144,0.0648247796446471,0.0185947332081941,0.00084283235287127,0.000319058414636338,0.0570491653868368,0.0162288949178027,0.00104857710394121,0.0262150510839654,0.144116898612138,0.0543974172226886,0.00210150812174999,0.0415799813380344,0.11123930373974,0.00267074769632499,0.104124872832965,0.0948740439679089,0.0943294406193918,1184.95062797488,98.5270577490769,376.625340297674
