"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cmnty_sick","pct_tested_recently","pct_worked_outside_home","pct_spent_time_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_feel_nervous_most_time","pct_feel_nervous_little_time","pct_feel_depressed_all_time","pct_feel_depressed_little_time","pct_enough_toEat_very_worried","pct_chills","pct_finances_very_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_cmnty_sick","coef_pct_tested_recently","coef_pct_worked_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_most_time","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_little_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_little_time","coef_pct_enough_toEat_very_worried","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_cmnty_sick","pvals_pct_tested_recently","pvals_pct_worked_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_little_time","pvals_pct_enough_toEat_very_worried","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-07-31,23,16.5923708997626,33.1349250881594,8.30865835195955,2573628.1155,15292190.3068,20571427.4668,27944762.0336,25621897.6832,8134424.5907,4126603.7134,1948918.3849,888671.5886,8785530.5071,321153.5939,11073199.9431,3950629.1414,901869.6815,12177440.3824,6533055.9855,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"2",2020-08-01,20,9.37112456400563,15.7892480082848,5.56188461591274,2775998.8733,13519246.4939,20756200.7674,28257116.8989,23752167.8557,9586214.8097,3906635.4984,1856531.7346,888671.5886,8512769.9205,413540.2442,9858975.3963,4196993.5422,1117438.5322,12300622.5828,6392276.3279,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"3",2020-08-02,16,30.4557879870671,56.1476549836598,16.5199245130205,2556030.6583,17821824.7793,21539287.6128,28133934.6985,25014785.4098,8429181.9988,4425760.4858,2072100.5853,1223023.2754,8354392.8057,527923.716,10048148.0612,4315776.3783,910668.4101,12208235.9325,5842355.7904,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"4",2020-08-03,16,24.2778783961058,42.6420712906262,13.8223909293465,2481241.4652,11354759.2583,20061101.208,28331906.092,24306487.7575,8798728.6,4491750.9503,1878528.5561,1508981.9549,8561162.9278,448735.1586,10545276.2271,4007820.8773,1205425.8182,12375411.7759,5613588.8468,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"5",2020-08-04,13,16.6280046683312,29.0418750567676,9.52040936439515,2507637.651,15054624.6346,16581204.0467,27935963.305,23716972.9413,8838322.8787,5116460.6809,1830135.5488,1311010.5614,8811926.6929,668703.3736,10272515.6405,4518147.1361,1280215.0113,12925332.3134,6163509.3843,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"6",2020-08-05,26,15.7462340023221,27.3986898453995,9.04947961581158,2784797.6019,12665769.8197,15762922.2869,27456432.5963,22863496.2671,9449834.5164,4905291.1945,1838934.2774,1280215.0113,8305999.7984,409140.8799,11011608.8429,4452156.6716,1060246.7963,13523645.8582,5151655.5953,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"7",2020-08-06,24,28.6119190411692,41.6320430003435,19.6637458126104,2648417.3086,14905046.2484,20633018.567,28292311.8133,22476352.2087,9907368.4036,5437614.2748,2252474.5216,1091042.3464,8583159.7493,435537.0657,10848832.3638,4007820.8773,558719.2661,13035316.4209,5736771.0472,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"8",2020-08-07,31,40.9114212888053,62.6898924301822,26.69879189431,3114749.9244,14214346.0533,22040815.143,27975557.5837,21473297.1483,10342905.4693,5530000.9251,2740803.9589,1491384.4977,8196015.6909,523524.3517,10800439.3565,4152999.8992,985457.6032,13822802.6306,5741170.4115,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"9",2020-08-08,33,26.2433128984765,40.6509098556554,16.9420924238311,2758401.4161,14240742.2391,20813392.5033,27953560.7622,21354514.3122,9639007.1813,6057924.6411,2736404.5946,1297812.4685,8847121.6073,387144.0584,9797384.2961,4372968.1142,1038249.9748,12903335.4919,5996333.5409,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
"10",2020-08-09,27,20.1049455461869,30.792741904507,13.1267568399286,2718807.1374,12269827.0327,21306121.3049,29317363.6952,20945373.4323,9647805.9099,5573994.5681,2780398.2376,1231822.004,8811926.6929,431137.7014,10941219.0141,4174996.7207,1113039.1679,13563240.1369,5701576.1328,0.878900834860953,-1.5473851781622e-07,9.32801458217669e-08,8.10616977374639e-08,-2.49662132954007e-07,1.73572720928223e-07,2.6299215365383e-07,2.83480373140201e-07,4.44885047760112e-07,6.21564730712312e-07,2.50276219700993e-07,8.26954140314837e-07,2.15894311010957e-07,-5.45181340938514e-07,3.24096923875281e-07,-1.95446320714289e-07,-5.47712233356147e-07,0.863211205681588,0.0154331776276174,0.0405322783512748,0.0281004899165298,0.00535242362915991,0.0848258420070506,0.0620163305540686,0.0459626058391753,0.0366243139501196,0.0299365737157452,0.0942785034748494,0.115308769091391,0.120731980574645,0.00561067270154464,0.118098265447047,0.0963072015234391,0.0031499320794814,1118.74853622594,151.019007438819,321.798932510061
