"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_cmnty_sick","pct_wear_mask_all_time","pct_feel_nervous_little_time","pct_worried_ill_covid19_very","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_cough","coef_pct_cmnty_sick","coef_pct_wear_mask_all_time","coef_pct_feel_nervous_little_time","coef_pct_worried_ill_covid19_very","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_cmnty_sick","pvals_pct_wear_mask_all_time","pvals_pct_feel_nervous_little_time","pvals_pct_worried_ill_covid19_very","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-08-25,11,9.33679443751156,11.4041947817921,7.64418111373641,4417243.3404,13923357.6636,14297919.2334,11116298.5428,14366804.1198,3164399.469,5329968.0852,8137027.206,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"2",2020-08-26,10,10.5896534880876,12.5560025288233,8.93124708603214,5790635.763,13979326.6338,14349582.8982,11512386.6396,13798503.807,3569098.1766,4567929.0294,8576168.3568,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"3",2020-08-27,9,10.3851265480375,12.7900734230525,8.4323873563044,4920964.0722,14117096.4066,15684227.5722,12300257.5278,16015736.088,3289253.3256,5317052.169,9854844.0606,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"4",2020-08-28,10,9.00248286536124,10.9492318786256,7.40186148576627,5850910.0386,15456046.386,13944884.1906,11925695.958,14999684.0136,2682205.2642,4559318.4186,7603169.3364,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"5",2020-08-29,8,7.52111699007208,9.15947444501096,6.17581293751655,4124482.5732,14844693.0192,12438027.3006,12571491.768,15348413.751,2906081.145,4003934.022,9557777.988,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"6",2020-08-30,8,8.54084293833802,10.2786454984346,7.09684929872012,4214893.9866,11779315.5744,13346446.74,12067771.0362,15933935.2854,2664984.0426,5747582.709,11120603.8482,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"7",2020-08-31,10,10.5514373221829,12.3724879960432,8.99841887901269,6406294.4352,12692040.3192,13324920.213,11245457.7048,15852134.4828,3891996.0816,6061870.0032,8778517.7106,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"8",2020-09-01,9,5.99484214202694,6.91095281216811,5.20017040841979,5291220.3366,10634104.338,11232541.7886,12877168.4514,14844693.0192,2785532.5938,4464601.6998,7775381.5524,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"9",2020-09-02,8,7.39135921712576,8.64610466044273,6.31870573190499,4989848.9586,12808283.565,11960138.4012,13673649.9504,14521795.1142,3246200.2716,5519401.5228,8149943.1222,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"10",2020-09-03,7,9.11500563860234,11.3938765759209,7.29192801397686,4339747.8432,13247424.7158,14121401.712,12924526.8108,15877966.3152,4171840.9326,4443075.1728,10595356.5894,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"11",2020-09-04,6,4.60572947950016,5.57193472990694,3.80706972830802,4098650.7408,9359733.9396,10845064.3026,12971885.1702,17074841.2164,2725258.3182,4447380.4782,7982036.2116,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"12",2020-09-05,8,7.49715994129685,9.09986081858002,6.17673262327511,5958542.6736,12877168.4514,11650156.4124,11559744.999,18495591.9984,2626236.294,4783194.2994,10229405.6304,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"13",2020-09-06,10,6.99081521649621,8.55823715222859,5.7104630920947,4443075.1728,11770704.9636,11426280.5316,12287341.6116,16528067.4306,4146009.1002,3788668.752,10203573.798,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"14",2020-09-07,7,6.57882739078184,8.02702122329907,5.3919092317926,7374988.1502,11025887.1294,12567186.4626,12743703.984,17819659.0506,2307643.6944,4270862.9568,8180080.26,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"15",2020-09-08,6,6.6209979150992,7.98409468864893,5.49061792241421,6621559.7052,11641545.8016,11960138.4012,12618850.1274,17789521.9128,3758531.6142,3797279.3628,7969120.2954,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"16",2020-09-09,9,8.59940681096923,10.7423153141796,6.88397196858782,7030563.7182,11353090.3398,12343310.5818,11447807.0586,18013397.7936,4210588.6812,6113533.668,7762465.6362,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"17",2020-09-10,10,8.61042311663986,10.9078319442616,6.79689480241484,7082227.383,11899864.1256,10083025.2468,11370311.5614,16476403.7658,4184756.8488,3724089.171,10625493.7272,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"18",2020-09-11,10,8.50275428773761,10.2908613473123,7.02534297544706,6358936.0758,12300257.5278,12438027.3006,10595356.5894,17673278.667,2410971.024,5467737.858,9652494.7068,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"19",2020-09-12,8,6.57526767631515,7.78710828424417,5.55201538710737,4641119.2212,11047413.6564,12265815.0846,10737431.6676,16291275.6336,3284948.0202,4877911.0182,7319019.18,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
"20",2020-09-13,6,4.79082096967251,6.17741322186381,3.71546547707374,4090040.13,11008665.9078,8468535.7218,11400448.6992,17621615.0022,2785532.5938,3814500.5844,9372649.8558,0.647495342553043,7.70177250520201e-08,4.01890344588001e-08,5.31897476782586e-08,-4.73664556266457e-08,-4.61483403303697e-08,7.56911854479962e-08,6.69183517170211e-08,6.38496813311411e-08,0.26284796588563,0.00801474986274072,0.0314662116964304,0.0246531587716803,0.0432973067380531,0.0141160896455463,0.110666375930418,0.0804131040745584,0.00920196925194305,387.923090891913,34.8671577959682,103.97878531187
