"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fatigue","pct_aches_muscle_pain","pct_chest_pain","pct_headache","pct_grocery_outside_home","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_enough_toEat_somewhat_worried","pct_finances_very_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_fatigue","coef_pct_aches_muscle_pain","coef_pct_chest_pain","coef_pct_headache","coef_pct_grocery_outside_home","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_feel_depressed_little_time","coef_pct_feel_depressed_none_time","coef_pct_enough_toEat_somewhat_worried","coef_pct_finances_very_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_fatigue","pvals_pct_aches_muscle_pain","pvals_pct_chest_pain","pvals_pct_headache","pvals_pct_grocery_outside_home","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_depressed_little_time","pvals_pct_feel_depressed_none_time","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_finances_very_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-07-13,631,1053.33329166759,1197.4081963562,926.59381045796,34274441.8856,47148462.5446,14857886.1376,63736954.738,143028259.0263,7808832.203,5466182.5421,61731984.3075,102401226.6188,48900173.5523,74985894.1007,34612121.116,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"2",2020-07-14,733,997.72371443108,1116.27737895084,891.760980835918,33915657.7033,47802716.0535,15659874.3098,64855517.1887,141909696.5756,7555572.7802,5867176.6282,61879718.9708,103055480.1277,49596636.965,72769874.1512,35203059.7692,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"3",2020-07-15,1300,1712.34879333525,2010.65179052967,1458.30242901695,33324719.0501,47739401.1978,15849818.8769,66142919.2546,134670698.0739,8083196.5777,5740546.9168,62934966.5658,101324874.0719,50356415.2334,77666222.992,33936762.6552,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"4",2020-07-16,1233,1497.67856169121,1738.50073509656,1290.21577550547,32438311.0703,47760506.1497,15617664.406,65066566.7077,136591248.6968,7365628.2131,5445077.5902,61668669.4518,102063547.3884,49997631.0511,77412963.5692,35435214.2401,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"5",2020-07-17,1322,1650.05100509249,1885.38920286664,1444.08821015155,31361958.5234,48034870.5244,16208603.0592,63167121.0367,137984175.5222,6648059.8485,5381762.7345,62175188.2974,103287634.5986,48604704.2257,77856167.5591,33915657.7033,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"6",2020-07-18,1163,1200.68801272888,1378.7567619022,1045.61714128737,33514663.6172,47275092.256,15955343.6364,62639497.2392,139144947.8767,7238998.5017,5149608.2636,60782261.472,100628410.6592,48900173.5523,74711529.726,36490461.8351,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"7",2020-07-19,921,1120.20316958732,1248.70491180243,1004.92528642509,33388033.9058,46578628.8433,15680979.2617,61816404.1151,139735886.5299,7471152.9726,5592812.2535,61119940.7024,102190177.0998,49069013.1675,73191973.1892,34527701.3084,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"8",2020-07-20,716,749.610631313521,876.294413964942,641.24121941594,33810132.9438,44953547.547,15913133.7326,62597287.3354,142374005.5174,7492257.9245,6183750.9067,60824471.3758,103730838.5885,47971555.6687,69287557.0877,36110572.7009,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"9",2020-07-21,632,820.180634040439,939.563781513669,715.966585441641,33577978.4729,45713325.8154,15469929.7427,64306788.4393,140558979.654,8188721.3372,5656127.1092,62386237.8164,103604208.8771,47169567.4965,69878495.7409,37229135.1516,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
"10",2020-07-22,1367,1479.95092500498,1752.79686397196,1249.57705336136,33198089.3387,48984593.3599,16124183.2516,65045461.7558,134649593.122,8294246.0967,5846071.6763,64327893.3912,103118794.9834,48140395.2839,72115620.6423,34865380.5388,20.1003541060435,-4.25469895550929e-08,4.68415457215213e-08,-7.37426984257486e-08,6.65704814474007e-09,-3.91086116424679e-08,-1.09038512096644e-07,9.59171351204539e-08,3.24275773350734e-08,-7.14991524651709e-08,-4.48108720301381e-08,2.53717312463567e-08,-4.88323679158055e-08,1.73749641860384e-10,0.00345999166686141,0.00395755373257564,0.0207921815181195,0.108542839963042,2.54414040289147e-09,0.000130189793032874,0.0303668732826559,0.136749278289821,1.08047002155344e-06,2.63346194969733e-05,0.0374211258442499,0.00166960492392878,1673.11462920474,130.251864899643,737.646181108694
