"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cmnty_sick","pct_tested_recently","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_used_public_transit","pct_wear_mask_all_time","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_cmnty_sick","coef_pct_tested_recently","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_used_public_transit","coef_pct_wear_mask_all_time","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_little_time","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_enough_toEat_not_worried","coef_pct_chills","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_cmnty_sick","pvals_pct_tested_recently","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_used_public_transit","pvals_pct_wear_mask_all_time","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_little_time","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_chills","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"11",2020-09-03,3,2.78350507476775,4.14100514530957,1.87101928864632,785678.208,2522763.621,4012278.557,5980566.151,1533504.7315,58312.0545,25575.4625,85933.554,442967.0105,487979.8245,1427110.8075,98209.776,180051.256,719182.0055,8786705.8965,255754.625,1814834.819,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"12",2020-09-04,2,1.76044418422629,2.90376830663603,1.06729029264959,817391.7815,2497188.1585,4021485.7235,6062407.631,1430179.863,55242.999,78772.4245,129923.3495,431713.807,547314.8975,1350384.42,81841.48,124808.257,815345.7445,8645529.3435,168798.0525,1987724.9455,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"13",2020-09-05,2,0.872156017993093,1.44176414769015,0.527587068204057,732481.246,1803581.6155,3819951.079,6071614.7975,1340154.235,62404.1285,55242.999,142199.5715,452174.177,520716.4165,1408696.4745,59335.073,130946.368,635294.4885,8779544.767,226087.0885,1774937.0975,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"14",2020-09-06,0,0.329509764428089,0.785260397125139,0.13826838237476,734527.283,2030691.7225,3480308.937,6548341.4185,1358568.568,43989.7955,46035.8325,95140.7205,329411.957,480818.695,1349361.4015,64450.1655,175959.182,649616.7475,8568802.956,190281.441,1857801.596,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"15",2020-09-07,0,2.51734747454366,3.55989274017953,1.78012057387768,715089.9315,2087980.7585,3531459.862,5865988.079,1326854.9945,80818.4615,58312.0545,131969.3865,442967.0105,508440.1945,1361637.6235,53196.962,188235.404,754987.653,8772383.6375,176982.2005,1829157.078,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"16",2020-09-08,3,1.65623374288361,2.35803658347974,1.1633026519963,762148.7825,2407162.5305,3811766.931,5834274.5055,1361637.6235,66496.2025,54219.9805,147314.664,362148.549,452174.177,1343223.2905,83887.517,198465.589,776471.0415,8696680.2685,172890.1265,1837341.226,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"17",2020-09-09,1,0.661671569281903,1.09177339943818,0.401007448817923,725320.1165,2525832.6765,3868032.9485,5976474.077,1335039.1425,84910.5355,50127.9065,105370.9055,386700.993,439897.955,1262404.829,53196.962,164705.9785,794885.3745,8692588.1945,202557.663,1924297.7985,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"18",2020-09-10,1,1.88396020280035,2.6997462990646,1.31468132652513,656777.877,2403070.4565,3575449.6575,5923277.115,1323785.939,75703.369,34782.629,84910.5355,448082.103,484910.769,1412788.5485,55242.999,155498.812,612788.0815,8972895.2635,148337.6825,1821995.9485,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"19",2020-09-11,2,2.66663718493209,3.96939494459686,1.79144528960061,708951.8205,2746804.6725,3758569.969,5863942.042,1282865.199,73657.332,62404.1285,115601.0905,467519.4545,581074.508,1464962.492,65473.184,176982.2005,643478.6365,8845017.951,234271.2365,1926343.8355,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"20",2020-09-12,2,1.11253950988066,1.65363126944491,0.748500698986536,649616.7475,2365218.772,3586702.861,6081844.9825,1243990.496,108439.961,35805.6475,137084.479,403069.289,506394.1575,1146803.7385,66496.2025,163682.96,621995.248,8860363.2285,203580.6815,1749361.635,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"21",2020-09-13,4,3.04706562757526,4.81206132794731,1.92944526388885,746803.505,2327367.0875,3632738.6935,5995911.4285,1254220.681,58312.0545,61381.11,162659.9415,386700.993,542199.805,1250128.607,86956.5725,161636.923,685422.395,8831718.7105,168798.0525,1681842.414,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"22",2020-09-14,1,0.964790476126083,1.44469149195752,0.644304107835755,657800.8955,2506395.325,3612278.3235,5993865.3915,1317647.828,97186.7575,43989.7955,119693.1645,379539.8635,546291.879,1171356.1825,79795.443,141176.553,699744.654,8757038.36,242455.3845,1805627.6525,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"23",2020-09-15,2,1.85642350684384,2.79133552948983,1.23464492188521,630179.396,2809208.801,3471101.7705,5779031.5065,1408696.4745,63427.147,35805.6475,107416.9425,375447.7895,498210.0095,1312532.7355,85933.554,183120.3115,703836.728,8734531.953,207672.7555,1718671.08,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
