"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cmnty_sick","pct_tested_recently","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_used_public_transit","pct_wear_mask_all_time","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_cmnty_sick","coef_pct_tested_recently","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_used_public_transit","coef_pct_wear_mask_all_time","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_little_time","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_enough_toEat_not_worried","coef_pct_chills","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_cmnty_sick","pvals_pct_tested_recently","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_used_public_transit","pvals_pct_wear_mask_all_time","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_little_time","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_chills","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-08-24,1,0.928527912215715,1.63972502397467,0.525797966828487,858312.5215,1788236.338,4087981.926,6460361.8275,1304348.5875,54219.9805,43989.7955,105370.9055,469565.4915,507417.176,1330947.0685,60358.0915,197442.5705,874680.8175,8524813.1605,276214.995,1962149.483,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"2",2020-08-25,3,1.38024396585107,2.07041550298759,0.920140620334078,942200.0385,2040921.9075,4300769.774,6291563.775,1378005.9195,70588.2765,51150.925,124808.257,428644.7515,569821.3045,1402558.3635,76726.3875,121739.2015,703836.728,8756015.3415,245524.44,1869054.7995,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"3",2020-08-26,1,0.918695260272747,1.66914020273751,0.505650142428652,943223.057,2326344.069,4765220.173,6359082.996,1309463.68,65473.184,36828.666,108439.961,418414.5665,579028.471,1436317.974,64450.1655,170844.0895,826598.948,8563687.8635,255754.625,1867008.7625,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"4",2020-08-27,1,0.99325362841115,1.92781337330212,0.511747031125771,791816.319,1719694.0985,4318161.0885,6421487.1245,1385167.049,92071.665,27621.4995,157544.849,390793.067,500256.0465,1336062.161,49104.888,182097.293,837852.1515,8689519.139,165728.997,1888492.151,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"5",2020-08-28,2,1.8819423463096,3.29742324948497,1.07408322404061,868542.7065,2142200.739,4356012.773,6292586.7935,1477238.714,56266.0175,43989.7955,136061.4605,487979.8245,596419.7855,1435294.9555,32736.592,194373.515,779540.097,8676219.8985,215856.9035,1923274.78,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"6",2020-08-29,1,1.18369887042283,1.80675975177405,0.775500458466885,832737.059,1904860.447,3938621.225,6362152.0515,1393351.197,90025.628,34782.629,107416.9425,396931.178,491048.88,1345269.3275,76726.3875,145268.627,676215.2285,8754992.323,144245.6085,1803581.6155,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"7",2020-08-30,1,1.34157656260587,2.17867889882855,0.826109654938657,873657.799,2040921.9075,3908953.6885,6271103.405,1193862.5895,94117.702,34782.629,119693.1645,390793.067,518670.3795,1461893.4365,74680.3505,199488.6075,674169.1915,8745785.1565,160613.9045,1975448.7235,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"8",2020-08-31,1,1.33923601239742,1.93562130803083,0.92660330275388,833760.0775,2196420.7195,3934529.151,6035809.15,1230691.2555,57289.036,41943.7585,140153.5345,413299.474,505371.139,1310486.6985,69565.258,165728.997,795908.393,8680311.9725,169821.071,1846548.3925,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"9",2020-09-01,3,2.69984466373338,4.26473871120188,1.70916947130751,824552.911,1951919.298,3884401.2445,6178008.7215,1339131.2165,68542.2395,53196.962,61381.11,460358.325,481841.7135,1416880.6225,59335.073,211764.8295,855243.466,8619953.881,206649.737,1754476.7275,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
"10",2020-09-02,2,4.07187758505158,6.02691688082731,2.75102301815212,818414.8,2126855.4615,4024554.779,6064453.668,1382097.9935,71611.295,61381.11,97186.7575,477749.6395,582097.5265,1430179.863,58312.0545,204603.7,836829.133,8653713.4915,185166.3485,1814834.819,-48.9863242707509,2.43469985742708e-06,7.25547019922098e-07,-1.0862034814694e-06,7.47905887026058e-07,1.04416333010119e-06,5.2707991638606e-06,5.28910233126816e-06,4.35292072935279e-06,5.97654766554624e-06,2.76139616418556e-06,2.11940964135961e-06,1.20657683774466e-05,6.242851678133e-06,5.5164806058137e-06,4.02954498784209e-06,-1.82615278026771e-06,-2.4802240040564e-06,3.52796843676649e-05,9.3070732281033e-11,0.00373727508472288,5.36672933571209e-07,0.0231096444377753,0.0307223383942284,0.0188985582878128,0.138073195326645,0.0812263709630123,0.00080095409671637,0.0212862318175203,0.000147600509119845,0.000884378384837368,0.00903668803588208,1.61657785080155e-07,7.18397119984174e-05,0.0418033593591605,0.000105249269483324,337.735823679715,35.785729066933,660.835411515288
