"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_sore_throat","pct_nausea","pct_anosmia_ageusia","pct_headache","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_attended_public_event","pct_wear_mask_none_time","pct_feel_nervous_some_time","pct_feel_nervous_none_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_chills","pct_finances_very_worried","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_cough","coef_pct_sore_throat","coef_pct_nausea","coef_pct_anosmia_ageusia","coef_pct_headache","coef_pct_tested_recently","coef_pct_worked_outside_home","coef_pct_grocery_outside_home","coef_pct_attended_public_event","coef_pct_wear_mask_none_time","coef_pct_feel_nervous_some_time","coef_pct_feel_nervous_none_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_sore_throat","pvals_pct_nausea","pvals_pct_anosmia_ageusia","pvals_pct_headache","pvals_pct_tested_recently","pvals_pct_worked_outside_home","pvals_pct_grocery_outside_home","pvals_pct_attended_public_event","pvals_pct_wear_mask_none_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_nervous_none_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-07-26,0,6.17223646003318,9.82499781791279,3.87750751955444,6031159.47,3853240.7725,2720723.0498,777349.4428,11479306.8579,22335393.9039,21745680.5335,39376770.0508,2533086.9774,3397553.1681,5273913.8921,46238889.27,39061809.5007,19413632.2051,2157814.8326,10768970.2981,16538779.5244,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"2",2020-07-27,0,4.5888786107233,6.88826095809999,3.05705707609576,5716198.9199,4556876.044,2841346.2392,596414.6587,10547827.7842,27260840.8044,25639129.0358,41326844.9461,2546489.554,3116099.0595,5253810.0272,46527044.6669,39189133.9784,19748696.6201,1728932.3814,10574632.9374,16719714.3085,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"3",2020-07-28,17,11.9180285561439,17.4369425081381,8.14588937244987,5856925.9742,4329032.2418,3082592.618,864466.1907,10380295.5767,26416478.4786,30115589.6202,39014900.4826,2841346.2392,3122800.3478,5166693.2793,46942524.5415,40080405.3223,19299710.304,2131009.6794,11593228.759,16739818.1734,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"4",2020-07-29,14,11.1540839372224,16.0463915703868,7.75336859585336,5253810.0272,4107889.7279,3015579.735,723739.1364,10480814.9012,24975701.4941,29485668.52,35349295.7825,4422850.278,3410955.7447,4791421.1345,46567252.3967,40107210.4755,19621372.1424,1822750.4176,11144242.4429,16719714.3085,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"5",2020-07-30,15,5.47633534117415,8.67682562769821,3.4563618143089,6185289.1009,3853240.7725,2546489.554,730440.4247,10366893.0001,20700279.5587,29988265.1425,37607629.9396,4027474.2683,3947058.8087,5428043.523,47760081.7141,40583001.9448,19199190.9795,1963477.4719,11385488.8217,16264026.7041,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"6",2020-07-31,16,14.9316847970601,22.5726265038125,9.87723829307588,5984250.4519,4168201.3226,3457864.7628,978388.0918,10829281.8928,18984749.7539,29807330.3584,38679836.0676,3846539.4842,3055787.4648,5012563.6484,45883720.9901,41447468.1355,19420333.4934,1869659.4357,10480814.9012,17115090.3182,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"7",2020-08-01,11,10.0558154882744,14.5919912755403,6.92978930872307,5870328.5508,4335733.5301,3075891.3297,837661.0375,10011724.7202,24365884.2588,30584679.8012,38847368.2751,4201707.7641,3183111.9425,5468251.2528,47304394.1097,40851053.4768,19232697.421,2466074.0944,10943203.7939,16277429.2807,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"8",2020-08-02,0,3.77413747350329,5.812501336989,2.4505996374154,5783211.8029,4201707.7641,3270228.6904,710336.5598,10232867.2341,24868480.8813,22925107.2743,39403575.204,3859942.0608,3116099.0595,4838330.1526,47002836.1362,41333546.2344,20438929.315,2305243.1752,10440607.1714,17349635.4087,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"9",2020-08-03,0,5.51311188710217,8.03199259913726,3.7841671670579,5903834.9923,3859942.0608,3075891.3297,730440.4247,10319983.982,21524538.0196,27012893.1373,40381963.2958,4516668.3142,2566593.4189,4845031.4409,47277588.9565,40562898.0799,19715190.1786,1862958.1474,10340087.8469,17215609.6427,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
"10",2020-08-04,29,14.3212881162192,19.2311864035212,10.6649318978161,5944042.7221,3759422.7363,3102696.4829,804154.596,10735463.8566,21109058.145,30993458.3875,38807160.5453,5025966.225,2868151.3924,5300719.0453,46078058.3508,40455677.4671,19654878.5839,2285139.3103,10614840.6672,16820233.633,16.5030901298683,-3.54673862079384e-07,-1.17167029529963e-07,7.78648151190111e-07,5.80656030486787e-07,1.37871085195206e-07,-4.9958851895945e-08,7.75869146772361e-08,-5.62836878183682e-08,-9.46010822905205e-08,-4.27894603281658e-07,1.21623558223867e-07,-1.91022316046752e-07,-1.0126884493321e-07,7.11527188926205e-08,1.90690567414369e-07,3.05292884464684e-07,-3.5311811989188e-07,1.19976143572742e-05,9.52359427161442e-05,0.163138747041198,2.97503221634455e-05,0.0159923524679779,0.0786106681540481,0.0754790570950346,5.59404528662496e-06,0.0329405617469574,0.0521437479329946,0.00175666569800897,0.0122849764263753,4.22220700448989e-08,0.0506575011212061,0.0983563932075157,0.0347191871044449,0.000483261032765908,0.000186834239823828,1096.10239439122,162.650481545325,1410.54161698897
