"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_difficulty_breathing","pct_aches_muscle_pain","pct_nausea","pct_anosmia_ageusia","pct_cmnty_sick","pct_ever_tested","pct_attended_public_event","pct_wear_mask_none_time","pct_feel_nervous_little_time","pct_feel_depressed_little_time","pct_feel_nervous_most_time","coef_(Intercept)","coef_pct_difficulty_breathing","coef_pct_aches_muscle_pain","coef_pct_nausea","coef_pct_anosmia_ageusia","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_attended_public_event","coef_pct_wear_mask_none_time","coef_pct_feel_nervous_little_time","coef_pct_feel_depressed_little_time","coef_pct_feel_nervous_most_time","pvals_(Intercept)","pvals_pct_difficulty_breathing","pvals_pct_aches_muscle_pain","pvals_pct_nausea","pvals_pct_anosmia_ageusia","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_attended_public_event","pvals_pct_wear_mask_none_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_depressed_little_time","pvals_pct_feel_nervous_most_time","aic","deviance","null_deviance"
"1",2020-07-14,0,0.339646482725438,0.591078314313203,0.195168272011134,589091.1915,6269979.2904,1997787.519,496885.6137,1557249.7584,3124744.581,10029917.8518,266371.6692,9399846.4035,11238835.4274,1413818.8596,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"2",2020-07-15,0,0.238041320349317,0.458980040604616,0.123455630268809,624948.9162,6597821.3448,2463937.9401,143430.8988,2300016.9129,2914720.7649,8672446.8453,158798.4951,9112984.6059,12514345.9203,1844111.556,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"3",2020-07-16,2,0.701642782590617,1.18421864647081,0.415719340198413,640316.5125,6080445.6027,2422957.6833,245881.5408,1362593.5386,3560159.8095,8851735.4688,56347.8531,9845506.6962,11213222.7669,1762151.0424,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"4",2020-07-17,2,0.472668818564569,0.872079953967902,0.25618730372909,512253.21,6111180.7953,2699574.4167,286861.7976,1823621.4276,3385993.7181,9522787.1739,343209.6507,8805632.6799,10567783.7223,1490656.8411,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"5",2020-07-18,1,0.494617780241597,0.823884736399785,0.296942931119447,338087.1186,6054832.9422,2340997.1697,266371.6692,2018277.6474,4010942.6343,9189822.5874,256126.605,8856858.0009,12401650.2141,1449676.5843,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"6",2020-07-19,1,0.424285811407054,1.04574940460897,0.172143009566096,481518.0174,5542579.7322,1798008.7671,240759.0087,1741660.914,3391116.2502,10849522.9878,507130.6779,8462423.0292,11459104.3077,875952.9891,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"7",2020-07-20,1,0.332056614148886,0.664004269177944,0.166055551324284,240759.0087,6116303.3274,1680190.5288,573723.5952,1731415.8498,3237440.2872,9871119.3567,215146.3482,9563767.4307,13472259.423,1675067.9967,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"8",2020-07-21,0,0.32019632734666,0.606457292259098,0.169056732196876,834972.7323,6239244.0978,2581756.1784,297106.8618,2494673.1327,3821408.9466,9548399.8344,189533.6877,8180683.7637,10542171.0618,1552127.2263,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"9",2020-07-22,1,0.558592963916517,0.943522447640746,0.330703418998936,568601.0631,6485125.6386,2448570.3438,409802.568,1536759.63,4026310.2306,10347514.842,0,9066881.817,11331041.0052,963036.0348,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
"10",2020-07-23,0,0.404623288579484,0.762503114189553,0.214713884591659,512253.21,5711623.2915,1639210.272,143430.8988,2043890.3079,4000697.5701,10624131.5754,235636.4766,10736827.2816,11720353.4448,1890214.3449,9.68855631436521,-1.47760717355083e-06,-2.50939740523455e-07,-3.11404121204868e-07,-1.00198745996406e-06,-6.93745533822212e-07,2.34164195996621e-07,-8.29714341832359e-08,-1.58721883939523e-06,-3.05526167328677e-07,-2.77311290187542e-07,2.74145483373284e-07,1.75812829242014e-07,0.00134992705853246,0.024461114765599,0.138244346884481,0.0609069554868243,0.00249285656019197,0.0182226142211283,0.00920183174068432,0.0852269351759918,0.000391085097575925,0.00178901125340215,0.143864961993868,333.377869089018,74.8028247906054,208.923845006199
